   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 4.5130e-002 1.7596e-001 2.8928e-001 2.6451e-001 1.4975e-001 5.5957e-002 1.4952e-002 3.3762e-003 8.1560e-004 1.9724e-004 2.1134e-005 2.5787e-007 6.2271e-007 7.0134e-008 2.8772e-009 3.1779e-009 1.3453e-008 1.1455e-008 1.7260e-009
           1 6.8299e-002 1.3925e-001 6.1374e-002 2.4691e-003 1.0878e-001 2.1008e-001 1.9151e-001 1.2103e-001 6.3700e-002 2.6965e-002 6.3018e-003 2.1519e-004 4.6753e-005 1.7796e-007 2.2978e-006 2.7305e-006 1.0282e-006 2.1516e-007 1.6331e-008
           2 8.1890e-002 9.7675e-002 4.2916e-003 5.6473e-002 1.0877e-001 2.3635e-002 1.9397e-002 1.3852e-001 2.1545e-001 1.7345e-001 7.1507e-002 8.8898e-003 2.0995e-005 5.6733e-005 2.9245e-005 6.7772e-006 2.7052e-007 8.1405e-008 3.5829e-008
           3 1.2174e-001 6.0255e-002 1.6308e-002 1.0442e-001 1.4012e-002 5.8374e-002 1.4596e-001 3.7653e-002 2.0819e-002 1.5655e-001 1.8575e-001 7.3267e-002 4.4941e-003 3.4913e-004 2.8051e-008 1.2258e-005 1.1793e-005 5.4932e-006 6.7353e-007
           4 1.1736e-001 1.4264e-002 5.5876e-002 4.4056e-002 1.9248e-002 9.3558e-002 4.9120e-003 6.9543e-002 9.0674e-002 6.6187e-005 1.4626e-001 2.5208e-001 8.9769e-002 1.2423e-003 8.8839e-004 9.8384e-005 5.6381e-006 8.8306e-009 6.2632e-008
           5 1.1309e-001 1.1624e-004 7.3245e-002 3.0058e-003 6.7285e-002 2.0193e-002 4.8158e-002 7.4759e-002 2.9293e-003 8.7502e-002 8.9946e-003 1.2560e-001 2.9373e-001 7.9899e-002 3.3398e-004 6.3506e-004 3.0180e-004 8.6925e-005 8.8125e-006
           6 9.5320e-002 5.9045e-003 5.6638e-002 6.8551e-003 5.7211e-002 3.9262e-003 7.2669e-002 1.7456e-004 7.2326e-002 1.0373e-002 5.9477e-002 2.5265e-002 1.2543e-001 3.4884e-001 5.2056e-002 6.8254e-003 3.8148e-005 6.7306e-005 1.6112e-005
           7 7.8263e-002 1.9330e-002 3.1636e-002 2.8835e-002 2.2133e-002 3.5590e-002 2.3933e-002 3.7036e-002 3.6084e-002 2.5281e-002 3.7108e-002 2.9192e-002 3.4774e-002 1.4859e-001 3.8310e-001 1.0221e-002 1.3617e-002 3.2259e-003 2.7079e-004
           8 6.1566e-002 3.1378e-002 1.1795e-002 4.2161e-002 1.7472e-003 4.8320e-002 7.8845e-007 5.6499e-002 4.1538e-005 5.3729e-002 8.6897e-004 4.9038e-002 1.0830e-002 3.1122e-002 2.2270e-001 3.5011e-001 1.0308e-002 1.4538e-003 5.1074e-004
           9 4.7092e-002 3.8495e-002 1.9415e-003 4.1124e-002 2.3259e-003 3.4586e-002 1.2989e-002 2.8179e-002 2.3730e-002 1.9564e-002 3.1925e-002 5.4827e-003 4.4120e-002 2.7052e-003 1.4308e-002 3.6842e-001 1.7074e-001 6.8684e-002 5.8646e-003
