   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82
          10 1.8994e-009 2.2464e-009 1.1308e-007 2.5488e-006 8.2893e-008 1.4765e-005 1.8331e-005 1.4882e-026 1.8802e-024 1.1330e-022 2.9126e-016 4.9819e-021 1.5938e-019 4.4987e-018 1.4432e-015 1.1814e-007 1.2944e-015 3.3805e-014 1.1697e-012 2.6816e-001 1.4312e-008 8.0863e-012 1.8148e-010 2.8664e-008 2.5904e-001 1.1881e-005 4.8506e-006 3.7998e-005 2.0483e-003 2.3319e-001 5.7034e-003 7.3027e-003 2.6699e-002 4.3171e-002 2.6911e-002 1.8939e-002 1.5597e-002 1.2577e-002 9.5647e-003 7.0291e-003 5.0721e-003 3.5899e-003 2.4826e-003 1.6728e-003 1.0950e-003 6.9156e-004 4.1626e-004 2.3469e-004 1.2026e-004 5.2702e-005 1.7011e-005 2.2173e-006 5.0074e-007 6.3559e-006 1.5983e-005 2.6859e-005 3.7364e-005 4.6554e-005 5.3982e-005 5.9512e-005 6.3094e-005 6.4968e-005 6.5312e-005 6.4414e-005 6.2469e-005 5.9820e-005 5.6618e-005 5.3050e-005 4.9312e-005 4.5444e-005 4.1614e-005 3.7846e-005 3.4204e-005 3.0744e-005 2.7476e-005 2.4416e-005 2.1593e-005 1.8991e-005 1.6618e-005 1.4454e-005 1.2492e-005 1.0683e-005 8.9804e-006
          11 1.0938e-009 9.4563e-010 1.7910e-007 2.4531e-007 1.9254e-006 4.7535e-006 7.1810e-006 1.1635e-024 1.1771e-022 5.8281e-021 7.6489e-017 1.8617e-019 4.3984e-018 8.2837e-017 1.2214e-015 2.7386e-010 1.8697e-014 2.4699e-013 3.4786e-012 4.8739e-002 2.1481e-009 2.0944e-010 3.9060e-009 1.1475e-007 3.5963e-001 1.3026e-005 8.9904e-007 5.3169e-008 3.4772e-004 6.8887e-002 2.9914e-003 6.9472e-003 3.6370e-002 7.3654e-002 5.7044e-002 4.9235e-002 4.8401e-002 4.5683e-002 4.0188e-002 3.3933e-002 2.8044e-002 2.2740e-002 1.8094e-002 1.4152e-002 1.0910e-002 8.2980e-003 6.2190e-003 4.5932e-003 3.3430e-003 2.3955e-003 1.6882e-003 1.1663e-003 7.8675e-004 5.1553e-004 3.2510e-004 1.9513e-004 1.0922e-004 5.5102e-005 2.3344e-005 6.8858e-006 5.6767e-007 6.7118e-007 4.5446e-006 1.0355e-005 1.6852e-005 2.3266e-005 2.9106e-005 3.4108e-005 3.8196e-005 4.1293e-005 4.3504e-005 4.4863e-005 4.5468e-005 4.5443e-005 4.4864e-005 4.3823e-005 4.2440e-005 4.0762e-005 3.8880e-005 3.6820e-005 3.4625e-005 3.2214e-005 2.9446e-005
          12 1.4929e-012 9.0541e-011 3.3842e-008 8.3914e-008 1.6514e-006 4.3763e-008 1.0902e-005 2.0417e-022 1.6573e-020 6.5173e-019 1.7788e-019 1.6506e-017 3.0479e-016 4.4278e-015 5.4101e-014 5.9525e-010 5.4809e-013 5.0249e-012 4.2136e-011 9.6760e-005 2.5209e-010 2.5268e-009 2.0395e-008 2.1626e-007 9.9191e-002 1.2650e-006 2.9296e-006 5.7507e-005 3.4275e-003 3.6143e-001 7.0775e-003 4.7153e-003 5.7435e-003 1.1453e-003 1.1847e-003 7.9359e-003 1.8965e-002 3.0968e-002 4.0251e-002 4.5832e-002 4.8118e-002 4.7561e-002 4.4793e-002 4.0592e-002 3.5702e-002 3.0645e-002 2.5736e-002 2.1219e-002 1.7226e-002 1.3801e-002 1.0935e-002 8.5726e-003 6.6522e-003 5.1127e-003 3.8865e-003 2.9247e-003 2.1758e-003 1.5997e-003 1.1616e-003 8.3145e-004 5.8444e-004 4.0263e-004 2.7031e-004 1.7573e-004 1.0944e-004 6.4343e-005 3.4726e-005 1.6331e-005 5.9337e-006 1.0953e-006 2.2821e-008 1.3911e-006 4.2342e-006 7.8618e-006 1.1782e-005 1.5657e-005 1.9276e-005 2.2492e-005 2.5237e-005 2.7457e-005 2.9133e-005 3.0148e-005 3.0285e-005
          13 1.6153e-010 3.6563e-010 2.0081e-009 2.3664e-007 4.9146e-007 1.1252e-006 2.0094e-006 8.5161e-020 5.3922e-018 1.6479e-016 3.5157e-016 3.2310e-015 4.5980e-014 5.1180e-013 4.6747e-012 3.9811e-011 3.6401e-011 2.4838e-010 1.5227e-009 2.8439e-004 7.8417e-009 4.5039e-008 2.2889e-007 1.1660e-006 2.8667e-003 4.0966e-006 2.8576e-005 1.9568e-004 3.8033e-003 2.0352e-001 5.0631e-004 2.5097e-003 3.6493e-002 9.5862e-002 7.7841e-002 5.7101e-002 3.8616e-002 1.9035e-002 4.9517e-003 1.8815e-005 2.9597e-003 1.0676e-002 2.0002e-002 2.8534e-002 3.4931e-002 3.8716e-002 3.9942e-002 3.9060e-002 3.6667e-002 3.3338e-002 2.9559e-002 2.5665e-002 2.1894e-002 1.8408e-002 1.5267e-002 1.2525e-002 1.0172e-002 8.1899e-003 6.5464e-003 5.1982e-003 4.0959e-003 3.2074e-003 2.4938e-003 1.9256e-003 1.4748e-003 1.1213e-003 8.4496e-004 6.3027e-004 4.6508e-004 3.3830e-004 2.4226e-004 1.7003e-004 1.1640e-004 7.7242e-005 4.9164e-005 2.9546e-005 1.6341e-005 7.9062e-006 2.9869e-006 6.0270e-007 3.1236e-009 6.0224e-007 1.9058e-006
          14 3.3641e-011 1.5586e-011 1.6204e-008 1.6293e-007 4.5923e-008 1.2289e-006 3.0115e-008 4.2722e-017 2.1278e-015 5.1007e-014 7.3555e-014 7.8233e-013 8.6855e-012 7.5172e-011 5.3192e-010 7.5148e-010 3.1916e-009 1.6685e-008 7.7762e-008 1.3888e-005 3.3069e-007 1.2946e-006 4.7922e-006 1.7061e-005 9.6501e-004 5.5696e-005 2.0143e-004 7.4275e-004 4.0484e-003 3.2057e-002 4.0933e-003 2.6380e-002 1.1278e-001 1.3850e-001 3.7908e-002 1.6120e-003 7.2317e-003 3.1739e-002 5.2185e-002 5.6842e-002 4.7264e-002 3.0666e-002 1.4602e-002 3.9154e-003 3.9504e-005 1.9550e-003 7.5291e-003 1.4525e-002 2.1207e-002 2.6519e-002 3.0025e-002 3.1692e-002 3.1754e-002 3.0582e-002 2.8516e-002 2.5935e-002 2.3099e-002 2.0230e-002 1.7482e-002 1.4941e-002 1.2632e-002 1.0595e-002 8.8166e-003 7.2889e-003 5.9854e-003 4.8921e-003 3.9775e-003 3.2180e-003 2.5933e-003 2.0786e-003 1.6593e-003 1.3177e-003 1.0408e-003 8.1781e-004 6.3865e-004 4.9531e-004 3.8147e-004 2.9125e-004 2.2026e-004 1.6459e-004 1.2126e-004 8.7537e-005 6.1415e-005
          15 7.3520e-011 1.0695e-009 1.1144e-008 7.1927e-008 1.1298e-008 7.8597e-007 2.7780e-007 2.7953e-014 1.0673e-012 1.9562e-011 2.8070e-011 2.2893e-010 1.9358e-009 1.2739e-008 6.8419e-008 7.3727e-008 3.1105e-007 1.2301e-006 4.3295e-006 2.2722e-007 1.3831e-005 4.0787e-005 1.1278e-004 2.9633e-004 4.8021e-007 7.5038e-004 1.8538e-003 4.5672e-003 1.2506e-002 1.0266e-002 2.0598e-002 5.4865e-002 1.0058e-001 3.1817e-002 5.6424e-003 5.0722e-002 8.0526e-002 6.5336e-002 2.7564e-002 2.8504e-003 2.7900e-003 1.8284e-002 3.4618e-002 4.2101e-002 3.8972e-002 2.8780e-002 1.6649e-002 6.7528e-003 1.1813e-003 1.1309e-004 2.5472e-003 7.0377e-003 1.2208e-002 1.7030e-002 2.0854e-002 2.3430e-002 2.4739e-002 2.4939e-002 2.4273e-002 2.2982e-002 2.1255e-002 1.9306e-002 1.7263e-002 1.5241e-002 1.3301e-002 1.1512e-002 9.8845e-003 8.4300e-003 7.1539e-003 6.0359e-003 5.0735e-003 4.2463e-003 3.5404e-003 2.9428e-003 2.4378e-003 2.0127e-003 1.6574e-003 1.3603e-003 1.1131e-003 9.0726e-004 7.3623e-004 5.9246e-004 4.6978e-004
          16 3.8721e-010 2.3639e-009 2.8972e-009 2.2557e-008 7.6128e-008 3.2079e-007 7.2713e-007 9.4866e-011 2.1103e-009 2.2668e-008 3.0953e-008 1.5715e-007 7.9991e-007 3.2341e-006 1.0945e-005 1.2038e-005 3.2285e-005 8.5506e-005 2.0811e-004 2.5025e-005 4.7357e-004 1.0193e-003 2.0924e-003 4.1151e-003 1.7072e-005 7.7727e-003 1.4134e-002 2.4716e-002 4.1725e-002 9.1805e-004 6.0280e-002 8.2440e-002 5.3490e-002 1.0959e-003 4.9784e-002 5.2482e-002 1.6107e-002 4.7705e-004 2.2461e-002 4.7500e-002 4.8639e-002 2.9358e-002 8.5079e-003 2.8148e-005 5.2451e-003 1.7072e-002 2.7264e-002 3.1077e-002 2.8135e-002 2.0860e-002 1.2453e-002 5.4556e-003 1.2289e-003 4.0312e-006 1.2564e-003 4.1197e-003 7.7046e-003 1.1285e-002 1.4379e-002 1.6732e-002 1.8234e-002 1.8943e-002 1.8956e-002 1.8423e-002 1.7474e-002 1.6271e-002 1.4912e-002 1.3487e-002 1.2076e-002 1.0705e-002 9.4225e-003 8.2366e-003 7.1577e-003 6.1918e-003 5.3323e-003 4.5737e-003 3.9117e-003 3.3347e-003 2.8357e-003 2.4038e-003 2.0310e-003 1.7040e-003 1.4106e-003
          17 5.8154e-010 2.4605e-009 1.6046e-010 4.0035e-009 1.0524e-007 7.3369e-008 7.5427e-007 9.4025e-008 1.2419e-006 7.9965e-006 1.0423e-005 3.3902e-005 1.0881e-004 2.8840e-004 6.6793e-004 7.2278e-004 1.4043e-003 2.7385e-003 5.0110e-003 8.2349e-004 8.6502e-003 1.4115e-002 2.1807e-002 3.1874e-002 1.1230e-006 4.3971e-002 5.6817e-002 6.7674e-002 7.0981e-002 8.0901e-005 6.1481e-002 3.1627e-002 2.8819e-006 3.4097e-002 1.9764e-002 1.5274e-005 1.7949e-002 3.4593e-002 2.1344e-002 2.3643e-003 3.5954e-003 2.0613e-002 3.3662e-002 3.1625e-002 1.8633e-002 5.5200e-003 3.7199e-005 3.1376e-003 1.0876e-002 1.8271e-002 2.2041e-002 2.1353e-002 1.7263e-002 1.1649e-002 6.2699e-003 2.3279e-003 3.0593e-004 1.2817e-004 1.3751e-003 3.5062e-003 5.9976e-003 8.4395e-003 1.0548e-002 1.2172e-002 1.3249e-002 1.3818e-002 1.3929e-002 1.3665e-002 1.3128e-002 1.2379e-002 1.1510e-002 1.0567e-002 9.6006e-003 8.6496e-003 7.7340e-003 6.8705e-003 6.0735e-003 5.3429e-003 4.6825e-003 4.0867e-003 3.5523e-003 3.0641e-003 2.6059e-003
          18 5.3024e-010 1.7254e-009 8.4004e-011 7.1162e-011 8.7930e-008 4.9609e-009 5.1066e-007 9.5517e-005 4.6621e-004 1.3206e-003 1.6113e-003 2.9792e-003 5.9071e-003 1.0555e-002 1.7165e-002 1.8338e-002 2.5749e-002 3.5988e-002 4.7105e-002 4.6686e-003 5.7717e-002 6.5944e-002 6.9798e-002 6.7520e-002 5.4910e-008 5.8208e-002 4.2436e-002 2.3137e-002 5.8613e-003 1.2953e-003 3.0180e-005 1.0802e-002 2.3652e-002 7.7623e-004 1.6113e-002 2.5733e-002 8.6719e-003 4.9788e-004 1.3559e-002 2.1949e-002 1.3476e-002 1.8596e-003 1.6094e-003 1.1612e-002 2.1049e-002 2.2112e-002 1.5264e-002 6.2947e-003 7.2313e-004 5.9483e-004 4.5852e-003 9.8348e-003 1.3780e-002 1.5122e-002 1.3842e-002 1.0803e-002 7.1192e-003 3.7730e-003 1.3808e-003 1.7371e-004 8.7227e-005 8.7633e-004 2.2248e-003 3.8276e-003 5.4294e-003 6.8616e-003 8.0146e-003 8.8429e-003 9.3537e-003 9.5598e-003 9.5192e-003 9.2719e-003 8.8692e-003 8.3621e-003 7.7855e-003 7.1718e-003 6.5520e-003 5.9398e-003 5.3520e-003 4.7930e-003 4.2679e-003 3.7659e-003 3.2716e-003
          19 3.4285e-010 9.1238e-010 2.4777e-010 2.9071e-010 5.3144e-008 6.9783e-010 2.6211e-007 2.2569e-002 2.9149e-002 4.9273e-002 5.6788e-002 6.2064e-002 7.6716e-002 8.3329e-002 8.4787e-002 8.8965e-002 7.8301e-002 6.5430e-002 4.8460e-002 2.7215e-003 3.0111e-002 1.4130e-002 3.5013e-003 3.9131e-006 3.7586e-008 3.5568e-003 1.1718e-002 2.0048e-002 2.2782e-002 1.4028e-004 1.7336e-002 4.5131e-003 2.4792e-003 1.1098e-002 3.2433e-004 6.4536e-003 1.4602e-002 7.4061e-003 3.8046e-005 4.9109e-003 1.1950e-002 1.0444e-002 3.4449e-003 2.1328e-006 3.4170e-003 9.6715e-003 1.3162e-002 1.1677e-002 6.9601e-003 2.3016e-003 7.9692e-005 7.7035e-004 3.3538e-003 6.2903e-003 8.3262e-003 8.8949e-003 8.0609e-003 6.3010e-003 4.2133e-003 2.3066e-003 9.0680e-004 1.5205e-004 2.0269e-005 3.9272e-004 1.1057e-003 1.9956e-003 2.9211e-003 3.7770e-003 4.5000e-003 5.0493e-003 5.4234e-003 5.6256e-003 5.6755e-003 5.6010e-003 5.4255e-003 5.1741e-003 4.8738e-003 4.5404e-003 4.1924e-003 3.8387e-003 3.4880e-003 3.1355e-003 2.7708e-003
