   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87
           0 9.9866e-001 1.3118e-003 2.4780e-005 2.0194e-008 6.6107e-008 1.5286e-011 2.5958e-009 1.6269e-039 8.3802e-028 8.7504e-038 5.6267e-037 1.0272e-033 1.5224e-030 1.7672e-018 5.4988e-029 5.6118e-028 1.7413e-026 2.5588e-024 9.9511e-014 4.1478e-024 2.9235e-024 1.6009e-021 1.2006e-018 3.1110e-010 4.6212e-018 2.6460e-017 5.6883e-016 2.2535e-012 4.7197e-010 5.0672e-014 1.6736e-013 2.9755e-012 5.7652e-011 3.3359e-012 2.2414e-013 1.2549e-012 1.0650e-011 2.5811e-011 4.7183e-011 7.7212e-011 1.1285e-010 1.4947e-010 1.8432e-010 2.1565e-010 2.4130e-010 2.5960e-010 2.6992e-010 2.7247e-010 2.6766e-010 2.5601e-010 2.3881e-010 2.1749e-010 1.9358e-010 1.6865e-010 1.4380e-010 1.2005e-010 9.8083e-011 7.8353e-011 6.1231e-011 4.6731e-011 3.4823e-011 2.5323e-011 1.7969e-011 1.2404e-011 8.3339e-012 5.4486e-012 3.4773e-012 2.1767e-012 1.3547e-012 8.5816e-013 5.7333e-013 4.2465e-013 3.6391e-013 3.6756e-013 4.2845e-013 5.5019e-013 7.4340e-013 1.0199e-012 1.3912e-012 1.8656e-012 2.4477e-012 3.1344e-012 3.9216e-012 4.7947e-012 5.7368e-012 6.7168e-012 7.6791e-012 8.4975e-012
           1 1.2935e-003 9.9658e-001 1.9585e-003 1.6708e-004 9.8736e-009 5.0568e-008 8.2383e-008 1.1631e-037 9.5965e-026 2.4768e-035 4.3629e-034 1.4654e-032 2.5999e-032 9.0029e-019 1.7279e-028 6.4569e-027 5.0232e-025 2.0156e-022 1.2405e-011 1.7684e-021 9.1616e-021 1.7422e-019 2.9957e-017 5.5800e-009 3.4957e-017 5.5175e-017 1.5792e-016 1.0245e-013 2.8359e-011 4.0760e-014 4.4934e-013 2.0643e-011 6.4636e-010 7.8536e-011 6.8330e-011 1.1173e-010 1.0032e-010 4.3075e-011 7.7799e-012 1.4883e-012 3.1034e-011 1.0143e-010 2.1114e-010 3.5404e-010 5.1927e-010 6.9290e-010 8.6089e-010 1.0113e-009 1.1333e-009 1.2176e-009 1.2600e-009 1.2600e-009 1.2207e-009 1.1484e-009 1.0497e-009 9.3263e-010 8.0487e-010 6.7344e-010 5.4577e-010 4.2659e-010 3.2019e-010 2.2917e-010 1.5469e-010 9.6371e-011 5.3534e-011 2.4625e-011 7.7105e-012 5.9915e-013 1.0685e-012 6.9800e-012 1.6387e-011 2.7633e-011 3.9310e-011 5.0368e-011 6.0037e-011 6.7752e-011 7.3290e-011 7.6524e-011 7.7541e-011 7.6536e-011 7.3803e-011 6.9591e-011 6.4297e-011 5.8191e-011 5.1598e-011 4.4754e-011 3.7839e-011 3.0917e-011
           2 4.2469e-005 1.9048e-003 9.9638e-001 8.5081e-004 8.1742e-004 4.8337e-006 1.4508e-006 5.2960e-039 2.9651e-026 6.0043e-035 7.9783e-033 1.7377e-030 1.3921e-027 1.3928e-015 3.6534e-026 3.0849e-025 8.6890e-024 1.3093e-021 5.4399e-011 3.1916e-021 6.4023e-022 1.3169e-019 1.5519e-016 4.2113e-008 6.7673e-016 4.1336e-015 9.4602e-014 4.0976e-010 8.6265e-008 1.0636e-011 4.4598e-011 1.1901e-009 3.1094e-008 3.1648e-009 2.2953e-009 3.5607e-009 3.4581e-009 2.0623e-009 1.1520e-009 6.2495e-010 2.9320e-010 1.0357e-010 1.8928e-011 9.7396e-014 1.5002e-011 4.1375e-011 6.5890e-011 8.2338e-011 8.9197e-011 8.7547e-011 7.9846e-011 6.8730e-011 5.6444e-011 4.4623e-011 3.4159e-011 2.5461e-011 1.8546e-011 1.3226e-011 9.2438e-012 6.2988e-012 4.1401e-012 2.5634e-012 1.4223e-012 6.2612e-013 1.4605e-013 2.3725e-015 2.6332e-013 1.0396e-012 2.4790e-012 4.7597e-012 8.0707e-012 1.2621e-011 1.8584e-011 2.6132e-011 3.5396e-011 4.6413e-011 5.9229e-011 7.3750e-011 8.9862e-011 1.0738e-010 1.2610e-010 1.4563e-010 1.6575e-010 1.8594e-010 2.0581e-010 2.2459e-010 2.4098e-010 2.5193e-010
           3 7.7948e-007 2.0023e-004 8.5337e-004 9.9636e-001 6.6277e-004 1.7883e-003 1.2913e-004 3.0389e-036 7.0417e-024 3.8436e-033 2.0095e-031 2.5142e-029 1.2750e-026 1.0704e-014 2.1435e-025 1.0880e-024 1.4589e-023 3.1998e-022 2.8723e-013 4.6519e-021 1.5262e-019 7.6492e-018 2.8899e-015 6.6393e-007 7.6260e-015 3.4259e-014 6.2981e-013 2.2926e-009 4.7912e-007 5.1065e-011 1.8419e-010 4.1686e-009 9.9519e-008 8.8756e-009 4.8511e-009 5.0620e-009 2.6079e-009 2.9616e-010 1.8733e-010 1.7980e-009 4.7961e-009 8.6912e-009 1.2983e-008 1.7269e-008 2.1168e-008 2.4374e-008 2.6704e-008 2.8099e-008 2.8545e-008 2.8061e-008 2.6768e-008 2.4821e-008 2.2399e-008 1.9698e-008 1.6869e-008 1.4060e-008 1.1383e-008 8.9197e-009 6.7443e-009 4.8844e-009 3.3574e-009 2.1573e-009 1.2619e-009 6.3614e-010 2.4430e-010 4.6119e-011 1.6053e-012 7.2767e-011 2.2505e-010 4.2859e-010 6.5776e-010 8.9322e-010 1.1182e-009 1.3222e-009 1.4979e-009 1.6392e-009 1.7458e-009 1.8166e-009 1.8537e-009 1.8601e-009 1.8397e-009 1.7950e-009 1.7314e-009 1.6513e-009 1.5586e-009 1.4548e-009 1.3395e-009 1.2071e-009
           4 7.1042e-008 1.2440e-006 7.8236e-004 5.2889e-004 9.8846e-001 8.2642e-003 1.4139e-003 1.2734e-033 1.0132e-021 2.5877e-031 5.1515e-030 3.0296e-028 7.0589e-026 4.0673e-014 3.7963e-025 8.3855e-027 7.0315e-023 6.1398e-020 4.3534e-009 7.5010e-019 4.8192e-018 1.1208e-016 2.4705e-014 4.9999e-006 4.1539e-014 1.2249e-013 1.4639e-012 3.2813e-009 6.6902e-007 3.9353e-011 5.4109e-011 1.0581e-010 2.9735e-010 1.2373e-009 5.7319e-009 2.4508e-008 5.0551e-008 6.2605e-008 7.3998e-008 8.8154e-008 1.0000e-007 1.0662e-007 1.0815e-007 1.0537e-007 9.8733e-008 8.8932e-008 7.6962e-008 6.3898e-008 5.0649e-008 3.7984e-008 2.6624e-008 1.7075e-008 9.6368e-009 4.4041e-009 1.2823e-009 4.8928e-011 3.8858e-010 1.9355e-009 4.3122e-009 7.1545e-009 1.0141e-008 1.3013e-008 1.5589e-008 1.7703e-008 1.9289e-008 2.0307e-008 2.0790e-008 2.0750e-008 2.0274e-008 1.9443e-008 1.8315e-008 1.7000e-008 1.5542e-008 1.4022e-008 1.2494e-008 1.0991e-008 9.5588e-009 8.2161e-009 6.9822e-009 5.8672e-009 4.8761e-009 4.0034e-009 3.2484e-009 2.6004e-009 2.0520e-009 1.5919e-009 1.2089e-009 8.9076e-010
           5 6.5806e-008 4.8325e-007 8.4736e-007 2.0755e-003 7.1031e-003 9.6951e-001 1.9849e-002 6.1841e-034 1.0416e-021 4.8911e-031 2.3817e-029 3.2027e-027 1.9380e-024 1.7979e-012 4.3466e-023 3.4770e-022 1.0422e-020 1.9999e-018 9.7384e-008 9.2362e-018 2.5842e-017 2.5159e-016 1.7490e-014 2.2948e-006 2.3840e-015 1.8076e-014 1.8320e-012 1.4767e-008 3.1757e-006 5.6557e-010 3.1924e-009 1.0976e-007 3.2114e-006 3.7591e-007 3.4119e-007 6.5247e-007 7.7745e-007 5.8914e-007 4.3812e-007 3.3456e-007 2.4221e-007 1.5940e-007 9.2824e-008 4.5067e-008 1.5402e-008 1.7499e-009 1.0942e-009 9.9363e-009 2.4769e-008 4.2318e-008 5.9833e-008 7.5224e-008 8.7121e-008 9.4906e-008 9.8391e-008 9.7887e-008 9.3949e-008 8.7255e-008 7.8712e-008 6.9016e-008 5.8907e-008 4.8975e-008 3.9677e-008 3.1216e-008 2.3809e-008 1.7522e-008 1.2373e-008 8.2848e-009 5.1768e-009 2.9288e-009 1.4097e-009 4.9683e-010 6.8994e-011 1.9571e-011 2.5467e-010 6.9438e-010 1.2728e-009 1.9357e-009 2.6406e-009 3.3550e-009 4.0557e-009 4.7216e-009 5.3438e-009 5.9092e-009 6.4118e-009 6.8381e-009 7.1605e-009 7.3059e-009
           6 6.0888e-009 4.0256e-007 2.8233e-010 1.4219e-005 2.8290e-003 1.7026e-002 9.4263e-001 1.1933e-031 7.1315e-020 1.3092e-029 1.3303e-028 3.1777e-027 5.9400e-026 1.0970e-014 7.5558e-024 2.9855e-022 2.1597e-020 8.2056e-018 4.9998e-007 7.1048e-017 3.8316e-016 8.1338e-015 1.7239e-012 3.4771e-004 2.9032e-012 8.9319e-012 1.1726e-010 3.1230e-007 6.4356e-005 5.1391e-009 1.3606e-008 2.1985e-007 4.3663e-006 2.9580e-007 8.3032e-008 1.8948e-008 1.0584e-008 1.0846e-007 2.6701e-007 4.6698e-007 6.7151e-007 8.4202e-007 9.6197e-007 1.0282e-006 1.0400e-006 1.0023e-006 9.2526e-007 8.2131e-007 7.0176e-007 5.7628e-007 4.5423e-007 3.4254e-007 2.4581e-007 1.6650e-007 1.0480e-007 5.9690e-008 2.9160e-008 1.0759e-008 1.9056e-009 8.8053e-011 3.0729e-009 8.9836e-009 1.6366e-008 2.4100e-008 3.1431e-008 3.7851e-008 4.3135e-008 4.7111e-008 4.9834e-008 5.1405e-008 5.1892e-008 5.1529e-008 5.0379e-008 4.8639e-008 4.6439e-008 4.3854e-008 4.1032e-008 3.8033e-008 3.4942e-008 3.1827e-008 2.8748e-008 2.5724e-008 2.2813e-008 2.0022e-008 1.7379e-008 1.4884e-008 1.2529e-008 1.0272e-008
           7 2.2300e-010 4.8835e-009 1.3635e-006 5.5476e-006 1.1665e-004 3.1449e-003 3.2095e-002 2.1165e-030 1.7760e-018 4.6864e-028 9.6683e-027 6.1930e-025 1.8875e-022 1.3470e-010 2.2121e-021 9.3960e-021 1.4454e-019 1.2000e-017 3.9001e-007 1.1799e-017 8.0992e-018 2.7508e-015 1.6035e-012 3.9311e-004 5.1338e-012 2.5904e-011 5.2134e-010 2.0763e-006 4.3584e-004 5.1449e-008 2.1317e-007 5.8057e-006 1.5482e-004 1.6325e-005 1.2824e-005 2.1945e-005 2.3919e-005 1.6677e-005 1.1509e-005 8.2664e-006 5.7190e-006 3.6689e-006 2.1453e-006 1.1042e-006 4.5762e-007 1.1801e-007 2.8259e-009 3.7987e-008 1.6156e-007 3.2431e-007 4.8983e-007 6.3380e-007 7.4248e-007 8.1120e-007 8.4022e-007 8.3429e-007 7.9986e-007 7.4378e-007 6.7415e-007 5.9666e-007 5.1698e-007 4.3933e-007 3.6680e-007 3.0033e-007 2.4127e-007 1.8986e-007 1.4619e-007 1.0965e-007 7.9819e-008 5.6008e-008 3.7426e-008 2.3442e-008 1.3320e-008 6.4647e-009 2.3027e-009 3.2634e-010 8.8599e-011 1.1924e-009 3.2909e-009 6.0837e-009 9.3169e-009 1.2766e-008 1.6259e-008 1.9633e-008 2.2766e-008 2.5524e-008 2.7733e-008 2.9042e-008
           8 7.1149e-009 1.6069e-009 1.6315e-007 8.2914e-009 2.6803e-006 2.5452e-004 3.4732e-003 1.0595e-030 1.0429e-019 3.8843e-029 1.6533e-026 3.4139e-024 2.1826e-021 1.9709e-009 4.4388e-020 3.0229e-019 7.6386e-018 1.2718e-015 5.9675e-005 5.4211e-015 1.5420e-014 1.7806e-013 2.0150e-011 3.3900e-003 1.6348e-011 1.7964e-011 2.5300e-011 1.0163e-007 2.4866e-005 1.6489e-008 1.5446e-007 6.9569e-006 2.2331e-004 2.8857e-005 3.0003e-005 6.4256e-005 8.5121e-005 7.2975e-005 6.3006e-005 5.7608e-005 5.2103e-005 4.5590e-005 3.8844e-005 3.2430e-005 2.6498e-005 2.1147e-005 1.6461e-005 1.2480e-005 9.1812e-006 6.5147e-006 4.4295e-006 2.8570e-006 1.7208e-006 9.4294e-007 4.4586e-007 1.6092e-007 2.8737e-008 8.4955e-010 3.8932e-008 1.1398e-007 2.0498e-007 2.9767e-007 3.8344e-007 4.5634e-007 5.1407e-007 5.5566e-007 5.8223e-007 5.9418e-007 5.9377e-007 5.8300e-007 5.6303e-007 5.3658e-007 5.0439e-007 4.6848e-007 4.3015e-007 3.9019e-007 3.5007e-007 3.1040e-007 2.7201e-007 2.3554e-007 2.0149e-007 1.7002e-007 1.4151e-007 1.1593e-007 9.3351e-008 7.3642e-008 5.6632e-008 4.2038e-008
           9 8.6653e-010 2.0360e-009 6.4071e-010 1.2745e-006 4.2806e-006 1.5497e-006 3.7551e-004 1.0962e-029 8.2526e-021 1.6396e-027 1.5397e-025 1.0645e-023 1.0902e-021 1.9439e-010 2.8757e-021 3.9561e-019 2.9468e-017 9.3706e-015 5.2445e-004 6.2845e-014 2.5575e-013 4.1047e-012 6.6928e-010 1.2630e-001 8.8818e-010 2.2060e-009 2.3857e-008 5.3080e-005 1.0851e-002 7.3486e-007 1.6362e-006 2.2035e-005 3.9731e-004 2.3324e-005 4.4752e-006 1.2076e-007 3.7401e-006 1.3885e-005 2.5801e-005 3.8676e-005 5.0121e-005 5.8310e-005 6.3153e-005 6.5187e-005 6.4771e-005 6.2336e-005 5.8412e-005 5.3528e-005 4.8074e-005 4.2325e-005 3.6581e-005 3.1068e-005 2.5950e-005 2.1347e-005 1.7291e-005 1.3792e-005 1.0825e-005 8.3437e-006 6.3124e-006 4.6704e-006 3.3689e-006 2.3576e-006 1.5894e-006 1.0176e-006 6.0718e-007 3.2583e-007 1.4645e-007 4.5594e-008 3.9075e-009 5.1072e-009 3.5868e-008 8.5468e-008 1.4529e-007 2.0881e-007 2.7112e-007 3.2842e-007 3.7858e-007 4.1995e-007 4.5196e-007 4.7459e-007 4.8841e-007 4.9372e-007 4.9186e-007 4.8339e-007 4.6939e-007 4.5030e-007 4.2591e-007 3.9409e-007
