   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101
           0 9.7336e-001 2.6615e-002 2.4443e-005 3.0481e-006 2.7722e-007 3.9066e-010 1.3990e-011 5.9048e-010 6.9093e-011 7.7089e-042 2.9948e-043 3.3091e-040 2.6821e-037 2.7666e-024 4.1614e-033 3.1014e-033 1.0812e-031 1.0733e-029 9.8490e-018 1.0678e-026 3.4905e-027 2.0900e-026 7.7427e-026 2.7150e-013 1.2947e-022 4.6701e-022 1.2400e-020 1.0317e-018 1.7511e-009 8.5192e-017 1.0348e-016 1.1296e-015 8.4123e-014 1.8685e-009 3.5845e-013 6.7301e-013 8.1991e-012 5.7012e-010 1.4470e-010 4.8144e-011 6.9067e-011 7.7750e-011 4.8927e-011 2.6156e-011 1.3308e-011 5.5830e-012 1.5061e-012 8.3747e-014 1.7895e-013 8.1254e-013 1.3136e-012 1.3606e-012 9.5984e-013 3.6909e-013 5.6346e-015 3.4647e-013 1.8269e-012 4.7660e-012 9.3241e-012 1.5477e-011 2.3025e-011 3.1569e-011 4.0616e-011 4.9668e-011 5.8142e-011 6.5581e-011 7.1541e-011 7.5724e-011 7.7807e-011 7.7767e-011 7.5715e-011 7.1813e-011 6.6328e-011 5.9575e-011 5.1945e-011 4.3837e-011 3.5606e-011 2.7636e-011 2.0272e-011 1.3792e-011 8.4105e-012 4.2949e-012 1.5345e-012 1.6591e-013 1.7158e-013 1.4869e-012 4.0082e-012 7.5992e-012 1.2101e-011 1.7338e-011 2.3132e-011 2.9310e-011 3.5685e-011 4.2110e-011 4.8425e-011 5.4478e-011 6.0185e-011 6.5383e-011 6.9959e-011 7.3678e-011 7.6045e-011 7.5955e-011
           1 2.5567e-002 9.2144e-001 5.2942e-002 4.2146e-008 4.9936e-005 2.9094e-007 6.9850e-007 1.3322e-008 8.7900e-008 1.0111e-038 3.8398e-040 3.7903e-038 7.8729e-036 2.6750e-023 3.6119e-032 6.0071e-033 4.9427e-033 7.4712e-030 3.1508e-017 4.0612e-026 4.1888e-026 8.9357e-025 5.6535e-023 6.3267e-011 1.5073e-020 5.9250e-021 2.8505e-020 2.0870e-019 6.9477e-012 5.7770e-018 6.6654e-017 1.7788e-015 2.3099e-013 6.1404e-009 1.4817e-012 3.8744e-012 6.2744e-011 5.2601e-009 1.4637e-009 6.1524e-010 1.1014e-009 1.5272e-009 1.2186e-009 8.7357e-010 6.4260e-010 4.4632e-010 2.7513e-010 1.4371e-010 5.7078e-011 1.1675e-011 1.0543e-013 1.2855e-011 3.9846e-011 7.1872e-011 1.0139e-010 1.2302e-010 1.3382e-010 1.3338e-010 1.2297e-010 1.0500e-010 8.2530e-011 5.8691e-011 3.6568e-011 1.8582e-011 6.3024e-012 4.9418e-013 1.1324e-012 7.5591e-012 1.8619e-011 3.2835e-011 4.8653e-011 6.4547e-011 7.9178e-011 9.1419e-011 1.0051e-010 1.0600e-010 1.0767e-010 1.0565e-010 1.0035e-010 9.2316e-011 8.2161e-011 7.0670e-011 5.8521e-011 4.6375e-011 3.4879e-011 2.4512e-011 1.5685e-011 8.6940e-012 3.7190e-012 8.3112e-013 8.1982e-015 1.1433e-012 4.0650e-012 8.5540e-012 1.4355e-011 2.1188e-011 2.8780e-011 3.6821e-011 4.5008e-011 5.2944e-011 5.9972e-011 6.4782e-011
           2 1.0272e-003 4.8258e-002 8.7918e-001 7.0658e-002 6.7782e-004 1.7830e-004 1.3453e-005 3.6087e-006 1.7973e-006 2.0533e-037 3.0472e-039 7.5562e-038 2.1019e-038 9.2342e-023 1.5597e-031 2.5467e-031 1.2907e-029 1.6789e-027 1.9598e-015 2.2154e-024 1.0824e-024 1.3727e-023 5.7746e-022 4.8806e-010 1.0944e-019 3.2000e-020 1.1859e-019 6.9477e-019 1.6536e-011 1.4599e-017 1.4219e-016 3.1960e-015 3.5519e-013 8.9045e-009 1.9842e-012 4.6004e-012 6.7297e-011 5.3023e-009 1.4341e-009 5.6533e-010 9.6345e-010 1.2883e-009 9.9649e-010 6.9477e-010 4.9807e-010 3.3558e-010 1.9664e-010 9.1769e-011 2.6148e-011 4.5731e-013 1.3591e-011 6.2837e-011 1.4419e-010 2.5254e-010 3.8152e-010 5.2346e-010 6.7009e-010 8.1432e-010 9.4918e-010 1.0677e-009 1.1642e-009 1.2321e-009 1.2689e-009 1.2748e-009 1.2494e-009 1.1960e-009 1.1174e-009 1.0186e-009 9.0316e-010 7.7783e-010 6.4902e-010 5.2215e-010 4.0223e-010 2.9350e-010 1.9945e-010 1.2250e-010 6.3991e-011 2.4569e-011 3.8934e-012 8.5189e-013 1.3727e-011 4.0349e-011 7.8254e-011 1.2475e-010 1.7730e-010 2.3324e-010 2.9017e-010 3.4587e-010 3.9850e-010 4.4644e-010 4.8862e-010 5.2421e-010 5.5247e-010 5.7340e-010 5.8683e-010 5.9277e-010 5.9200e-010 5.8445e-010 5.7060e-010 5.5010e-010 5.2128e-010 4.7967e-010
           3 4.6678e-005 3.4739e-003 5.9432e-002 8.6685e-001 6.5322e-002 4.6703e-003 6.1413e-005 1.3290e-004 2.1996e-006 2.4711e-037 6.0106e-040 1.4156e-036 9.6677e-034 8.0331e-021 1.1836e-029 6.9520e-030 1.9397e-028 1.5804e-026 1.2588e-014 1.3399e-023 3.9889e-024 2.5683e-023 2.9658e-022 1.9657e-013 3.5048e-021 8.8270e-020 2.8437e-018 2.4466e-016 4.1495e-007 2.0140e-014 2.4265e-014 2.6442e-013 1.9870e-011 4.4454e-007 8.6502e-011 1.6804e-010 2.1424e-009 1.5486e-007 4.0161e-008 1.4204e-008 2.1716e-008 2.5992e-008 1.7487e-008 1.0032e-008 5.4105e-009 2.2816e-009 4.8227e-010 8.6015e-012 6.8928e-010 2.2648e-009 4.4319e-009 6.8800e-009 9.3314e-009 1.1545e-008 1.3322e-008 1.4523e-008 1.5082e-008 1.5026e-008 1.4417e-008 1.3343e-008 1.1916e-008 1.0245e-008 8.4686e-009 6.7110e-009 5.0637e-009 3.6050e-009 2.3807e-009 1.4163e-009 7.1437e-010 2.6480e-010 4.1087e-011 7.5789e-012 1.2407e-010 3.4902e-010 6.4270e-010 9.6941e-010 1.2981e-009 1.6034e-009 1.8678e-009 2.0792e-009 2.2298e-009 2.3195e-009 2.3496e-009 2.3239e-009 2.2513e-009 2.1383e-009 1.9938e-009 1.8263e-009 1.6444e-009 1.4553e-009 1.2663e-009 1.0826e-009 9.0841e-010 7.4736e-010 6.0148e-010 4.7202e-010 3.5999e-010 2.6500e-010 1.8664e-010 1.2394e-010 7.5744e-011 4.0891e-011
           4 3.1409e-006 1.8993e-004 7.8455e-003 4.8293e-002 8.8848e-001 4.6510e-002 8.3201e-003 1.2267e-004 1.5781e-004 1.8153e-035 6.9198e-037 7.0290e-035 1.6095e-032 6.7641e-020 9.4104e-029 2.8877e-029 3.9679e-028 1.1712e-026 1.2370e-015 6.4067e-025 1.8095e-024 1.3722e-022 1.6664e-020 2.9137e-008 7.7136e-018 5.6659e-018 6.6807e-017 3.1371e-015 3.8308e-006 1.6225e-013 1.2915e-013 9.3075e-013 4.4459e-011 8.0837e-007 1.1234e-010 1.0514e-010 4.1496e-010 5.0064e-009 7.1263e-011 1.6392e-009 1.2224e-008 3.6747e-008 5.4525e-008 6.9014e-008 8.6917e-008 1.0369e-007 1.1508e-007 1.2061e-007 1.2105e-007 1.1691e-007 1.0882e-007 9.7874e-008 8.5263e-008 7.1927e-008 5.8619e-008 4.5992e-008 3.4587e-008 2.4797e-008 1.6769e-008 1.0494e-008 5.8701e-009 2.7289e-009 8.7327e-010 7.5627e-011 1.0535e-010 7.4596e-010 1.8041e-009 3.1149e-009 4.5357e-009 5.9545e-009 7.2913e-009 8.4858e-009 9.4997e-009 1.0307e-008 1.0900e-008 1.1283e-008 1.1457e-008 1.1437e-008 1.1247e-008 1.0910e-008 1.0443e-008 9.8789e-009 9.2367e-009 8.5347e-009 7.8007e-009 7.0468e-009 6.2908e-009 5.5468e-009 4.8281e-009 4.1440e-009 3.5048e-009 2.9163e-009 2.3817e-009 1.9049e-009 1.4862e-009 1.1249e-009 8.2061e-010 5.7020e-010 3.7093e-010 2.1910e-010 1.1093e-010 4.2492e-011
           5 2.8330e-052 1.0734e-050 4.6216e-049 5.4914e-048 2.4673e-047 4.6704e-046 3.5572e-045 1.1764e-043 8.3487e-042 9.9173e-001 8.2068e-003 6.7540e-005 9.2445e-007 3.6174e-004 2.5791e-009 2.7901e-008 2.2623e-007 9.9996e-008 2.0166e-008 7.5573e-009 2.3287e-008 6.9958e-009 4.2221e-009 2.6184e-008 1.7859e-008 1.6976e-009 2.2212e-008 6.2486e-010 2.3725e-010 1.8622e-008 8.2267e-012 1.1854e-008 3.5557e-010 8.9197e-013 5.5411e-009 9.9313e-010 1.6813e-009 4.2170e-011 1.0397e-009 2.3249e-010 5.5737e-010 1.2777e-010 3.9356e-010 6.0325e-011 5.7685e-010 7.5800e-014 7.9876e-010 8.8786e-011 8.3566e-010 4.7928e-010 4.8482e-010 1.1231e-009 3.1718e-011 1.3740e-009 2.7429e-010 6.5511e-010 1.1112e-009 1.1057e-014 9.7022e-010 6.1770e-010 5.5740e-011 8.2925e-010 3.7950e-010 4.7479e-011 5.5325e-010 3.1217e-010 2.6396e-012 2.6963e-010 2.7081e-010 2.4796e-011 5.5412e-011 1.5671e-010 8.2599e-011 2.3985e-012 2.2966e-011 5.1716e-011 3.5711e-011 9.0292e-012 4.2872e-015 6.2261e-012 1.7241e-011 2.4254e-011 2.0128e-011 6.5661e-012 3.9763e-013 1.7609e-011 4.6316e-011 5.2889e-011 2.6361e-011 8.5134e-013 1.5950e-011 6.2891e-011 9.0357e-011 6.6184e-011 1.7644e-011 1.2445e-012 3.8987e-011 9.4642e-011 1.1330e-010 7.7789e-011 2.3512e-011 3.8102e-015
           6 1.6095e-049 5.6655e-048 2.0865e-046 3.4988e-045 9.7298e-045 3.1476e-043 8.9531e-043 2.0681e-041 1.2748e-039 8.2568e-003 9.7669e-001 1.4776e-002 2.5998e-004 5.1762e-003 1.0531e-005 8.7095e-007 4.5962e-007 5.9804e-007 3.1958e-008 9.8795e-008 6.3779e-008 1.1536e-007 5.9748e-008 1.8755e-007 9.4284e-008 5.8089e-008 5.4460e-008 2.6394e-008 6.6760e-010 3.0406e-008 3.5625e-009 1.5913e-008 8.0057e-010 1.4865e-012 5.8154e-009 6.9341e-009 8.7041e-010 1.3242e-009 9.6374e-009 7.3557e-012 9.6607e-009 1.0025e-009 7.5651e-009 3.2035e-009 6.4091e-009 2.8760e-009 5.8121e-009 1.4442e-009 5.4837e-009 1.4510e-010 4.2626e-009 2.8299e-010 1.8726e-009 1.3278e-009 9.9224e-011 1.1509e-009 3.7970e-010 6.8014e-011 5.8535e-010 4.0435e-010 3.3281e-013 4.3512e-010 7.3116e-010 1.0584e-010 3.1219e-010 1.1019e-009 4.6751e-010 7.7550e-011 1.1316e-009 1.0885e-009 5.6655e-011 5.4934e-010 1.4259e-009 7.0172e-010 2.0276e-012 7.4250e-010 1.2648e-009 5.3446e-010 1.2029e-012 5.2372e-010 9.8144e-010 5.7087e-010 3.7495e-011 1.5664e-010 5.6578e-010 5.7886e-010 2.2247e-010 1.8995e-012 1.1726e-010 3.1080e-010 3.1348e-010 1.5122e-010 1.7142e-011 1.4547e-011 8.8298e-011 1.3597e-010 1.1694e-010 6.0862e-011 1.4613e-011 5.0330e-015 1.0082e-011 2.6528e-011
           7 5.0516e-046 1.8207e-044 5.3472e-043 1.2364e-041 2.7924e-041 9.3080e-040 2.2697e-040 1.5324e-039 9.1041e-038 9.7739e-006 1.5060e-002 9.6691e-001 1.7485e-002 2.6338e-002 5.1515e-004 9.0892e-006 1.3551e-005 3.1031e-008 1.2667e-005 6.1440e-008 3.9940e-007 9.4095e-008 1.9824e-007 9.8676e-008 2.7940e-008 6.0106e-008 2.1376e-008 1.4442e-008 4.8194e-010 2.7931e-008 1.9304e-009 2.7893e-008 1.0233e-010 2.0620e-012 1.9145e-008 2.1211e-009 8.8870e-009 5.3702e-011 3.9304e-009 2.7890e-009 2.3472e-009 2.3517e-009 9.4748e-010 2.2602e-009 1.2948e-009 1.4675e-009 2.0724e-009 6.2393e-010 2.9312e-009 1.7511e-011 2.9717e-009 4.5200e-010 1.6114e-009 1.7396e-009 1.1937e-010 1.9129e-009 4.4287e-010 4.5725e-010 1.2074e-009 1.4307e-010 3.1880e-010 7.4498e-010 1.7411e-010 8.1658e-011 4.9406e-010 3.4990e-010 5.6895e-012 2.3437e-010 5.1213e-010 2.1732e-010 1.0032e-011 3.7379e-010 5.4171e-010 1.5931e-010 3.2514e-011 4.1787e-010 5.3791e-010 1.7103e-010 1.2740e-011 3.0927e-010 4.9175e-010 2.5707e-010 9.5836e-012 1.0311e-010 3.2643e-010 3.2743e-010 1.2683e-010 1.0954e-012 7.1305e-011 1.9911e-010 2.1648e-010 1.1800e-010 1.9255e-011 6.2640e-012 6.3221e-011 1.1782e-010 1.2006e-010 7.5328e-011 2.3590e-011 2.1644e-013 1.2796e-011 4.2567e-011
           8 5.2804e-036 1.9393e-034 5.3869e-033 1.3286e-031 2.9849e-031 9.4234e-030 4.0348e-031 9.0838e-032 8.0773e-033 5.0738e-004 3.4996e-002 7.0910e-001 2.4613e-001 2.7752e-003 3.3251e-003 1.5199e-004 2.3283e-003 7.8606e-004 8.7780e-004 3.2206e-004 6.8706e-004 6.6980e-006 4.1662e-004 1.3190e-005 6.5648e-006 2.4800e-004 1.1779e-005 1.6409e-004 1.4703e-007 6.3660e-006 1.2031e-004 7.8590e-007 9.1143e-005 9.8448e-009 7.7822e-007 6.6209e-005 4.3578e-006 9.8800e-006 3.6515e-005 6.8904e-006 3.2867e-005 1.9684e-008 3.0410e-005 3.2396e-006 2.5747e-005 3.4698e-006 2.3439e-005 1.4814e-006 2.2824e-005 6.0761e-009 1.9841e-005 3.1737e-006 1.1408e-005 1.1313e-005 1.6580e-006 1.5466e-005 1.9325e-006 7.2564e-006 1.1162e-005 2.5171e-008 8.9791e-006 7.8672e-006 4.3969e-008 8.0250e-006 6.9915e-006 7.9582e-009 5.6975e-006 7.4275e-006 7.3305e-007 2.4362e-006 7.1581e-006 3.2878e-006 6.0597e-008 4.0924e-006 5.8003e-006 1.6753e-006 2.7328e-007 3.7635e-006 4.9068e-006 1.7048e-006 4.7549e-008 2.4097e-006 4.3372e-006 2.6816e-006 2.4913e-007 6.2519e-007 2.8624e-006 3.5445e-006 1.8267e-006 1.2541e-007 5.1470e-007 2.2272e-006 3.0303e-006 2.0396e-006 4.8490e-007 4.1697e-008 1.0065e-006 2.2186e-006 2.4334e-006 1.5174e-006 3.9124e-007 5.0353e-009
           9 3.1661e-045 1.2935e-043 2.9325e-042 8.8579e-041 2.1627e-040 4.8842e-039 3.9011e-039 1.0175e-037 4.1294e-036 4.1588e-006 1.5229e-006 1.8196e-002 9.6101e-001 3.3436e-001 2.0234e-002 5.1956e-004 7.7491e-006 2.3748e-005 1.4370e-004 1.2459e-006 1.4822e-010 1.4153e-008 1.7803e-007 3.9920e-008 6.9427e-008 2.3357e-008 1.7259e-008 6.6844e-010 2.0830e-013 3.6635e-012 1.9529e-009 3.1337e-009 6.1496e-009 1.3423e-013 4.4351e-009 7.7944e-009 2.9039e-009 1.6238e-009 4.6906e-009 1.1272e-009 3.5246e-009 5.7414e-011 1.4565e-009 3.3501e-010 2.5735e-010 4.4417e-011 4.3176e-012 7.0506e-011 6.3777e-011 3.8273e-010 3.6550e-010 4.9233e-010 9.9056e-010 1.8114e-010 1.5751e-009 2.4454e-011 1.3125e-009 6.0583e-010 3.3599e-010 1.0804e-009 3.3333e-011 5.2871e-010 4.1598e-010 9.7639e-012 2.8967e-010 9.4227e-011 2.1194e-011 7.7387e-011 3.5699e-012 2.1205e-011 6.8494e-012 1.8578e-011 4.8467e-011 1.4914e-012 6.2687e-011 1.3744e-010 3.5708e-011 3.0177e-011 2.0257e-010 1.9130e-010 1.9041e-011 6.6213e-011 2.5829e-010 2.2584e-010 3.6043e-011 3.3792e-011 2.0455e-010 2.4489e-010 9.7560e-011 6.6327e-014 7.5217e-011 1.7709e-010 1.5185e-010 4.6654e-011 2.5094e-013 4.5507e-011 9.7292e-011 8.5849e-011 3.3108e-011 9.5797e-013 1.0690e-011 3.2393e-011
