   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
           0 9.3800e-001 5.6918e-002 4.5478e-003 4.6447e-004 5.5687e-005 9.2509e-006 1.3529e-006 2.4638e-007 9.6207e-008 2.4927e-008 1.0048e-009 6.9439e-013 6.0800e-010 1.7473e-009 8.0851e-010 2.3664e-012 3.0139e-010 4.2923e-010 1.6574e-010 3.1130e-012 4.9929e-011 1.3702e-010 1.6055e-010 1.2891e-010 8.0806e-011 4.2127e-011 2.0432e-011 9.8505e-012 4.5495e-012
           1 6.1733e-002 8.2378e-001 1.0047e-001 1.2072e-002 1.6343e-003 2.5123e-004 4.5767e-005 8.6066e-006 2.0266e-006 5.6419e-007 1.2855e-007 2.9240e-008 1.3289e-008 8.0176e-009 2.7613e-009 2.7630e-010 1.7815e-012 1.7377e-012 4.3720e-011 1.8092e-010 2.4814e-010 2.0269e-010 1.1984e-010 5.7520e-011 2.4290e-011 9.7111e-012 4.0500e-012 1.8041e-012 8.0127e-013
           2 2.6110e-004 1.1858e-001 7.2265e-001 1.3277e-001 2.1299e-002 3.6008e-003 6.6274e-004 1.3998e-004 3.0234e-005 7.8310e-006 2.3457e-006 6.2359e-007 1.7130e-007 7.4849e-008 4.0877e-008 1.6050e-008 3.4151e-009 3.8329e-010 1.0020e-010 2.3793e-010 5.0633e-010 6.4119e-010 5.5921e-010 3.7964e-010 2.1405e-010 1.0488e-010 4.9245e-011 2.3361e-011 1.0705e-011
           3 6.2300e-007 7.2236e-004 1.7100e-001 6.3347e-001 1.5544e-001 3.1248e-002 6.3193e-003 1.3646e-003 3.2086e-004 8.1500e-005 2.2895e-005 6.8638e-006 2.2079e-006 7.9381e-007 3.0729e-007 1.2042e-007 4.8843e-008 2.2162e-008 1.1435e-008 6.3439e-009 3.5288e-009 1.9212e-009 1.0210e-009 5.3295e-010 2.6696e-010 1.2517e-010 5.7920e-011 2.7335e-011 1.2502e-011
           4 6.8667e-010 2.8363e-006 1.3231e-003 2.1922e-001 5.5533e-001 1.7002e-001 4.1121e-002 9.7039e-003 2.3887e-003 6.3342e-004 1.7720e-004 5.4987e-005 1.8133e-005 6.1827e-006 2.3471e-006 1.0047e-006 4.4194e-007 1.9009e-007 8.4016e-008 4.1970e-008 2.4157e-008 1.5115e-008 9.4836e-009 5.6801e-009 3.1134e-009 1.5328e-009 7.2607e-010 3.4648e-010 1.5930e-010
           5 1.0535e-009 7.9434e-009 8.2619e-006 1.9895e-003 2.6355e-001 4.8738e-001 1.7776e-001 5.0338e-002 1.3588e-002 3.7570e-003 1.1083e-003 3.4000e-004 1.1494e-004 4.1366e-005 1.5212e-005 6.0912e-006 2.7583e-006 1.3218e-006 6.2432e-007 2.9558e-007 1.4843e-007 8.2125e-008 4.8601e-008 2.8985e-008 1.6184e-008 8.1169e-009 3.8898e-009 1.8678e-009 8.6140e-010
           6 4.3173e-009 3.9242e-009 4.6019e-008 1.9946e-005 2.6420e-003 3.0423e-001 4.2877e-001 1.7990e-001 5.8469e-002 1.7768e-002 5.4699e-003 1.7673e-003 5.9634e-004 2.1737e-004 8.3559e-005 3.3555e-005 1.4563e-005 6.8551e-006 3.3611e-006 1.6916e-006 8.8207e-007 4.8444e-007 2.7583e-007 1.5741e-007 8.4992e-008 4.1791e-008 1.9828e-008 9.4746e-009 4.3593e-009
           7 3.9913e-009 9.1344e-009 1.0183e-009 1.2204e-007 4.1477e-005 3.1936e-003 3.4161e-001 3.7880e-001 1.7737e-001 6.5179e-002 2.2053e-002 7.4695e-003 2.6427e-003 9.6404e-004 3.7891e-004 1.5730e-004 6.7526e-005 3.0982e-005 1.5383e-005 8.0776e-006 4.3445e-006 2.3815e-006 1.3213e-006 7.3128e-007 3.8583e-007 1.8720e-007 8.8229e-008 4.2026e-008 1.9307e-008
           8 7.1200e-010 9.5241e-009 1.1609e-011 1.2944e-008 3.6696e-007 7.8765e-005 3.5586e-003 3.7586e-001 3.3699e-001 1.7098e-001 7.0263e-002 2.6210e-002 9.6986e-003 3.7296e-003 1.4677e-003 6.1842e-004 2.7544e-004 1.2678e-004 6.1327e-005 3.1914e-005 1.7552e-005 9.9479e-006 5.6541e-006 3.1597e-006 1.6679e-006 8.0743e-007 3.7985e-007 1.8074e-007 8.2986e-008
           9 4.7427e-010 2.6352e-009 9.2483e-013 8.6588e-009 1.3500e-008 9.2604e-007 1.3990e-004 3.6414e-003 4.0709e-001 3.0301e-001 1.6139e-001 7.3585e-002 3.0012e-002 1.2071e-002 5.0054e-003 2.1223e-003 9.5644e-004 4.5411e-004 2.2230e-004 1.1420e-004 6.2022e-005 3.5238e-005 2.0286e-005 1.1495e-005 6.1284e-006 2.9832e-006 1.4072e-006 6.7040e-007 3.0800e-007
          10 9.1061e-010 6.5400e-010 4.5461e-011 1.6691e-008 1.5260e-009 3.7107e-008 2.1896e-006 2.3571e-004 3.3549e-003 4.3531e-001 2.7675e-001 1.4914e-001 7.5069e-002 3.3241e-002 1.4449e-002 6.4400e-003 2.9280e-003 1.4098e-003 7.0909e-004 3.6835e-004 1.9862e-004 1.1190e-004 6.4387e-005 3.6675e-005 1.9669e-005 9.6144e-006 4.5453e-006 2.1679e-006 9.9653e-007
          11 2.4946e-010 2.7867e-009 2.3046e-011 7.4548e-009 7.7556e-009 3.2212e-009 9.0068e-008 5.0636e-006 3.8119e-004 2.6558e-003 4.6024e-001 2.5853e-001 1.3454e-001 7.4722e-002 3.5664e-002 1.6672e-002 7.9730e-003 3.8757e-003 1.9733e-003 1.0510e-003 5.7519e-004 3.2388e-004 1.8531e-004 1.0517e-004 5.6360e-005 2.7559e-005 1.3034e-005 6.2185e-006 2.8589e-006
          12 3.1766e-010 3.1473e-010 3.5215e-013 5.6712e-010 4.5418e-009 1.5626e-008 3.0029e-009 1.6158e-007 1.0953e-005 5.8947e-004 1.5905e-003 4.8111e-001 2.4937e-001 1.1763e-001 7.2614e-002 3.7072e-002 1.8538e-002 9.5010e-003 4.9046e-003 2.6364e-003 1.4690e-003 8.3890e-004 4.8261e-004 2.7413e-004 1.4686e-004 7.1797e-005 3.3956e-005 1.6200e-005 7.4477e-006
          13 3.2150e-010 1.0863e-009 2.9155e-013 4.5197e-009 3.1112e-013 6.1880e-009 2.1789e-008 4.4251e-009 5.0564e-007 2.4215e-005 8.7332e-004 4.3849e-004 4.9605e-001 2.5154e-001 9.8274e-002 6.8624e-002 3.7364e-002 1.9891e-002 1.0747e-002 5.9010e-003 3.3411e-003 1.9380e-003 1.1260e-003 6.4207e-004 3.4428e-004 1.6831e-004 7.9594e-005 3.7969e-005 1.7456e-005
          14 7.3860e-012 6.4756e-010 8.7847e-012 8.6287e-011 1.8329e-009 2.3031e-010 6.0802e-009 4.1778e-009 1.1328e-010 1.1540e-006 5.2123e-005 1.2233e-003 6.9912e-005 5.0121e-001 2.6762e-001 7.7281e-002 6.2823e-002 3.6385e-002 2.0513e-002 1.1650e-002 6.6758e-003 3.9304e-003 2.3246e-003 1.3435e-003 7.2599e-004 3.5625e-004 1.6875e-004 8.0561e-005 3.7049e-005
          15 2.3778e-010 6.4637e-011 7.1915e-012 2.0095e-009 8.0962e-011 3.4256e-009 1.0085e-009 9.0884e-010 4.2016e-008 3.4069e-008 3.2914e-006 1.1171e-004 1.5410e-003 2.5423e-003 4.9121e-001 3.0003e-001 5.5067e-002 5.6505e-002 3.3745e-002 2.0173e-002 1.1987e-002 7.1449e-003 4.2616e-003 2.4828e-003 1.3497e-003 6.6465e-004 3.1540e-004 1.5071e-004 6.9340e-005
          16 1.5529e-010 5.8501e-010 1.0923e-013 6.5857e-010 1.1026e-009 4.1560e-011 4.0033e-009 1.2728e-011 1.2414e-009 3.2594e-008 1.1814e-007 8.6709e-006 2.4298e-004 1.4905e-003 1.1318e-002 4.5668e-001 3.5710e-001 3.0623e-002 4.9908e-002 2.9475e-002 1.8417e-002 1.1471e-002 6.9045e-003 4.0452e-003 2.2126e-003 1.0943e-003 5.2045e-004 2.4896e-004 1.1461e-004
          17 5.9643e-012 3.0580e-010 4.3489e-012 1.9527e-010 1.1607e-010 1.6577e-009 7.9863e-010 5.1903e-010 5.9836e-009 5.9714e-011 7.0026e-008 6.7908e-007 2.4067e-005 5.0136e-004 7.7121e-004 3.2678e-002 3.7898e-001 4.4575e-001 7.8635e-003 4.5435e-002 2.3802e-002 1.5380e-002 9.7122e-003 5.7782e-003 3.1856e-003 1.5835e-003 7.5526e-004 3.6180e-004 1.6666e-004
