   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79
           0 9.9124e-001 8.6424e-003 1.1873e-004 2.6758e-006 4.3432e-045 1.8865e-042 1.4470e-029 1.9065e-039 9.7304e-039 4.5348e-037 3.4292e-035 6.2563e-033 1.4245e-020 5.4364e-031 8.3411e-031 5.8478e-030 6.2487e-029 1.1870e-027 5.1834e-016 9.2048e-028 1.4760e-026 3.0728e-025 5.9308e-024 2.2402e-022 1.4373e-010 1.1058e-020 2.8028e-021 4.5863e-021 9.1611e-021 3.5055e-021 4.7790e-011 6.8828e-017 4.8255e-018 1.6240e-017 8.8509e-017 8.2755e-016 6.1530e-014 7.8572e-010 2.2787e-014 1.3966e-014 2.0640e-014 4.8285e-014 2.4070e-013 3.8221e-011 5.2255e-013 5.8079e-015 1.9509e-013 1.2405e-012 8.9863e-012 1.0785e-010 2.5155e-010 8.6463e-011 5.5206e-011 6.0198e-011 8.6985e-011 1.4458e-010 2.3002e-010 2.7859e-010 2.4562e-010 1.8972e-010 1.5049e-010 1.2827e-010 1.1640e-010 1.0964e-010 1.0389e-010 9.5523e-011 8.2350e-011 6.5306e-011 4.7850e-011 3.2911e-011 2.1263e-011 1.2624e-011 6.6327e-012 2.7704e-012 6.3019e-013 1.7575e-015 7.2249e-013 2.6171e-012 5.4110e-012 8.5749e-012
           1 8.7569e-003 9.7068e-001 2.0079e-002 4.6390e-004 4.6366e-042 2.9033e-039 1.8042e-026 2.0310e-036 3.9620e-036 6.0896e-035 1.6924e-033 1.3682e-031 2.0794e-019 6.6786e-030 7.5184e-030 5.1752e-029 7.5651e-028 3.3186e-026 5.2763e-014 7.1239e-025 3.2847e-025 5.4400e-025 3.2791e-025 3.6385e-023 8.7554e-011 9.1417e-021 5.6302e-021 1.9854e-020 1.0693e-019 9.5427e-019 2.7535e-010 3.0712e-016 1.8292e-020 1.1889e-017 1.6688e-016 2.7105e-015 3.0871e-013 4.3555e-009 1.6802e-013 1.5199e-013 3.4691e-013 1.3933e-012 1.5104e-011 5.7490e-009 1.4762e-010 1.9201e-011 1.5166e-011 2.1203e-011 4.9081e-011 2.2245e-010 2.7312e-010 3.0158e-011 1.4925e-012 1.8757e-012 1.7939e-011 6.7921e-011 1.7877e-010 3.1006e-010 3.6591e-010 3.6449e-010 3.6269e-010 3.7959e-010 4.1647e-010 4.6965e-010 5.3043e-010 5.8178e-010 6.0201e-010 5.8005e-010 5.2648e-010 4.6214e-010 3.9915e-010 3.4049e-010 2.8954e-010 2.4655e-010 2.0778e-010 1.7305e-010 1.4106e-010 1.1087e-010 8.3412e-011 5.8876e-011
           2 6.0537e-006 2.0639e-002 9.4201e-001 3.6140e-002 2.5284e-040 1.5772e-037 1.0336e-024 1.1945e-034 2.7312e-034 5.2654e-033 1.9117e-031 2.0340e-029 3.6369e-017 1.2628e-027 1.6984e-027 1.3088e-026 2.0685e-025 9.9657e-024 1.7453e-011 2.5453e-022 1.6606e-022 5.7734e-022 3.8222e-021 6.2941e-020 2.2942e-008 1.4369e-018 1.4706e-019 3.9013e-020 1.9920e-019 2.0308e-017 3.5661e-008 4.5681e-014 9.8643e-016 1.8060e-015 6.3830e-015 4.1783e-014 2.2525e-012 2.6567e-008 6.0980e-013 2.6792e-013 2.6534e-013 3.4046e-013 3.5925e-013 2.8986e-011 4.5155e-012 4.9790e-012 1.1878e-011 3.8511e-011 1.9223e-010 1.8157e-009 3.7457e-009 1.0982e-009 5.8982e-010 5.4920e-010 6.8779e-010 1.0045e-009 1.4226e-009 1.5484e-009 1.2299e-009 8.5529e-010 6.1111e-010 4.7016e-010 3.8605e-010 3.2975e-010 2.8373e-010 2.3690e-010 1.8507e-010 1.3236e-010 8.6696e-011 5.2447e-011 2.8899e-011 1.3747e-011 4.9775e-012 8.1712e-013 1.0044e-013 2.1031e-012 6.3036e-012 1.2125e-011 1.8891e-011 2.5413e-011
           3 4.5052e-011 3.5801e-005 3.7547e-002 8.9773e-001 1.2854e-038 8.5645e-036 5.6758e-023 6.5453e-033 1.4492e-032 2.6245e-031 8.7536e-030 8.3985e-028 1.3928e-015 4.6339e-026 5.4857e-026 3.7226e-025 5.2594e-024 2.3462e-022 4.0259e-010 5.8787e-021 4.0818e-021 1.6755e-020 1.4858e-019 3.8294e-018 2.2178e-006 1.6997e-016 4.9642e-017 1.2574e-016 6.5960e-016 8.0972e-015 5.7336e-006 7.0323e-012 8.2554e-014 9.6474e-014 2.3720e-013 1.1296e-012 4.4892e-011 4.8896e-007 8.7387e-012 2.5014e-012 1.1453e-012 1.3525e-014 2.6545e-011 2.8360e-008 1.0163e-009 2.9052e-010 4.2301e-010 1.0338e-009 4.2543e-009 3.5135e-008 6.7527e-008 1.8037e-008 8.7372e-009 7.3865e-009 8.4477e-009 1.1315e-008 1.4743e-008 1.4762e-008 1.0709e-008 6.7112e-009 4.2458e-009 2.8264e-009 1.9448e-009 1.3276e-009 8.4683e-010 4.5908e-010 1.7639e-010 2.6006e-011 6.2401e-012 8.4954e-011 2.2850e-010 4.1172e-010 6.2119e-010 8.5548e-010 1.1051e-009 1.3666e-009 1.6293e-009 1.8657e-009 2.0567e-009 2.1530e-009
           4 4.7469e-009 7.7970e-007 2.3216e-004 6.4638e-002 6.7853e-038 8.2320e-035 7.6216e-022 9.5980e-032 2.8940e-031 6.5948e-030 2.6084e-028 2.8514e-026 5.0690e-014 1.7441e-024 2.2462e-024 1.6303e-023 2.4121e-022 1.0930e-020 1.8546e-008 2.6672e-019 1.7109e-019 6.1195e-019 4.4683e-018 9.0529e-017 4.3011e-005 3.0638e-015 6.7597e-016 1.3108e-015 5.4618e-015 5.6544e-014 3.6665e-005 4.4843e-011 5.2846e-013 6.8780e-013 2.0995e-012 1.3902e-011 8.7024e-010 1.0888e-005 3.1249e-010 2.1142e-010 3.9608e-010 1.4051e-009 1.4311e-008 5.3925e-006 1.3906e-007 1.9022e-008 1.6807e-008 2.8315e-008 8.6993e-008 5.7634e-007 9.8086e-007 2.2199e-007 8.8782e-008 6.2146e-008 5.8869e-008 6.5005e-008 6.9124e-008 5.5205e-008 3.0261e-008 1.2892e-008 4.5185e-009 9.9384e-010 1.3222e-012 7.5083e-010 3.1082e-009 6.9959e-009 1.1901e-008 1.6830e-008 2.0979e-008 2.4273e-008 2.6941e-008 2.9057e-008 3.0916e-008 3.2794e-008 3.4433e-008 3.5870e-008 3.6906e-008 3.7112e-008 3.6402e-008 3.4277e-008
           5 9.3380e-012 2.6049e-007 1.1209e-005 9.9695e-004 1.8883e-037 6.8031e-035 9.6012e-023 3.3103e-033 7.7703e-032 9.5223e-030 8.8433e-028 1.6760e-025 3.8717e-013 1.4991e-023 2.5323e-023 2.2354e-022 3.8263e-021 1.9442e-019 3.5180e-007 5.2406e-018 3.7012e-018 1.4648e-017 1.1939e-016 2.7225e-015 1.4156e-003 1.0414e-013 2.5861e-014 5.5591e-014 2.4946e-013 2.6638e-012 1.6907e-003 2.0613e-009 2.2251e-011 2.4882e-011 6.1581e-011 3.1541e-010 1.4770e-008 1.7100e-004 3.8874e-009 1.9108e-009 2.6042e-009 6.7853e-009 5.1640e-008 1.6126e-005 3.8302e-007 4.1441e-008 3.0110e-008 4.3789e-008 1.2295e-007 7.9123e-007 1.3568e-006 3.2184e-007 1.4489e-007 1.2264e-007 1.5010e-007 2.2690e-007 3.4655e-007 4.1890e-007 3.8012e-007 3.1092e-007 2.6795e-007 2.5359e-007 2.6015e-007 2.8143e-007 3.1098e-007 3.3888e-007 3.5274e-007 3.4545e-007 3.2154e-007 2.9180e-007 2.6259e-007 2.3517e-007 2.1154e-007 1.9211e-007 1.7422e-007 1.5773e-007 1.4149e-007 1.2424e-007 1.0638e-007 8.7400e-008
           6 1.2359e-008 4.3879e-008 3.7389e-008 1.7148e-005 1.9572e-036 3.2787e-034 2.0565e-024 1.9435e-032 1.2320e-030 5.4031e-029 2.1230e-027 1.2490e-025 7.8782e-014 8.4105e-025 3.1909e-024 1.8610e-022 7.8466e-021 7.0416e-019 1.6641e-006 2.8176e-017 2.6417e-017 1.2848e-016 1.2167e-015 3.0959e-014 1.7133e-002 1.2850e-012 3.3999e-013 7.7057e-013 3.6294e-012 4.0668e-011 2.7079e-002 3.3118e-008 3.7808e-010 4.4997e-010 1.1936e-009 6.6027e-009 3.3645e-007 3.9845e-003 9.7057e-008 5.2624e-008 7.9482e-008 2.3000e-007 1.9409e-006 6.4868e-004 1.5872e-005 1.8659e-006 1.4429e-006 2.1680e-006 6.0591e-006 3.7451e-005 6.1524e-005 1.3353e-005 5.1586e-006 3.5637e-006 3.4206e-006 3.9475e-006 4.5456e-006 4.1102e-006 2.7382e-006 1.6055e-006 9.7646e-007 6.4885e-007 4.6901e-007 3.6106e-007 2.8820e-007 2.3136e-007 1.8184e-007 1.3867e-007 1.0439e-007 8.0053e-008 6.3944e-008 5.3608e-008 4.7646e-008 4.5001e-008 4.4464e-008 4.5645e-008 4.8021e-008 5.0818e-008 5.3595e-008 5.5063e-008
           7 4.1646e-009 7.9016e-008 9.2097e-007 3.6989e-006 6.3648e-035 8.2658e-033 4.6455e-027 5.0097e-031 2.0194e-029 6.1260e-028 1.4660e-026 3.1755e-025 2.4606e-015 3.6035e-024 7.1214e-023 1.1284e-021 1.9519e-020 6.1637e-019 5.5705e-007 4.2214e-018 2.9996e-019 4.0316e-017 1.1638e-015 5.7373e-014 4.5092e-002 3.7620e-012 1.3970e-012 4.1143e-012 2.3855e-011 3.1611e-010 2.3968e-001 2.9529e-007 3.7748e-009 4.9317e-009 1.4124e-008 8.3119e-008 4.4470e-006 5.3218e-002 1.3309e-006 7.4054e-007 1.1369e-006 3.3170e-006 2.8047e-005 9.3626e-003 2.2885e-004 2.6796e-005 2.0648e-005 3.1006e-005 8.7026e-005 5.4296e-004 8.9983e-004 1.9875e-004 7.9143e-005 5.6982e-005 5.7609e-005 7.0674e-005 8.7111e-005 8.4845e-005 6.1480e-005 3.9685e-005 2.6847e-005 1.9984e-005 1.6237e-005 1.4043e-005 1.2536e-005 1.1152e-005 9.5730e-006 7.8106e-006 6.1204e-006 4.7246e-006 3.6538e-006 2.8435e-006 2.2505e-006 1.8214e-006 1.4923e-006 1.2387e-006 1.0347e-006 8.6019e-007 7.1000e-007 5.7320e-007
           8 2.5985e-009 2.3663e-011 1.0748e-009 3.4484e-007 5.1653e-033 5.6281e-031 2.0595e-027 2.8481e-029 9.4282e-028 2.3097e-026 4.3478e-025 6.8255e-024 4.7057e-017 8.8444e-023 1.0328e-021 1.0693e-020 1.0422e-019 1.0722e-018 3.6086e-008 3.4203e-018 4.6175e-017 4.1941e-016 4.3242e-015 8.2327e-014 2.7624e-002 1.5865e-012 5.2354e-014 1.6785e-013 7.2660e-012 2.3594e-010 3.0528e-001 3.8659e-007 7.3692e-009 1.3053e-008 4.7658e-008 3.4271e-007 2.1721e-005 2.7032e-001 7.5230e-006 4.7554e-006 8.1662e-006 2.6295e-005 2.4240e-004 8.5329e-002 2.1337e-003 2.6635e-004 2.1661e-004 3.3989e-004 9.8728e-004 6.3069e-003 1.0572e-002 2.3660e-003 9.5235e-004 6.8967e-004 6.9840e-004 8.5564e-004 1.0515e-003 1.0203e-003 7.3644e-004 4.7374e-004 3.1980e-004 2.3804e-004 1.9389e-004 1.6863e-004 1.5187e-004 1.3675e-004 1.1924e-004 9.9162e-005 7.9465e-005 6.2938e-005 5.0096e-005 4.0241e-005 3.2949e-005 2.7642e-005 2.3510e-005 2.0276e-005 1.7603e-005 1.5204e-005 1.3026e-005 1.0894e-005
           9 4.5710e-010 3.4682e-009 3.1069e-008 1.1309e-006 7.1822e-031 6.7923e-029 1.5913e-028 2.9726e-027 8.4704e-026 1.7726e-024 2.8302e-023 3.7243e-022 3.7671e-018 4.0572e-021 3.8517e-020 3.1850e-019 2.3782e-018 1.6170e-017 1.3533e-009 9.6797e-017 5.7846e-016 3.2507e-015 1.8267e-014 1.1955e-013 2.9177e-003 2.1917e-014 1.3548e-012 8.7411e-012 6.1203e-011 7.0823e-010 3.6133e-001 4.2997e-007 2.3162e-009 3.5630e-010 1.3177e-009 6.9786e-008 1.0648e-005 1.5558e-001 6.3763e-006 5.9499e-006 1.3768e-005 5.6349e-005 6.3438e-004 2.5203e-001 6.6387e-003 9.6165e-004 8.9260e-004 1.5757e-003 5.0792e-003 3.5293e-002 6.2048e-002 1.4820e-002 6.4194e-003 4.9720e-003 5.3424e-003 6.8875e-003 8.8340e-003 8.8880e-003 6.6236e-003 4.3835e-003 3.0317e-003 2.3013e-003 1.9032e-003 1.6736e-003 1.5184e-003 1.3730e-003 1.1988e-003 9.9586e-004 7.9555e-004 6.2702e-004 4.9592e-004 3.9537e-004 3.2104e-004 2.6695e-004 2.2499e-004 1.9228e-004 1.6547e-004 1.4176e-004 1.2055e-004 1.0018e-004
