   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79
          10 3.1428e-010 8.3375e-013 3.3288e-008 1.7971e-007 1.4948e-028 1.2536e-026 3.4336e-025 4.8590e-025 1.2232e-023 2.2525e-022 3.1552e-021 3.6255e-020 1.7518e-020 3.4349e-019 2.8162e-018 1.9972e-017 1.2662e-016 7.1846e-016 1.1980e-011 3.7198e-015 1.7757e-014 7.8634e-014 3.2941e-013 1.3194e-012 1.2689e-004 4.4502e-012 1.7560e-011 6.4509e-011 2.4484e-010 1.1211e-009 5.9998e-002 5.1064e-008 3.2132e-009 1.9097e-008 9.8670e-008 7.1421e-007 3.6223e-005 4.1159e-001 8.0158e-006 2.3514e-006 8.9546e-007 1.1257e-007 5.4575e-005 4.9427e-002 1.7056e-003 4.5686e-004 6.4598e-004 1.5601e-003 6.4221e-003 5.3507e-002 1.0378e-001 2.8240e-002 1.4120e-002 1.2461e-002 1.5040e-002 2.1486e-002 3.0148e-002 3.2860e-002 2.6410e-002 1.8806e-002 1.3944e-002 1.1295e-002 9.9170e-003 9.2120e-003 8.7871e-003 8.3192e-003 7.5768e-003 6.5428e-003 5.4157e-003 4.4096e-003 3.5932e-003 2.9436e-003 2.4494e-003 2.0819e-003 1.7892e-003 1.5554e-003 1.3585e-003 1.1785e-003 1.0127e-003 8.4859e-004
          11 2.1130e-010 1.6527e-010 3.7132e-009 1.6065e-007 3.6459e-026 2.7479e-024 7.1819e-023 9.5712e-023 2.1630e-021 3.5684e-020 4.4737e-019 4.5909e-018 3.8756e-017 3.8780e-017 2.8271e-016 1.7782e-015 9.9623e-015 4.9754e-014 4.6494e-012 2.2573e-013 9.3756e-013 3.5837e-012 1.2809e-011 4.2740e-011 2.4022e-007 1.3483e-010 4.0551e-010 1.1641e-009 3.2429e-009 8.9109e-009 2.8784e-003 8.1463e-009 5.5437e-008 1.4909e-007 4.1496e-007 1.3745e-006 1.7135e-005 9.9594e-002 2.2396e-007 5.2743e-006 2.3418e-005 1.1366e-004 1.1993e-003 4.1264e-001 9.9213e-003 9.7397e-004 5.0359e-004 3.5786e-004 1.9991e-004 8.9735e-005 2.5200e-003 2.6294e-003 3.0565e-003 4.5942e-003 8.0472e-003 1.5168e-002 2.6374e-002 3.4240e-002 3.2117e-002 2.6366e-002 2.2276e-002 2.0319e-002 1.9872e-002 2.0364e-002 2.1252e-002 2.1858e-002 2.1497e-002 1.9940e-002 1.7644e-002 1.5291e-002 1.3213e-002 1.1436e-002 1.0018e-002 8.9334e-003 8.0294e-003 7.2781e-003 6.6095e-003 5.9460e-003 5.2845e-003 4.5672e-003
          12 4.6583e-010 1.5293e-009 1.0544e-008 2.4563e-007 1.2536e-022 7.3691e-021 1.5826e-019 2.0098e-019 3.5649e-018 4.6181e-017 4.5624e-016 3.6959e-015 1.7727e-014 2.4728e-014 1.4313e-013 7.1730e-013 3.2101e-012 1.2852e-011 5.1333e-011 4.6858e-011 1.5690e-010 4.8461e-010 1.4024e-009 3.7941e-009 4.8896e-007 9.7189e-009 2.3677e-008 5.4917e-008 1.2266e-007 2.6411e-007 1.3512e-007 5.5055e-007 1.1189e-006 2.2289e-006 4.3780e-006 8.6781e-006 2.1418e-005 5.3830e-003 2.6351e-005 5.5827e-005 1.1911e-004 2.9108e-004 1.2366e-003 1.5143e-001 1.6494e-003 7.8686e-005 7.5089e-004 2.9647e-003 1.3852e-002 1.1090e-001 1.9965e-001 4.5965e-002 1.7067e-002 9.9242e-003 6.8316e-003 4.4960e-003 1.9141e-003 1.0859e-004 4.8452e-004 2.0602e-003 3.8541e-003 5.7943e-003 8.0525e-003 1.0754e-002 1.3848e-002 1.6945e-002 1.9332e-002 2.0425e-002 2.0306e-002 1.9568e-002 1.8651e-002 1.7687e-002 1.6869e-002 1.6293e-002 1.5784e-002 1.5349e-002 1.4891e-002 1.4252e-002 1.3420e-002 1.2232e-002
          13 3.4456e-011 7.0030e-010 2.1122e-008 3.0740e-008 1.7244e-020 9.4581e-019 1.9261e-017 2.4055e-017 3.9745e-016 4.7876e-015 4.3939e-014 3.3013e-013 1.5122e-012 2.0461e-012 1.0954e-011 5.0699e-011 2.0919e-010 7.7094e-010 2.1272e-009 2.5825e-009 7.9308e-009 2.2417e-008 5.9241e-008 1.4601e-007 2.4609e-007 3.3973e-007 7.4975e-007 1.5698e-006 3.1524e-006 6.0746e-006 4.2408e-006 1.1270e-005 2.0227e-005 3.5251e-005 5.9682e-005 9.8875e-005 1.6032e-004 3.6267e-006 2.5684e-004 4.0561e-004 6.4042e-004 1.0277e-003 1.8500e-003 1.1277e-002 9.3384e-004 2.9159e-003 5.2615e-003 1.0072e-002 2.4425e-002 9.5519e-002 9.4896e-002 5.0164e-003 4.2290e-004 5.7235e-003 1.7002e-002 3.7864e-002 6.6331e-002 7.9180e-002 6.3437e-002 4.1169e-002 2.5299e-002 1.5273e-002 8.7613e-003 4.3804e-003 1.5556e-003 1.6269e-004 1.6759e-004 1.2758e-003 2.9336e-003 4.6857e-003 6.3207e-003 7.7389e-003 8.9815e-003 1.0147e-002 1.1186e-002 1.2134e-002 1.2948e-002 1.3487e-002 1.3711e-002 1.3402e-002
          14 1.1369e-010 2.1351e-011 6.1420e-009 7.0561e-009 2.2439e-017 9.7517e-016 1.6660e-014 1.9708e-014 2.5917e-013 2.4847e-012 1.8207e-011 1.0941e-010 4.3457e-010 5.4430e-010 2.3461e-009 8.7819e-009 2.9428e-008 8.8561e-008 2.2811e-007 2.4351e-007 6.1768e-007 1.4509e-006 3.2075e-006 6.6582e-006 1.2004e-005 1.3134e-005 2.4738e-005 4.4485e-005 7.7167e-005 1.2915e-004 2.1333e-007 2.0872e-004 3.2836e-004 5.0226e-004 7.4718e-004 1.0873e-003 1.5482e-003 1.0602e-007 2.1549e-003 2.9439e-003 3.9592e-003 5.2393e-003 6.8558e-003 3.6360e-004 8.2926e-003 1.1116e-002 1.4298e-002 1.8576e-002 2.5129e-002 3.0891e-002 1.4231e-003 1.2058e-002 2.4199e-002 3.3998e-002 4.3783e-002 5.0911e-002 4.5521e-002 2.2810e-002 3.6721e-003 3.2893e-004 5.7570e-003 1.4114e-002 2.3180e-002 3.1800e-002 3.8623e-002 4.1810e-002 3.9891e-002 3.3350e-002 2.4716e-002 1.6542e-002 9.9713e-003 5.2233e-003 2.1957e-003 5.6089e-004 6.1290e-006 2.8026e-004 1.1583e-003 2.4089e-003 3.7965e-003 5.0208e-003
          15 2.8723e-010 6.1901e-010 2.1054e-011 2.9098e-008 1.9760e-014 6.7299e-013 9.5600e-012 1.0682e-011 1.1044e-010 8.3190e-010 4.8045e-009 2.2797e-008 7.7823e-008 8.9935e-008 3.0867e-007 9.2563e-007 2.5003e-006 6.1138e-006 1.3824e-005 1.3768e-005 2.8868e-005 5.6568e-005 1.0530e-004 1.8576e-004 3.4462e-004 3.1404e-004 5.1096e-004 7.9908e-004 1.2122e-003 1.7824e-003 6.8466e-006 2.5390e-003 3.5268e-003 4.7689e-003 6.2713e-003 8.0598e-003 1.0123e-002 1.1301e-005 1.2373e-002 1.4807e-002 1.7356e-002 1.9887e-002 2.2320e-002 8.7038e-004 2.3072e-002 2.5704e-002 2.6810e-002 2.6790e-002 2.4192e-002 9.0334e-003 7.9784e-003 2.5770e-002 2.4397e-002 1.9601e-002 1.2429e-002 3.8964e-003 1.7895e-004 9.4145e-003 2.2723e-002 2.8146e-002 2.6754e-002 2.1981e-002 1.5671e-002 9.0176e-003 3.3425e-003 2.2834e-004 8.6318e-004 4.9138e-003 1.0551e-002 1.5953e-002 2.0105e-002 2.2512e-002 2.3303e-002 2.2827e-002 2.1145e-002 1.8620e-002 1.5496e-002 1.2017e-002 8.6007e-003 5.5337e-003
          16 2.0498e-010 7.4332e-010 2.4428e-009 2.4205e-008 2.9334e-011 6.9106e-010 7.4325e-009 7.6225e-009 5.4972e-008 2.8977e-007 1.1828e-006 4.0069e-006 1.1075e-005 1.1459e-005 2.8988e-005 6.5385e-005 1.3563e-004 2.6043e-004 5.1016e-004 4.7014e-004 8.0574e-004 1.3117e-003 2.0557e-003 3.0840e-003 4.9540e-003 4.4639e-003 6.2466e-003 8.4211e-003 1.1021e-002 1.3978e-002 5.0145e-005 1.7160e-002 2.0510e-002 2.3817e-002 2.6827e-002 2.9431e-002 3.1406e-002 8.7736e-007 3.2491e-002 3.2636e-002 3.1816e-002 2.9939e-002 2.7020e-002 2.2128e-004 2.3008e-002 1.9290e-002 1.4665e-002 9.7473e-003 4.5016e-003 1.0171e-005 7.9141e-003 4.3184e-003 8.1199e-004 5.7077e-005 2.1318e-003 7.4751e-003 1.3626e-002 1.3055e-002 5.9483e-003 8.6277e-004 2.0957e-004 2.7372e-003 7.1650e-003 1.2347e-002 1.6905e-002 1.9184e-002 1.7977e-002 1.3694e-002 8.3085e-003 3.7480e-003 9.2044e-004 1.4195e-007 7.5095e-004 2.7771e-003 5.6293e-003 8.8523e-003 1.1990e-002 1.4505e-002 1.6041e-002 1.6198e-002
          17 6.8617e-011 3.7631e-010 3.1152e-009 1.2437e-008 5.0860e-008 6.7016e-007 4.6876e-006 4.2188e-006 1.7820e-005 5.6824e-005 1.4726e-004 3.3318e-004 7.2936e-004 6.7188e-004 1.2573e-003 2.1834e-003 3.5868e-003 5.5589e-003 9.5555e-003 8.1849e-003 1.1509e-002 1.5408e-002 1.9879e-002 2.4559e-002 3.4326e-002 2.9250e-002 3.3638e-002 3.7172e-002 3.9716e-002 4.0893e-002 1.0558e-004 4.0426e-002 3.8491e-002 3.5108e-002 3.0469e-002 2.5090e-002 1.9378e-002 3.6211e-006 1.3766e-002 8.7417e-003 4.6801e-003 1.8119e-003 2.6305e-004 3.9348e-004 2.1771e-005 9.2442e-004 2.7727e-003 5.2948e-003 8.1964e-003 8.3601e-003 1.5735e-005 6.7444e-003 9.7481e-003 1.0039e-002 8.1069e-003 4.0157e-003 2.1998e-004 1.9744e-003 7.4501e-003 1.0282e-002 9.7016e-003 7.2097e-003 4.0623e-003 1.3203e-003 1.6624e-005 9.2783e-004 3.9557e-003 7.7993e-003 1.0815e-002 1.2185e-002 1.1890e-002 1.0258e-002 7.8990e-003 5.3509e-003 2.9863e-003 1.1819e-003 1.7072e-004 6.8714e-005 8.1093e-004 2.1093e-003
          18 8.6311e-012 1.0016e-010 1.8877e-009 5.0429e-009 5.3511e-005 2.6614e-004 1.0080e-003 7.6795e-004 1.7908e-003 3.6155e-003 6.4788e-003 1.0609e-002 1.9098e-002 1.5888e-002 2.2370e-002 2.9458e-002 3.6809e-002 4.3490e-002 6.2887e-002 4.8816e-002 5.2275e-002 5.3050e-002 5.1418e-002 4.7049e-002 5.2005e-002 4.0625e-002 3.2871e-002 2.4456e-002 1.6445e-002 9.5441e-003 1.5723e-005 4.3207e-003 1.1368e-003 7.2391e-006 6.9016e-004 2.7287e-003 5.5403e-003 4.4310e-008 8.4911e-003 1.1044e-002 1.2796e-002 1.3467e-002 1.2955e-002 6.3820e-005 1.1421e-002 9.4004e-003 6.7361e-003 3.9368e-003 1.3057e-003 2.4710e-004 3.8734e-003 1.0246e-003 1.7594e-006 6.2671e-004 2.4158e-003 4.6415e-003 5.2116e-003 2.5617e-003 1.5174e-004 5.5163e-004 2.4921e-003 4.5700e-003 6.0034e-003 6.3289e-003 5.3640e-003 3.3840e-003 1.2609e-003 7.5285e-005 3.2169e-004 1.7068e-003 3.6239e-003 5.4723e-003 6.8580e-003 7.6152e-003 7.6156e-003 6.9358e-003 5.7112e-003 4.1510e-003 2.5740e-003 1.2543e-003
          19 2.0341e-014 1.2396e-011 7.8133e-010 1.7566e-009 1.3148e-002 2.0357e-002 4.8880e-002 3.4863e-002 4.7790e-002 6.1129e-002 7.0330e-002 7.5502e-002 1.0406e-001 7.4949e-002 6.9345e-002 5.9221e-002 4.6614e-002 3.3004e-002 3.3050e-002 2.0398e-002 1.0332e-002 3.5405e-003 3.5087e-004 3.6087e-004 2.3722e-003 2.7258e-003 6.3729e-003 1.0170e-002 1.3229e-002 1.4914e-002 4.5541e-005 1.4957e-002 1.3550e-002 1.1036e-002 7.9391e-003 4.8831e-003 2.3545e-003 1.2486e-006 6.8517e-004 1.5850e-005 2.9094e-004 1.3017e-003 2.7523e-003 2.2332e-004 3.9613e-003 5.4217e-003 6.2154e-003 6.3016e-003 5.3678e-003 1.6729e-003 1.7646e-003 4.3310e-003 2.9623e-003 1.3647e-003 2.0545e-004 1.8301e-004 1.7646e-003 3.2672e-003 2.5606e-003 9.8890e-004 9.0795e-005 1.3197e-004 9.2221e-004 2.1222e-003 3.2635e-003 3.8093e-003 3.4189e-003 2.2834e-003 1.0298e-003 2.0406e-004 1.3353e-005 4.1554e-004 1.2293e-003 2.2480e-003 3.2472e-003 4.0447e-003 4.4964e-003 4.4958e-003 4.0688e-003 3.2901e-003
          20 8.7588e-013 4.0031e-013 2.1653e-010 4.5975e-010 4.8047e-001 3.9897e-002 9.0459e-002 1.7321e-001 1.8374e-002 5.9048e-002 1.3285e-003 9.9419e-003 1.7395e-003 2.9564e-003 7.2720e-005 1.3334e-002 5.2996e-003 1.9606e-002 2.2242e-002 9.0006e-003 1.6847e-002 6.7284e-003 8.8728e-003 2.2524e-003 1.6544e-003 2.1277e-003 1.9294e-005 4.0171e-006 1.2195e-003 1.5998e-003 9.1572e-006 3.8125e-003 3.8355e-003 5.2345e-003 4.4038e-003 4.4453e-003 3.0746e-003 4.8004e-007 2.3328e-003 1.1522e-003 5.1510e-004 6.2956e-005 2.0649e-005 8.0548e-005 2.4099e-004 7.3346e-004 1.3037e-003 1.8550e-003 2.1821e-003 1.4025e-003 1.9465e-004 1.8089e-003 1.8507e-003 1.3852e-003 7.0188e-004 9.5333e-005 1.4516e-004 9.4876e-004 1.3680e-003 1.0292e-003 4.8178e-004 9.6857e-005 8.3043e-006 2.3530e-004 6.9913e-004 1.2026e-003 1.4826e-003 1.3872e-003 1.0021e-003 5.4170e-004 1.7953e-004 9.0526e-006 5.0367e-005 2.7268e-004 6.1753e-004 1.0118e-003 1.3774e-003 1.6307e-003 1.7233e-003 1.6250e-003
