   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 5.5269e-002 1.9657e-001 2.9759e-001 2.5470e-001 1.3681e-001 4.7399e-002 1.0244e-002 1.2889e-003 8.9727e-005 2.6436e-006 3.7897e-009 6.0268e-009 1.7780e-008 3.9331e-009 8.4494e-009 4.9738e-010 1.8739e-010 2.1692e-010 2.7084e-011
           1 1.1714e-001 1.8919e-001 4.7756e-002 2.4244e-002 1.8878e-001 2.4122e-001 1.4036e-001 4.3588e-002 7.1914e-003 5.8125e-004 1.6872e-005 3.4924e-010 1.3082e-008 2.7015e-008 7.3931e-009 7.7624e-009 1.0979e-010 2.9497e-010 7.2503e-011
           2 1.4404e-001 8.2000e-002 1.1207e-002 1.2876e-001 4.5860e-002 2.7150e-002 2.0133e-001 2.2792e-001 1.0623e-001 2.3215e-002 2.2190e-003 6.2098e-005 4.0725e-011 1.0092e-009 7.3819e-010 1.0804e-009 2.2590e-011 4.6327e-011 8.7823e-012
           3 1.4048e-001 1.4742e-002 6.9474e-002 5.5894e-002 1.8458e-002 1.1551e-001 1.4904e-002 7.6848e-002 2.4626e-001 1.8600e-001 5.5041e-002 6.2308e-003 1.6177e-004 1.9969e-007 4.4566e-009 2.4837e-008 5.4305e-009 7.1955e-009 7.7742e-010
           4 1.2010e-001 1.3582e-004 8.1166e-002 1.6542e-003 7.4948e-002 2.0242e-002 5.2370e-002 8.8200e-002 2.2326e-003 1.8132e-001 2.5617e-001 1.0663e-001 1.4431e-002 3.4097e-004 1.3164e-006 3.5040e-008 8.3687e-008 8.7632e-010 2.1242e-010
