   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
          12 1.8179e-008 3.3818e-009 7.4476e-008 3.8174e-007 2.5893e-007 6.0559e-007 1.2629e-005 4.4337e-005 5.1202e-005 3.2747e-005 3.7584e-003 4.8782e-002 8.8451e-001 6.1821e-002 7.2048e-004 7.9897e-005 7.8804e-005 4.7243e-005 2.2591e-005 1.2861e-005 8.0338e-006 4.8726e-006 2.8339e-006 1.6116e-006 8.8191e-007 4.1813e-007 1.2996e-007
          13 8.8471e-009 1.3667e-008 1.4939e-008 2.2389e-007 4.1722e-007 1.0089e-008 2.4689e-006 2.0032e-005 4.8926e-005 3.0394e-005 1.2983e-004 5.2392e-003 4.9814e-002 8.7959e-001 6.3039e-002 1.8462e-003 2.9617e-005 7.3566e-005 4.8617e-005 2.7051e-005 1.6887e-005 1.1212e-005 7.3663e-006 4.6587e-006 2.7433e-006 1.3554e-006 4.2860e-007
          14 5.6806e-009 2.2690e-008 1.7196e-010 1.1044e-007 3.8989e-007 2.4271e-007 2.0735e-007 5.9099e-006 2.7040e-005 4.6298e-005 9.4171e-006 3.1854e-004 6.9682e-003 4.7972e-002 8.8094e-001 5.9275e-002 4.2088e-003 2.5833e-006 5.0622e-005 4.9464e-005 3.1345e-005 2.0069e-005 1.3742e-005 9.4118e-006 5.9377e-006 3.0583e-006 9.8407e-007
          15 3.5285e-009 2.1607e-008 1.2275e-008 2.6538e-008 2.4880e-007 3.9517e-007 1.7860e-008 1.3095e-006 1.0890e-005 3.3459e-005 3.7697e-005 4.0082e-008 6.2569e-004 8.9044e-003 4.2136e-002 8.9143e-001 4.7666e-002 8.6924e-003 2.5790e-004 7.3518e-006 3.6907e-005 3.2461e-005 2.2614e-005 1.5283e-005 9.7405e-006 5.1128e-006 1.6644e-006
          16 1.1263e-009 1.2400e-008 2.2313e-008 7.2117e-011 1.0480e-007 3.5018e-007 2.1191e-007 1.4133e-007 3.7405e-006 1.6374e-005 3.5535e-005 2.3455e-005 1.7901e-005 1.0632e-003 1.0980e-002 3.1195e-002 9.1299e-001 2.6358e-002 1.5196e-002 1.8329e-003 9.8697e-005 1.9034e-006 1.8191e-005 1.8833e-005 1.3199e-005 7.0648e-006 2.3099e-006
          17 1.3897e-012 4.1156e-009 1.9636e-008 7.2610e-009 2.8552e-008 2.2157e-007 3.3283e-007 1.4603e-008 9.8992e-007 7.2083e-006 2.1444e-005 3.1974e-005 7.0773e-006 8.4953e-005 1.6279e-003 1.3175e-002 1.5404e-002 9.3987e-001 3.5707e-003 1.8256e-002 6.2046e-003 1.3446e-003 1.9911e-004 1.5249e-005 3.4360e-011 1.0536e-006 6.3925e-007
          18 7.7931e-010 5.5233e-010 1.2053e-008 1.3700e-008 4.2832e-009 1.1681e-007 2.9692e-007 1.4943e-007 1.2997e-007 2.9858e-006 1.1547e-005 2.4104e-005 2.3480e-005 3.0375e-008 2.2030e-004 2.2718e-003 1.5609e-002 1.3785e-003 9.4496e-001 8.2244e-003 1.0118e-002 9.8825e-003 4.5020e-003 1.6230e-003 5.4299e-004 1.7321e-004 4.3715e-005
          19 2.2040e-009 9.3375e-012 6.2607e-009 1.2796e-008 3.9033e-011 5.6739e-008 2.0704e-007 2.2072e-007 2.4414e-010 1.0202e-006 5.9741e-006 1.5560e-005 2.2515e-005 9.7718e-006 1.6540e-005 4.3124e-004 2.9395e-003 1.8449e-002 7.3901e-003 8.8064e-001 6.8483e-002 4.8841e-005 5.8985e-003 5.7837e-003 3.3456e-003 1.4870e-003 4.3889e-004
          20 3.0248e-009 2.8265e-010 3.1362e-009 9.5054e-009 7.0453e-010 2.5985e-008 1.3263e-007 2.0766e-007 4.2632e-008 2.5127e-007 2.8444e-006 9.3960e-006 1.6746e-005 1.5518e-005 4.5476e-007 7.9590e-005 6.8759e-004 3.5436e-003 2.2490e-002 5.5318e-002 7.3705e-001 1.4802e-001 1.4795e-002 1.6070e-005 1.1769e-003 1.2775e-003 5.0112e-004
          21 2.8129e-009 4.5169e-010 1.5692e-009 6.3858e-009 1.8696e-009 1.0537e-008 7.9981e-008 1.5741e-007 7.7083e-008 3.5057e-008 1.2005e-006 5.1426e-006 1.1223e-005 1.4063e-005 5.2493e-006 7.3743e-006 1.8716e-004 9.3546e-004 3.7429e-003 2.7322e-002 1.4302e-001 5.9647e-001 1.6146e-001 4.2929e-002 8.5831e-003 1.3867e-003 2.0568e-004
          22 2.1586e-009 4.3853e-010 8.4304e-010 4.3387e-009 2.4925e-009 3.9286e-009 4.8546e-008 1.1200e-007 8.2586e-008 7.5467e-010 5.0147e-007 2.7739e-006 7.2265e-006 1.0648e-005 6.9789e-006 2.3555e-008 4.7906e-005 3.2166e-004 1.1060e-003 5.3676e-003 1.9765e-002 2.1908e-001 5.4542e-001 1.0796e-001 4.9640e-002 1.7046e-002 4.3173e-003
          23 1.3093e-009 3.0555e-010 4.2351e-010 2.6124e-009 2.1620e-009 1.2368e-009 2.6141e-008 6.7786e-008 6.2278e-008 1.5041e-009 1.9618e-007 1.3509e-006 3.9793e-006 6.4866e-006 5.5000e-006 4.7756e-007 1.1873e-005 1.0569e-004 4.2006e-004 1.1769e-003 8.1480e-003 1.9560e-003 2.3087e-001 6.4147e-001 1.9497e-002 2.5568e-002 7.7307e-003
          24 5.4579e-010 1.3790e-010 1.6193e-010 1.1181e-009 1.1027e-009 3.1420e-010 1.0334e-008 2.8798e-008 2.9467e-008 2.0462e-009 6.3215e-008 5.0291e-007 1.5825e-006 2.7297e-006 2.6127e-006 4.8216e-007 2.7753e-006 3.0904e-005 1.3570e-004 3.1911e-004 2.0238e-003 4.2148e-003 1.5271e-002 6.9208e-002 7.7400e-001 7.2795e-002 1.2465e-002
          25 2.5294e-011 6.5101e-012 7.3729e-012 5.2291e-011 5.3497e-011 1.2751e-011 4.7384e-010 1.3431e-009 1.4062e-009 1.1448e-010 2.7605e-009 2.2747e-008 7.2621e-008 1.2688e-007 1.2457e-007 2.5921e-008 1.1156e-007 1.3235e-006 5.9358e-006 1.3605e-005 8.2763e-005 2.0948e-004 3.7041e-004 3.6103e-003 1.0526e-002 6.3300e-002 5.5155e-001
