   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21
          10 5.6560e-009 1.9660e-007 2.8066e-007 1.8682e-007 7.1069e-006 2.6770e-005 2.9337e-005 5.8842e-005 4.0269e-003 5.0282e-002 8.7878e-001 6.5447e-002 1.1695e-003 3.0270e-005 4.9568e-005 3.1894e-005 1.7390e-005 1.0491e-005 6.7630e-006 4.2115e-006 2.1972e-006 6.7600e-007
          11 4.0893e-009 6.3284e-008 2.6769e-007 6.8851e-008 1.3365e-006 1.2852e-005 2.9569e-005 1.1673e-005 2.0904e-004 5.9213e-003 5.1336e-002 8.7371e-001 6.5344e-002 3.2615e-003 1.1249e-006 3.3388e-005 3.1903e-005 2.0873e-005 1.2957e-005 7.8658e-006 4.1079e-006 1.2722e-006
          12 1.0406e-008 1.5580e-008 1.7471e-007 1.9570e-007 7.9013e-008 4.0396e-006 1.8584e-005 2.6063e-005 8.4176e-008 5.0278e-004 8.1847e-003 4.7609e-002 8.7982e-001 5.5407e-002 7.9909e-003 2.8376e-004 6.0246e-007 1.8926e-005 1.9310e-005 1.3149e-005 6.9974e-006 2.1688e-006
          13 9.1187e-009 1.6753e-009 1.0841e-007 2.0121e-007 1.3575e-008 9.0042e-007 8.0682e-006 2.2197e-005 1.6571e-005 1.5939e-005 9.8533e-004 1.0710e-002 3.6901e-002 9.0197e-001 3.0945e-002 1.5637e-002 2.3940e-003 2.5180e-004 1.0311e-005 8.9300e-007 3.0198e-006 1.3654e-006
          14 6.9014e-009 4.3887e-010 5.9808e-008 1.8550e-007 9.4484e-008 1.4965e-007 2.9477e-006 1.2420e-005 2.0816e-005 4.2525e-006 8.8020e-005 1.6708e-003 1.3366e-002 1.8350e-002 9.3445e-001 2.7072e-003 1.7990e-002 7.8466e-003 2.4015e-003 6.4844e-004 1.6768e-004 3.5200e-005
          15 5.7291e-009 4.0559e-009 2.5135e-008 1.5440e-007 1.5958e-007 4.4791e-009 1.0614e-006 5.9825e-006 1.4944e-005 1.3647e-005 1.4892e-006 2.5265e-004 2.5090e-003 1.6134e-002 9.6636e-004 9.3480e-001 1.7760e-002 5.3556e-003 8.9474e-003 5.4116e-003 2.3363e-003 6.3505e-004
          16 5.0145e-009 7.3918e-009 6.7955e-009 1.0748e-007 1.7291e-007 1.8245e-008 3.4826e-007 2.9081e-006 9.1206e-006 1.3632e-005 3.8934e-006 3.2256e-005 5.2847e-004 3.3660e-003 1.9172e-002 1.5517e-002 8.4072e-001 9.6440e-002 3.1106e-003 8.1603e-004 1.7537e-003 7.2863e-004
          17 4.1586e-009 8.1657e-009 7.3034e-010 6.2345e-008 1.4294e-007 5.9247e-008 8.4118e-008 1.4134e-006 5.3165e-006 1.0195e-005 7.7079e-006 9.3582e-007 1.2624e-004 8.7573e-004 4.0711e-003 2.2619e-002 8.7365e-002 6.7660e-001 1.5449e-001 3.1050e-002 5.2340e-003 7.5303e-004
          18 3.0792e-009 6.8206e-009 2.9948e-011 3.1470e-008 9.8666e-008 7.4842e-008 1.0249e-008 6.5800e-007 2.9833e-006 6.6794e-006 7.0329e-006 6.7437e-007 2.6464e-005 2.8476e-004 1.1968e-003 4.9422e-003 2.0900e-002 1.8638e-001 5.4840e-001 1.2987e-001 4.3666e-002 1.0451e-002
          19 1.8705e-009 4.3817e-009 3.4275e-010 1.3753e-008 5.6085e-008 5.8875e-008 1.8979e-011 2.7610e-007 1.4978e-006 3.7240e-006 4.6507e-006 1.4805e-006 4.9217e-006 9.1326e-005 4.2210e-004 1.3278e-003 6.4696e-003 6.4736e-003 2.5895e-001 5.5377e-001 4.7019e-002 1.4595e-002
          20 7.3476e-010 1.7664e-009 2.6465e-010 4.3942e-009 2.1217e-008 2.6033e-008 4.7322e-010 8.6460e-008 5.3110e-007 1.4020e-006 1.9101e-006 8.4376e-007 8.2257e-007 2.4564e-005 1.2339e-004 3.6937e-004 1.5140e-003 4.2942e-003 4.8608e-003 1.6343e-001 7.5072e-001 1.0849e-002
          21 5.3127e-011 1.2832e-010 2.1216e-011 3.0493e-010 1.5235e-009 1.9220e-009 4.9901e-011 5.9772e-009 3.7680e-008 1.0062e-007 1.3932e-007 6.4669e-008 4.9254e-008 1.6512e-006 8.4404e-006 2.5156e-005 9.9555e-005 3.0647e-004 1.3382e-004 9.1472e-003 1.4026e-003 4.9979e-001
