   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 8.9540e-001 1.0228e-001 2.3102e-003 7.9673e-006 6.0248e-010 5.5729e-009 1.2317e-008 1.2763e-008 5.9572e-009 5.9633e-010 4.0418e-009 5.1989e-011 1.7262e-009 1.3969e-010 7.8268e-010 7.2486e-010 1.0700e-013 4.6340e-010 5.6605e-010 1.8511e-010 2.8833e-012 3.4721e-011 7.0938e-011 5.9038e-011 3.3206e-011 1.9034e-011 1.5708e-011 1.2176e-011 8.6281e-012 5.6251e-012
           1 9.3929e-002 7.0545e-001 1.9350e-001 7.0889e-003 3.4071e-005 6.5131e-009 4.6071e-009 1.0141e-008 1.6381e-008 1.2614e-008 1.4488e-010 4.6631e-009 7.8175e-010 1.8704e-009 2.8815e-010 1.6476e-009 1.2600e-010 5.1886e-010 9.5691e-010 3.3903e-010 3.7128e-012 7.1814e-011 1.3461e-010 1.0630e-010 5.7922e-011 3.2645e-011 2.6622e-011 2.0435e-011 1.4375e-011 9.3243e-012
           2 9.4518e-003 1.6230e-001 5.4072e-001 2.7305e-001 1.4391e-002 8.8839e-005 2.6924e-008 2.2529e-009 1.8720e-009 5.6281e-009 7.2021e-009 1.7184e-009 4.6362e-010 1.7868e-009 7.9574e-011 9.0478e-010 2.7199e-010 1.7415e-010 4.8831e-010 1.3470e-010 4.1217e-012 8.9995e-011 1.1263e-010 7.4174e-011 3.6704e-011 1.9697e-011 1.5526e-011 1.1594e-011 7.9892e-012 5.1098e-012
           3 1.0630e-003 2.5341e-002 2.0760e-001 4.0090e-001 3.4067e-001 2.4237e-002 1.8152e-004 1.2260e-007 7.6919e-009 6.3318e-009 1.7862e-008 2.0106e-008 3.0077e-009 2.0591e-009 4.4251e-009 8.3284e-010 1.8621e-009 1.5339e-009 2.5866e-011 9.5221e-010 7.6391e-010 1.6648e-010 1.4796e-012 1.3957e-011 1.8446e-011 1.4048e-011 1.3630e-011 1.1850e-011 9.0772e-012 6.2199e-012
           4 1.3462e-004 3.8649e-003 4.4954e-002 2.3265e-001 2.8517e-001 3.9634e-001 3.6562e-002 3.1906e-004 4.1847e-007 6.5692e-009 1.0518e-009 4.2811e-009 8.0578e-009 2.9276e-009 1.2317e-011 2.2569e-009 6.4515e-012 1.1388e-009 1.4965e-010 2.1849e-010 4.3533e-010 1.7179e-010 1.8928e-011 7.7213e-014 2.3935e-012 2.6260e-012 3.0026e-012 2.8918e-012 2.3605e-012 1.6810e-012
           5 2.0680e-005 6.2189e-004 8.7343e-003 6.5778e-002 2.4054e-001 1.9238e-001 4.4024e-001 5.1195e-002 5.0096e-004 1.3588e-006 1.4404e-008 2.8105e-009 1.0992e-008 1.5900e-008 5.1804e-009 5.6889e-010 4.4300e-009 2.7038e-010 1.5877e-009 9.5865e-010 5.5502e-012 4.5262e-010 5.1624e-010 2.9140e-010 1.2770e-010 6.3706e-011 4.7525e-011 3.3844e-011 2.2472e-011 1.4001e-011
           6 3.2493e-006 1.1404e-004 1.7158e-003 1.5680e-002 8.5632e-002 2.3431e-001 1.2086e-001 4.7308e-001 6.7882e-002 7.1533e-004 3.8847e-006 2.8339e-008 3.5261e-009 1.9074e-008 2.4676e-008 5.9753e-009 2.0611e-009 5.8063e-009 1.6571e-009 1.0697e-009 2.1761e-009 5.1697e-010 1.9399e-013 7.3016e-011 8.1094e-011 5.8310e-011 5.4647e-011 4.6289e-011 3.4802e-011 2.3554e-011
           7 5.8867e-007 2.1570e-005 3.6297e-004 3.6428e-003 2.4428e-002 1.0275e-001 2.1726e-001 6.8542e-002 4.9577e-001 8.6294e-002 9.3386e-004 9.9971e-006 2.2892e-008 1.8571e-009 1.9482e-010 1.0235e-009 6.1426e-010 1.0231e-010 3.1822e-010 5.7842e-012 6.8610e-011 3.4755e-012 1.3648e-011 2.5538e-011 1.7696e-011 1.0870e-011 9.3017e-012 7.3795e-012 5.3038e-012 3.4863e-012
           8 1.6208e-007 4.5903e-006 8.0440e-005 8.8435e-004 6.5755e-003 3.4424e-002 1.1576e-001 1.9255e-001 3.3075e-002 5.0957e-001 1.0595e-001 1.1080e-003 2.4336e-005 2.0745e-008 5.6324e-011 2.2690e-008 2.5919e-008 3.0349e-009 4.4972e-009 2.3986e-009 4.1183e-009 3.6020e-010 1.6424e-010 4.1286e-010 2.8746e-010 1.7419e-010 1.4701e-010 1.1507e-010 8.1778e-011 5.3315e-011
           9 4.2457e-008 1.2454e-006 1.9789e-005 2.2291e-004 1.8161e-003 1.0630e-002 4.5009e-002 1.2374e-001 1.6318e-001 1.1809e-002 5.1613e-001 1.2621e-001 1.1729e-003 5.4416e-005 5.0203e-010 2.7584e-009 3.5209e-008 2.6406e-008 6.1520e-010 6.8219e-009 2.0202e-010 3.6692e-009 2.2605e-009 6.3692e-010 1.4718e-010 4.5629e-011 2.1967e-011 9.8403e-012 4.1647e-012 1.7565e-012
          10 6.1136e-009 3.2638e-007 5.4578e-006 6.1095e-005 5.1192e-004 3.2805e-003 1.5740e-002 5.5333e-002 1.2624e-001 1.3196e-001 1.8530e-003 5.1750e-001 1.4634e-001 1.0520e-003 1.1336e-004 2.5955e-007 3.5991e-008 9.0106e-009 7.3056e-010 2.6351e-010 3.5155e-011 3.5246e-010 4.6145e-010 2.1149e-010 7.3995e-011 3.1650e-011 2.0825e-011 1.3218e-011 7.9809e-012 4.6359e-012
          11 9.3121e-010 6.7202e-008 1.5067e-006 1.8278e-005 1.5427e-004 1.0309e-003 5.4074e-003 2.1724e-002 6.4501e-002 1.2329e-001 1.0134e-001 2.0031e-004 5.1612e-001 1.6529e-001 6.9796e-004 2.2136e-004 2.1633e-006 3.6239e-008 3.5879e-008 2.1691e-009 9.5825e-011 2.5631e-009 8.3614e-010 3.4320e-011 7.8824e-012 2.0820e-011 3.0755e-011 3.3754e-011 2.9581e-011 2.1908e-011
          12 1.0227e-009 1.8095e-008 4.2712e-007 5.5963e-006 5.0646e-005 3.4156e-004 1.8718e-003 8.2671e-003 2.8284e-002 7.1668e-002 1.1531e-001 7.3277e-002 3.8360e-003 5.1493e-001 1.8154e-001 2.0000e-004 3.8926e-004 1.2111e-005 4.0128e-011 1.5076e-007 9.2049e-011 6.6821e-009 2.1106e-010 4.1941e-010 5.6308e-010 4.0491e-010 3.7199e-010 3.0725e-010 2.2569e-010 1.5004e-010
          13 1.2301e-009 1.1370e-008 1.5245e-007 1.8018e-006 1.7041e-005 1.1979e-004 6.7533e-004 3.1317e-003 1.1845e-002 3.4954e-002 7.6116e-002 1.0318e-001 4.9172e-002 9.8158e-003 5.1755e-001 1.9278e-001 4.1457e-005 5.6296e-004 5.0857e-005 1.2108e-006 2.1053e-007 9.5294e-008 5.9168e-009 1.4662e-011 5.8335e-011 5.7184e-011 5.4550e-011 4.3754e-011 3.0624e-011 1.9478e-011
          14 4.6908e-010 7.6536e-009 6.7775e-008 6.7656e-007 5.8923e-006 4.3646e-005 2.5613e-004 1.2258e-003 4.9003e-003 1.6047e-002 4.1161e-002 7.7355e-002 8.8136e-002 2.9953e-002 1.5336e-002 5.2788e-001 1.9557e-001 1.3570e-003 6.0099e-004 1.4659e-004 1.4262e-005 4.2472e-007 4.3755e-009 1.8606e-008 1.0714e-008 5.8591e-009 4.6290e-009 3.4510e-009 2.3730e-009 1.5153e-009
          15 1.4040e-012 2.5708e-009 2.8120e-008 2.8890e-007 2.2962e-006 1.6816e-005 1.0093e-004 5.0280e-004 2.0774e-003 7.2336e-003 2.0705e-002 4.6379e-002 7.5277e-002 7.1660e-002 1.6052e-002 1.8013e-002 5.4940e-001 1.8529e-001 6.5597e-003 3.0939e-004 3.0146e-004 7.4486e-005 1.3601e-005 2.6556e-006 6.6088e-007 2.4926e-007 1.5388e-007 9.4269e-008 5.6034e-008 3.2391e-008
          16 1.5169e-010 1.5920e-010 8.9171e-009 1.2021e-007 1.0237e-006 7.0217e-006 4.1646e-005 2.1244e-004 9.1141e-004 3.2983e-003 1.0079e-002 2.5340e-002 4.9714e-002 6.9756e-002 5.4912e-002 7.1304e-003 1.6383e-002 5.8766e-001 1.5472e-001 1.9220e-002 5.0844e-005 2.4594e-004 1.7779e-004 7.3334e-005 2.7677e-005 1.2955e-005 9.3069e-006 6.4558e-006 4.2147e-006 2.5992e-006
          17 1.9120e-010 6.6438e-011 2.3933e-009 4.5363e-008 4.6993e-007 3.1416e-006 1.8441e-005 9.3438e-005 4.1267e-004 1.5486e-003 4.9427e-003 1.3345e-002 2.9544e-002 5.0664e-002 6.1261e-002 3.9475e-002 2.1282e-003 9.9837e-003 6.4468e-001 9.8250e-002 3.9467e-002 3.4788e-003 7.1712e-005 1.5372e-005 2.5744e-005 1.8830e-005 1.7386e-005 1.4412e-005 1.0621e-005 7.0799e-006
