   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37
          10 2.6726e-010 2.7912e-001 6.7655e-002 5.8331e-006 9.8570e-002 1.3141e-002 1.5668e-003 9.0154e-003 3.7159e-002 2.5724e-005 2.7628e-002 1.4430e-003 1.4738e-002 1.0471e-002 1.5614e-003 1.9445e-002 1.4940e-002 5.9806e-004 4.3243e-003 7.7506e-003 1.1017e-003 4.8156e-003 3.1364e-002 6.5655e-002 8.4708e-002 7.9537e-002 5.7604e-002 3.2349e-002 1.3338e-002 3.2662e-003 1.1271e-004 4.9307e-004 1.7667e-003 2.6165e-003 2.7394e-003 2.3298e-003 1.6675e-003 9.1701e-004
          11 9.7759e-011 1.1328e-001 3.2413e-001 3.5930e-006 4.3450e-008 5.3643e-002 5.0496e-004 4.5172e-002 4.4191e-004 1.5767e-002 2.4274e-003 2.4813e-002 2.3850e-003 1.1988e-002 1.3489e-002 8.5574e-007 1.2269e-002 1.6890e-002 4.0074e-003 6.9806e-004 6.2535e-003 4.5920e-003 2.1789e-006 8.2325e-003 3.1707e-002 5.7067e-002 6.9749e-002 6.5274e-002 4.9113e-002 3.0097e-002 1.4700e-002 5.2440e-003 1.0004e-003 8.7727e-007 3.8321e-004 9.5479e-004 1.1733e-003 8.7998e-004
          12 9.8524e-010 1.0443e-002 2.3675e-001 2.6612e-005 2.7490e-001 1.1588e-002 1.4721e-003 1.1665e-002 3.9813e-002 1.0400e-003 1.9437e-002 1.2069e-003 1.9876e-002 1.6542e-003 9.2731e-003 1.3139e-002 4.1080e-004 7.5382e-003 1.5417e-002 6.8199e-003 1.7808e-005 3.4612e-003 5.5477e-003 1.5298e-003 9.3137e-004 1.2141e-002 3.1878e-002 4.9524e-002 5.6739e-002 5.2231e-002 4.0199e-002 2.6247e-002 1.4473e-002 6.5644e-003 2.2703e-003 4.8716e-004 2.3907e-005 1.3215e-005
          13 1.7011e-009 3.4544e-004 1.7437e-002 1.4136e-005 3.1806e-001 2.6175e-001 7.5961e-005 9.1561e-003 1.8377e-003 1.3481e-002 1.8739e-002 1.4148e-002 3.0739e-003 1.7592e-002 9.7399e-004 7.8372e-003 1.1326e-002 6.6166e-004 5.0096e-003 1.2844e-002 7.6523e-003 4.9241e-004 1.6090e-003 4.7067e-003 2.9106e-003 2.3267e-005 3.7409e-003 1.5859e-002 3.1026e-002 4.2068e-002 4.5045e-002 4.0414e-002 3.1324e-002 2.1355e-002 1.2881e-002 6.8880e-003 3.2298e-003 1.2369e-003
          14 1.0887e-009 1.7168e-004 4.3822e-003 1.5807e-007 7.3248e-003 3.2906e-001 1.4532e-002 3.0399e-001 5.5118e-004 1.6416e-003 7.8058e-003 2.8760e-002 3.1774e-003 6.6474e-003 1.4341e-002 1.0002e-004 7.7839e-003 8.9978e-003 4.3384e-004 4.0581e-003 1.0483e-002 6.9741e-003 8.1719e-004 7.8546e-004 3.5502e-003 3.1485e-003 4.7878e-004 9.4629e-004 7.6218e-003 1.8425e-002 2.8562e-002 3.4171e-002 3.4064e-002 2.9490e-002 2.2647e-002 1.5623e-002 9.5890e-003 4.7306e-003
          15 2.7868e-010 4.7687e-005 1.0594e-004 1.0716e-006 1.6501e-002 3.4941e-003 3.1761e-003 2.1726e-001 3.6943e-001 5.8974e-002 1.1299e-002 1.6135e-002 5.2502e-002 3.1836e-003 4.5565e-003 1.1759e-002 8.2081e-004 7.0906e-003 6.5012e-003 3.3543e-005 3.9618e-003 8.5776e-003 5.4151e-003 6.5133e-004 5.2646e-004 2.7046e-003 2.7573e-003 7.1635e-004 2.3588e-004 3.9083e-003 1.1076e-002 1.8803e-002 2.4096e-002 2.5569e-002 2.3469e-002 1.9044e-002 1.3521e-002 7.4900e-003
          16 4.3186e-012 1.5843e-006 3.5935e-004 1.6703e-007 1.0667e-003 1.9306e-002 2.5484e-003 6.7544e-002 1.9840e-002 1.0514e-001 2.7358e-001 9.3662e-002 4.2754e-002 1.0935e-001 5.4750e-002 7.7958e-004 1.7378e-002 1.0306e-002 2.5549e-003 5.4558e-003 5.8131e-004 3.5619e-003 7.1897e-003 3.2004e-003 2.8998e-004 5.9477e-004 2.1545e-003 2.0771e-003 5.8655e-004 1.1148e-004 2.4263e-003 7.1507e-003 1.2430e-002 1.6268e-002 1.7539e-002 1.6227e-002 1.2827e-002 7.6895e-003
          17 4.5401e-011 4.8445e-007 1.2314e-004 3.9939e-009 1.1308e-004 1.0983e-002 1.5246e-004 3.2274e-006 9.7262e-002 5.6715e-002 1.8212e-002 5.7748e-002 8.2507e-002 5.0613e-002 1.3154e-001 1.6954e-001 4.7848e-002 5.5931e-002 6.1992e-002 5.0723e-003 1.4780e-002 1.0219e-002 3.8264e-004 9.1639e-003 3.7553e-004 2.0934e-004 1.2126e-003 1.3621e-003 1.4920e-003 2.2311e-004 1.5223e-004 1.9050e-003 5.0679e-003 8.2663e-003 1.0455e-002 1.0895e-002 9.3903e-003 5.9738e-003
          18 9.3993e-011 9.2267e-007 2.4035e-005 2.3694e-008 3.0914e-004 2.5084e-003 1.9029e-005 6.2933e-003 4.1930e-002 4.3638e-003 1.5059e-002 1.0821e-001 3.7831e-002 1.4882e-003 1.7414e-003 5.0719e-003 8.1801e-002 7.0212e-002 8.0924e-002 1.4763e-001 7.4443e-002 7.1811e-002 7.9453e-002 2.0082e-002 4.0715e-002 1.1742e-002 7.1397e-003 1.0057e-002 3.8258e-004 3.7160e-003 4.6286e-004 5.7121e-007 2.7846e-003 2.7728e-003 5.8009e-003 5.7118e-003 5.5393e-003 3.7401e-003
          19 6.2338e-011 4.6028e-007 3.6178e-006 1.1656e-008 1.5802e-004 3.9664e-004 3.9857e-005 4.3643e-003 9.7782e-003 1.2429e-005 1.9530e-002 4.1961e-002 2.7067e-003 4.7580e-003 4.3416e-003 1.7738e-002 4.6926e-002 1.4984e-002 5.3431e-003 3.3075e-003 7.5862e-003 1.6680e-002 2.8075e-002 7.6487e-002 5.7534e-002 9.3482e-002 8.8251e-002 7.4508e-002 8.9153e-002 5.7372e-002 5.9381e-002 4.7232e-002 2.6952e-002 3.7650e-002 8.0499e-003 2.4060e-002 9.3021e-004 7.0312e-003
          20 1.7948e-011 1.1782e-007 5.6576e-007 2.8569e-009 4.0437e-005 6.2628e-005 1.3094e-005 1.1944e-003 1.8441e-003 8.3276e-005 6.0142e-003 9.3561e-003 1.1101e-004 2.4977e-003 1.9188e-003 5.1939e-003 1.0190e-002 1.5735e-003 6.2396e-005 4.0290e-005 6.3085e-003 8.3904e-003 1.0064e-002 1.8619e-002 9.0190e-003 1.0850e-002 4.8582e-003 8.6104e-004 1.1764e-004 2.5901e-003 6.2788e-003 1.6005e-002 3.4263e-002 4.3198e-002 8.9586e-002 9.9377e-002 1.9090e-001 2.3259e-001
