   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104         105         106
           0 9.8876e-001 1.1084e-002 1.5293e-004 2.9444e-006 1.8798e-008 5.2034e-008 8.0272e-055 3.4486e-055 1.1987e-053 2.7369e-052 1.1000e-050 2.1005e-037 1.7879e-046 7.5134e-046 2.2067e-044 9.7503e-043 9.3908e-041 8.2350e-029 7.0521e-039 3.1471e-039 4.3125e-040 4.3336e-037 1.1891e-034 3.1073e-023 1.4344e-032 1.7934e-032 1.2300e-031 1.4835e-030 4.0977e-029 4.9514e-018 1.7165e-027 2.1305e-028 8.1359e-030 4.7687e-027 4.3364e-025 3.9943e-013 4.2455e-022 4.0063e-023 1.2669e-022 7.9365e-022 1.0037e-020 3.3085e-018 1.4231e-009 2.8989e-019 3.1158e-019 7.6416e-019 3.3360e-018 5.7333e-017 2.7123e-010 4.2390e-017 2.6819e-018 4.7080e-018 1.6168e-016 4.2273e-015 4.6532e-010 5.0036e-013 4.4262e-014 6.1768e-014 1.6677e-013 8.3981e-013 2.3428e-011 1.1900e-009 1.4075e-011 5.5867e-012 6.3415e-012 1.2653e-011 4.8592e-011 2.8970e-010 1.8864e-010 4.1287e-011 1.8805e-011 1.2789e-011 1.0314e-011 7.8618e-012 3.5710e-012 2.0806e-013 7.9354e-013 3.7763e-012 8.2525e-012 1.4732e-011 2.4165e-011 3.7009e-011 5.1922e-011 6.5474e-011 7.4582e-011 7.9044e-011 8.0786e-011 8.1799e-011 8.3130e-011 8.4874e-011 8.6596e-011 8.7828e-011 8.7980e-011 8.5995e-011 8.1273e-011 7.4545e-011 6.6680e-011 5.8137e-011 4.9819e-011 4.2180e-011 3.5096e-011 2.8768e-011 2.3059e-011 1.7926e-011 1.3401e-011 9.4269e-012 6.1048e-012
           1 1.1218e-002 9.6361e-001 2.4572e-002 5.7904e-004 1.6540e-005 3.0742e-007 4.6952e-054 1.9453e-054 1.0878e-052 1.0384e-050 2.2470e-048 2.4527e-036 1.4272e-045 1.5754e-045 1.8836e-044 4.3648e-043 2.9081e-041 2.5601e-029 2.4169e-039 2.8852e-039 3.4227e-038 1.0188e-036 9.2662e-035 1.7325e-023 7.1992e-033 7.1719e-033 4.2154e-032 4.3595e-031 9.5715e-030 8.3012e-019 2.3942e-028 8.9872e-031 2.9678e-028 1.1186e-026 5.2875e-025 3.8422e-013 4.0080e-022 3.2888e-023 9.5015e-023 5.5779e-022 6.7118e-021 2.1275e-018 9.1130e-010 1.8093e-019 1.9075e-019 4.6593e-019 2.0805e-018 3.8667e-017 1.9595e-010 3.5926e-017 5.9371e-018 5.8852e-019 1.0050e-017 5.1474e-016 6.5391e-011 7.1223e-014 6.4317e-015 8.6080e-015 2.1411e-014 9.6075e-014 2.3112e-012 1.1041e-010 1.1466e-012 3.5778e-013 2.9579e-013 3.8044e-013 7.6011e-013 1.8715e-012 3.6631e-013 2.8615e-014 3.0820e-013 9.5780e-013 2.5884e-012 6.4938e-012 1.2570e-011 1.5613e-011 1.4416e-011 1.2860e-011 1.2345e-011 1.2806e-011 1.3946e-011 1.5258e-011 1.5948e-011 1.5322e-011 1.3408e-011 1.0885e-011 8.4121e-012 6.2914e-012 4.5534e-012 3.1341e-012 1.9800e-012 1.0756e-012 4.2920e-013 6.7765e-014 1.8735e-014 2.7306e-013 7.9041e-013 1.5110e-012 2.3806e-012 3.3709e-012 4.4371e-012 5.5711e-012 6.7400e-012 7.8948e-012 8.9989e-012 9.8966e-012 1.0415e-011
           2 1.9565e-005 2.5228e-002 9.3259e-001 4.0727e-002 1.3722e-003 6.3967e-005 9.7550e-052 3.5840e-052 1.5721e-050 1.1150e-048 1.8000e-046 1.6098e-034 8.9672e-044 8.3131e-044 8.8483e-043 1.8496e-041 1.0140e-039 6.6951e-028 5.2726e-038 2.4264e-038 6.5126e-038 3.7255e-037 1.9058e-035 5.6867e-024 3.2283e-033 8.8993e-033 1.3225e-031 3.3286e-030 1.9618e-028 4.5402e-017 2.0132e-026 9.5011e-027 3.8119e-026 2.9451e-025 5.0710e-024 1.7074e-012 1.6368e-021 5.6766e-023 5.8325e-023 6.6668e-023 1.2929e-023 3.6577e-019 1.9315e-010 1.1334e-019 2.7523e-019 1.3179e-018 1.1009e-017 3.9537e-016 2.7495e-009 8.1160e-016 4.2885e-016 7.5453e-016 2.4469e-015 1.9191e-014 9.8346e-010 9.2244e-013 3.7145e-014 2.4298e-014 2.9774e-014 6.1302e-014 5.5380e-013 1.6855e-011 5.2583e-014 5.8751e-016 2.7388e-014 1.4539e-013 8.9153e-013 6.4735e-012 4.5180e-012 9.7832e-013 3.4755e-013 1.0565e-013 1.1926e-017 2.8860e-013 1.6423e-012 3.6823e-012 5.1993e-012 6.4881e-012 8.2102e-012 1.0779e-011 1.4442e-011 1.9063e-011 2.3740e-011 2.7007e-011 2.7978e-011 2.7040e-011 2.5178e-011 2.3136e-011 2.1203e-011 1.9355e-011 1.7465e-011 1.5450e-011 1.3250e-011 1.0814e-011 8.2494e-012 5.8254e-012 3.7349e-012 2.0783e-012 9.1828e-013 2.3837e-013 9.8966e-016 1.6876e-013 7.0525e-013 1.5681e-012 2.7071e-012 4.0100e-012 5.2873e-012
           3 2.1562e-009 7.5159e-005 4.2442e-002 8.9276e-001 6.1878e-002 2.6594e-003 4.0661e-050 1.6359e-050 8.1584e-049 6.7694e-047 1.3104e-044 1.3748e-032 7.9894e-042 9.2771e-042 1.2801e-040 3.6459e-039 2.9400e-037 2.7089e-025 2.5044e-035 2.1970e-035 1.3235e-034 1.5367e-033 4.6524e-032 3.7403e-021 1.0154e-030 1.8972e-031 1.4407e-032 3.7321e-030 3.9877e-028 9.1860e-017 3.9027e-026 1.3291e-026 2.9526e-026 7.5724e-026 1.3261e-026 3.8284e-013 4.8247e-022 1.1457e-022 5.4063e-022 4.2485e-021 6.2274e-020 2.2880e-017 9.9596e-009 2.1990e-018 2.5973e-018 7.1526e-018 3.6921e-017 8.3824e-016 4.7741e-009 1.0723e-015 3.3335e-016 3.0293e-016 3.7303e-016 3.6096e-016 9.0263e-012 1.9371e-014 8.6682e-015 2.0801e-014 7.3200e-014 4.2826e-013 1.3136e-011 6.8511e-010 8.4739e-012 3.5828e-012 4.3595e-012 9.4824e-012 4.0665e-011 2.7131e-010 1.9465e-010 5.1827e-011 3.1438e-011 3.1561e-011 4.3232e-011 6.9018e-011 9.7798e-011 9.6636e-011 7.4870e-011 5.8871e-011 5.2244e-011 5.2299e-011 5.7042e-011 6.4520e-011 7.1682e-011 7.5104e-011 7.3539e-011 6.8687e-011 6.3055e-011 5.8208e-011 5.4573e-011 5.1894e-011 4.9689e-011 4.7568e-011 4.5160e-011 4.1940e-011 3.7718e-011 3.2935e-011 2.8029e-011 2.3209e-011 1.8837e-011 1.5043e-011 1.1736e-011 8.9479e-012 6.5935e-012 4.6336e-012 3.0511e-012 1.8126e-012 9.2157e-013
           4 8.5779e-009 3.6764e-008 2.4195e-004 6.5084e-002 8.3733e-001 9.1876e-002 1.4061e-048 5.6875e-049 2.7679e-047 2.2022e-045 4.0476e-043 4.0639e-031 2.3357e-040 2.5743e-040 3.4076e-039 9.5218e-038 7.8224e-036 7.5428e-024 7.1801e-034 7.3278e-034 5.6605e-033 9.5379e-032 4.9314e-030 6.5452e-019 2.3610e-028 1.6213e-028 7.4618e-028 7.0453e-027 1.7746e-025 2.2814e-014 8.3705e-024 1.8566e-024 3.3580e-024 9.9905e-024 3.9896e-023 7.7083e-014 1.2580e-023 6.5632e-022 4.1787e-021 3.2797e-020 4.3409e-019 1.3589e-016 5.7790e-008 1.0559e-017 9.4370e-018 1.7716e-017 5.0955e-017 3.7960e-016 8.0178e-010 2.1914e-021 3.3273e-016 2.2267e-015 1.6079e-014 2.3131e-013 1.8438e-008 1.8790e-011 1.2466e-012 1.3651e-012 2.9701e-012 1.2270e-011 2.8483e-010 1.3592e-008 1.4344e-010 4.8332e-011 4.6997e-011 8.1152e-011 2.7340e-010 1.4798e-009 9.0328e-010 1.7925e-010 7.4177e-011 4.6568e-011 3.5528e-011 2.6687e-011 1.3128e-011 1.6147e-012 7.9630e-013 6.3082e-012 1.5005e-011 2.7533e-011 4.5824e-011 7.1118e-011 1.0140e-010 1.3052e-010 1.5256e-010 1.6686e-010 1.7702e-010 1.8716e-010 1.9976e-010 2.1535e-010 2.3315e-010 2.5208e-010 2.7048e-010 2.8462e-010 2.9111e-010 2.9057e-010 2.8469e-010 2.7388e-010 2.6112e-010 2.4845e-010 2.3509e-010 2.2233e-010 2.0943e-010 1.9582e-010 1.8155e-010 1.6489e-010 1.4530e-010
           5 6.8837e-009 6.7253e-008 3.0206e-006 8.1609e-004 9.6898e-002 7.6041e-001 1.1830e-047 6.9479e-048 4.4718e-046 4.3879e-044 9.4569e-042 1.0466e-029 6.1426e-039 7.3717e-039 1.0319e-037 2.9586e-036 2.4115e-034 2.2607e-022 2.1139e-032 1.9780e-032 1.3492e-031 1.9517e-030 8.5732e-029 1.0234e-017 3.5305e-027 2.1678e-027 9.5177e-027 9.3534e-026 2.7229e-024 4.2186e-013 1.6732e-022 5.5495e-023 1.7892e-022 1.2483e-021 2.1679e-020 8.1390e-009 7.9532e-018 3.6662e-019 6.5121e-019 2.4844e-018 2.0059e-017 4.3175e-015 1.7626e-006 2.4667e-016 1.6725e-016 2.3570e-016 4.5491e-016 1.0201e-015 1.7942e-011 3.4844e-015 1.1261e-014 4.6678e-014 2.7083e-013 3.3899e-012 2.4724e-007 2.4805e-010 1.5071e-011 1.5207e-011 3.0441e-011 1.1466e-010 2.3862e-009 1.0889e-007 1.0438e-009 2.9237e-010 2.1940e-010 2.5771e-010 4.6857e-010 1.0362e-009 1.6900e-010 2.7478e-011 2.0067e-010 5.7115e-010 1.4674e-009 3.5549e-009 6.7079e-009 8.1692e-009 7.4245e-009 6.5463e-009 6.2402e-009 6.4611e-009 7.0606e-009 7.7946e-009 8.2708e-009 8.1228e-009 7.3274e-009 6.1980e-009 5.0624e-009 4.0803e-009 3.2717e-009 2.5994e-009 2.0236e-009 1.5219e-009 1.0826e-009 7.0245e-010 3.9534e-010 1.7715e-010 4.8601e-011 9.7877e-013 2.0593e-011 9.2910e-011 2.0516e-010 3.4768e-010 5.1183e-010 6.8778e-010 8.6698e-010 1.0286e-009 1.1470e-009
           6 2.0657e-008 8.9986e-009 9.1734e-007 2.7788e-005 2.4220e-003 1.3963e-001 1.9413e-048 2.8613e-049 2.7822e-046 7.9372e-044 3.3108e-041 5.3421e-029 3.3985e-038 5.7055e-038 1.0329e-036 3.6307e-035 3.5098e-033 3.6617e-021 3.5747e-031 3.8432e-031 2.9863e-030 4.8717e-029 2.3714e-027 2.9901e-016 1.0520e-025 6.6755e-026 2.8714e-025 2.6011e-024 6.5684e-023 8.8271e-012 3.3213e-021 8.7368e-022 2.1973e-021 1.2032e-020 1.6886e-019 5.4626e-008 5.2660e-017 2.2118e-018 3.8923e-018 1.6146e-017 1.5645e-016 4.4814e-014 1.9097e-005 3.8175e-015 4.4344e-015 1.3115e-014 7.8732e-014 2.2498e-012 1.4522e-005 3.9563e-012 1.8953e-012 3.1655e-012 1.0135e-011 8.1289e-011 4.3562e-006 4.1333e-009 1.8235e-010 1.3597e-010 1.9992e-010 5.3397e-010 7.2697e-009 2.7549e-007 1.6999e-009 1.4749e-010 9.0131e-013 4.2444e-010 6.1383e-009 7.2991e-008 7.1379e-008 2.8107e-008 2.3414e-008 2.9563e-008 4.7310e-008 8.2990e-008 1.2308e-007 1.2260e-007 9.2411e-008 6.8070e-008 5.4514e-008 4.7554e-008 4.3751e-008 4.0470e-008 3.5625e-008 2.8524e-008 2.0387e-008 1.3060e-008 7.5107e-009 3.7582e-009 1.4545e-009 2.7570e-010 1.4139e-011 5.3815e-010 1.7454e-009 3.4980e-009 5.5632e-009 7.7075e-009 9.7628e-009 1.1567e-008 1.3106e-008 1.4436e-008 1.5497e-008 1.6365e-008 1.7001e-008 1.7358e-008 1.7436e-008 1.7045e-008 1.6074e-008
           7 1.4986e-008 1.6897e-008 3.1410e-010 1.8145e-006 7.9456e-005 5.2742e-003 4.0178e-051 1.3013e-047 2.0434e-045 2.3357e-043 3.4252e-041 1.5096e-029 5.8532e-039 1.0810e-039 4.4244e-037 4.6406e-035 8.5760e-033 1.2349e-020 1.3511e-030 1.9862e-030 1.9449e-029 3.7903e-028 2.1294e-026 2.9270e-015 1.0694e-024 7.6189e-025 3.6774e-024 3.7539e-023 1.0739e-021 1.5895e-010 6.1769e-020 1.8474e-020 5.2432e-020 3.1857e-019 4.8231e-018 1.6153e-006 1.5595e-015 6.4612e-017 1.0601e-016 3.8706e-016 3.1298e-015 7.1583e-013 2.9592e-004 4.7119e-014 4.1458e-014 9.2220e-014 4.1860e-013 9.2100e-012 5.3595e-005 1.2868e-011 5.1227e-012 7.5385e-012 2.2828e-011 1.8771e-010 1.0974e-005 1.0668e-008 5.7509e-010 5.7391e-010 1.2434e-009 5.4719e-009 1.4228e-007 7.1363e-006 8.3644e-008 3.3786e-008 4.0289e-008 8.6824e-008 3.6881e-007 2.4275e-006 1.7157e-006 4.4001e-007 2.5016e-007 2.2837e-007 2.7553e-007 3.7612e-007 4.4437e-007 3.5430e-007 2.0994e-007 1.1805e-007 6.9343e-008 4.1734e-008 2.3876e-008 1.1231e-008 3.0185e-009 7.1936e-012 2.1557e-009 7.9300e-009 1.5597e-008 2.4219e-008 3.3528e-008 4.3412e-008 5.3592e-008 6.3696e-008 7.3161e-008 8.0781e-008 8.5351e-008 8.6916e-008 8.6011e-008 8.2886e-008 7.8605e-008 7.3951e-008 6.8833e-008 6.3745e-008 5.8551e-008 5.3181e-008 4.7718e-008 4.1797e-008 3.5416e-008
           8 1.6590e-009 2.0170e-008 1.1436e-007 5.5747e-007 9.2461e-008 7.6270e-005 5.1692e-049 1.3051e-046 1.4442e-044 1.0539e-042 6.5688e-041 6.8868e-031 8.4735e-040 8.3022e-038 3.2871e-036 1.3234e-034 9.1501e-033 5.1381e-021 3.2537e-031 2.1228e-036 4.0502e-030 2.9308e-028 3.4120e-026 6.6547e-015 2.7814e-024 2.7994e-024 1.7442e-023 2.1593e-022 7.1658e-021 1.1611e-009 4.6348e-019 1.5256e-019 4.7005e-019 3.0756e-018 4.9960e-017 1.7817e-005 1.7326e-014 7.7139e-016 1.3650e-015 5.4017e-015 4.7600e-014 1.1930e-011 4.9899e-003 8.6483e-013 8.4072e-013 2.0667e-012 1.0322e-011 2.4713e-010 1.4833e-003 3.6842e-010 1.5191e-010 2.2233e-010 6.3695e-010 4.6845e-009 2.3867e-004 2.2483e-007 9.7036e-009 7.4139e-009 1.1893e-008 3.7955e-008 7.1096e-007 3.1762e-005 3.0025e-007 8.8926e-008 7.9795e-008 1.3440e-007 4.6941e-007 2.7412e-006 1.8163e-006 4.3562e-007 2.4341e-007 2.3188e-007 3.0867e-007 4.8664e-007 6.8698e-007 6.7866e-007 5.2578e-007 4.1232e-007 3.6314e-007 3.5859e-007 3.8341e-007 4.2269e-007 4.5543e-007 4.6075e-007 4.3391e-007 3.8839e-007 3.4059e-007 2.9952e-007 2.6694e-007 2.4092e-007 2.1873e-007 1.9843e-007 1.7839e-007 1.5673e-007 1.3319e-007 1.0973e-007 8.7886e-008 6.8254e-008 5.1700e-008 3.8247e-008 2.7340e-008 1.8778e-008 1.2127e-008 7.1249e-009 3.5835e-009 1.3256e-009 2.1469e-010
           9 6.5528e-009 3.1223e-013 1.4850e-008 1.5368e-007 3.5208e-006 9.4999e-006 1.5557e-047 3.0102e-045 2.7543e-043 1.6145e-041 7.3455e-040 6.5762e-033 2.5163e-038 7.6109e-037 1.9653e-035 4.5976e-034 1.1384e-032 3.3056e-022 4.3299e-032 2.2018e-030 4.5864e-029 1.0559e-027 4.7248e-026 4.2760e-015 1.1597e-024 1.0853e-025 7.2582e-025 7.0257e-023 5.8912e-021 1.5123e-009 6.8495e-019 3.4217e-019 1.4452e-018 1.2110e-017 2.3988e-016 9.9097e-005 9.7819e-014 4.9788e-015 9.8485e-015 4.2784e-014 4.0774e-013 1.0914e-010 4.5988e-002 8.3625e-012 8.5189e-012 2.1799e-011 1.1279e-010 2.7905e-009 1.6981e-002 4.2959e-009 1.8320e-009 2.7831e-009 8.3200e-009 6.4273e-008 3.4316e-003 3.2644e-006 1.5024e-007 1.2329e-007 2.1366e-007 7.3917e-007 1.5006e-005 6.8919e-004 6.8485e-006 2.1674e-006 2.0442e-006 3.5338e-006 1.2298e-005 6.9940e-005 4.4855e-005 9.9422e-006 4.9063e-006 3.9767e-006 4.3812e-006 5.6355e-006 6.4788e-006 5.1905e-006 3.2188e-006 2.0052e-006 1.4087e-006 1.1249e-006 9.9223e-007 9.2436e-007 8.6346e-007 7.7695e-007 6.6733e-007 5.5854e-007 4.6961e-007 4.0602e-007 3.6465e-007 3.3961e-007 3.2532e-007 3.1783e-007 3.1376e-007 3.0851e-007 2.9892e-007 2.8610e-007 2.7165e-007 2.5572e-007 2.4065e-007 2.2782e-007 2.1609e-007 2.0629e-007 1.9743e-007 1.8875e-007 1.8000e-007 1.6912e-007 1.5494e-007
