   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 8.9292e-002 2.7198e-001 3.3305e-001 2.1257e-001 7.6194e-002 1.5254e-002 1.5688e-003 6.5204e-005 3.9089e-007 2.7849e-008 2.0044e-008 1.4649e-008 9.5682e-011 4.9610e-009 3.9566e-010 4.5207e-010 7.0779e-010 8.0780e-011
           1 1.6219e-001 1.7253e-001 4.0032e-003 1.2488e-001 2.8159e-001 1.9044e-001 5.6655e-002 7.4484e-003 3.3253e-004 9.7608e-007 1.5529e-007 9.3130e-009 1.1309e-008 1.3593e-009 4.0109e-009 1.6354e-010 1.8082e-010 4.1574e-011
           2 1.7900e-001 3.7305e-002 6.8287e-002 1.2012e-001 6.3482e-004 1.8352e-001 2.7004e-001 1.2043e-001 1.9751e-002 8.7170e-004 3.3931e-008 7.7994e-007 3.0977e-010 1.3852e-008 8.4926e-010 5.4231e-009 1.7313e-009 9.6419e-011
           3 1.5765e-001 3.2824e-005 1.0899e-001 3.8238e-003 1.0680e-001 4.9422e-002 5.9304e-002 2.8117e-001 1.9293e-001 3.8370e-002 1.4639e-003 9.4429e-006 1.6838e-006 1.3750e-007 5.5870e-008 1.9724e-009 1.4919e-009 3.1820e-010
           4 1.2279e-001 2.0206e-002 6.5226e-002 2.6687e-002 6.8723e-002 2.2090e-002 1.1168e-001 2.1880e-003 2.3738e-001 2.6100e-001 6.0398e-002 1.5278e-003 9.4179e-005 1.7685e-007 7.1270e-007 3.4532e-007 8.7002e-008 5.3950e-009
           5 8.9054e-002 4.7978e-002 1.8043e-002 6.5267e-002 4.7711e-003 7.9610e-002 2.9535e-003 1.0540e-001 1.3683e-002 1.7285e-001 3.1928e-001 8.0159e-002 6.3358e-004 3.3688e-004 1.4973e-005 7.9844e-009 2.6282e-007 3.6893e-008
           6 6.1984e-002 6.3432e-002 3.9071e-004 6.0872e-002 9.3835e-003 4.7896e-002 3.0210e-002 4.0439e-002 5.6066e-002 5.1772e-002 1.1641e-001 3.7130e-001 8.9099e-002 1.1090e-004 4.7464e-004 1.3670e-004 2.3842e-005 1.3549e-006
           7 4.2194e-002 6.5678e-002 4.6434e-003 3.4763e-002 3.5298e-002 7.0849e-003 5.8302e-002 3.2946e-004 6.9146e-002 1.3801e-002 8.0327e-002 8.1844e-002 4.2541e-001 7.5798e-002 4.9066e-003 8.9733e-006 1.1571e-004 1.3437e-005
           8 2.8432e-002 5.9691e-002 1.6048e-002 1.2363e-002 4.4925e-002 1.5440e-003 3.7992e-002 2.6415e-002 1.3802e-002 6.1444e-002 1.3773e-005 8.6555e-002 7.3092e-002 4.8436e-001 3.3523e-002 1.6205e-002 2.4264e-003 1.1913e-004
           9 1.9108e-002 5.0200e-002 2.5677e-002 1.7039e-003 3.7354e-002 1.4568e-002 1.0838e-002 4.1987e-002 1.4032e-003 3.8477e-002 3.3552e-002 6.8182e-003 7.3721e-002 9.9161e-002 5.1498e-001 1.1656e-004 8.2593e-003 9.9130e-004
          10 1.2863e-002 4.0176e-002 3.0607e-002 2.1303e-004 2.3735e-002 2.5397e-002 2.3892e-004 3.1906e-002 1.7763e-002 6.2818e-003 4.4359e-002 1.0037e-002 1.7999e-002 4.7968e-002 1.9035e-001 4.0097e-001 6.4819e-002 2.6124e-003
          11 8.6829e-003 3.1056e-002 3.1095e-002 2.9546e-003 1.2028e-002 2.7597e-002 2.5656e-003 1.5145e-002 2.7750e-002 6.2677e-004 2.3071e-002 3.0681e-002 5.7023e-004 2.3837e-002 1.5171e-002 3.8617e-001 7.1796e-002 1.3046e-002
          12 5.8593e-003 2.3311e-002 2.8412e-002 6.2388e-003 4.7639e-003 2.3494e-002 8.1386e-003 4.2518e-003 2.4921e-002 8.0616e-003 5.2673e-003 2.8513e-002 1.3034e-002 9.2121e-004 2.5325e-002 5.1658e-003 4.5888e-001 1.9083e-002
          13 3.9099e-003 1.6894e-002 2.3767e-002 8.1613e-003 1.3303e-003 1.7057e-002 1.1371e-002 3.5617e-004 1.6609e-002 1.3516e-002 5.8794e-005 1.6015e-002 1.9381e-002 2.5580e-003 3.0378e-003 3.7000e-002 1.5895e-001 7.0002e-003
          14 2.5005e-003 1.1489e-002 1.7905e-002 8.0481e-003 1.8728e-004 1.0852e-002 1.0992e-002 1.1726e-004 8.9877e-003 1.3173e-002 9.7265e-004 6.3399e-003 1.5846e-002 7.0164e-003 6.7822e-006 1.9633e-003 1.4460e-001 5.3707e-002
          15 1.3606e-003 6.5134e-003 1.0849e-002 5.7140e-003 9.8625e-007 5.6458e-003 7.4975e-003 5.1046e-004 3.8985e-003 8.6494e-003 1.8305e-003 1.8235e-003 8.7961e-003 6.4555e-003 7.4847e-004 4.2420e-004 5.5116e-003 2.5595e-001
