   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
          10 1.7082e-009 2.8460e-011 2.9564e-011 8.2903e-010 1.3477e-009 5.1972e-007 3.4809e-005 1.1996e-003 4.0344e-002 3.2765e-001 3.3384e-002 2.4706e-001 2.1536e-001 1.0660e-001 2.6524e-002 1.8483e-003 5.0180e-007 9.9204e-007 8.7741e-007 6.8080e-007 3.4104e-008 5.4662e-010 7.0480e-010 3.8413e-010 4.4202e-010 5.8589e-010 6.3470e-010 5.0495e-010 2.3503e-010
          11 1.6747e-009 1.2324e-009 3.0252e-010 1.6045e-012 9.7106e-009 3.5002e-008 4.9683e-006 1.8719e-004 5.8006e-003 1.2175e-001 2.9169e-001 1.9505e-002 1.0273e-001 2.3342e-001 1.7212e-001 4.9666e-002 3.0601e-003 1.2285e-005 4.2985e-008 7.9434e-007 1.7639e-006 4.6722e-007 7.4671e-008 1.8598e-008 7.6064e-009 3.7881e-009 1.9467e-009 9.3299e-010 3.2947e-010
          12 6.8134e-010 3.4472e-009 1.6691e-010 9.2737e-011 7.7470e-010 2.0918e-009 5.1678e-007 3.5683e-005 8.3745e-004 2.5571e-002 2.2300e-001 1.1583e-001 1.0129e-001 1.4644e-002 2.0035e-001 2.3528e-001 7.8948e-002 4.2279e-003 4.4093e-005 1.3878e-006 1.6555e-013 9.4029e-007 6.5080e-007 3.3097e-007 2.0120e-007 1.3260e-007 8.6727e-008 5.0695e-008 2.0254e-008
          13 8.6250e-011 2.2139e-009 1.0953e-009 1.1500e-010 1.6263e-009 5.0642e-009 2.2906e-008 6.4862e-006 1.6989e-004 4.1484e-003 8.1483e-002 2.3201e-001 6.6735e-003 1.2546e-001 3.5227e-003 1.3878e-001 2.8737e-001 1.1495e-001 5.2567e-003 1.1874e-004 8.9032e-006 1.4937e-006 1.8144e-008 1.7711e-007 1.8035e-007 1.3618e-007 9.2488e-008 5.4983e-008 2.2187e-008
          14 3.1284e-012 2.2447e-010 6.1195e-010 1.6752e-010 2.1936e-009 5.6348e-010 1.4250e-011 7.7801e-007 4.4940e-005 7.2907e-004 2.0249e-002 1.5650e-001 1.2465e-001 1.8462e-002 7.9255e-002 3.8257e-002 7.2980e-002 3.2540e-001 1.5724e-001 5.8794e-003 2.4108e-004 2.5773e-005 8.3181e-006 2.0264e-006 5.2253e-007 1.4984e-007 4.9642e-008 1.8034e-008 5.5529e-009
          15 3.5216e-011 2.5684e-010 6.7421e-014 2.4612e-010 3.4983e-010 6.6490e-012 6.0483e-010 3.2864e-008 1.1251e-005 1.8318e-004 4.2182e-003 6.5742e-002 1.6558e-001 1.9851e-002 6.4423e-002 2.0641e-002 7.4995e-002 2.2793e-002 3.4524e-001 2.0990e-001 5.8990e-003 4.7787e-004 6.1664e-005 2.1522e-005 9.5382e-006 4.5390e-006 2.2767e-006 1.1162e-006 4.0741e-007
          16 3.2832e-011 1.1735e-009 5.0248e-010 2.8132e-010 3.5625e-011 8.5092e-012 8.2335e-010 2.9103e-010 2.2407e-006 6.3421e-005 9.2424e-004 2.1870e-002 1.1680e-001 8.5070e-002 4.6851e-003 6.4101e-002 1.7645e-004 8.2748e-002 5.3648e-004 3.4477e-001 2.7269e-001 4.2579e-003 9.3136e-004 1.9737e-004 7.2140e-005 3.1889e-005 1.5164e-005 7.1237e-006 2.5359e-006
          17 1.6057e-011 1.5383e-009 1.1998e-009 2.4915e-010 2.1111e-010 2.9576e-010 1.4560e-009 9.0265e-010 3.3509e-007 2.4373e-005 2.5640e-004 6.6587e-003 6.1868e-002 1.0252e-001 8.6898e-003 3.7131e-002 2.3263e-002 2.0017e-002 5.5730e-002 9.6111e-003 3.2635e-001 3.4509e-001 4.7054e-004 1.1383e-003 5.5040e-004 2.5115e-004 1.1522e-004 5.1609e-005 1.7787e-005
          18 5.8830e-012 1.2790e-009 1.3485e-009 1.8438e-010 1.4671e-010 6.2992e-010 2.0726e-009 1.0784e-010 3.6866e-008 9.4082e-006 9.5089e-005 2.0860e-003 2.8922e-002 8.0527e-002 3.0926e-002 7.9751e-003 3.5557e-002 2.1458e-005 4.0382e-002 1.6816e-002 3.6416e-002 3.0998e-001 4.0265e-001 5.9490e-003 3.9600e-007 2.0063e-004 2.3783e-004 1.5686e-004 6.3272e-005
          19 2.0705e-012 8.3198e-010 1.0629e-009 1.2063e-010 4.4523e-011 6.2569e-010 2.0836e-009 6.1379e-015 2.5708e-009 3.6255e-006 4.2739e-005 7.1832e-004 1.2960e-002 5.1237e-002 3.7078e-002 1.2033e-004 2.4975e-002 6.0306e-003 1.2960e-002 2.8382e-002 1.7507e-006 5.1023e-002 3.3788e-001 4.0910e-001 2.2281e-002 3.5217e-003 5.9237e-004 8.4011e-005 1.0418e-005
          20 8.7578e-013 4.8942e-010 7.1065e-010 7.5066e-011 6.3938e-012 4.4925e-010 1.6544e-009 2.1022e-012 3.5281e-011 1.4963e-006 2.1682e-005 2.8868e-004 6.0624e-003 3.0214e-002 3.0838e-002 8.4148e-004 1.3382e-002 9.1414e-003 2.5658e-003 2.0178e-002 4.7574e-003 8.8352e-003 4.2929e-002 3.6778e-001 4.3457e-001 1.6353e-002 5.7740e-003 2.0876e-003 6.0388e-004
          21 4.7758e-013 2.9436e-010 4.6635e-010 4.8262e-011 5.3933e-014 2.9748e-010 1.2160e-009 1.2962e-013 4.9423e-011 7.0801e-007 1.2352e-005 1.3922e-004 3.1725e-003 1.8414e-002 2.3072e-002 1.9882e-003 6.9659e-003 8.4196e-003 2.7788e-004 1.2050e-002 7.0160e-003 1.0395e-003 1.3439e-002 5.0977e-002 3.0956e-001 5.2549e-001 6.1793e-003 3.1090e-003 1.1555e-003
          22 3.0528e-013 1.8325e-010 3.0888e-010 3.1967e-011 8.4584e-013 1.9444e-010 8.6971e-010 7.5245e-013 1.0626e-010 3.7239e-007 7.5557e-006 7.5932e-005 1.8084e-003 1.1649e-002 1.6667e-002 2.3530e-003 3.7240e-003 6.6516e-003 2.2792e-007 7.0231e-003 6.4709e-003 6.0668e-006 5.4035e-003 1.4702e-002 7.2975e-002 2.0452e-001 6.3333e-001 2.8695e-003 8.0373e-004
          23 1.9135e-013 1.0702e-010 1.8826e-010 1.9621e-011 1.7728e-012 1.1633e-010 5.5771e-010 2.4276e-012 9.7262e-011 1.9382e-007 4.3996e-006 4.1015e-005 9.9956e-004 6.9021e-003 1.0760e-002 1.9765e-003 1.9004e-003 4.4711e-003 6.1376e-005 3.8045e-003 4.6286e-003 1.0076e-004 2.1712e-003 5.8107e-003 2.2694e-002 6.9545e-002 1.1771e-001 7.3419e-001 3.8659e-003
          24 8.9052e-014 4.6887e-011 8.4552e-011 8.8704e-012 1.2838e-012 5.1509e-011 2.5771e-010 2.0946e-012 5.1522e-011 7.9483e-008 1.9304e-006 1.7266e-005 4.2520e-004 3.0535e-003 4.9916e-003 1.0463e-003 7.6007e-004 2.1090e-003 6.5669e-005 1.5778e-003 2.2371e-003 1.2343e-004 7.3296e-004 2.0829e-003 7.2241e-003 2.1689e-002 3.6531e-002 6.1899e-002 8.2749e-001
