   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97
          10 1.6877e-011 4.6218e-009 1.5346e-009 9.9309e-008 1.5371e-006 2.0122e-040 2.8591e-038 1.8868e-036 5.0332e-036 7.9870e-035 2.5569e-033 6.2352e-032 1.2579e-030 2.1227e-029 1.7535e-025 3.0885e-028 3.9557e-027 4.5587e-026 4.7882e-025 6.5098e-024 2.6729e-017 3.9787e-023 3.4883e-022 2.9873e-021 2.8313e-020 2.0208e-018 3.0559e-009 4.6714e-019 5.9378e-018 6.2164e-017 8.9172e-016 9.4136e-014 1.1362e-003 2.9546e-014 1.1458e-014 8.2268e-017 2.7894e-013 3.7896e-011 1.2334e-001 2.3066e-010 2.2327e-010 6.9776e-010 3.9514e-009 5.7632e-008 2.7486e-001 2.0358e-006 2.6144e-007 3.4469e-007 9.2349e-007 5.1194e-006 3.9145e-004 1.3207e-001 4.9470e-005 2.6948e-005 3.7798e-005 9.9083e-005 7.1898e-004 3.4905e-002 4.2418e-003 5.6487e-004 3.8709e-004 4.9274e-004 1.0205e-003 2.9177e-003 3.9502e-003 1.7482e-003 8.0539e-004 5.3530e-004 4.6576e-004 4.7924e-004 5.1986e-004 5.1838e-004 4.3536e-004 3.1987e-004 2.2812e-004 1.6974e-004 1.3478e-004 1.1357e-004 9.9809e-005 8.9337e-005 7.9323e-005 6.8392e-005 5.6888e-005 4.6175e-005 3.7270e-005 3.0227e-005 2.4698e-005 2.0485e-005 1.7325e-005 1.4805e-005 1.2744e-005 1.1024e-005 9.4781e-006 8.1125e-006 6.8833e-006 5.7765e-006 4.7870e-006 3.8689e-006
          11 1.3068e-009 1.9427e-010 1.8296e-009 3.2434e-008 3.6317e-008 2.1326e-038 2.7190e-036 1.6074e-034 2.6037e-034 6.0841e-033 1.7341e-031 3.7522e-030 6.6873e-029 9.8972e-028 1.5816e-025 1.2617e-026 1.4010e-025 1.3862e-024 1.2292e-023 1.0123e-022 9.2072e-019 7.3868e-022 5.1352e-021 3.3380e-020 2.0924e-019 1.8000e-018 1.7631e-010 6.3452e-018 3.6943e-017 2.1616e-016 1.4636e-015 3.6363e-014 2.1738e-004 2.7907e-015 6.3631e-014 5.4550e-013 5.6142e-012 1.8987e-010 3.8351e-001 4.2048e-010 1.4396e-010 1.1211e-010 2.4598e-011 2.1123e-009 3.8437e-002 3.6797e-007 1.0416e-007 2.2950e-007 8.9433e-007 6.6407e-006 6.4445e-004 2.2649e-001 9.9597e-005 6.4532e-005 1.0539e-004 3.1621e-004 2.5872e-003 1.3547e-001 1.7111e-002 2.5060e-003 1.8737e-003 2.5779e-003 5.7124e-003 1.7246e-002 2.4298e-002 1.1207e-002 5.3922e-003 3.7281e-003 3.3566e-003 3.5548e-003 3.9494e-003 4.0168e-003 3.4299e-003 2.5559e-003 1.8446e-003 1.3862e-003 1.1095e-003 9.4101e-004 8.3122e-004 7.4708e-004 6.6558e-004 5.7548e-004 4.7986e-004 3.9040e-004 3.1584e-004 2.5680e-004 2.1043e-004 1.7512e-004 1.4870e-004 1.2769e-004 1.1056e-004 9.6308e-005 8.3487e-005 7.2152e-005 6.1911e-005 5.2627e-005 4.4247e-005 3.6329e-005
          12 1.8859e-010 3.2903e-009 3.4084e-009 1.3016e-008 5.8252e-007 4.0031e-036 4.5907e-034 2.4395e-032 7.0165e-032 8.2929e-031 2.1169e-029 4.0955e-028 6.5110e-027 8.5690e-026 2.4179e-025 9.6960e-025 9.5162e-024 8.2909e-023 6.4402e-022 4.5538e-021 9.3503e-022 2.9238e-020 1.7423e-019 9.5882e-019 4.9642e-018 2.4531e-017 4.5261e-012 1.1118e-016 4.9368e-016 2.1111e-015 8.9613e-015 4.8052e-014 1.6471e-005 1.1691e-013 5.0834e-013 2.2011e-012 1.1074e-011 1.2765e-010 1.0904e-001 1.0530e-011 8.1850e-011 7.4652e-010 5.9285e-009 9.0736e-008 3.9521e-001 2.7960e-006 2.6651e-007 2.1611e-007 2.6487e-007 3.2812e-007 8.6001e-007 1.4737e-003 6.4083e-006 1.2533e-005 3.8644e-005 1.7949e-004 2.0376e-003 1.2847e-001 1.7756e-002 3.2125e-003 2.8869e-003 4.6563e-003 1.1830e-002 3.9888e-002 6.0988e-002 3.0682e-002 1.6215e-002 1.2258e-002 1.1978e-002 1.3656e-002 1.6206e-002 1.7483e-002 1.5757e-002 1.2350e-002 9.3462e-003 7.3387e-003 6.1150e-003 5.3788e-003 4.9106e-003 4.5468e-003 4.1608e-003 3.6851e-003 3.1396e-003 2.6035e-003 2.1420e-003 1.7675e-003 1.4668e-003 1.2338e-003 1.0569e-003 9.1401e-004 7.9556e-004 6.9563e-004 6.0444e-004 5.2294e-004 4.4869e-004 3.8103e-004 3.1981e-004 2.6200e-004
          13 4.3033e-010 2.2552e-011 4.9650e-011 4.3614e-008 5.3529e-008 9.7026e-034 1.0129e-031 4.8991e-030 1.3333e-029 1.5154e-028 3.5135e-027 6.1683e-026 8.8871e-025 1.0584e-023 1.6420e-023 1.0821e-022 9.5778e-022 7.5110e-021 5.2385e-020 3.3159e-019 7.7238e-019 1.9010e-018 1.0073e-017 4.9074e-017 2.2358e-016 9.5196e-016 3.7110e-014 3.8160e-015 1.4530e-014 5.2454e-014 1.8185e-013 6.1174e-013 2.7962e-007 1.9347e-012 6.0949e-012 1.8849e-011 5.8720e-011 2.1735e-010 9.9818e-003 3.3265e-010 1.2625e-009 4.2712e-009 1.6362e-008 1.0558e-007 1.6661e-001 7.5064e-007 2.3567e-009 1.6440e-007 1.2192e-006 1.0919e-005 1.0389e-003 3.5780e-001 1.3745e-004 6.8003e-005 7.5094e-005 1.2968e-004 4.6733e-004 1.0005e-002 6.0400e-004 3.3821e-006 1.3524e-004 6.4833e-004 3.0431e-003 1.5117e-002 2.9596e-002 1.8836e-002 1.2538e-002 1.1605e-002 1.3500e-002 1.7889e-002 2.4182e-002 2.9250e-002 2.9235e-002 2.5234e-002 2.0905e-002 1.7860e-002 1.6092e-002 1.5214e-002 1.4846e-002 1.4622e-002 1.4171e-002 1.3241e-002 1.1860e-002 1.0306e-002 8.8612e-003 7.6219e-003 6.5776e-003 5.7392e-003 5.0884e-003 4.5442e-003 4.0757e-003 3.6647e-003 3.2678e-003 2.8956e-003 2.5397e-003 2.2003e-003 1.8804e-003 1.5650e-003
          14 6.7936e-010 1.9188e-009 1.5043e-009 2.8381e-009 5.7267e-008 4.3088e-031 4.0516e-029 1.7661e-027 4.6964e-027 4.9253e-026 1.0282e-024 1.6253e-023 2.1074e-022 2.2573e-021 3.0892e-021 2.0750e-020 1.6499e-019 1.1617e-018 7.2670e-018 4.1224e-017 4.7453e-017 2.1151e-016 1.0016e-015 4.3540e-015 1.7662e-014 6.6806e-014 4.7900e-013 2.3711e-013 7.9665e-013 2.5263e-012 7.6467e-012 2.2103e-011 1.4174e-008 6.1196e-011 1.6355e-010 4.2192e-010 1.0558e-009 2.5975e-009 1.4474e-004 6.0739e-009 1.4372e-008 3.3784e-008 8.0812e-008 2.1858e-007 1.8344e-002 6.2078e-008 6.7884e-007 1.8905e-006 5.5865e-006 2.2783e-005 8.2306e-004 2.2369e-001 1.9246e-005 1.6559e-006 4.3631e-005 3.1840e-004 4.0094e-003 2.4673e-001 3.2915e-002 5.1081e-003 3.6373e-003 4.3272e-003 7.5546e-003 1.6684e-002 1.6655e-002 4.4304e-003 7.3060e-004 1.7758e-005 2.2157e-004 1.2881e-003 3.6359e-003 7.0745e-003 1.0038e-002 1.1475e-002 1.2025e-002 1.2552e-002 1.3443e-002 1.4780e-002 1.6483e-002 1.8290e-002 1.9743e-002 2.0349e-002 1.9941e-002 1.8823e-002 1.7471e-002 1.6139e-002 1.4885e-002 1.3816e-002 1.2978e-002 1.2233e-002 1.1540e-002 1.0880e-002 1.0144e-002 9.3736e-003 8.5542e-003 7.6934e-003 6.8095e-003 5.8542e-003
          15 5.6181e-011 1.3492e-009 8.4426e-010 7.2943e-009 7.9191e-008 2.1611e-028 1.8234e-026 7.1375e-025 1.8539e-024 1.7889e-023 3.3534e-022 4.7610e-021 5.5448e-020 5.3343e-019 7.2833e-019 4.4052e-018 3.1463e-017 1.9903e-016 1.1185e-015 5.7000e-015 6.5509e-015 2.6269e-014 1.1172e-013 4.3605e-013 1.5874e-012 5.3867e-012 5.4020e-012 1.7135e-011 5.1558e-011 1.4625e-010 3.9533e-010 1.0190e-009 4.0607e-009 2.5069e-009 5.9389e-009 1.3525e-008 2.9703e-008 6.3315e-008 8.7172e-006 1.3105e-007 2.6353e-007 5.1903e-007 1.0018e-006 1.9081e-006 2.1208e-004 3.3927e-006 6.5249e-006 1.2219e-005 2.3433e-005 4.9532e-005 3.0845e-004 2.9873e-002 6.2942e-005 1.8563e-004 4.5431e-004 1.3181e-003 7.5872e-003 2.5473e-001 2.3084e-002 7.8200e-004 1.0192e-005 1.1507e-003 7.9483e-003 4.2266e-002 8.0539e-002 4.7047e-002 2.6818e-002 2.0086e-002 1.8029e-002 1.7646e-002 1.6847e-002 1.3623e-002 8.3499e-003 3.7926e-003 1.2233e-003 1.7277e-004 2.8342e-005 4.8663e-004 1.4513e-003 2.8838e-003 4.6683e-003 6.5424e-003 8.1984e-003 9.4941e-003 1.0499e-002 1.1310e-002 1.1959e-002 1.2547e-002 1.3170e-002 1.3738e-002 1.4218e-002 1.4599e-002 1.4727e-002 1.4638e-002 1.4293e-002 1.3685e-002 1.2834e-002 1.1628e-002
          16 1.4318e-010 1.8009e-013 2.2528e-011 6.9396e-009 1.7647e-008 1.6470e-025 1.2181e-023 4.1847e-022 1.0563e-021 9.2146e-021 1.5160e-019 1.8904e-018 1.9341e-017 1.6350e-016 2.2038e-016 1.1873e-015 7.4585e-015 4.1530e-014 2.0553e-013 9.2307e-013 1.0579e-012 3.7517e-012 1.4080e-011 4.8540e-011 1.5616e-010 4.6876e-010 5.6672e-010 1.3199e-009 3.5178e-009 8.8456e-009 2.1206e-008 4.8509e-008 4.1374e-008 1.0595e-007 2.2287e-007 4.5076e-007 8.7892e-007 1.6629e-006 4.6845e-008 3.0472e-006 5.4226e-006 9.4220e-006 1.5971e-005 2.6441e-005 1.3590e-005 4.3169e-005 6.8892e-005 1.0839e-004 1.6877e-004 2.6204e-004 4.3755e-004 3.3947e-004 5.8847e-004 9.2601e-004 1.4882e-003 2.5929e-003 6.3372e-003 5.1083e-002 2.3663e-004 2.7741e-003 7.0246e-003 1.5463e-002 3.8479e-002 1.0411e-001 1.1609e-001 3.3661e-002 5.9814e-003 2.1088e-004 1.3146e-003 7.6397e-003 1.9636e-002 3.3540e-002 4.0597e-002 3.8416e-002 3.2280e-002 2.6167e-002 2.1067e-002 1.6809e-002 1.3049e-002 9.5564e-003 6.3196e-003 3.5604e-003 1.5626e-003 4.2375e-004 1.3195e-005 1.2782e-004 5.9564e-004 1.2947e-003 2.1633e-003 3.1497e-003 4.2097e-003 5.3134e-003 6.3720e-003 7.3504e-003 8.1857e-003 8.8168e-003 9.1964e-003 9.1678e-003
          17 3.6846e-010 6.8970e-010 5.0742e-010 1.3288e-010 1.9411e-011 1.8465e-022 1.1591e-020 3.3841e-019 8.2427e-019 6.3410e-018 8.8670e-017 9.4049e-016 8.1886e-015 5.8933e-014 7.8183e-014 3.6469e-013 1.9537e-012 9.2888e-012 3.9292e-011 1.5106e-010 1.7163e-010 5.2636e-010 1.6964e-009 5.0322e-009 1.3957e-008 3.6204e-008 4.3476e-008 8.8287e-008 2.0433e-007 4.4734e-007 9.3623e-007 1.8752e-006 2.6454e-006 3.5966e-006 6.6633e-006 1.1905e-005 2.0563e-005 3.4557e-005 3.1320e-007 5.6393e-005 8.9561e-005 1.3913e-004 2.1115e-004 3.1327e-004 1.8561e-006 4.5617e-004 6.5277e-004 9.1633e-004 1.2664e-003 1.7267e-003 2.3142e-003 5.4674e-006 3.0814e-003 4.0591e-003 5.3210e-003 6.9874e-003 9.5021e-003 3.9574e-003 7.1611e-003 1.2954e-002 1.7687e-002 2.4310e-002 3.4696e-002 4.2664e-002 1.2476e-002 1.1194e-003 1.1853e-002 2.3576e-002 3.5684e-002 4.7383e-002 5.3470e-002 4.5877e-002 2.6634e-002 9.4570e-003 1.2645e-003 2.6090e-004 3.5174e-003 9.2323e-003 1.6237e-002 2.3313e-002 2.8877e-002 3.1406e-002 3.0423e-002 2.6873e-002 2.2201e-002 1.7370e-002 1.2881e-002 9.0750e-003 6.0290e-003 3.6572e-003 1.9301e-003 7.9257e-004 1.7421e-004 3.8278e-007 1.7247e-004 5.8124e-004 1.1130e-003 1.6330e-003
          18 2.1868e-010 8.8430e-010 2.8715e-010 1.6087e-009 5.9152e-009 1.2982e-018 5.9324e-017 1.2655e-015 2.8778e-015 1.7390e-014 1.7824e-013 1.3908e-012 8.9384e-012 4.7673e-011 6.1416e-011 2.1986e-010 8.8268e-010 3.1685e-009 1.0196e-008 3.0092e-008 3.3713e-008 8.1275e-008 2.0517e-007 4.8224e-007 1.0720e-006 2.2567e-006 2.6486e-006 4.5204e-006 8.7001e-006 1.6030e-005 2.8555e-005 4.9208e-005 6.4586e-005 8.1998e-005 1.3315e-004 2.1013e-004 3.2271e-004 4.8485e-004 3.7485e-005 7.1056e-004 1.0168e-003 1.4267e-003 1.9586e-003 2.6305e-003 6.6418e-007 3.4681e-003 4.4875e-003 5.6887e-003 7.0837e-003 8.6796e-003 1.0486e-002 1.1365e-005 1.2274e-002 1.4293e-002 1.6372e-002 1.8441e-002 2.0333e-002 1.8505e-003 1.8272e-002 2.2586e-002 2.3559e-002 2.2975e-002 1.8714e-002 5.2425e-003 4.6192e-003 2.2131e-002 2.6135e-002 2.4237e-002 1.9190e-002 1.1367e-002 2.9715e-003 2.2385e-004 6.9168e-003 1.7243e-002 2.4669e-002 2.7813e-002 2.7399e-002 2.4187e-002 1.8836e-002 1.2246e-002 5.8510e-003 1.3943e-003 6.1920e-006 1.5180e-003 4.9119e-003 9.1019e-003 1.3184e-002 1.6626e-002 1.9231e-002 2.0733e-002 2.1069e-002 2.0333e-002 1.8532e-002 1.6026e-002 1.3100e-002 1.0083e-002 7.2705e-003 4.8335e-003
          19 2.9405e-011 3.0610e-010 2.0441e-012 2.1640e-009 8.8212e-009 6.0337e-016 2.3347e-014 4.2162e-013 9.2424e-013 4.9042e-012 4.2434e-011 2.7941e-010 1.5146e-009 6.8114e-009 8.6284e-009 2.6508e-008 8.9870e-008 2.7297e-007 7.4489e-007 1.8704e-006 2.0775e-006 4.3142e-006 9.3416e-006 1.8927e-005 3.6453e-005 6.6848e-005 7.7414e-005 1.1723e-004 1.9851e-004 3.2321e-004 5.1063e-004 7.8294e-004 9.9708e-004 1.1635e-003 1.6876e-003 2.3821e-003 3.2737e-003 4.4019e-003 2.3553e-004 5.7728e-003 7.3877e-003 9.2623e-003 1.1350e-002 1.3585e-002 4.1986e-007 1.5937e-002 1.8305e-002 2.0542e-002 2.2567e-002 2.4288e-002 2.5509e-002 1.6966e-005 2.6156e-002 2.6215e-002 2.5578e-002 2.4144e-002 2.1531e-002 4.8873e-004 1.7850e-002 1.6106e-002 1.2154e-002 7.4969e-003 2.3301e-003 6.7635e-004 1.0831e-002 9.6044e-003 3.8794e-003 6.1139e-004 2.4998e-004 3.6271e-003 1.0739e-002 1.7432e-002 1.7408e-002 1.1402e-002 4.9102e-003 9.4257e-004 6.7999e-005 2.0949e-003 6.5245e-003 1.2361e-002 1.7905e-002 2.1171e-002 2.1056e-002 1.8064e-002 1.3587e-002 8.8516e-003 4.7273e-003 1.7885e-003 2.4538e-004 1.1091e-004 1.2562e-003 3.4140e-003 6.1692e-003 9.0670e-003 1.1654e-002 1.3543e-002 1.4502e-002 1.4286e-002
          20 9.4969e-012 3.6133e-012 1.2307e-010 7.0059e-010 6.0347e-009 5.2054e-013 1.5600e-011 2.1823e-010 4.5222e-010 1.9672e-009 1.3154e-008 6.7016e-008 2.8152e-007 9.8392e-007 1.2160e-006 2.9915e-006 7.9729e-006 1.9206e-005 4.1983e-005 8.5445e-005 9.3865e-005 1.6174e-004 2.9108e-004 4.9626e-004 8.1300e-004 1.2804e-003 1.4607e-003 1.9422e-003 2.8599e-003 4.0634e-003 5.6117e-003 7.5266e-003 9.3075e-003 9.7807e-003 1.2395e-002 1.5266e-002 1.8276e-002 2.1364e-002 1.1286e-003 2.4300e-002 2.6891e-002 2.9046e-002 3.0524e-002 3.1150e-002 4.9764e-008 3.0926e-002 2.9787e-002 2.7705e-002 2.4846e-002 2.1402e-002 1.7457e-002 8.7262e-005 1.3551e-002 9.6781e-003 6.1829e-003 3.2601e-003 1.0193e-003 1.0778e-003 6.9641e-004 1.1165e-005 7.5556e-004 2.6376e-003 5.6659e-003 7.5822e-003 1.3566e-003 1.2556e-003 5.2288e-003 8.2232e-003 9.5889e-003 8.5457e-003 4.7738e-003 6.9861e-004 5.9013e-004 4.4147e-003 8.7016e-003 1.1349e-002 1.1879e-002 1.0432e-002 7.4820e-003 3.9065e-003 9.9524e-004 9.9139e-006 1.3744e-003 4.4107e-003 8.0019e-003 1.1193e-002 1.3311e-002 1.4127e-002 1.3723e-002 1.2174e-002 9.8026e-003 7.0369e-003 4.2876e-003 2.0280e-003 5.5588e-004 5.4788e-006 3.0589e-004 1.1872e-003
          21 6.7000e-011 8.8925e-011 2.6173e-010 1.0436e-011 2.3866e-009 2.0259e-009 3.3538e-008 2.6269e-007 4.8023e-007 1.3527e-006 5.2689e-006 1.6196e-005 4.2809e-005 9.8767e-005 1.1748e-004 2.0871e-004 4.0584e-004 7.4523e-004 1.2859e-003 2.1213e-003 2.3054e-003 3.3144e-003 4.9802e-003 7.1376e-003 9.8604e-003 1.3113e-002 1.4707e-002 1.6792e-002 2.0857e-002 2.4954e-002 2.8950e-002 3.2522e-002 3.8500e-002 3.5249e-002 3.7057e-002 3.7604e-002 3.6749e-002 3.4651e-002 1.6810e-003 3.1300e-002 2.6938e-002 2.1999e-002 1.6806e-002 1.1772e-002 1.1816e-006 7.3345e-003 3.7965e-003 1.3705e-003 1.5866e-004 1.2104e-004 1.1069e-003 5.8039e-006 2.8191e-003 4.9972e-003 7.2843e-003 9.3496e-003 1.0858e-002 9.6395e-004 9.6825e-003 1.1167e-002 1.0233e-002 8.0557e-003 4.3881e-003 1.3398e-004 4.1089e-003 6.4879e-003 3.8195e-003 1.2981e-003 3.8245e-005 7.2807e-004 3.4999e-003 6.3733e-003 6.2727e-003 3.5832e-003 1.0178e-003 5.3538e-006 6.7464e-004 2.6519e-003 5.2937e-003 7.6976e-003 8.8564e-003 8.1667e-003 5.9530e-003 3.2723e-003 1.1332e-003 7.7761e-005 2.4281e-004 1.4607e-003 3.4176e-003 5.7057e-003 7.8833e-003 9.5798e-003 1.0433e-002 1.0357e-002 9.3956e-003 7.7708e-003 5.8161e-003 3.8504e-003
          22 9.7772e-011 2.1365e-010 2.3676e-010 1.3866e-010 4.7528e-010 2.0799e-006 1.7038e-005 7.0094e-005 1.1235e-004 2.0581e-004 4.9887e-004 1.0444e-003 2.0147e-003 3.5441e-003 4.1103e-003 5.8447e-003 8.9549e-003 1.3021e-002 1.7843e-002 2.3445e-002 2.5170e-002 2.9230e-002 3.5063e-002 4.0077e-002 4.4003e-002 4.6276e-002 5.0666e-002 4.6476e-002 4.4761e-002 4.0878e-002 3.5407e-002 2.8815e-002 3.1432e-002 2.1659e-002 1.4789e-002 8.7710e-003 4.1233e-003 1.1857e-003 1.8116e-005 2.7077e-005 5.0584e-004 2.2822e-003 4.8753e-003 7.7351e-003 3.0173e-007 1.0362e-002 1.2326e-002 1.3320e-002 1.3257e-002 1.2208e-002 1.0305e-002 4.0877e-005 7.9907e-003 5.4857e-003 3.1746e-003 1.3393e-003 1.9126e-004 8.7726e-004 6.0835e-005 3.4872e-004 1.5117e-003 3.2686e-003 5.2501e-003 5.0464e-003 2.5004e-004 1.9537e-003 4.6329e-003 5.5960e-003 5.0326e-003 3.1215e-003 7.7554e-004 9.4529e-005 1.9883e-003 4.2950e-003 5.1134e-003 4.4205e-003 2.8951e-003 1.2560e-003 1.6551e-004 1.4684e-004 1.3545e-003 3.3324e-003 5.1698e-003 6.1214e-003 5.9989e-003 4.9991e-003 3.4977e-003 1.9528e-003 7.2808e-004 6.9198e-005 1.1550e-004 8.5759e-004 2.1350e-003 3.6766e-003 5.1615e-003 6.2855e-003 6.8454e-003 6.6925e-003
          23 8.5450e-011 2.2272e-010 1.4181e-010 2.9884e-010 1.1996e-011 8.7449e-004 2.5066e-003 5.4765e-003 7.8724e-003 1.0249e-002 1.6884e-002 2.4858e-002 3.4231e-002 4.3283e-002 4.8603e-002 5.1703e-002 5.7676e-002 6.1078e-002 6.0500e-002 5.6736e-002 5.9780e-002 4.9501e-002 4.0327e-002 2.9906e-002 1.9798e-002 1.1104e-002 1.1292e-002 4.6675e-003 9.8326e-004 1.7686e-005 1.3610e-003 4.2848e-003 5.9235e-003 7.8888e-003 1.1341e-002 1.3902e-002 1.5100e-002 1.4845e-002 6.8862e-004 1.3224e-002 1.0613e-002 7.5645e-003 4.5869e-003 2.1464e-003 8.4668e-008 5.7470e-004 2.8858e-006 3.7969e-004 1.4958e-003 3.0422e-003 4.6632e-003 1.4251e-006 6.0229e-003 6.9052e-003 7.1508e-003 6.7044e-003 5.4829e-003 1.7159e-006 4.5338e-003 3.0729e-003 1.5422e-003 3.7507e-004 4.5241e-005 1.7284e-003 2.7343e-003 4.3064e-004 7.3570e-005 9.1827e-004 2.1840e-003 3.2070e-003 3.1120e-003 1.6143e-003 1.7373e-004 2.1841e-004 1.3239e-003 2.5161e-003 3.2165e-003 3.2029e-003 2.5043e-003 1.3967e-003 3.8405e-004 1.0721e-006 4.5709e-004 1.4985e-003 2.6706e-003 3.5832e-003 3.9902e-003 3.8523e-003 3.2700e-003 2.3821e-003 1.4109e-003 5.8432e-004 8.8038e-005 3.3427e-005 4.1658e-004 1.1261e-003 1.9746e-003 2.7104e-003
          24 5.2654e-011 1.4863e-010 6.4146e-011 2.5502e-010 2.4563e-011 8.4611e-002 6.4041e-002 9.7149e-002 1.1957e-001 8.8790e-002 9.5802e-002 7.8569e-002 6.7415e-002 4.6308e-002 4.9215e-002 3.0582e-002 1.5143e-002 5.7248e-003 6.7330e-004 2.9446e-004 3.9939e-004 3.1330e-003 7.5071e-003 1.1929e-002 1.5149e-002 1.6397e-002 1.7918e-002 1.5598e-002 1.3138e-002 9.6261e-003 5.9619e-003 2.8396e-003 2.5924e-003 7.7749e-004 7.4263e-006 4.3716e-004 1.7490e-003 3.4910e-003 2.0490e-004 5.1774e-003 6.4089e-003 6.9551e-003 6.7253e-003 5.8147e-003 2.1045e-007 4.4709e-003 2.9719e-003 1.5963e-003 5.8109e-004 6.1684e-005 6.5553e-005 4.9284e-006 5.1099e-004 1.2639e-003 2.1357e-003 2.9346e-003 3.4676e-003 2.3077e-004 3.1951e-003 3.4764e-003 2.9520e-003 2.0325e-003 8.0520e-004 2.2608e-005 1.7039e-003 1.6419e-003 5.9126e-004 4.7534e-005 1.1397e-004 7.4864e-004 1.5858e-003 1.8047e-003 1.0736e-003 2.3942e-004 7.6233e-006 3.4413e-004 9.5042e-004 1.5299e-003 1.8385e-003 1.7257e-003 1.2143e-003 5.5084e-004 8.5476e-005 3.0625e-005 3.6627e-004 9.3425e-004 1.5333e-003 1.9984e-003 2.2373e-003 2.1951e-003 1.8930e-003 1.4132e-003 8.6385e-004 3.8412e-004 7.8602e-005 4.1099e-006 1.5149e-004 4.4334e-004
