   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13
           0 9.5680e-004 9.7454e-001 8.5977e-003 1.5595e-002 2.9231e-004 1.3802e-005 5.8618e-007 4.2946e-007 1.1775e-007 1.0309e-009 9.4284e-009 8.6807e-009 2.3138e-009 1.6673e-010
           1 1.7924e-003 2.1512e-002 1.4004e-001 7.1312e-001 9.7271e-002 2.4987e-002 1.2607e-003 1.9498e-005 4.4131e-007 2.1548e-006 1.8188e-006 4.5349e-007 2.5813e-008 2.5420e-009
           2 8.3190e-003 1.3499e-003 9.3415e-002 3.1290e-002 2.4383e-001 4.3515e-001 1.5356e-001 3.0650e-002 2.3947e-003 3.3570e-005 1.9809e-006 1.4346e-008 2.2533e-006 2.4888e-006
           3 3.6693e-002 1.9379e-004 1.0750e-001 1.6296e-003 1.4539e-001 2.5644e-005 2.0956e-001 3.0526e-001 1.4875e-001 3.8731e-002 5.7963e-003 4.0000e-004 1.2026e-006 7.0199e-006
           4 1.1882e-001 4.2965e-007 1.1049e-001 2.1905e-002 3.3162e-002 5.5043e-002 5.0376e-002 1.7448e-002 1.6983e-001 2.1203e-001 1.3130e-001 5.3690e-002 1.7222e-002 4.5809e-003
           5 2.5335e-001 2.6224e-004 4.5103e-002 2.9456e-002 3.5194e-003 3.9491e-002 7.6460e-003 6.3230e-002 8.9864e-003 2.8138e-002 1.1275e-001 1.3415e-001 9.6789e-002 4.7746e-002
           6 3.2156e-001 8.2493e-004 4.4552e-003 4.1980e-003 4.9684e-002 2.7765e-004 4.4240e-002 1.1392e-003 3.4154e-002 3.7699e-002 2.1141e-003 1.3018e-002 4.0013e-002 3.8030e-002
           7 2.0830e-001 9.1695e-004 1.4300e-001 1.9929e-002 1.7018e-002 4.1629e-002 1.7345e-003 3.1484e-002 1.2832e-002 5.8815e-003 3.1613e-002 2.2734e-002 4.7185e-003 1.3992e-005
           8 4.8766e-002 3.7615e-004 2.4024e-001 8.6720e-002 4.1022e-002 9.9578e-003 4.0995e-002 6.8673e-003 1.7913e-002 2.3327e-002 8.0733e-004 7.7070e-003 1.6548e-002 1.1470e-002
           9 6.7114e-004 2.6462e-005 1.0182e-001 6.6891e-002 2.1422e-001 6.8186e-002 1.3546e-002 3.4876e-002 1.4118e-002 5.5442e-003 2.2569e-002 1.0228e-002 4.5475e-004 6.2732e-004
          10 6.0207e-004 2.0665e-006 4.6257e-003 8.9866e-003 1.4300e-001 2.2760e-001 9.4100e-002 1.6586e-002 2.9946e-002 2.2390e-002 6.9249e-005 1.1728e-002 1.3564e-002 6.2068e-003
          11 7.3375e-006 2.4116e-007 7.6728e-004 1.1453e-004 1.0599e-002 9.5245e-002 2.8905e-001 1.0456e-001 2.4686e-002 2.0691e-002 2.8836e-002 3.5646e-003 1.0697e-003 3.7841e-003
          12 4.9357e-005 2.1432e-007 4.3011e-006 3.8320e-005 6.6655e-004 1.5660e-003 9.2996e-002 3.0666e-001 1.0926e-001 4.1006e-002 9.2114e-003 2.9030e-002 1.3186e-002 2.2794e-003
          13 2.2387e-005 7.7394e-008 8.6012e-005 7.2046e-005 1.9304e-005 4.0125e-004 3.8131e-004 8.0517e-002 3.4129e-001 8.7472e-002 6.6807e-002 2.3394e-004 1.6550e-002 1.3639e-002
          14 1.9712e-008 2.9523e-008 4.2937e-005 7.9067e-006 9.4326e-005 2.6536e-004 4.4207e-005 1.9314e-004 8.3955e-002 3.6558e-001 4.4932e-002 9.4263e-002 1.0764e-002 3.3530e-004
          15 4.2134e-006 5.7762e-008 3.7231e-007 2.7942e-006 6.8869e-005 1.6886e-006 3.8747e-004 1.1850e-004 7.7829e-004 1.0477e-001 3.6921e-001 2.9722e-003 8.2149e-002 3.8830e-002
          16 3.0838e-006 1.9825e-009 4.9056e-006 5.8785e-006 7.1332e-006 3.3323e-005 8.7092e-005 2.2848e-004 8.0744e-004 4.1988e-003 1.5058e-001 3.0889e-001 3.0425e-002 9.3979e-003
          17 4.9163e-007 3.5069e-009 6.4337e-006 2.6771e-006 1.9496e-006 3.0628e-005 1.7244e-008 1.5483e-004 7.0796e-005 2.2415e-003 1.7253e-002 2.2659e-001 1.3294e-001 1.0317e-001
          18 6.2905e-008 2.1708e-009 2.4231e-006 2.3088e-007 7.9012e-006 1.0634e-005 1.6289e-005 3.7448e-005 1.1323e-004 1.6353e-005 5.9182e-003 5.9683e-002 2.6950e-001 3.1394e-004
          19 5.0151e-007 5.4179e-010 9.6057e-008 1.7029e-007 5.7534e-006 3.8519e-007 2.4034e-005 7.7944e-007 8.4839e-005 3.2084e-005 6.0636e-005 1.9694e-002 1.6178e-001 9.6482e-002
