   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 4.4408e-001 3.2417e-001 1.4920e-001 5.5832e-002 1.8566e-002 5.7560e-003 1.7123e-003 4.9480e-004 1.3943e-004 3.8614e-005 1.0688e-005 2.9932e-006 8.3425e-007 2.1986e-007 5.1901e-008 1.1224e-008 2.8303e-009 1.2255e-009 8.1302e-010 4.8315e-010 1.5647e-010 4.6860e-012 3.3560e-011 8.6667e-011 6.8649e-011 1.7240e-011 1.0739e-012 2.9597e-011 6.2840e-011 6.6932e-011 4.2825e-011 1.3916e-011 2.9573e-013 5.4511e-012 1.9881e-011 3.1813e-011 3.4963e-011 2.9835e-011 2.0698e-011 1.1856e-011 5.5462e-012 1.8817e-012 5.0557e-013
           1 3.8564e-001 1.3709e-002 1.8668e-001 1.9862e-001 1.2145e-001 5.7263e-002 2.3342e-002 8.7105e-003 3.0619e-003 1.0301e-003 3.3699e-004 1.0897e-004 3.5033e-005 1.1061e-005 3.3590e-006 9.7872e-007 2.8621e-007 9.1825e-008 3.3929e-008 1.3096e-008 4.1533e-009 6.9941e-010 1.8445e-012 9.5351e-011 8.2199e-011 1.9439e-012 6.0545e-011 2.0378e-010 2.5942e-010 1.7945e-010 5.8458e-011 7.3636e-013 2.6891e-011 8.7070e-011 1.2439e-010 1.1747e-010 8.0422e-011 3.9427e-011 1.2115e-011 1.3026e-012 1.1898e-013 5.8102e-013 2.8050e-013
           2 1.4237e-001 3.1121e-001 4.3593e-002 3.9460e-002 1.3997e-001 1.4239e-001 9.3668e-002 4.9229e-002 2.2623e-002 9.5016e-003 3.7499e-003 1.4224e-003 5.2662e-004 1.9105e-004 6.7687e-005 2.3460e-005 8.0796e-006 2.8290e-006 1.0127e-006 3.5820e-007 1.1681e-007 3.2586e-008 7.5988e-009 1.7943e-009 7.7540e-010 7.3897e-010 8.0791e-010 6.5104e-010 3.0999e-010 4.9003e-011 9.4812e-012 1.0210e-010 1.6817e-010 1.4272e-010 6.7674e-011 1.1020e-011 2.0031e-012 2.5509e-011 5.1243e-011 5.9567e-011 4.7594e-011 2.2990e-011 7.1192e-012
           3 2.5903e-002 2.7089e-001 1.5042e-001 1.2375e-001 7.3824e-005 6.0173e-002 1.1548e-001 1.0668e-001 7.1461e-002 3.9833e-002 1.9710e-002 9.0086e-003 3.9046e-003 1.6280e-003 6.5780e-004 2.5969e-004 1.0140e-004 3.9548e-005 1.5373e-005 5.8645e-006 2.1600e-006 7.7010e-007 2.7550e-007 1.0504e-007 4.4207e-008 1.9577e-008 8.0153e-009 2.5144e-009 4.2500e-010 3.3969e-012 4.1607e-011 4.2145e-011 2.9629e-012 1.9368e-011 8.6781e-011 1.3793e-010 1.3411e-010 9.0172e-011 4.2114e-011 1.2412e-011 1.7095e-012 4.1885e-014 7.5957e-016
           4 1.9598e-003 7.4320e-002 3.3694e-001 5.1241e-002 1.4076e-001 2.1788e-002 1.2965e-002 7.0690e-002 9.4605e-002 8.0217e-002 5.3456e-002 3.0705e-002 1.6025e-002 7.8291e-003 3.6362e-003 1.6250e-003 7.0815e-004 3.0435e-004 1.2943e-004 5.4302e-005 2.2455e-005 9.2314e-006 3.8275e-006 1.6090e-006 6.7371e-007 2.7016e-007 9.9417e-008 3.3014e-008 1.0479e-008 3.8628e-009 2.1187e-009 1.6778e-009 1.4342e-009 1.0422e-009 5.5231e-010 1.7029e-010 9.6014e-012 2.1377e-011 8.6427e-011 1.1998e-010 1.0149e-010 4.9768e-011 1.5452e-011
           5 1.9417e-005 5.6976e-003 1.2621e-001 3.6933e-001 1.6453e-002 1.1407e-001 4.6704e-002 1.7539e-004 3.4430e-002 6.9938e-002 7.4323e-002 5.8202e-002 3.8166e-002 2.2345e-002 1.2077e-002 6.1620e-003 3.0239e-003 1.4441e-003 6.7316e-004 3.0655e-004 1.3731e-004 6.1298e-005 2.7558e-005 1.2461e-005 5.6018e-006 2.4778e-006 1.0807e-006 4.7202e-007 2.0965e-007 9.4056e-008 4.0891e-008 1.6024e-008 5.1383e-009 1.1787e-009 1.5489e-010 9.4652e-012 5.1523e-012 3.4048e-011 1.0498e-010 1.7267e-010 1.7515e-010 9.6844e-011 3.1486e-011
           6 2.5194e-006 2.4541e-007 6.4902e-003 1.5809e-001 4.1287e-001 1.4089e-002 7.8778e-002 5.4072e-002 1.9029e-003 1.5042e-002 4.7089e-002 6.0554e-002 5.4035e-002 3.9552e-002 2.5472e-002 1.4963e-002 8.2515e-003 4.3616e-003 2.2310e-003 1.1108e-003 5.4342e-004 2.6363e-004 1.2693e-004 6.0208e-005 2.8013e-005 1.2903e-005 6.0137e-006 2.8922e-006 1.4337e-006 7.1473e-007 3.4714e-007 1.6123e-007 7.2110e-008 3.2112e-008 1.4881e-008 7.3289e-009 3.7286e-009 1.8247e-009 7.8721e-010 2.7431e-010 7.1127e-011 1.3121e-011 2.5093e-012
           7 1.1876e-007 2.6592e-005 4.3604e-004 1.4046e-003 1.4418e-001 4.8134e-001 3.7952e-002 4.9494e-002 4.9656e-002 3.8657e-003 7.2677e-003 3.2525e-002 4.7482e-002 4.6406e-002 3.6584e-002 2.5183e-002 1.5824e-002 9.3071e-003 5.2106e-003 2.8152e-003 1.4821e-003 7.6519e-004 3.8969e-004 1.9683e-004 9.8859e-005 4.9353e-005 2.4481e-005 1.2099e-005 5.9858e-006 2.9760e-006 1.4877e-006 7.4695e-007 3.7697e-007 1.9212e-007 9.9544e-008 5.2631e-008 2.8295e-008 1.5294e-008 8.1802e-009 4.2438e-009 2.0367e-009 7.4721e-010 2.1010e-010
           8 1.4355e-009 1.0300e-006 2.3779e-005 2.1344e-003 2.5273e-003 8.2220e-002 5.3089e-001 9.8890e-002 2.7659e-002 4.5919e-002 3.4284e-003 4.6454e-003 2.5193e-002 3.9279e-002 4.0510e-002 3.3620e-002 2.4258e-002 1.6000e-002 9.8739e-003 5.7860e-003 3.2729e-003 1.8054e-003 9.7442e-004 5.1760e-004 2.7315e-004 1.4386e-004 7.5347e-005 3.9081e-005 2.0140e-005 1.0411e-005 5.4339e-006 2.8542e-006 1.4950e-006 7.7751e-007 4.0489e-007 2.1535e-007 1.1932e-007 6.9196e-008 4.1298e-008 2.4436e-008 1.3300e-008 5.3224e-009 1.5487e-009
           9 8.4379e-010 6.6838e-008 2.1101e-005 6.1084e-005 2.2575e-003 1.8974e-002 1.9565e-002 5.1409e-001 2.0054e-001 8.4497e-003 4.7321e-002 1.7651e-003 3.3492e-003 2.1001e-002 3.3327e-002 3.5626e-002 3.0645e-002 2.2860e-002 1.5689e-002 1.0063e-002 6.1260e-003 3.6146e-003 2.0779e-003 1.1631e-003 6.4094e-004 3.5232e-004 1.9308e-004 1.0462e-004 5.6111e-005 3.0213e-005 1.6522e-005 9.1283e-006 5.0078e-006 2.6970e-006 1.4369e-006 7.7612e-007 4.3576e-007 2.5588e-007 1.5414e-007 9.1601e-008 4.9872e-008 1.9939e-008 5.7991e-009
          10 3.1033e-009 1.5624e-007 1.7235e-006 2.3348e-005 8.0970e-004 9.5941e-005 3.4673e-002 1.6648e-003 4.0397e-001 3.3139e-001 1.1851e-004 5.8400e-002 5.1197e-005 2.3242e-003 1.9118e-002 2.8274e-002 3.1250e-002 2.7265e-002 2.0900e-002 1.4792e-002 9.7393e-003 6.1505e-003 3.7616e-003 2.2222e-003 1.2867e-003 7.3988e-004 4.2054e-004 2.3541e-004 1.3141e-004 7.4144e-005 4.2128e-005 2.3757e-005 1.3239e-005 7.3896e-006 4.2100e-006 2.4602e-006 1.4551e-006 8.5429e-007 4.9127e-007 2.7389e-007 1.4158e-007 5.5090e-008 1.5887e-008
          11 1.7925e-010 3.6075e-008 6.4267e-008 2.0255e-005 3.0009e-005 1.2775e-003 2.7054e-003 3.0493e-002 5.3659e-002 2.1004e-001 4.4007e-001 2.0479e-002 8.8402e-002 3.4283e-003 7.6344e-004 2.0188e-002 2.2784e-002 2.7342e-002 2.3193e-002 1.8381e-002 1.3134e-002 8.8813e-003 5.7713e-003 3.5983e-003 2.1981e-003 1.3177e-003 7.7383e-004 4.5137e-004 2.6316e-004 1.5234e-004 8.7640e-005 5.0694e-005 2.9651e-005 1.7403e-005 1.0169e-005 5.9341e-006 3.4976e-006 2.0942e-006 1.2631e-006 7.4823e-007 4.0760e-007 1.6357e-007 4.7682e-008
