   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87
           0 9.7969e-001 1.9176e-002 8.2081e-004 2.8999e-004 5.6810e-006 1.1145e-005 3.3763e-007 3.1000e-036 2.8482e-024 8.4855e-034 2.2526e-032 1.8219e-030 6.4164e-028 4.6229e-016 7.0375e-027 1.5583e-026 5.4664e-027 2.3179e-022 2.2825e-011 6.0524e-021 6.3989e-020 2.2740e-018 7.4770e-016 1.6833e-007 1.8715e-015 8.3350e-015 1.5579e-013 5.8579e-010 1.2264e-007 1.3629e-011 5.1834e-011 1.2490e-009 3.0864e-008 2.8932e-009 1.7554e-009 2.1228e-009 1.4126e-009 3.8127e-010 8.1354e-012 1.5864e-010 7.4524e-010 1.6627e-009 2.7802e-009 3.9772e-009 5.1343e-009 6.1478e-009 6.9451e-009 7.4885e-009 7.7577e-009 7.7443e-009 7.4731e-009 6.9832e-009 6.3250e-009 5.5578e-009 4.7303e-009 3.8922e-009 3.0835e-009 2.3365e-009 1.6794e-009 1.1265e-009 6.8726e-010 3.6264e-010 1.4709e-010 3.0498e-011 5.0366e-013 4.2572e-011 1.4153e-010 2.8207e-010 4.4998e-010 6.3270e-010 8.1838e-010 9.9899e-010 1.1658e-009 1.3142e-009 1.4405e-009 1.5412e-009 1.6166e-009 1.6659e-009 1.6905e-009 1.6922e-009 1.6739e-009 1.6366e-009 1.5844e-009 1.5186e-009 1.4420e-009 1.3552e-009 1.2575e-009 1.1425e-009
           1 1.9438e-002 7.9807e-001 1.4165e-001 3.5854e-002 4.2650e-003 3.7437e-004 2.0301e-004 2.5000e-034 1.9464e-022 4.7358e-032 7.7363e-031 2.7132e-029 5.8027e-028 2.3550e-016 1.3254e-025 6.1288e-024 5.1608e-022 2.2340e-019 1.4191e-008 2.1638e-018 1.2845e-017 2.9506e-016 6.6254e-014 1.3511e-005 1.1483e-013 3.4869e-013 4.2382e-012 9.3928e-009 1.9120e-006 1.0437e-010 1.0621e-010 8.7913e-012 2.5801e-008 1.2994e-008 3.8161e-008 1.4334e-007 2.7818e-007 3.3122e-007 3.8136e-007 4.4685e-007 5.0228e-007 5.3418e-007 5.4416e-007 5.3659e-007 5.1343e-007 4.7732e-007 4.3193e-007 3.8108e-007 3.2767e-007 2.7391e-007 2.2220e-007 1.7435e-007 1.3169e-007 9.5119e-008 6.4891e-008 4.1009e-008 2.3152e-008 1.0831e-008 3.4386e-009 2.5811e-010 5.4868e-010 3.5664e-009 8.6206e-009 1.5062e-008 2.2325e-008 2.9905e-008 3.7427e-008 4.4509e-008 5.0936e-008 5.6552e-008 6.1176e-008 6.4846e-008 6.7444e-008 6.9053e-008 6.9725e-008 6.9465e-008 6.8431e-008 6.6672e-008 6.4308e-008 6.1452e-008 5.8226e-008 5.4677e-008 5.0946e-008 4.7068e-008 4.3126e-008 3.9136e-008 3.5072e-008 3.0783e-008
           2 8.0531e-004 1.7259e-001 4.4801e-001 3.1354e-001 6.2221e-002 8.8891e-006 2.3647e-003 4.8913e-034 2.5285e-022 3.0591e-032 8.4756e-033 1.2770e-028 2.3430e-025 2.9155e-013 1.0183e-023 1.3401e-022 6.1489e-021 1.7558e-018 9.8306e-008 1.2081e-017 5.2081e-017 8.5634e-016 1.3000e-013 2.3435e-005 1.3317e-013 1.6871e-013 1.5880e-013 3.0581e-009 7.2738e-007 4.2810e-010 4.3697e-009 2.1979e-007 7.4357e-006 1.0246e-006 1.1732e-006 2.7201e-006 3.8498e-006 3.5160e-006 3.2155e-006 3.0842e-006 2.8951e-006 2.6002e-006 2.2474e-006 1.8791e-006 1.5155e-006 1.1732e-006 8.6638e-007 6.0446e-007 3.9123e-007 2.2713e-007 1.1080e-007 3.8403e-008 4.5217e-009 2.7356e-009 2.6241e-008 6.8315e-008 1.2266e-007 1.8346e-007 2.4599e-007 3.0602e-007 3.6049e-007 4.0731e-007 4.4553e-007 4.7358e-007 4.9161e-007 4.9967e-007 4.9895e-007 4.8963e-007 4.7337e-007 4.5149e-007 4.2468e-007 3.9487e-007 3.6248e-007 3.2892e-007 2.9506e-007 2.6139e-007 2.2885e-007 1.9781e-007 1.6872e-007 1.4189e-007 1.1756e-007 9.5716e-008 7.6480e-008 5.9739e-008 4.5435e-008 3.3416e-008 2.3519e-008 1.5569e-008
           3 4.7629e-005 1.0025e-002 3.6442e-001 3.0333e-001 2.9151e-001 2.6863e-002 2.1635e-003 1.2359e-033 1.5691e-021 6.2391e-031 2.5645e-029 3.0645e-027 1.6474e-024 1.4497e-012 3.2015e-023 2.1039e-022 4.6551e-021 5.1675e-019 1.8267e-008 6.1790e-019 6.9706e-019 2.4124e-016 1.6007e-013 4.0616e-005 5.8048e-013 3.2826e-012 7.3169e-011 3.1846e-007 6.7097e-005 8.4930e-009 3.7215e-008 1.0506e-006 2.8293e-005 2.9998e-006 2.3364e-006 3.8857e-006 4.0379e-006 2.5957e-006 1.5679e-006 9.1127e-007 4.4349e-007 1.4557e-007 1.2343e-008 1.9474e-008 1.3513e-007 3.2599e-007 5.6037e-007 8.1119e-007 1.0557e-006 1.2744e-006 1.4540e-006 1.5866e-006 1.6689e-006 1.7030e-006 1.6912e-006 1.6393e-006 1.5535e-006 1.4402e-006 1.3084e-006 1.1643e-006 1.0152e-006 8.6728e-007 7.2590e-007 5.9306e-007 4.7223e-007 3.6495e-007 2.7256e-007 1.9492e-007 1.3202e-007 8.3032e-008 4.6741e-008 2.1914e-008 7.0104e-009 5.5417e-010 1.0537e-009 7.0931e-009 1.7359e-008 3.0651e-008 4.5916e-008 6.2248e-008 7.8911e-008 9.5220e-008 1.1075e-007 1.2503e-007 1.3776e-007 1.4851e-007 1.5660e-007 1.6036e-007
           4 1.7559e-005 5.7279e-005 4.4251e-002 2.6018e-001 3.4603e-001 3.2884e-001 1.2524e-002 1.8023e-032 1.3333e-020 3.0591e-030 4.5038e-029 1.4652e-027 3.7610e-026 5.2601e-015 4.9249e-024 2.2784e-022 1.8372e-020 7.5840e-018 4.7373e-007 7.0073e-017 3.9703e-016 8.7050e-015 1.8641e-012 3.7522e-004 3.0754e-012 8.8564e-012 1.0134e-010 2.0801e-007 4.2163e-005 2.0448e-009 1.4745e-009 6.6749e-009 1.2787e-006 4.4239e-007 1.0747e-006 3.7252e-006 6.8836e-006 7.8749e-006 8.7632e-006 9.9728e-006 1.0925e-005 1.1347e-005 1.1305e-005 1.0909e-005 1.0216e-005 9.2901e-006 8.2128e-006 7.0645e-006 5.9049e-006 4.7784e-006 3.7309e-006 2.7948e-006 1.9918e-006 1.3335e-006 8.1916e-007 4.4251e-007 1.9118e-007 4.9714e-008 5.7430e-010 2.5226e-008 1.0539e-007 2.2396e-007 3.6619e-007 5.1848e-007 6.7025e-007 8.1262e-007 9.4021e-007 1.0474e-006 1.1326e-006 1.1952e-006 1.2342e-006 1.2526e-006 1.2503e-006 1.2307e-006 1.1962e-006 1.1484e-006 1.0909e-006 1.0255e-006 9.5474e-007 8.8078e-007 8.0572e-007 7.3044e-007 6.5691e-007 5.8554e-007 5.1733e-007 4.5237e-007 3.9030e-007 3.2956e-007
           5 3.0115e-006 2.9411e-005 6.7023e-004 8.0638e-002 2.0382e-001 3.8262e-001 3.2088e-001 1.1293e-036 2.4557e-021 2.7977e-030 2.2554e-028 3.4462e-026 2.0932e-023 1.9116e-011 4.4590e-022 3.2729e-021 8.6574e-020 1.3665e-017 6.0263e-007 4.4353e-017 5.4768e-017 6.9140e-021 2.4753e-013 8.1284e-005 1.7617e-012 1.3337e-011 3.5172e-010 1.7142e-006 3.6275e-004 4.9771e-008 2.3390e-007 7.0242e-006 1.9459e-004 2.1381e-005 1.7684e-005 3.1247e-005 3.4653e-005 2.4270e-005 1.6516e-005 1.1404e-005 7.3088e-006 4.0835e-006 1.8405e-006 5.3250e-007 2.1796e-008 1.4729e-007 7.4044e-007 1.6415e-006 2.7079e-006 3.8130e-006 4.8566e-006 5.7639e-006 6.4861e-006 7.0031e-006 7.3037e-006 7.3972e-006 7.3001e-006 7.0330e-006 6.6349e-006 6.1316e-006 5.5591e-006 4.9494e-006 4.3323e-006 3.7202e-006 3.1351e-006 2.5887e-006 2.0931e-006 1.6510e-006 1.2676e-006 9.4298e-007 6.7403e-007 4.5874e-007 2.9158e-007 1.6800e-007 8.2518e-008 2.9648e-008 4.2140e-009 1.1979e-009 1.5988e-008 4.4406e-008 8.2783e-008 1.2785e-007 1.7694e-007 2.2762e-007 2.7790e-007 3.2570e-007 3.6822e-007 3.9998e-007
           6 4.4772e-010 4.8788e-005 3.7258e-005 5.9322e-003 7.9442e-002 1.5892e-001 4.3671e-001 7.1605e-031 6.0257e-019 1.5351e-028 2.6228e-027 1.0902e-025 1.1996e-023 3.5058e-012 1.7086e-025 1.6091e-021 1.7055e-019 7.1976e-017 4.4485e-006 6.3874e-016 3.4176e-015 7.0567e-014 1.4242e-011 2.8217e-003 2.2140e-011 5.9841e-011 6.3560e-010 1.1785e-006 2.3747e-004 9.6381e-009 3.3579e-009 1.7441e-007 1.5362e-005 3.9993e-006 8.0387e-006 2.5335e-005 4.3884e-005 4.7403e-005 5.0028e-005 5.4236e-005 5.6782e-005 5.6490e-005 5.3978e-005 5.0010e-005 4.4984e-005 3.9290e-005 3.3337e-005 2.7480e-005 2.1952e-005 1.6904e-005 1.2477e-005 8.7453e-006 5.7360e-006 3.4359e-006 1.7906e-006 7.2811e-007 1.6170e-007 1.6254e-010 1.5183e-007 5.2955e-007 1.0541e-006 1.6573e-006 2.2859e-006 2.8920e-006 3.4440e-006 3.9172e-006 4.3021e-006 4.5862e-006 4.7738e-006 4.8709e-006 4.8798e-006 4.8183e-006 4.6893e-006 4.5087e-006 4.2873e-006 4.0317e-006 3.7556e-006 3.4650e-006 3.1683e-006 2.8722e-006 2.5829e-006 2.3023e-006 2.0359e-006 1.7840e-006 1.5489e-006 1.3302e-006 1.1262e-006 9.3223e-007
           7 7.6207e-008 7.2686e-006 2.0919e-005 7.1113e-006 1.2140e-002 8.1579e-002 1.2156e-001 2.4598e-030 9.6969e-019 5.8291e-029 1.4749e-027 8.0816e-025 6.6323e-022 6.2445e-010 1.4410e-020 9.3437e-020 1.9826e-018 2.2879e-016 8.7478e-006 4.5572e-016 1.2719e-016 7.3398e-015 8.7350e-012 2.3150e-003 3.4673e-011 1.9345e-010 4.1058e-009 1.6747e-005 3.5170e-003 4.1464e-007 1.6750e-006 4.3372e-005 1.1187e-003 1.1207e-004 7.9130e-005 1.1917e-004 1.1148e-004 6.2529e-005 3.1246e-005 1.3593e-005 3.7552e-006 1.0732e-007 1.2252e-006 5.5442e-006 1.1669e-005 1.8451e-005 2.5029e-005 3.0836e-005 3.5503e-005 3.8782e-005 4.0622e-005 4.1082e-005 4.0310e-005 3.8539e-005 3.5963e-005 3.2814e-005 2.9295e-005 2.5580e-005 2.1869e-005 1.8278e-005 1.4925e-005 1.1893e-005 9.2301e-006 6.9357e-006 5.0208e-006 3.4681e-006 2.2553e-006 1.3459e-006 7.0489e-007 2.9256e-007 6.9744e-008 9.1336e-011 4.9834e-008 1.8901e-007 3.9167e-007 6.3526e-007 9.0164e-007 1.1753e-006 1.4443e-006 1.6997e-006 1.9353e-006 2.1450e-006 2.3274e-006 2.4789e-006 2.5987e-006 2.6832e-006 2.7240e-006 2.6977e-006
           8 5.1516e-009 3.9371e-007 7.8728e-005 8.5112e-005 3.4794e-004 1.8854e-002 7.5829e-002 2.2415e-030 1.6951e-019 1.1970e-027 1.0799e-025 1.0237e-023 2.4903e-021 1.3062e-009 8.3752e-021 1.1053e-020 4.8954e-018 2.3972e-015 1.4563e-004 1.9269e-014 8.3363e-014 1.2977e-012 1.8671e-010 3.3429e-002 1.9352e-010 3.0806e-010 1.3773e-009 1.3418e-007 1.7144e-005 3.7924e-008 6.9796e-007 4.0435e-005 1.3965e-003 1.9339e-004 2.1677e-004 4.8380e-004 6.5427e-004 5.6435e-004 4.8229e-004 4.2927e-004 3.7185e-004 3.0653e-004 2.4183e-004 1.8344e-004 1.3319e-004 9.1823e-005 5.9394e-005 3.5293e-005 1.8470e-005 7.7507e-006 1.9801e-006 2.8887e-008 8.5984e-007 3.5625e-006 7.3681e-006 1.1655e-005 1.5939e-005 1.9852e-005 2.3173e-005 2.5742e-005 2.7510e-005 2.8498e-005 2.8789e-005 2.8410e-005 2.7490e-005 2.6121e-005 2.4441e-005 2.2515e-005 2.0463e-005 1.8365e-005 1.6266e-005 1.4246e-005 1.2316e-005 1.0519e-005 8.8715e-006 7.3749e-006 6.0426e-006 4.8686e-006 3.8500e-006 2.9796e-006 2.2485e-006 1.6435e-006 1.1548e-006 7.6933e-007 4.7589e-007 2.6291e-007 1.1984e-007 3.6702e-008
           9 6.3597e-008 1.3231e-006 2.7276e-005 2.6081e-006 6.5894e-005 1.7307e-003 2.3218e-002 1.2466e-028 1.3520e-019 1.5007e-026 1.1084e-024 5.0645e-023 1.1892e-021 1.2701e-010 9.9183e-020 2.4981e-018 8.7320e-017 1.1617e-014 4.3477e-004 1.8941e-014 2.5148e-017 1.0056e-012 6.0624e-010 1.4326e-001 1.6222e-009 6.3375e-009 9.4731e-008 2.7160e-004 5.6112e-002 4.6842e-006 1.2904e-005 2.1928e-004 4.5109e-003 3.2634e-004 1.1496e-004 5.9072e-005 2.8731e-006 2.1326e-005 9.2811e-005 1.9023e-004 2.9002e-004 3.7104e-004 4.2511e-004 4.5237e-004 4.5489e-004 4.3687e-004 4.0394e-004 3.6183e-004 3.1490e-004 2.6633e-004 2.1904e-004 1.7505e-004 1.3570e-004 1.0178e-004 7.3448e-005 5.0587e-005 3.2808e-005 1.9588e-005 1.0350e-005 4.4306e-006 1.1961e-006 3.3929e-008 3.9188e-007 1.7950e-006 3.8458e-006 6.2219e-006 8.6841e-006 1.1038e-005 1.3167e-005 1.4997e-005 1.6471e-005 1.7602e-005 1.8367e-005 1.8805e-005 1.8946e-005 1.8806e-005 1.8442e-005 1.7878e-005 1.7156e-005 1.6311e-005 1.5380e-005 1.4379e-005 1.3345e-005 1.2287e-005 1.1227e-005 1.0167e-005 9.0991e-006 7.9824e-006
