   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84
          10 1.2390e-009 2.0656e-010 1.0325e-008 5.2015e-009 1.1061e-031 2.7500e-030 1.0598e-029 4.6963e-028 1.3488e-026 2.8609e-025 4.6092e-024 8.6095e-024 6.1162e-023 6.6974e-022 6.3621e-021 5.2323e-020 3.8618e-019 1.6187e-015 2.5463e-018 1.5447e-017 8.6267e-017 4.5169e-016 2.2966e-015 2.5758e-005 9.8771e-015 4.6323e-014 2.1128e-013 1.0126e-012 6.9289e-012 4.9891e-002 3.0713e-013 3.1920e-011 2.0042e-010 1.3445e-009 1.6295e-008 3.9894e-001 1.5510e-006 4.6795e-008 1.9598e-008 1.5317e-009 1.4782e-007 4.4080e-005 6.9988e-002 2.3309e-005 2.3092e-005 5.2709e-005 2.0638e-004 2.1046e-003 2.0384e-001 2.0550e-002 3.0427e-003 2.5855e-003 4.0464e-003 1.0285e-002 3.7214e-002 5.7343e-002 2.5240e-002 1.2257e-002 8.8509e-003 8.3364e-003 9.1902e-003 1.0583e-002 1.1083e-002 9.6612e-003 7.3107e-003 5.3391e-003 4.0396e-003 3.2418e-003 2.7534e-003 2.4359e-003 2.1901e-003 1.9503e-003 1.6942e-003 1.4349e-003 1.1877e-003 9.6356e-004 7.7794e-004 6.3431e-004 5.2188e-004 4.3585e-004 3.6974e-004 3.1559e-004 2.7118e-004 2.3096e-004 1.9383e-004
          11 3.4675e-010 1.1430e-010 2.1716e-009 2.7170e-007 2.8966e-029 7.8500e-028 2.4781e-027 9.8009e-026 2.5091e-024 4.7307e-023 6.7644e-022 3.1922e-021 7.9447e-021 7.6795e-020 6.4174e-019 4.6252e-018 2.9761e-017 2.0189e-016 1.7039e-016 8.8993e-016 4.2418e-015 1.8699e-014 7.7026e-014 2.3342e-007 2.9620e-013 1.0856e-012 3.7883e-012 1.2772e-011 4.3327e-011 2.7597e-003 1.1305e-010 3.8832e-010 1.2653e-009 4.3962e-009 2.0743e-008 9.1600e-002 2.0637e-007 2.1472e-008 1.5296e-007 7.9910e-007 5.7893e-006 3.4279e-004 4.1640e-001 6.2250e-005 2.2611e-005 1.5935e-005 9.8842e-006 4.0572e-006 8.1978e-003 1.4950e-003 6.2019e-004 9.6859e-004 2.2990e-003 7.9387e-003 3.5851e-002 6.4057e-002 3.2867e-002 1.8742e-002 1.5673e-002 1.6824e-002 2.0825e-002 2.6571e-002 3.0491e-002 2.8901e-002 2.3665e-002 1.8623e-002 1.5113e-002 1.2947e-002 1.1684e-002 1.0936e-002 1.0359e-002 9.6796e-003 8.7908e-003 7.7573e-003 6.6716e-003 5.6089e-003 4.6802e-003 3.9344e-003 3.3293e-003 2.8528e-003 2.4774e-003 2.1597e-003 1.8910e-003 1.6374e-003 1.3938e-003
          12 1.2278e-009 1.4843e-009 1.5727e-008 6.9877e-008 5.9820e-027 1.5240e-025 4.6808e-025 1.6933e-023 3.9632e-022 6.8206e-021 8.8976e-020 3.4515e-019 9.5207e-019 8.3754e-018 6.3597e-017 4.1584e-016 2.4224e-015 8.2225e-015 1.2529e-014 5.8935e-014 2.5221e-013 9.9392e-013 3.6409e-012 4.3205e-008 1.2400e-011 3.9855e-011 1.2074e-010 3.4749e-010 9.5884e-010 6.2820e-006 2.5275e-009 6.4657e-009 1.6119e-008 3.9456e-008 9.8681e-008 5.7412e-003 9.5369e-008 4.5917e-007 1.1621e-006 3.1111e-006 1.0468e-005 1.8299e-004 1.4141e-001 1.7437e-007 1.4859e-005 7.8863e-005 3.9487e-004 4.0269e-003 3.5556e-001 3.3517e-002 3.7789e-003 2.1548e-003 1.9412e-003 2.2628e-003 2.6441e-003 6.8416e-004 1.3954e-004 1.0406e-003 2.3408e-003 4.5031e-003 8.3021e-003 1.4216e-002 2.0538e-002 2.3577e-002 2.2825e-002 2.0860e-002 1.9364e-002 1.8728e-002 1.8869e-002 1.9528e-002 2.0283e-002 2.0628e-002 2.0252e-002 1.9208e-002 1.7671e-002 1.5825e-002 1.4008e-002 1.2446e-002 1.1093e-002 9.9783e-003 9.0682e-003 8.2488e-003 7.5155e-003 6.7525e-003 5.9457e-003
          13 1.3866e-010 2.9301e-010 6.0276e-009 5.4126e-009 3.7474e-024 8.7996e-023 2.5510e-022 8.0393e-021 1.6403e-019 2.4587e-018 2.7962e-017 1.0113e-016 2.6082e-016 2.0012e-015 1.3256e-014 7.5652e-014 3.8468e-013 8.6950e-013 1.7373e-012 7.1355e-012 2.6667e-011 9.1737e-011 2.9325e-010 1.0843e-008 8.7077e-010 2.4371e-009 6.4190e-009 1.6020e-008 3.8192e-008 5.5486e-006 8.6831e-008 1.8971e-007 4.0035e-007 8.1549e-007 1.6160e-006 3.5957e-006 3.1134e-006 5.9199e-006 1.1072e-005 2.0706e-005 3.9821e-005 1.1818e-004 1.0074e-002 9.2233e-005 2.0148e-004 4.2819e-004 1.0641e-003 4.8180e-003 1.8921e-001 1.0231e-002 5.8370e-007 8.3625e-004 4.1427e-003 1.7728e-002 8.1550e-002 1.3784e-001 6.2453e-002 2.8576e-002 1.7558e-002 1.2652e-002 9.4387e-003 6.2363e-003 2.8177e-003 4.8424e-004 4.2886e-005 8.3846e-004 2.1589e-003 3.7624e-003 5.6547e-003 7.8715e-003 1.0315e-002 1.2680e-002 1.4603e-002 1.5908e-002 1.6560e-002 1.6589e-002 1.6272e-002 1.5899e-002 1.5486e-002 1.5134e-002 1.4866e-002 1.4546e-002 1.4190e-002 1.3587e-002 1.2682e-002
          14 2.4258e-010 2.9501e-010 5.1084e-011 3.6923e-008 4.6903e-021 9.8477e-020 2.6380e-019 6.8849e-018 1.1650e-016 1.4475e-015 1.3674e-014 4.5565e-014 1.0604e-013 6.7771e-013 3.7453e-012 1.7872e-011 7.6138e-011 1.6374e-010 2.8886e-010 9.9895e-010 3.1528e-009 9.1835e-009 2.4934e-008 5.9922e-009 6.3068e-008 1.5080e-007 3.4039e-007 7.3001e-007 1.4996e-006 4.2234e-008 2.9436e-006 5.5651e-006 1.0175e-005 1.7966e-005 3.0828e-005 7.2820e-006 5.1680e-005 8.4148e-005 1.3424e-004 2.1056e-004 3.2462e-004 4.9495e-004 2.1486e-006 7.4206e-004 1.1183e-003 1.6966e-003 2.6748e-003 5.0819e-003 2.2456e-002 6.1668e-004 5.1433e-003 9.6730e-003 1.8197e-002 3.9705e-002 9.7537e-002 9.0631e-002 1.4884e-002 2.4628e-004 2.2513e-003 1.0103e-002 2.3728e-002 4.2399e-002 5.7752e-002 5.8357e-002 4.6791e-002 3.3311e-002 2.2576e-002 1.4806e-002 9.2033e-003 5.1204e-003 2.2536e-003 5.5718e-004 7.5654e-007 3.8703e-004 1.3969e-003 2.6884e-003 4.0141e-003 5.2867e-003 6.4488e-003 7.5182e-003 8.5257e-003 9.4079e-003 1.0176e-002 1.0667e-002 1.0783e-002
          15 6.7757e-010 9.2923e-010 2.3961e-009 2.3912e-008 1.7966e-018 3.4782e-017 8.7973e-017 2.0002e-015 2.9485e-014 3.1872e-013 2.6204e-012 8.2031e-012 1.7676e-011 9.8302e-011 4.7274e-010 1.9640e-009 7.2880e-009 1.4848e-008 2.4106e-008 7.2732e-008 2.0054e-007 5.1092e-007 1.2153e-006 2.3761e-006 2.6973e-006 5.6694e-006 1.1272e-005 2.1332e-005 3.8748e-005 3.1915e-006 6.7392e-005 1.1308e-004 1.8380e-004 2.8885e-004 4.4156e-004 1.3284e-006 6.5833e-004 9.5608e-004 1.3567e-003 1.8882e-003 2.5727e-003 3.4378e-003 8.0263e-008 4.5127e-003 5.8451e-003 7.4543e-003 9.4087e-003 1.1865e-002 1.8351e-003 1.1695e-002 1.6788e-002 2.0859e-002 2.5806e-002 3.1535e-002 2.8581e-002 1.7516e-003 8.9760e-003 2.2788e-002 3.2591e-002 4.0175e-002 4.4217e-002 4.0330e-002 2.5739e-002 8.7040e-003 4.7653e-004 1.4401e-003 7.0763e-003 1.4377e-002 2.1939e-002 2.8807e-002 3.3779e-002 3.5546e-002 3.3636e-002 2.8864e-002 2.2560e-002 1.6030e-002 1.0394e-002 6.0893e-003 3.0601e-003 1.1766e-003 2.2396e-004 7.4848e-006 3.4953e-004 1.0627e-003 1.9261e-003
          16 4.2734e-010 4.9623e-010 1.8247e-009 6.0071e-009 3.6706e-015 6.0056e-014 1.3487e-013 2.3078e-012 2.5649e-011 2.0889e-010 1.2988e-009 3.5898e-009 6.6405e-009 2.8122e-008 1.0348e-007 3.3111e-007 9.5290e-007 1.7594e-006 2.4661e-006 5.8747e-006 1.2928e-005 2.6571e-005 5.1592e-005 8.4538e-005 9.4583e-005 1.6612e-004 2.7914e-004 4.5113e-004 7.0647e-004 9.1857e-005 1.0681e-003 1.5687e-003 2.2443e-003 3.1174e-003 4.2233e-003 1.1998e-006 5.5910e-003 7.2099e-003 9.0808e-003 1.1200e-002 1.3494e-002 1.5906e-002 1.3068e-005 1.8278e-002 2.0652e-002 2.2792e-002 2.4614e-002 2.5944e-002 1.7949e-003 2.3329e-002 2.5961e-002 2.4966e-002 2.2054e-002 1.5310e-002 2.0181e-003 9.7768e-003 2.3699e-002 2.1051e-002 1.5061e-002 8.1577e-003 1.9671e-003 2.8666e-004 7.1043e-003 1.8586e-002 2.5758e-002 2.6260e-002 2.2573e-002 1.7018e-002 1.0975e-002 5.4319e-003 1.4321e-003 7.0391e-007 1.5154e-003 5.3503e-003 1.0253e-002 1.4848e-002 1.8291e-002 2.0411e-002 2.1131e-002 2.0698e-002 1.9365e-002 1.7222e-002 1.4592e-002 1.1595e-002 8.5878e-003
          17 8.2701e-011 4.5788e-011 3.1959e-010 2.4992e-010 7.3152e-012 9.5865e-011 1.8406e-010 2.1667e-009 1.6638e-008 9.3839e-008 4.0790e-007 9.6318e-007 1.4721e-006 4.4637e-006 1.1951e-005 2.8376e-005 6.1873e-005 1.0299e-004 1.2410e-004 2.3415e-004 4.1695e-004 7.0639e-004 1.1489e-003 1.7344e-003 1.7868e-003 2.6874e-003 3.8932e-003 5.4466e-003 7.4002e-003 7.4490e-004 9.7163e-003 1.2388e-002 1.5375e-002 1.8501e-002 2.1671e-002 1.0683e-005 2.4749e-002 2.7449e-002 2.9621e-002 3.1155e-002 3.1813e-002 3.1472e-002 1.2912e-005 3.0242e-002 2.8082e-002 2.5036e-002 2.1281e-002 1.6760e-002 4.4873e-005 1.3022e-002 9.0961e-003 5.1152e-003 1.8256e-003 1.2732e-005 3.2409e-003 7.9706e-003 2.0830e-003 3.0298e-007 1.3294e-003 4.9072e-003 9.8844e-003 1.3838e-002 1.2781e-002 6.7341e-003 1.3960e-003 4.7525e-005 2.0442e-003 5.9428e-003 1.0583e-002 1.4911e-002 1.7738e-002 1.8006e-002 1.5546e-002 1.1310e-002 6.6703e-003 2.8571e-003 6.0630e-004 9.6090e-006 8.3218e-004 2.7077e-003 5.2594e-003 8.0584e-003 1.0735e-002 1.2791e-002 1.3857e-002
          18 1.2232e-012 2.8354e-011 8.4724e-012 3.9165e-010 8.8546e-009 8.8821e-008 1.4123e-007 1.0621e-006 5.2652e-006 1.9408e-005 5.6521e-005 1.1253e-004 1.4060e-004 3.0443e-004 6.0349e-004 1.0988e-003 1.8921e-003 2.8880e-003 3.0664e-003 4.7450e-003 6.9931e-003 9.8452e-003 1.3330e-002 1.8606e-002 1.7260e-002 2.1604e-002 2.6030e-002 3.0245e-002 3.4061e-002 3.1967e-003 3.6950e-002 3.8729e-002 3.9247e-002 3.8209e-002 3.5765e-002 1.0017e-005 3.2119e-002 2.7425e-002 2.2128e-002 1.6709e-002 1.1536e-002 7.0032e-003 2.5435e-005 3.5071e-003 1.1670e-003 8.5353e-005 2.2732e-004 1.5452e-003 1.6068e-003 2.0792e-003 5.1158e-003 7.6259e-003 9.7216e-003 1.0415e-002 5.6337e-003 3.4798e-004 7.2224e-003 9.5471e-003 8.5079e-003 5.6831e-003 2.1348e-003 1.6065e-005 1.9586e-003 6.7731e-003 9.8924e-003 9.6993e-003 7.3919e-003 4.3880e-003 1.7126e-003 1.5944e-004 3.3831e-004 2.3834e-003 5.6489e-003 8.9958e-003 1.1364e-002 1.2127e-002 1.1384e-002 9.6276e-003 7.2896e-003 4.8647e-003 2.7106e-003 1.0822e-003 1.7294e-004 3.9591e-005 5.7671e-004
          19 4.8273e-011 1.1869e-010 1.6660e-010 1.1706e-009 1.3920e-005 7.9192e-005 8.6218e-005 2.8746e-004 7.3447e-004 1.6007e-003 3.0852e-003 5.2357e-003 5.4573e-003 8.7815e-003 1.3257e-002 1.8637e-002 2.4935e-002 3.4470e-002 3.1483e-002 3.7950e-002 4.3546e-002 4.7616e-002 4.9895e-002 6.1806e-002 4.9654e-002 4.7235e-002 4.2559e-002 3.6105e-002 2.8710e-002 2.1104e-003 2.0946e-002 1.3694e-002 7.6341e-003 3.2014e-003 6.6792e-004 3.2255e-007 1.4351e-005 9.8329e-004 3.1326e-003 5.9225e-003 8.7738e-003 1.1168e-002 1.9236e-006 1.2761e-002 1.3333e-002 1.2805e-002 1.1294e-002 8.8699e-003 5.5922e-007 6.9184e-003 4.3589e-003 2.0381e-003 4.2421e-004 1.1135e-004 2.6950e-003 3.6842e-003 3.0431e-004 3.2675e-004 1.8908e-003 3.8948e-003 5.3800e-003 5.0601e-003 2.5675e-003 2.5938e-004 3.8409e-004 2.2694e-003 4.4209e-003 5.9517e-003 6.4686e-003 5.8413e-003 4.2183e-003 2.1649e-003 5.3921e-004 4.1127e-006 7.0060e-004 2.2801e-003 4.1688e-003 5.9027e-003 7.1327e-003 7.7157e-003 7.6388e-003 6.9135e-003 5.7226e-003 4.2300e-003 2.7314e-003
          20 7.3413e-011 1.2722e-010 2.0630e-010 1.2079e-009 4.3354e-003 1.2854e-002 9.0032e-003 1.6950e-002 2.7081e-002 3.8386e-002 4.9647e-002 7.0753e-002 5.9637e-002 6.5984e-002 6.8984e-002 6.6935e-002 6.0970e-002 7.2017e-002 5.1361e-002 3.9918e-002 2.7952e-002 1.6973e-002 8.3403e-003 6.6544e-003 2.6660e-003 1.7375e-004 5.0938e-004 2.9358e-003 6.4968e-003 7.7826e-004 1.0170e-002 1.3135e-002 1.4849e-002 1.4993e-002 1.3692e-002 6.3791e-006 1.1306e-002 8.2983e-003 5.2504e-003 2.6630e-003 8.7243e-004 5.3509e-005 5.6231e-006 1.9105e-004 1.1056e-003 2.5092e-003 4.0732e-003 5.4893e-003 5.5608e-004 5.4719e-003 6.5355e-003 6.2168e-003 5.0606e-003 2.9127e-003 1.4192e-004 2.3853e-003 3.6031e-003 1.9298e-003 5.4163e-004 3.9806e-008 5.8828e-004 2.1458e-003 3.3762e-003 2.8550e-003 1.2921e-003 1.9124e-004 6.2077e-005 7.4340e-004 1.8931e-003 3.1070e-003 3.9277e-003 3.9758e-003 3.2125e-003 1.9975e-003 8.3260e-004 1.2474e-004 4.1081e-005 5.1735e-004 1.3772e-003 2.4090e-003 3.4227e-003 4.2214e-003 4.6879e-003 4.7025e-003 4.2794e-003
          21 4.8846e-011 7.1941e-011 1.1957e-010 6.9463e-010 2.7342e-001 3.6113e-001 8.1077e-002 1.5436e-001 7.0926e-002 8.3708e-002 3.4072e-002 3.7449e-002 2.8863e-002 6.4880e-003 2.7790e-003 2.7201e-004 1.7195e-003 4.2997e-003 7.6817e-003 1.0115e-002 1.5106e-002 1.4571e-002 1.4975e-002 1.6991e-002 1.1477e-002 8.7223e-003 4.9071e-003 2.2876e-003 5.0398e-004 4.7264e-006 1.2893e-006 5.3752e-004 1.8045e-003 3.3087e-003 4.6969e-003 2.7924e-006 5.6194e-003 5.8689e-003 5.4927e-003 4.6053e-003 3.3958e-003 2.1328e-003 5.5287e-006 1.0617e-003 3.2189e-004 9.6086e-006 1.2605e-004 6.2026e-004 3.7436e-004 8.8072e-004 1.8184e-003 2.4554e-003 2.8014e-003 2.5644e-003 9.4010e-004 3.4343e-004 2.0475e-003 2.0347e-003 1.3571e-003 5.6493e-004 3.9664e-005 1.9939e-004 1.0418e-003 1.6809e-003 1.4888e-003 8.4291e-004 2.6607e-004 6.5151e-006 1.2436e-004 5.7147e-004 1.1919e-003 1.7286e-003 1.9408e-003 1.7567e-003 1.2802e-003 7.1204e-004 2.5587e-004 2.2684e-005 4.0121e-005 2.7981e-004 6.8075e-004 1.1558e-003 1.6158e-003 1.9541e-003 2.0958e-003
