   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84
           0 9.9080e-001 9.0745e-003 1.2458e-004 2.5716e-006 9.2281e-047 3.6481e-034 4.5745e-044 7.5883e-043 4.6589e-041 4.7528e-039 1.6081e-036 2.1217e-025 3.1333e-035 1.0427e-034 9.4890e-034 1.2102e-032 3.5104e-031 5.8313e-021 7.6156e-032 6.2360e-030 1.0956e-028 2.1101e-027 1.1674e-025 2.3220e-012 2.8183e-025 2.6361e-026 4.6212e-025 2.6114e-023 1.8383e-021 1.6214e-010 3.6041e-020 2.1428e-020 5.4582e-020 2.2474e-019 1.6995e-018 2.0314e-011 6.5349e-017 5.6833e-020 1.1020e-017 1.3376e-016 1.9512e-015 2.3290e-013 3.3478e-010 9.0277e-014 7.8744e-014 1.7065e-013 6.5580e-013 6.6478e-012 6.4199e-010 6.4589e-011 9.4601e-012 7.8605e-012 1.1845e-011 2.8466e-011 9.6068e-011 1.3809e-010 5.4883e-011 2.2767e-011 1.3228e-011 9.2883e-012 6.8573e-012 4.4709e-012 1.9113e-012 2.3295e-013 1.3778e-013 1.1561e-012 2.7647e-012 4.8271e-012 7.4185e-012 1.0620e-011 1.4311e-011 1.8034e-011 2.1191e-011 2.3426e-011 2.4601e-011 2.4702e-011 2.4122e-011 2.3302e-011 2.2274e-011 2.1200e-011 2.0123e-011 1.8871e-011 1.7492e-011 1.5777e-011 1.3761e-011
           1 9.1931e-003 9.6946e-001 2.0845e-002 4.8380e-004 6.4948e-044 2.0996e-031 2.0936e-041 1.6524e-040 4.3814e-039 2.0357e-037 3.7270e-035 4.0371e-024 5.0683e-034 1.6168e-033 1.9938e-032 5.1556e-031 6.5549e-029 3.8350e-018 2.9462e-028 4.2285e-028 1.4686e-027 5.3127e-027 4.7445e-028 1.9895e-012 1.6048e-024 5.0950e-024 2.8398e-023 1.8901e-022 1.7714e-021 1.0161e-011 1.1504e-021 3.4098e-020 3.4442e-019 4.1099e-018 9.5587e-017 4.4471e-009 1.9321e-014 1.4835e-015 2.4355e-015 7.8628e-015 4.8242e-014 2.8321e-012 3.4868e-009 5.6390e-013 2.4479e-013 2.3320e-013 2.8581e-013 2.7969e-013 5.8820e-012 3.6466e-012 3.9229e-012 8.7751e-012 2.5964e-011 1.0506e-010 5.3174e-010 1.0245e-009 5.6745e-010 3.4932e-010 3.1152e-010 3.5149e-010 4.5072e-010 5.8742e-010 6.7941e-010 6.4064e-010 5.1439e-010 3.9032e-010 2.9959e-010 2.3743e-010 1.9317e-010 1.5805e-010 1.2604e-010 9.4578e-011 6.4802e-011 3.9432e-011 2.0224e-011 7.7271e-012 1.4412e-012 5.2263e-014 2.3206e-012 7.2855e-012 1.4296e-011 2.2680e-011 3.1876e-011 4.0713e-011 4.7877e-011
           2 7.8684e-006 2.1424e-002 9.4060e-001 3.6728e-002 3.6948e-042 1.2972e-029 1.3991e-039 1.4119e-038 5.0584e-037 3.2225e-035 7.7150e-033 9.1352e-022 1.2349e-031 4.0448e-031 4.5823e-030 1.0426e-028 1.2051e-026 6.9526e-016 5.4290e-026 9.1655e-026 4.8713e-025 4.9161e-024 1.9354e-022 3.6245e-009 4.5698e-022 1.3464e-022 1.1913e-024 3.4473e-021 3.6500e-019 3.5517e-008 8.2602e-018 5.4157e-018 1.5484e-017 7.6648e-017 8.2340e-016 1.9469e-008 7.5510e-014 2.2511e-015 8.6899e-016 1.1962e-018 1.5766e-014 4.1308e-012 6.5393e-009 2.1979e-012 2.2343e-012 5.2140e-012 2.0610e-011 2.0848e-010 1.9831e-008 1.9739e-009 2.7698e-010 2.1670e-010 3.0232e-010 6.6159e-010 2.0140e-009 2.6287e-009 9.1012e-010 3.0409e-010 1.2726e-010 5.1212e-011 1.0535e-011 1.7026e-012 4.0877e-011 1.1879e-010 1.9676e-010 2.5870e-010 3.1254e-010 3.6837e-010 4.3176e-010 5.0201e-010 5.6982e-010 6.1885e-010 6.3609e-010 6.2078e-010 5.7837e-010 5.1648e-010 4.4893e-010 3.8560e-010 3.2687e-010 2.7491e-010 2.2931e-010 1.8764e-010 1.5042e-010 1.1606e-010 8.5634e-011
           3 1.6074e-009 4.0377e-005 3.8191e-002 8.9773e-001 1.9798e-040 6.8522e-028 7.2392e-038 6.7906e-037 2.2287e-035 1.3021e-033 2.8921e-031 3.3264e-020 4.3560e-030 1.3624e-029 1.4963e-028 3.3645e-027 3.9535e-025 2.3207e-014 1.8889e-024 3.5925e-024 2.3318e-023 3.2016e-022 1.9946e-020 4.9357e-007 9.5553e-020 9.9972e-020 3.7384e-019 2.7513e-018 6.4983e-017 3.5226e-006 5.9841e-016 2.0028e-016 3.2424e-016 9.3740e-016 5.5978e-015 6.7175e-008 2.2617e-013 7.6875e-016 3.4120e-015 5.5710e-014 7.5001e-013 7.6741e-011 1.0601e-007 2.4907e-011 1.8032e-011 3.2305e-011 1.0234e-010 8.5290e-010 7.1552e-008 6.7167e-009 7.9889e-010 5.2980e-010 6.2374e-010 1.1386e-009 2.8669e-009 3.1242e-009 8.1793e-010 1.5871e-010 1.5516e-011 9.3407e-012 1.1335e-010 3.8146e-010 8.0567e-010 1.1964e-009 1.4070e-009 1.5017e-009 1.5827e-009 1.7014e-009 1.8741e-009 2.0927e-009 2.3192e-009 2.4923e-009 2.5631e-009 2.5268e-009 2.3991e-009 2.2014e-009 1.9822e-009 1.7779e-009 1.5871e-009 1.4176e-009 1.2677e-009 1.1234e-009 9.8651e-010 8.4457e-010 7.0060e-010
           4 2.3869e-010 4.7484e-007 2.2406e-004 6.4057e-002 2.0694e-039 9.3087e-027 1.1519e-036 1.4662e-035 6.0165e-034 4.1427e-032 1.0364e-029 1.2436e-018 1.7023e-028 5.6573e-028 6.4389e-027 1.4566e-025 1.6584e-023 9.4971e-013 7.3356e-023 1.2283e-022 6.6925e-022 7.4205e-021 3.6532e-019 8.1168e-006 1.3829e-018 1.1727e-018 3.7466e-018 2.5473e-017 6.1408e-016 3.5622e-005 6.4711e-015 2.8047e-015 6.7168e-015 3.3562e-014 4.3147e-013 1.3832e-005 5.7164e-011 3.2332e-012 4.2651e-012 1.1877e-011 6.7004e-011 3.8594e-009 4.7787e-006 8.1321e-010 4.1388e-010 5.4527e-010 1.2994e-009 8.1894e-009 5.6024e-007 4.7414e-008 4.0359e-009 1.7399e-009 1.0895e-009 6.1117e-010 2.6766e-012 1.6452e-009 3.5328e-009 4.6306e-009 6.5728e-009 1.0223e-008 1.6704e-008 2.6474e-008 3.6216e-008 3.9844e-008 3.7196e-008 3.2883e-008 2.9561e-008 2.7678e-008 2.6949e-008 2.6874e-008 2.6787e-008 2.6009e-008 2.4228e-008 2.1636e-008 1.8562e-008 1.5320e-008 1.2325e-008 9.7849e-009 7.6317e-009 5.8572e-009 4.3975e-009 3.1709e-009 2.1677e-009 1.3551e-009 7.4723e-010
           5 1.1933e-009 2.4671e-007 9.9095e-006 9.7388e-004 1.2669e-039 1.1479e-027 3.0409e-039 6.2084e-036 1.0545e-033 1.5967e-031 6.7132e-029 9.6445e-018 1.5944e-027 6.9288e-027 9.6308e-026 2.5409e-024 3.2827e-022 1.9678e-011 1.6261e-021 3.0418e-021 1.8568e-020 2.3153e-019 1.2803e-017 2.9896e-004 5.3860e-017 4.9515e-017 1.6455e-016 1.0989e-015 2.4293e-014 1.2905e-003 2.1853e-013 7.5726e-014 1.3776e-013 5.0581e-013 4.7075e-012 1.1438e-004 4.5277e-010 1.8933e-011 1.9067e-011 4.2414e-011 2.0242e-010 1.0558e-008 1.2914e-005 2.1757e-009 1.1769e-009 1.7969e-009 5.4209e-009 4.7277e-008 4.3011e-006 4.2550e-007 6.1717e-008 5.3489e-008 8.7853e-008 2.3844e-007 9.2412e-007 1.5082e-006 7.1190e-007 3.7615e-007 2.9601e-007 3.0260e-007 3.5938e-007 4.4154e-007 4.8814e-007 4.4454e-007 3.4759e-007 2.5882e-007 1.9643e-007 1.5509e-007 1.2668e-007 1.0494e-007 8.5566e-008 6.6475e-008 4.7988e-008 3.1636e-008 1.8522e-008 9.1167e-009 3.3495e-009 5.6249e-010 5.5204e-011 1.2883e-009 3.8791e-009 7.5001e-009 1.1865e-008 1.6439e-008 2.0548e-008
           6 1.9301e-008 1.2150e-008 3.4460e-007 2.5617e-005 4.5248e-039 2.6789e-029 7.1018e-037 7.3084e-035 5.0039e-033 3.1236e-031 3.5854e-029 1.9220e-018 1.7462e-029 1.6637e-027 1.0661e-025 6.2691e-024 1.3607e-021 9.5494e-011 9.6606e-021 2.3379e-020 1.7182e-019 2.4546e-018 1.5035e-016 3.6495e-003 6.8635e-016 6.7768e-016 2.4125e-015 1.7312e-014 4.1390e-013 2.3152e-002 4.0597e-012 1.5473e-012 3.1198e-012 1.2767e-011 1.3278e-010 3.5463e-003 1.4245e-008 6.5945e-010 7.2469e-010 1.7196e-009 8.4830e-009 4.3942e-007 5.3314e-004 8.5798e-008 4.1786e-008 5.4566e-008 1.3414e-007 9.1475e-007 6.8543e-005 6.1410e-006 6.5674e-007 4.0990e-007 4.7973e-007 9.3016e-007 2.6660e-006 3.4479e-006 1.2447e-006 4.8314e-007 2.8177e-007 2.2008e-007 2.0885e-007 2.1667e-007 2.1471e-007 1.8620e-007 1.4770e-007 1.1922e-007 1.0461e-007 1.0123e-007 1.0664e-007 1.1916e-007 1.3658e-007 1.5535e-007 1.7176e-007 1.8403e-007 1.9142e-007 1.9355e-007 1.9280e-007 1.9196e-007 1.9075e-007 1.9013e-007 1.9027e-007 1.8929e-007 1.8727e-007 1.8133e-007 1.7061e-007
           7 6.3530e-009 7.5835e-008 5.9120e-007 1.6876e-006 8.8992e-038 1.1348e-031 1.3511e-035 9.6911e-034 4.6191e-032 1.7042e-030 5.4996e-029 5.7377e-020 9.3383e-028 2.2718e-026 4.9548e-025 1.1998e-023 8.2379e-022 2.9926e-011 5.6620e-022 1.5067e-021 8.8082e-020 3.2252e-018 3.5724e-016 1.0642e-002 2.4756e-015 3.3328e-015 1.5030e-014 1.2959e-013 3.5776e-012 2.1512e-001 3.9312e-011 1.6400e-011 3.5539e-011 1.5407e-010 1.6782e-009 4.6292e-002 1.8679e-007 8.9065e-009 1.0025e-008 2.4274e-008 1.2199e-007 6.4410e-006 7.8519e-003 1.2856e-006 6.4347e-007 8.7016e-007 2.2369e-006 1.6131e-005 1.2665e-003 1.1633e-004 1.3491e-005 9.2612e-006 1.2059e-005 2.6202e-005 8.3677e-005 1.1800e-004 4.7186e-005 2.0627e-005 1.3469e-005 1.1551e-005 1.1672e-005 1.2393e-005 1.2021e-005 9.7252e-006 6.8270e-006 4.6201e-006 3.2367e-006 2.4048e-006 1.8915e-006 1.5510e-006 1.2947e-006 1.0733e-006 8.7142e-007 6.9300e-007 5.4169e-007 4.1796e-007 3.2377e-007 2.5590e-007 2.0649e-007 1.7133e-007 1.4638e-007 1.2760e-007 1.1351e-007 1.0137e-007 9.0144e-008
           8 4.7689e-009 3.0323e-009 2.8976e-008 1.1798e-006 3.9053e-036 6.9687e-032 5.0616e-034 3.0490e-032 1.2006e-030 3.5402e-029 8.0480e-028 5.8463e-022 1.5143e-026 2.4312e-025 3.4905e-024 4.6009e-023 7.2497e-022 1.6963e-012 3.5751e-021 4.8560e-020 5.7729e-019 8.2834e-018 3.4104e-016 5.8176e-003 5.5466e-016 4.2419e-018 1.9003e-015 6.5312e-014 3.8065e-012 3.1626e-001 6.8854e-011 4.1399e-011 1.1903e-010 6.4759e-010 8.5100e-009 2.6952e-001 1.1097e-006 6.0603e-008 7.6721e-008 2.0574e-007 1.1296e-006 6.4342e-005 7.9687e-002 1.3691e-005 7.2221e-006 1.0181e-005 2.7005e-005 1.9905e-004 1.5793e-002 1.4561e-003 1.7004e-004 1.1697e-004 1.5214e-004 3.2973e-004 1.0508e-003 1.4806e-003 5.9228e-004 2.5979e-004 1.7097e-004 1.4851e-004 1.5279e-004 1.6598e-004 1.6547e-004 1.3822e-004 1.0072e-004 7.1132e-005 5.2241e-005 4.0830e-005 3.3865e-005 2.9318e-005 2.5833e-005 2.2567e-005 1.9244e-005 1.6000e-005 1.2998e-005 1.0343e-005 8.1847e-006 6.5349e-006 5.2591e-006 4.2917e-006 3.5532e-006 2.9565e-006 2.4738e-006 2.0497e-006 1.6729e-006
           9 1.4536e-009 4.0386e-009 4.0474e-008 7.7832e-007 4.5792e-034 1.0286e-035 5.0658e-032 2.5959e-030 8.6452e-029 2.1365e-027 4.0255e-026 3.4697e-023 6.2785e-025 8.1313e-024 9.2064e-023 9.1160e-022 8.3075e-021 6.3211e-014 6.4887e-020 4.9986e-019 3.6357e-018 2.6609e-017 2.7117e-016 5.7335e-004 3.6487e-016 4.3263e-015 3.4447e-014 3.2649e-013 7.2298e-012 3.2377e-001 4.5044e-011 5.5140e-012 3.7182e-015 6.8707e-011 3.1430e-009 1.8395e-001 8.1867e-007 7.1324e-008 1.2770e-007 4.4960e-007 3.0834e-006 2.1182e-004 2.7287e-001 5.2965e-005 3.2169e-005 5.1364e-005 1.5219e-004 1.2374e-003 1.0449e-001 9.9093e-003 1.2479e-003 9.1788e-004 1.2643e-003 2.8735e-003 9.4910e-003 1.3694e-002 5.6087e-003 2.5160e-003 1.6848e-003 1.4813e-003 1.5352e-003 1.6739e-003 1.6702e-003 1.3937e-003 1.0132e-003 7.1324e-004 5.2207e-004 4.0687e-004 3.3683e-004 2.9149e-004 2.5723e-004 2.2554e-004 1.9350e-004 1.6226e-004 1.3332e-004 1.0760e-004 8.6605e-005 7.0535e-005 5.8069e-005 4.8606e-005 4.1383e-005 3.5494e-005 3.0677e-005 2.6298e-005 2.2223e-005
