   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34
          10 2.1057e-009 1.7142e-009 2.3159e-010 1.6417e-008 4.0176e-007 7.1136e-007 5.2783e-006 7.4574e-004 1.7835e-002 1.7794e-001 5.4753e-001 2.4428e-001 1.1656e-002 1.4770e-006 2.9231e-007 4.3831e-007 1.3994e-007 9.1203e-008 3.6998e-009 1.5908e-008 2.8393e-009 1.6150e-010 4.0696e-010 1.9988e-009 5.8415e-010 1.0503e-011 1.6171e-010 6.5616e-011 2.0303e-013 1.9759e-011 3.5656e-011 3.0695e-011 2.0539e-011 1.2457e-011 7.0346e-012
          11 6.4907e-011 1.0812e-012 7.6727e-009 5.9439e-009 5.6831e-008 6.2581e-007 3.6707e-007 2.2337e-005 1.4045e-003 2.4956e-002 1.9722e-001 4.8224e-001 2.7875e-001 1.5397e-002 2.2111e-006 1.1692e-007 5.3124e-007 1.2892e-007 1.9205e-007 5.7545e-010 2.5727e-008 1.6769e-008 5.3841e-010 5.6025e-010 2.1169e-009 4.2573e-009 1.3085e-009 6.9495e-012 2.1833e-010 3.3130e-010 2.3610e-010 1.3037e-010 6.8453e-011 3.6239e-011 1.8975e-011
          12 1.2369e-009 7.6573e-010 2.2527e-009 7.1699e-009 1.7766e-008 1.6538e-007 1.1002e-006 3.7153e-008 6.8493e-005 2.4850e-003 3.3672e-002 2.1348e-001 4.1673e-001 3.1364e-001 1.9912e-002 2.4813e-006 4.6353e-009 5.3675e-007 1.8405e-007 2.1404e-007 6.6646e-009 3.4040e-008 2.1051e-008 3.6281e-011 8.1218e-011 1.7085e-009 3.8548e-009 2.1637e-009 5.0298e-010 3.4487e-011 2.6497e-012 1.3954e-011 1.3895e-011 9.8253e-012 5.9510e-012
          13 8.8531e-011 6.7386e-011 1.8770e-009 3.3116e-010 1.4983e-008 5.9611e-008 3.1747e-007 1.2427e-006 3.9844e-007 1.7100e-004 4.1516e-003 4.3919e-002 2.2570e-001 3.5239e-001 3.4842e-001 2.5234e-002 1.6820e-006 9.1191e-008 4.5849e-007 2.8543e-007 1.7408e-007 4.2706e-008 4.1950e-008 1.6257e-008 3.0783e-009 2.0789e-009 2.5512e-009 1.8782e-009 8.7510e-010 3.1901e-010 1.0982e-010 4.0707e-011 1.7265e-011 8.1500e-012 4.0135e-012
          14 4.8372e-010 2.4886e-010 1.5522e-009 2.5782e-010 1.3285e-009 2.2906e-008 1.0363e-007 5.6815e-007 9.4749e-007 5.1834e-006 3.8163e-004 6.5884e-003 5.5474e-002 2.3299e-001 2.9069e-001 3.8251e-001 3.1356e-002 1.8322e-007 6.9363e-007 4.0272e-007 2.5681e-007 3.1134e-007 3.4357e-008 5.3105e-008 4.6078e-008 8.4181e-009 8.0234e-010 9.7747e-010 2.1290e-009 2.4179e-009 1.7914e-009 1.0686e-009 5.9683e-010 3.2911e-010 1.7661e-010
          15 5.6532e-010 1.7954e-010 3.3096e-010 5.3260e-011 1.0559e-010 3.2302e-009 7.7710e-008 2.4737e-007 8.7295e-007 5.3389e-007 2.2521e-005 7.8136e-004 1.0004e-002 6.7913e-002 2.3454e-001 2.3309e-001 4.1546e-001 3.8179e-002 1.8761e-006 2.2810e-006 3.0431e-007 1.9336e-007 4.4746e-007 4.4090e-008 5.0214e-008 7.9411e-008 3.0754e-008 4.1342e-009 4.2395e-010 2.6546e-010 3.7052e-010 3.5826e-010 2.6319e-010 1.6879e-010 9.8343e-011
          16 5.8398e-012 1.1775e-011 1.5807e-009 5.7047e-010 2.0308e-010 6.6908e-010 1.8632e-008 1.4321e-007 4.9838e-007 9.7876e-007 5.8602e-010 6.8638e-005 1.4800e-003 1.4583e-002 8.0611e-002 2.2987e-001 1.8093e-001 4.4693e-001 4.5507e-002 2.1842e-005 5.5716e-006 8.2610e-008 2.5513e-007 3.7456e-007 6.9363e-008 7.8491e-008 1.0074e-007 5.2581e-008 1.5671e-008 3.9890e-009 1.2190e-009 4.8950e-010 2.3641e-010 1.2395e-010 6.5356e-011
          17 3.2429e-010 1.6304e-010 1.6080e-010 6.5004e-011 1.2154e-009 1.3116e-009 2.5181e-010 3.8978e-008 2.2829e-007 6.8210e-007 8.3785e-007 1.8529e-006 1.7735e-004 2.6166e-003 2.0408e-002 9.2724e-002 2.1886e-001 1.3538e-001 4.7690e-001 5.2805e-002 1.0619e-004 1.0050e-005 1.2920e-007 3.4293e-007 4.6365e-007 7.5828e-008 4.7563e-008 7.4020e-008 6.6572e-008 4.0733e-008 2.1115e-008 1.0460e-008 5.3245e-009 2.8008e-009 1.4667e-009
          18 5.2300e-010 7.1494e-011 4.5993e-010 2.0711e-010 2.9798e-010 1.0709e-009 2.9144e-010 4.6565e-009 7.9864e-008 4.6380e-007 8.4864e-007 3.0088e-007 1.2958e-005 4.1196e-004 4.3941e-003 2.7476e-002 1.0321e-001 2.0171e-001 9.7473e-002 5.0566e-001 5.9330e-002 3.3751e-004 9.0249e-006 2.1354e-006 1.9768e-008 5.9184e-007 2.9000e-007 1.1325e-007 5.9219e-008 3.3120e-008 1.7576e-008 9.0049e-009 4.6955e-009 2.5069e-009 1.3242e-009
          19 1.7929e-010 3.3589e-012 9.5695e-010 3.7208e-010 1.2878e-010 1.1483e-010 3.3556e-009 2.8012e-009 2.9968e-008 2.0191e-007 7.1087e-007 9.2961e-007 7.2137e-008 4.7967e-005 8.5666e-004 6.9944e-003 3.5533e-002 1.1093e-001 1.7904e-001 6.7635e-002 5.3326e-001 6.4863e-002 7.9427e-004 2.4791e-006 3.8632e-006 6.8713e-007 1.3686e-007 2.3530e-007 1.3230e-007 8.8214e-008 6.1484e-008 3.8441e-008 2.2485e-008 1.2785e-008 6.9863e-009
          20 1.3065e-012 8.1217e-011 2.5771e-010 5.7481e-011 4.7059e-010 4.0367e-011 3.1517e-009 5.1305e-009 1.5159e-008 5.9799e-008 3.9295e-007 9.2828e-007 5.9359e-007 3.1762e-006 1.4149e-004 1.6536e-003 1.0613e-002 4.4181e-002 1.1465e-001 1.5256e-001 4.4880e-002 5.6044e-001 6.9158e-002 1.7339e-003 1.5256e-006 5.7024e-006 2.4386e-006 3.6300e-008 4.0738e-008 4.0028e-008 2.4011e-008 1.4132e-008 8.2881e-009 4.7857e-009 2.6489e-009
          21 1.5283e-010 9.3085e-011 3.6487e-011 4.8186e-011 1.4411e-010 6.1084e-011 3.0489e-010 3.5735e-009 7.5037e-009 2.4885e-008 1.4582e-007 5.8270e-007 9.6590e-007 7.7882e-009 1.8957e-005 3.5356e-004 2.9720e-003 1.5255e-002 5.2533e-002 1.1298e-001 1.2485e-001 2.8015e-002 5.8949e-001 7.0057e-002 3.3785e-003 6.0823e-005 1.5227e-006 5.9301e-006 1.7389e-006 2.8407e-007 4.5012e-008 8.9230e-009 2.3816e-009 8.1423e-010 3.2568e-010
          22 2.8102e-010 3.0178e-011 4.3057e-010 2.0312e-010 1.2322e-011 1.5993e-013 2.8043e-010 6.0017e-010 2.7430e-009 1.9282e-008 5.9037e-008 2.9054e-007 7.6190e-007 6.3031e-007 1.3704e-006 6.9875e-005 7.8923e-004 5.0384e-003 2.0855e-002 5.9421e-002 1.0583e-001 9.6601e-002 1.6855e-002 6.2042e-001 6.7962e-002 5.8610e-003 3.0428e-004 9.1354e-006 8.6436e-007 2.1191e-006 1.4581e-006 7.9595e-007 4.2145e-007 2.2560e-007 1.1911e-007
          23 2.3097e-010 1.6005e-015 5.6303e-010 1.7263e-010 1.7378e-010 3.6646e-011 6.6640e-010 1.4924e-011 8.0283e-010 1.4209e-008 3.9008e-008 1.5378e-007 4.8443e-007 8.9444e-007 4.0530e-008 1.2180e-005 2.0659e-004 1.6117e-003 7.9872e-003 2.7126e-002 6.3549e-002 9.4200e-002 6.9826e-002 9.6886e-003 6.5522e-001 5.9529e-002 9.9109e-003 9.7397e-004 9.6549e-005 8.9389e-006 9.5313e-007 1.3374e-007 2.5103e-008 6.0431e-009 1.7800e-009
          24 1.0807e-010 1.8050e-011 3.3139e-010 5.5069e-011 2.0843e-010 5.7082e-011 2.4286e-010 1.6161e-010 3.0360e-010 6.9123e-009 3.1112e-008 9.7046e-008 3.0667e-007 7.0333e-007 5.1340e-007 1.2609e-006 5.3344e-005 5.2040e-004 3.0425e-003 1.1972e-002 3.3498e-002 6.4868e-002 7.8575e-002 4.7936e-002 6.4530e-003 6.9409e-001 4.0375e-002 1.4592e-002 3.1316e-003 6.7096e-004 1.5457e-004 4.3538e-005 1.5581e-005 6.6517e-006 3.0932e-006
          25 2.2361e-011 4.0336e-011 8.1858e-011 1.1611e-012 9.8392e-011 2.5121e-011 5.7254e-014 4.9795e-011 2.1836e-010 1.9704e-009 2.0026e-008 6.2601e-008 1.9445e-007 4.4152e-007 6.3392e-007 2.0066e-011 1.2283e-005 1.6932e-004 1.1440e-003 5.0887e-003 1.6295e-002 3.7253e-002 5.9182e-002 5.9284e-002 2.8313e-002 7.3450e-003 7.4124e-001 2.0557e-002 1.4314e-002 5.3135e-003 1.9560e-003 7.6985e-004 3.4020e-004 1.6470e-004 8.2295e-005
          26 3.0913e-014 4.2959e-011 8.5117e-013 1.0694e-011 1.6895e-011 1.8780e-012 1.3035e-010 5.2451e-012 2.1765e-010 3.4433e-010 9.9989e-009 3.8151e-008 1.2381e-007 2.7942e-007 5.1384e-007 1.9213e-007 2.4654e-006 5.8182e-005 4.5693e-004 2.2505e-003 7.9486e-003 2.0548e-002 3.8101e-002 4.8937e-002 4.0043e-002 1.4302e-002 9.7808e-003 7.8605e-001 4.3831e-003 9.5634e-003 5.3170e-003 2.6037e-003 1.2912e-003 6.6486e-004 3.4338e-004
          27 7.5299e-012 3.1870e-011 2.0056e-011 2.8152e-011 2.4148e-013 2.2752e-012 2.5425e-010 8.1443e-011 1.9918e-010 3.7639e-011 4.0238e-009 2.1191e-008 7.5767e-008 1.8380e-007 3.6417e-007 2.9739e-007 3.5979e-007 2.0243e-005 1.8979e-004 1.0295e-003 3.9047e-003 1.1026e-002 2.2798e-002 3.3948e-002 3.5460e-002 2.1617e-002 7.2954e-003 1.6131e-002 8.2356e-001 4.9036e-004 1.9427e-003 1.9776e-003 1.2884e-003 7.5287e-004 4.1421e-004
          28 1.5888e-011 1.8656e-011 4.6448e-011 3.0267e-011 8.7149e-012 8.5292e-012 2.3639e-010 1.2990e-010 1.4851e-010 5.0363e-012 1.4412e-009 1.0938e-008 4.3702e-008 1.1853e-007 2.3890e-007 2.5803e-007 2.3999e-008 7.2020e-006 8.1446e-005 4.8268e-004 1.9289e-003 5.7751e-003 1.2846e-002 2.1075e-002 2.4760e-002 2.0146e-002 9.3322e-003 3.3708e-003 2.8092e-002 8.4888e-001 7.7697e-003 3.1362e-004 1.1722e-011 2.2336e-005 2.6982e-005
          29 1.4600e-011 8.8359e-012 4.3363e-011 2.0527e-011 1.1806e-011 8.8764e-012 1.4482e-010 1.0413e-010 8.5833e-011 2.4082e-012 4.8503e-010 5.0558e-009 2.2104e-008 6.5992e-008 1.3401e-007 1.6199e-007 2.9280e-010 2.5315e-006 3.3669e-005 2.1367e-004 8.8579e-004 2.7504e-003 6.3908e-003 1.1118e-002 1.3980e-002 1.2923e-002 7.4570e-003 2.6882e-003 2.8626e-003 3.7373e-002 8.8455e-001 3.7524e-003 2.3688e-003 8.6783e-004 3.3098e-004
          30 4.0634e-012 1.8151e-012 1.2085e-011 5.0090e-012 3.6639e-012 2.5493e-012 3.3470e-011 2.7110e-011 1.9680e-011 7.7991e-013 8.4562e-011 1.0512e-009 4.8167e-009 1.5122e-008 3.0857e-008 3.8848e-008 1.2283e-009 4.5560e-007 6.6435e-006 4.3699e-005 1.8457e-004 5.8304e-004 1.3815e-003 2.4678e-003 3.2019e-003 3.1118e-003 1.9492e-003 7.8804e-004 4.3263e-004 3.0787e-003 7.2995e-003 6.9513e-001 1.9062e-001 8.4293e-002 8.2498e-004
          31 1.2287e-012 5.3129e-013 3.6540e-012 1.4939e-012 1.1188e-012 7.7283e-013 9.9210e-012 8.1374e-012 5.8328e-012 2.4264e-013 2.4326e-011 3.0843e-010 1.4206e-009 4.4845e-009 9.1566e-009 1.1574e-008 4.2367e-010 1.3155e-007 1.9384e-006 1.2801e-005 5.4179e-005 1.7146e-004 4.0711e-004 7.2921e-004 9.4929e-004 9.2726e-004 5.8553e-004 2.3965e-004 1.2616e-004 8.0756e-004 2.5015e-003 1.1467e-001 4.3248e-002 3.9617e-001 4.1937e-001
