# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=3) -> e + D2(D1Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  3  1.29674E+01    5.00440E-01   6.80110E-01  -3.72840E+00   8.34590E+00  -8.22470E+00   3.06760E+00
   1 <-  3  1.31661E+01    8.70990E-02   1.37380E-03  -1.24250E-02   1.77460E-02   8.83120E-04  -7.14000E-03
   2 <-  3  1.33566E+01    3.13200E-01   2.50550E-01  -1.34660E+00   2.94520E+00  -2.83200E+00   1.02790E+00
   3 <-  3  1.35392E+01    2.12000E-01   2.17290E-01  -1.11870E+00   2.45280E+00  -2.42290E+00   9.04350E-01
   4 <-  3  1.37140E+01   -1.60790E-06   3.29800E-02  -1.63570E-01   3.59120E-01  -3.63560E-01   1.38720E-01
   5 <-  3  1.38810E+01    1.12030E-01  -4.70720E-03   1.01380E-02  -2.40650E-02   4.39480E-02  -2.36480E-02
   6 <-  3  1.40406E+01    1.83280E-01   5.56910E-02  -3.04430E-01   6.54800E-01  -6.06080E-01   2.11160E-01
   7 <-  3  1.41927E+01    1.89120E-01   1.04310E-01  -5.40990E-01   1.16220E+00  -1.10820E+00   3.98080E-01
   8 <-  3  1.43373E+01    1.58420E-01   1.01550E-01  -5.15530E-01   1.10430E+00  -1.06260E+00   3.84800E-01
   9 <-  3  1.44746E+01    1.13730E-01   6.69800E-02  -3.35810E-01   7.17580E-01  -6.93670E-01   2.52130E-01
  10 <-  3  1.46046E+01    6.96940E-02   2.97640E-02  -1.48270E-01   3.15640E-01  -3.04810E-01   1.10430E-01
  11 <-  3  1.47271E+01    3.17010E-02   6.91950E-03  -3.45990E-02   7.36380E-02  -7.10460E-02   2.56070E-02
  12 <-  3  1.48423E+01   -1.02260E-07   2.27860E-05  -1.59810E-04   4.51770E-04  -5.71930E-04   2.65560E-04
  13 <-  3  1.49499E+01    2.20650E-02   3.52280E-03  -1.65330E-02   3.42540E-02  -3.28370E-02   1.19760E-02
  14 <-  3  1.50498E+01    4.02070E-02   1.08640E-02  -5.15660E-02   1.06690E-01  -1.01440E-01   3.64530E-02
  15 <-  3  1.51420E+01    5.39140E-02   1.75380E-02  -8.35060E-02   1.72100E-01  -1.62380E-01   5.77510E-02
  16 <-  3  1.52261E+01    6.37280E-02   2.15650E-02  -1.02890E-01   2.11150E-01  -1.97630E-01   6.95960E-02
  17 <-  3  1.53020E+01    6.99700E-02   2.27190E-02  -1.08650E-01   2.22030E-01  -2.06090E-01   7.18650E-02
  18 <-  3  1.53693E+01    7.28580E-02   2.16330E-02  -1.03750E-01   2.11230E-01  -1.94550E-01   6.72230E-02
  19 <-  3  1.54278E+01    7.26920E-02   1.90910E-02  -9.18360E-02   1.86360E-01  -1.70330E-01   5.83220E-02
  20 <-  3  1.54770E+01    6.97240E-02   1.57610E-02  -7.60540E-02   1.53790E-01  -1.39430E-01   4.72760E-02
  21 <-  3  1.55168E+01    6.40150E-02   1.21280E-02  -5.86940E-02   1.18290E-01  -1.06400E-01   3.57300E-02
  22 <-  3  1.55466E+01    5.53250E-02   8.45280E-03  -4.10090E-02   8.24340E-02  -7.36730E-02   2.45420E-02
  23 <-  3  1.55662E+01    4.26720E-02   4.80550E-03  -2.33540E-02   4.68650E-02  -4.17020E-02   1.38160E-02
  24 <-  3  1.55756E+01    2.59510E-02   1.73890E-03  -8.45820E-03   1.69580E-02  -1.50570E-02   4.97480E-03
  25 <-  3  1.55788E+01    1.56760E-02   6.29840E-04  -3.06460E-03   6.14260E-03  -5.45010E-03   1.79900E-03
  26 <-  3  1.55799E+01    6.26760E-03   1.00430E-04  -4.88720E-04   9.79500E-04  -8.68850E-04   2.86700E-04
  DE <-  3  1.55799E+01    3.81870E-01   2.20800E-01  -1.16820E+00   2.30460E+00  -1.90400E+00   5.50400E-01
