# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=3) -> e + D2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  3  1.28520E+01    7.61270E-02  -1.04300E-01   6.27990E-01  -1.25110E+00   9.37800E-01
   1 <-  3  1.30621E+01    1.58600E-02  -4.60510E-03   2.76360E-02  -5.82250E-02   4.65760E-02
   2 <-  3  1.32605E+01    4.20280E-02  -3.09270E-02   1.84660E-01  -3.58340E-01   2.63570E-01
   3 <-  3  1.34497E+01    2.29330E-02  -8.94630E-03   5.62260E-02  -1.01940E-01   7.18020E-02
   4 <-  3  1.36309E+01    5.09070E-03  -3.80960E-04   2.29740E-03  -3.75880E-03   1.82050E-03
   5 <-  3  1.38041E+01    1.59530E-02  -4.45800E-03   2.55870E-02  -5.13580E-02   3.76830E-02
   6 <-  3  1.39696E+01    2.15720E-02  -7.93920E-03   4.63080E-02  -8.78430E-02   6.24590E-02
   7 <-  3  1.41275E+01    2.10010E-02  -7.42280E-03   4.36820E-02  -8.04180E-02   5.60630E-02
   8 <-  3  1.42780E+01    1.73530E-02  -5.03490E-03   2.96760E-02  -5.37590E-02   3.71070E-02
   9 <-  3  1.44211E+01    1.21900E-02  -2.49870E-03   1.48140E-02  -2.67750E-02   1.86340E-02
  10 <-  3  1.45568E+01    7.12140E-03  -8.76970E-04   5.24290E-03  -9.67080E-03   6.91370E-03
  11 <-  3  1.46850E+01    2.85370E-03  -1.55290E-04   9.43960E-04  -1.89330E-03   1.42820E-03
  12 <-  3  1.48057E+01    1.23490E-03  -1.20560E-05   5.76110E-05  -4.95390E-05   1.67830E-06
  13 <-  3  1.49187E+01    4.20780E-03  -2.38230E-04   1.29150E-03  -2.03670E-03   1.28920E-03
  14 <-  3  1.50236E+01    6.74280E-03  -6.56110E-04   3.56880E-03  -6.05250E-03   4.07010E-03
  15 <-  3  1.51199E+01    9.00950E-03  -1.20430E-03   6.46070E-03  -1.13520E-02   7.72930E-03
  16 <-  3  1.52069E+01    1.05950E-02  -1.68630E-03   8.95590E-03  -1.60540E-02   1.09850E-02
  17 <-  3  1.52835E+01    1.13910E-02  -1.96120E-03   1.03460E-02  -1.87820E-02   1.28920E-02
  18 <-  3  1.53489E+01    1.14160E-02  -1.97580E-03   1.03820E-02  -1.90070E-02   1.30870E-02
  19 <-  3  1.54029E+01    1.09500E-02  -1.82050E-03   9.54660E-03  -1.75830E-02   1.21480E-02
  20 <-  3  1.54477E+01    1.03460E-02  -1.62620E-03   8.52160E-03  -1.57670E-02   1.09340E-02
  21 <-  3  1.54853E+01    9.65160E-03  -1.41580E-03   7.42120E-03  -1.37820E-02   9.59710E-03
  22 <-  3  1.55167E+01    8.92720E-03  -1.21130E-03   6.34190E-03  -1.18080E-02   8.23370E-03
  23 <-  3  1.55420E+01    8.06320E-03  -9.87990E-04   5.16050E-03  -9.62270E-03   6.70210E-03
  24 <-  3  1.55609E+01    6.84590E-03  -7.12020E-04   3.71260E-03  -6.92980E-03   4.82220E-03
  25 <-  3  1.55729E+01    5.13900E-03  -4.01150E-04   2.08940E-03  -3.90230E-03   2.71400E-03
  26 <-  3  1.55783E+01    2.97400E-03  -1.34340E-04   6.99370E-04  -1.30650E-03   9.08440E-04
  27 <-  3  1.55797E+01    1.11470E-03  -1.88710E-05   9.82320E-05  -1.83520E-04   1.27600E-04
  28 <-  3  1.55799E+01    6.85700E-04  -7.14110E-06   3.71720E-05  -6.94490E-05   4.82840E-05
  DE <-  3  1.55799E+01    1.34610E-06   8.79640E-03  -5.88470E-02   1.48470E-01  -7.69790E-02
