# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=3) -> e + D2(B1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  3  1.01668E+01    7.82730E-01   5.64140E-01  -3.47700E+00   9.19740E+00  -1.00030E+01   4.23030E+00
   1 <-  3  1.02838E+01    1.02030E+00   1.09800E+00  -6.60980E+00   1.72420E+01  -1.88140E+01   7.99360E+00
   2 <-  3  1.03984E+01    9.12850E-01   1.00910E+00  -5.92980E+00   1.51590E+01  -1.64350E+01   6.94700E+00
   3 <-  3  1.05107E+01    5.84060E-01   5.21210E-01  -2.95630E+00   7.33310E+00  -7.85430E+00   3.28230E+00
   4 <-  3  1.06208E+01    1.75390E-01   1.13470E-01  -5.96310E-01   1.40540E+00  -1.49970E+00   6.21970E-01
   5 <-  3  1.07287E+01    1.75780E-01  -2.13810E-02   7.08600E-02  -9.78680E-02   9.59010E-02  -3.44250E-02
   6 <-  3  1.08346E+01    4.26770E-01   7.64350E-02  -5.83500E-01   1.65960E+00  -1.78980E+00   7.59720E-01
   7 <-  3  1.09384E+01    5.47210E-01   2.40000E-01  -1.52680E+00   3.98930E+00  -4.25870E+00   1.77910E+00
   8 <-  3  1.10402E+01    5.53390E-01   3.31580E-01  -1.98860E+00   5.01430E+00  -5.30910E+00   2.19220E+00
   9 <-  3  1.11400E+01    4.75500E-01   3.10410E-01  -1.79300E+00   4.40290E+00  -4.62030E+00   1.88450E+00
  10 <-  3  1.12378E+01    3.47330E-01   2.12210E-01  -1.18710E+00   2.84060E+00  -2.94740E+00   1.18410E+00
