# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=3) -> e + D2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  3  1.29050E+01    3.83680E-02  -2.45250E-02   1.97990E-01  -3.19130E-01   2.32580E-01
   1 <-  3  1.31018E+01    5.27200E-03  -4.95760E-04   2.84140E-03  -5.54920E-03   4.57120E-03
   2 <-  3  1.32935E+01    2.93710E-02  -1.45980E-02   9.60710E-02  -1.65170E-01   1.20450E-01
   3 <-  3  1.34748E+01    2.07030E-02  -7.49480E-03   5.32100E-02  -9.25450E-02   7.13800E-02
   4 <-  3  1.36470E+01    9.90270E-03  -1.76250E-03   1.07370E-02  -2.07880E-02   1.55480E-02
   5 <-  3  1.38127E+01    2.50280E-07   6.02000E-05   9.92700E-04  -2.61740E-04   3.27700E-04
   6 <-  3  1.39720E+01    6.03640E-03  -6.81990E-04   9.90880E-03  -1.46410E-02   1.41230E-02
   7 <-  3  1.41246E+01    2.09020E-02  -7.35770E-03   4.54890E-02  -8.18810E-02   5.95300E-02
   8 <-  3  1.42698E+01    2.21290E-02  -8.24960E-03   4.84480E-02  -8.95300E-02   6.44230E-02
   9 <-  3  1.44074E+01    1.88630E-02  -5.98440E-03   3.42360E-02  -6.41610E-02   4.60580E-02
  10 <-  3  1.45383E+01    1.31330E-02  -2.89170E-03   1.62990E-02  -3.07670E-02   2.21330E-02
  11 <-  3  1.46622E+01    7.54380E-03  -9.41200E-04   5.15270E-03  -9.69270E-03   6.81910E-03
  12 <-  3  1.47791E+01    1.78600E-03  -4.93160E-05   2.47960E-04  -4.28530E-04   2.69590E-04
  13 <-  3  1.48890E+01    2.00320E-03  -7.60130E-05   4.97100E-04  -1.06570E-03   9.34940E-04
  14 <-  3  1.49919E+01   -7.39330E-07   3.71600E-04  -3.41380E-03   9.04110E-03  -6.00020E-03
  15 <-  3  1.50875E+01    8.29290E-03  -1.17120E-03   6.68030E-03  -1.32910E-02   1.01810E-02
  16 <-  3  1.51757E+01    1.00440E-02  -1.70050E-03   9.59610E-03  -1.89620E-02   1.43640E-02
  17 <-  3  1.52565E+01    1.09680E-02  -2.01340E-03   1.13040E-02  -2.22300E-02   1.67500E-02
  18 <-  3  1.53293E+01    1.11260E-02  -2.06300E-03   1.15900E-02  -2.27250E-02   1.71460E-02
  19 <-  3  1.53940E+01    1.03670E-02  -1.79250E-03   1.01850E-02  -1.99820E-02   1.52960E-02
  20 <-  3  1.54500E+01    1.04320E-02  -1.79880E-03   1.00940E-02  -1.96700E-02   1.47860E-02
  21 <-  3  1.54968E+01   -1.77970E-08   9.28690E-04  -8.18750E-03   2.13510E-02  -1.40940E-02
  22 <-  3  1.55337E+01    8.53460E-03  -1.19560E-03   6.68400E-03  -1.29530E-02   9.65960E-03
  23 <-  3  1.55599E+01    6.95070E-03  -7.91530E-04   4.42340E-03  -8.55940E-03   6.37300E-03
  24 <-  3  1.55749E+01    4.67530E-03  -3.57760E-04   1.99900E-03  -3.86520E-03   2.87540E-03
  25 <-  3  1.55793E+01    1.67850E-03  -4.61010E-05   2.57590E-04  -4.97950E-04   3.70360E-04
  26 <-  3  1.55799E+01    5.85700E-04  -5.61280E-06   3.13620E-05  -6.06240E-05   4.50890E-05
  DE <-  3  1.55799E+01   -8.61550E-06   8.08460E-03  -6.05770E-02   1.68180E-01  -9.34630E-02
