# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=3) -> e + D2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  3  1.07545E+01    1.61480E-01  -5.40990E-01   3.63540E+00  -8.03430E+00   6.84100E+00
   1 <-  3  1.09796E+01    1.61290E-01  -5.28910E-01   3.46000E+00  -7.54630E+00   6.22840E+00
   2 <-  3  1.11962E+01    1.43130E-01  -4.10140E-01   2.61950E+00  -5.68840E+00   4.57490E+00
   3 <-  3  1.14043E+01    3.36540E-06   1.10140E-05   2.96720E-04  -1.69000E-03   3.98480E-03
   4 <-  3  1.16042E+01    1.05920E-01  -2.21840E-01   1.40910E+00  -3.07500E+00   2.49290E+00
   5 <-  3  1.17961E+01    1.36000E-01  -3.60120E-01   2.24520E+00  -4.83430E+00   3.82930E+00
   6 <-  3  1.19800E+01    1.05610E-01  -2.15430E-01   1.33690E+00  -2.86370E+00   2.26370E+00
   7 <-  3  1.21559E+01    5.74870E-02  -6.33820E-02   3.89900E-01  -8.35660E-01   6.56780E-01
   8 <-  3  1.23240E+01    5.56980E-03  -6.47280E-04   4.32910E-03  -1.08610E-02   9.63980E-03
   9 <-  3  1.24842E+01    3.52640E-02  -2.28570E-02   1.36010E-01  -2.71690E-01   2.01150E-01
  10 <-  3  1.26365E+01    6.48650E-02  -7.72840E-02   4.58540E-01  -9.29100E-01   6.94200E-01
  11 <-  3  1.27807E+01    8.28860E-02  -1.25540E-01   7.40650E-01  -1.50380E+00   1.12300E+00
  12 <-  3  1.29165E+01    8.86700E-02  -1.43120E-01   8.43740E-01  -1.71450E+00   1.28730E+00
  13 <-  3  1.30438E+01    8.64220E-02  -1.35600E-01   8.01000E-01  -1.62930E+00   1.23420E+00
  14 <-  3  1.31620E+01    8.41590E-02  -1.27830E-01   7.50530E-01  -1.52400E+00   1.15020E+00
  15 <-  3  1.32706E+01    7.83010E-02  -1.10090E-01   6.43730E-01  -1.30410E+00   9.83010E-01
  16 <-  3  1.33688E+01    7.00840E-02  -8.78300E-02   5.12730E-01  -1.03590E+00   7.82210E-01
  17 <-  3  1.34553E+01    6.03710E-02  -6.49960E-02   3.80030E-01  -7.65790E-01   5.81660E-01
  18 <-  3  1.35289E+01    5.13170E-02  -4.68250E-02   2.73860E-01  -5.49990E-01   4.19080E-01
  19 <-  3  1.35879E+01    4.32820E-02  -3.31710E-02   1.93250E-01  -3.86410E-01   2.93330E-01
  20 <-  3  1.36306E+01    3.44830E-02  -2.09870E-02   1.21910E-01  -2.42870E-01   1.83810E-01
  21 <-  3  1.36571E+01    2.52150E-02  -1.11990E-02   6.49340E-02  -1.29040E-01   9.74780E-02
  22 <-  3  1.36706E+01    1.69390E-02  -5.04880E-03   2.92460E-02  -5.80440E-02   4.38040E-02
  23 <-  3  1.36769E+01    1.27020E-02  -2.83740E-03   1.64290E-02  -3.25860E-02   2.45800E-02
  24 <-  3  1.36814E+01    1.12780E-02  -2.23610E-03   1.29440E-02  -2.56610E-02   1.93500E-02
  25 <-  3  1.36849E+01    9.52800E-03  -1.59570E-03   9.23410E-03  -1.83010E-02   1.37960E-02
  26 <-  3  1.36872E+01    7.65720E-03  -1.03040E-03   5.96180E-03  -1.18130E-02   8.90370E-03
  27 <-  3  1.36886E+01    5.90140E-03  -6.11960E-04   3.54050E-03  -7.01400E-03   5.28630E-03
  28 <-  3  1.36895E+01    4.38200E-03  -3.37380E-04   1.95180E-03  -3.86630E-03   2.91380E-03
  29 <-  3  1.36899E+01    3.11870E-03  -1.70890E-04   9.88600E-04  -1.95820E-03   1.47570E-03
  30 <-  3  1.36901E+01    2.29990E-03  -9.29320E-05   5.37600E-04  -1.06490E-03   8.02470E-04
  DE <-  3  1.36903E+01   -8.52050E-06   4.38980E-03   2.93200E-02   2.10060E-01  -9.03720E-05
