# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=3) -> e + D2(EF1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  3  1.12644E+01    2.04420E-01   3.19440E-01  -4.92410E-01  -1.19120E+00   4.77740E+00  -3.36830E+00
   1 <-  3  1.13085E+01    1.65880E-06   7.52070E-12   4.12100E-12  -1.07090E-10   2.62210E-10  -1.65440E-10
   2 <-  3  1.14148E+01    4.27040E-11   3.80540E-10  -1.36330E-09   2.70600E-09  -2.19080E-09   6.53600E-10
   3 <-  3  1.14737E+01    3.29900E-05   1.46600E-01  -4.42130E-01   5.89570E-01  -3.01120E-02  -1.99000E-01
   4 <-  3  1.15177E+01    3.06160E-09   2.75710E-07  -7.94820E-07   9.18020E-07   2.60820E-07  -5.30370E-07
   5 <-  3  1.16170E+01    1.80690E-04   8.15860E-06  -2.27110E-05   2.36140E-05   1.18460E-05  -1.60480E-05
   6 <-  3  1.16709E+01    3.90390E-02   2.42530E-01  -6.79990E-01   7.42220E-01   2.35530E-01  -3.72540E-01
   7 <-  3  1.17127E+01    3.59230E-06   1.81360E-04  -5.25360E-04   6.46420E-04  -1.65120E-05  -1.47680E-04
   8 <-  3  1.18037E+01   -4.44480E-07   7.67110E-04  -2.35980E-03   3.53090E-03  -1.83030E-03   6.52900E-04
   9 <-  3  1.18498E+01    1.01680E-04   3.62690E-02  -1.16560E-01   1.94960E-01  -1.49170E-01   7.69240E-02
  10 <-  3  1.18923E+01   -1.34790E-05   1.22310E-03  -4.21070E-03   8.10720E-03  -8.49670E-03   5.17960E-03
  11 <-  3  1.19664E+01    3.82990E-07   4.88960E-05  -3.29140E-04   1.28080E-03  -1.78560E-03   7.84180E-04
  12 <-  3  1.20156E+01    6.12520E-07   4.30460E-03  -1.23960E-02   1.73780E-02  -8.77880E-04  -6.63240E-03
  13 <-  3  1.20716E+01    8.34090E-06   9.41520E-03  -2.85600E-02   4.56730E-02  -2.32340E-02   4.06740E-03
  14 <-  3  1.21365E+01   -3.48260E-06   1.92860E-02  -6.11910E-02   1.09270E-01  -8.44090E-02   3.61590E-02
  15 <-  3  1.21974E+01   -2.08430E-05   3.34190E-02  -1.09090E-01   2.08710E-01  -1.91300E-01   9.59340E-02
  16 <-  3  1.22586E+01    6.80340E-07   3.99200E-02  -1.37170E-01   2.89070E-01  -3.09890E-01   1.68400E-01
  17 <-  3  1.23214E+01    1.04750E-05   4.25510E-02  -1.56130E-01   3.64150E-01  -4.40240E-01   2.49160E-01
  18 <-  3  1.23839E+01   -1.63070E-06   4.39760E-02  -1.72710E-01   4.39960E-01  -5.77870E-01   3.33980E-01
  19 <-  3  1.24457E+01    2.02120E-07   4.14430E-02  -1.74070E-01   4.77750E-01  -6.65540E-01   3.89230E-01
  20 <-  3  1.25071E+01    4.14240E-06   3.53540E-02  -1.57300E-01   4.57510E-01  -6.64350E-01   3.91830E-01
  21 <-  3  1.25681E+01   -1.44040E-05   2.81630E-02  -1.32550E-01   4.05860E-01  -6.09500E-01   3.61810E-01
  22 <-  3  1.26285E+01    5.48310E-06   2.10430E-02  -1.05830E-01   3.41560E-01  -5.28850E-01   3.15260E-01
  23 <-  3  1.26879E+01    1.61940E-05   1.44300E-02  -7.83860E-02   2.66870E-01  -4.24860E-01   2.53980E-01
  24 <-  3  1.27466E+01    1.39520E-07   8.97450E-03  -5.48340E-02   1.99200E-01  -3.26130E-01   1.94830E-01
  25 <-  3  1.28044E+01    1.01300E-06   4.89280E-03  -3.54690E-02   1.38540E-01  -2.32810E-01   1.38580E-01
  26 <-  3  1.28612E+01   -3.23230E-07   2.13650E-03  -1.97580E-02   8.32940E-02  -1.43360E-01   8.49810E-02
  27 <-  3  1.29170E+01   -7.30950E-06   5.86610E-04  -7.87270E-03   3.59130E-02  -6.32310E-02   3.74200E-02
  28 <-  3  1.29717E+01    3.11370E-03   4.68180E-05   6.98720E-05  -7.23600E-04   1.29380E-03  -3.73970E-04
  29 <-  3  1.30254E+01    3.24610E-02  -3.35790E-03   1.96260E-02  -5.90210E-02   8.41170E-02  -4.19920E-02
  30 <-  3  1.30780E+01    4.14100E-02  -4.79610E-03   3.02240E-02  -9.35700E-02   1.34960E-01  -6.68790E-02
  31 <-  3  1.31293E+01    4.57330E-02  -4.85920E-03   3.43930E-02  -1.10650E-01   1.61860E-01  -7.91800E-02
  32 <-  3  1.31795E+01    4.73250E-02  -3.93550E-03   3.37170E-02  -1.14170E-01   1.69830E-01  -8.16080E-02
  33 <-  3  1.32284E+01    4.70260E-02  -2.36240E-03   2.96290E-02  -1.07810E-01   1.63870E-01  -7.69110E-02
  34 <-  3  1.32761E+01    4.61370E-02  -7.07390E-04   2.47550E-02  -9.84650E-02   1.53080E-01  -6.96780E-02
  35 <-  3  1.33223E+01    4.47830E-02   9.09030E-04   1.95640E-02  -8.73630E-02   1.39200E-01  -6.09510E-02
  36 <-  3  1.33671E+01    4.33210E-02   2.31500E-03   1.48370E-02  -7.66260E-02   1.25160E-01  -5.23040E-02
  37 <-  3  1.34105E+01    4.04970E-02   3.88580E-03   8.67600E-03  -6.12460E-02   1.04610E-01  -4.07980E-02
  38 <-  3  1.34521E+01    3.76430E-02   5.14600E-03   3.45420E-03  -4.77210E-02   8.62670E-02  -3.07640E-02
  39 <-  3  1.34920E+01    3.57080E-02   5.83780E-03   4.29010E-04  -3.93800E-02   7.44500E-02  -2.42670E-02
  40 <-  3  1.35299E+01    3.46080E-02   6.02530E-03  -7.29320E-04  -3.53730E-02   6.81100E-02  -2.08400E-02
  41 <-  3  1.35655E+01    3.29280E-02   6.09310E-03  -1.97600E-03  -3.04030E-02   6.02450E-02  -1.70930E-02
  42 <-  3  1.35985E+01    3.11340E-02   5.89390E-03  -2.64050E-03  -2.61800E-02   5.30190E-02  -1.40700E-02
  43 <-  3  1.36283E+01    2.93760E-02   5.35240E-03  -2.46790E-03  -2.32610E-02   4.71100E-02  -1.21670E-02
  44 <-  3  1.36541E+01    2.72530E-02   4.47590E-03  -1.74170E-03  -2.05630E-02   4.08890E-02  -1.06790E-02
  45 <-  3  1.36746E+01    2.38450E-02   3.24510E-03  -8.82120E-04  -1.63100E-02   3.16340E-02  -8.48830E-03
  46 <-  3  1.36876E+01    1.65370E-02   1.46110E-03  -1.88550E-04  -8.14030E-03   1.54110E-02  -4.28890E-03
  DE <-  3  1.36903E+01    4.92560E-01  -6.80920E-01   4.41640E+00  -1.37960E+01   2.00720E+01  -1.00350E+01
