# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=8) -> e + H2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  1.06106E+01    3.67820E-07   1.60420E-05  -2.79040E-05  -1.72070E-05   3.46790E-05
   1 <-  8  1.08852E+01    1.68150E-03  -3.10930E-05   2.35190E-04  -4.21570E-04   2.28380E-04
   2 <-  8  1.11457E+01    1.34140E-02  -3.60520E-03   2.33530E-02  -5.01180E-02   3.98350E-02
   3 <-  8  1.13863E+01    5.41140E-02  -5.70000E-02   3.62140E-01  -7.49460E-01   5.82260E-01
   4 <-  8  1.16146E+01    6.97790E-02  -9.10510E-02   5.81840E-01  -1.14520E+00   8.64460E-01
   5 <-  8  1.18293E+01   -8.52030E-07   7.94170E-05  -2.50730E-04   9.67710E-04  -7.86460E-04
   6 <-  8  1.20296E+01    3.14280E-02  -1.83210E-02   1.18660E-01  -2.30610E-01   1.76090E-01
   7 <-  8  1.22156E+01    2.45630E-02  -1.09010E-02   7.37690E-02  -1.35910E-01   1.02700E-01
   8 <-  8  1.23879E+01   -2.20640E-06   9.91330E-04  -7.53750E-03   2.25640E-02  -1.60800E-02
   9 <-  8  1.25457E+01    8.34990E-03  -1.30120E-03   7.99290E-03  -1.64990E-02   1.24810E-02
  10 <-  8  1.26897E+01    1.62690E-02  -4.71090E-03   2.96680E-02  -5.60290E-02   4.10640E-02
  11 <-  8  1.28191E+01    1.75830E-02  -5.36410E-03   3.42580E-02  -6.17310E-02   4.43430E-02
  12 <-  8  1.29336E+01    1.40240E-02  -3.34690E-03   2.25370E-02  -3.84560E-02   2.76400E-02
  13 <-  8  1.30322E+01    1.14410E-02  -2.18110E-03   1.45630E-02  -2.41000E-02   1.67420E-02
  14 <-  8  1.31140E+01    8.44430E-03  -1.16660E-03   7.78390E-03  -1.24990E-02   8.39730E-03
  15 <-  8  1.31773E+01    5.72860E-03  -5.27350E-04   3.55440E-03  -5.51740E-03   3.57820E-03
  16 <-  8  1.32202E+01    3.57260E-03  -2.01710E-04   1.38120E-03  -2.07270E-03   1.29520E-03
  17 <-  8  1.32407E+01    1.71540E-03  -4.60340E-05   3.18380E-04  -4.68100E-04   2.85020E-04
  18 <-  8  1.32437E+01    4.02170E-04  -2.52620E-06   1.75000E-05  -2.56450E-05   1.55460E-05
  DE <-  8  1.32439E+01    1.82290E-05   8.93200E-03  -6.81250E-02   2.75730E-01  -2.20440E-01
