# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=8) -> e + H2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  1.05603E+01    4.31860E-04  -2.83850E-06   1.29060E-05  -1.99710E-05   9.83300E-06
   1 <-  8  1.08506E+01    1.46580E-08   1.35570E-06  -4.49510E-06   1.77030E-07   6.46490E-06
   2 <-  8  1.11205E+01    1.06210E-02  -2.04890E-03   1.39010E-02  -2.58770E-02   1.64040E-02
   3 <-  8  1.13736E+01    6.77100E-02  -8.86250E-02   5.65360E-01  -1.15380E+00   8.89750E-01
   4 <-  8  1.16114E+01    1.13420E-01  -2.48050E-01   1.57190E+00  -3.25300E+00   2.56010E+00
   5 <-  8  1.18340E+01    1.20640E-02  -2.46480E-03   1.58980E-02  -2.84500E-02   1.81330E-02
   6 <-  8  1.20417E+01    5.45310E-02  -5.63370E-02   3.53550E-01  -7.24030E-01   5.66980E-01
   7 <-  8  1.22346E+01    3.69530E-02  -2.60920E-02   1.62530E-01  -3.42690E-01   2.74850E-01
   8 <-  8  1.24126E+01   -1.26910E-08   9.86170E-05  -1.25380E-03   3.81730E-03  -2.56170E-03
   9 <-  8  1.25753E+01    1.91020E-02  -6.70870E-03   4.07380E-02  -8.26700E-02   6.31350E-02
  10 <-  8  1.27219E+01    2.77780E-02  -1.41720E-02   8.57380E-02  -1.76640E-01   1.37170E-01
  11 <-  8  1.28508E+01    2.61010E-02  -1.24000E-02   7.47330E-02  -1.53800E-01   1.19820E-01
  12 <-  8  1.29597E+01    1.93290E-02  -6.72530E-03   4.06740E-02  -8.31160E-02   6.52600E-02
  13 <-  8  1.30460E+01    1.34740E-02  -3.20460E-03   1.92010E-02  -3.85620E-02   2.98720E-02
  14 <-  8  1.31118E+01    8.99690E-03  -1.39460E-03   8.29240E-03  -1.62550E-02   1.23910E-02
  15 <-  8  1.31631E+01    5.86110E-03  -5.72690E-04   3.38490E-03  -6.40610E-03   4.77720E-03
  16 <-  8  1.32021E+01    3.61930E-03  -2.08130E-04   1.22650E-03  -2.20000E-03   1.58540E-03
  17 <-  8  1.32283E+01    2.06410E-03  -6.33700E-05   3.75200E-04  -6.23070E-04   4.26090E-04
  18 <-  8  1.32411E+01    9.82260E-04  -1.35560E-05   8.09370E-05  -1.25300E-04   8.10660E-05
  19 <-  8  1.32437E+01    2.58430E-04  -9.23990E-07   5.53140E-06  -8.39690E-06   5.33950E-06
  DE <-  8  1.32439E+01   -3.11500E-07   1.48090E-02  -1.09910E-01   3.31040E-01  -2.37730E-01
