# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=8) -> e + H2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  8.46609E+00    1.24580E-06  -5.76390E-06   2.56700E-04  -6.60990E-04   4.34930E-04
   1 <-  8  8.77929E+00    1.83290E-03  -7.83630E-05   7.75590E-04  -1.58260E-03   9.08940E-04
   2 <-  8  9.07559E+00    9.29920E-03  -1.73330E-03   1.07720E-02  -2.26670E-02   1.52070E-02
   3 <-  8  9.35546E+00    4.81780E-02  -5.03330E-02   3.34230E-01  -7.52640E-01   5.99980E-01
   4 <-  8  9.61928E+00    1.67130E-01  -5.97990E-01   4.04460E+00  -8.84450E+00   7.23140E+00
   5 <-  8  9.86729E+00    2.08930E-01  -9.22310E-01   6.15760E+00  -1.34270E+01   1.08990E+01
   6 <-  8  1.00995E+01    4.18100E-02  -3.65930E-02   2.58110E-01  -5.23370E-01   4.43260E-01
   7 <-  8  1.03159E+01    6.70950E-02  -9.43620E-02   6.31100E-01  -1.39190E+00   1.16430E+00
   8 <-  8  1.05161E+01    8.10140E-02  -1.37760E-01   9.61150E-01  -2.06630E+00   1.81140E+00
   9 <-  8  1.06994E+01    6.39300E-02  -8.46930E-02   5.80830E-01  -1.24040E+00   1.07170E+00
  10 <-  8  1.08646E+01    3.11770E-02  -2.00590E-02   1.35230E-01  -2.93090E-01   2.52730E-01
  11 <-  8  1.10101E+01   -2.90350E-07   1.33790E-05   7.20720E-06  -1.77670E-04   2.18820E-04
  12 <-  8  1.11330E+01    2.18710E-02  -9.40640E-03   6.09230E-02  -1.24660E-01   9.75310E-02
  13 <-  8  1.12294E+01    3.17260E-02  -1.98600E-02   1.27530E-01  -2.66480E-01   2.10890E-01
  14 <-  8  1.12947E+01    3.01370E-02  -1.79180E-02   1.14520E-01  -2.41310E-01   1.91380E-01
  15 <-  8  1.13280E+01    2.08430E-02  -8.56900E-03   5.46660E-02  -1.15600E-01   9.17580E-02
  16 <-  8  1.13401E+01    1.29710E-02  -3.31840E-03   2.11570E-02  -4.47960E-02   3.55680E-02
  17 <-  8  1.13463E+01    1.11070E-02  -2.43300E-03   1.55070E-02  -3.28550E-02   2.60910E-02
  18 <-  8  1.13504E+01    8.53850E-03  -1.43790E-03   9.16320E-03  -1.94220E-02   1.54250E-02
  19 <-  8  1.13527E+01    5.97670E-03  -7.04500E-04   4.48910E-03  -9.51680E-03   7.55910E-03
  20 <-  8  1.13537E+01    3.86690E-03  -2.94900E-04   1.87900E-03  -3.98390E-03   3.16440E-03
  21 <-  8  1.13541E+01    2.51910E-03  -1.25150E-04   7.97420E-04  -1.69080E-03   1.34300E-03
  DE <-  8  1.13542E+01   -8.87030E-06   1.55470E-01  -1.43250E+00   5.74160E+00  -4.31370E+00
