# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=8) -> e + H2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  8.44335E+00    7.20950E-09  -4.81100E-07   1.28080E-05  -2.66190E-05   1.45590E-05
   1 <-  8  8.73379E+00    8.70640E-08   8.83850E-06   2.09000E-05  -9.92640E-05   7.24000E-05
   2 <-  8  9.00903E+00    2.59760E-02  -1.53450E-02   1.07040E-01  -2.52830E-01   2.16610E-01
   3 <-  8  9.26944E+00    1.67240E-01  -6.05190E-01   4.14720E+00  -9.01090E+00   7.32250E+00
   4 <-  8  9.51537E+00    3.10590E-01  -2.04510E+00   1.42970E+01  -3.00380E+01   2.45960E+01
   5 <-  8  9.74723E+00    1.24260E-01  -3.21570E-01   2.18060E+00  -4.55420E+00   3.62370E+00
   6 <-  8  9.96499E+00    1.65880E-01  -5.60560E-01   3.93630E+00  -7.91540E+00   6.38310E+00
   7 <-  8  1.01689E+01    5.11790E-02  -5.20560E-02   4.03490E-01  -7.39090E-01   6.09660E-01
   8 <-  8  1.03587E+01    4.25650E-02  -3.61910E-02   2.46480E-01  -5.06710E-01   4.02350E-01
   9 <-  8  1.05342E+01    7.21830E-02  -1.03360E-01   7.99740E-01  -1.51790E+00   1.26130E+00
  10 <-  8  1.06951E+01    7.41020E-02  -1.07120E-01   8.41760E-01  -1.53900E+00   1.26250E+00
  11 <-  8  1.08408E+01    5.75660E-02  -6.36350E-02   5.05500E-01  -8.96000E-01   7.27350E-01
  12 <-  8  1.09703E+01    3.53940E-02  -2.36430E-02   1.92670E-01  -3.28680E-01   2.65720E-01
  13 <-  8  1.10827E+01    1.45930E-02  -3.88650E-03   3.63170E-02  -5.54100E-02   4.59580E-02
  14 <-  8  1.11766E+01    4.02510E-08   1.29280E-04  -1.96780E-04   2.84020E-03  -2.16470E-03
  15 <-  8  1.12503E+01    6.97710E-03  -9.45690E-04   5.93000E-03  -1.23770E-02   9.38220E-03
  16 <-  8  1.13025E+01    1.07210E-02  -2.18430E-03   1.42370E-02  -2.80140E-02   2.12500E-02
  17 <-  8  1.13331E+01    9.45540E-03  -1.68890E-03   1.11870E-02  -2.16300E-02   1.64550E-02
  18 <-  8  1.13467E+01    6.32660E-03  -7.54490E-04   5.02800E-03  -9.66260E-03   7.36080E-03
  19 <-  8  1.13518E+01    3.90850E-03  -2.87760E-04   1.92160E-03  -3.68540E-03   2.80890E-03
  20 <-  8  1.13535E+01    2.24830E-03  -9.51900E-05   6.36160E-04  -1.21920E-03   9.29390E-04
  21 <-  8  1.13541E+01    1.17800E-03  -2.61310E-05   1.74670E-04  -3.34680E-04   2.55140E-04
  DE <-  8  1.13542E+01   -1.28190E-06   1.35770E-01  -5.16820E-02   3.60730E+00  -3.76050E+00
