# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  5  1.15941E+01    1.75660E-02  -6.11690E-03   3.96640E-02  -8.50420E-02   7.31580E-02
   1 <-  5  1.18844E+01    8.38020E-02  -1.36800E-01   8.59650E-01  -1.84820E+00   1.50880E+00
   2 <-  5  1.21543E+01    9.15510E-02  -1.59210E-01   9.92700E-01  -2.07040E+00   1.64250E+00
   3 <-  5  1.24074E+01    2.37980E-02  -1.07310E-02   6.64000E-02  -1.41190E-01   1.15570E-01
   4 <-  5  1.26452E+01    3.72570E-02  -2.56280E-02   1.56240E-01  -3.22810E-01   2.53250E-01
   5 <-  5  1.28678E+01    4.32000E-02  -3.36310E-02   2.02000E-01  -4.09130E-01   3.16960E-01
   6 <-  5  1.30755E+01    2.11240E-02  -7.65350E-03   4.57230E-02  -8.71920E-02   6.50290E-02
   7 <-  5  1.32684E+01    6.18620E-03  -5.55830E-04   2.80250E-03  -5.29760E-03   3.32520E-03
   8 <-  5  1.34464E+01    1.43710E-02  -3.92860E-03   2.38450E-02  -5.18520E-02   4.15710E-02
   9 <-  5  1.36091E+01    2.02450E-02  -7.44830E-03   4.40460E-02  -9.00920E-02   6.87570E-02
  10 <-  5  1.37557E+01    2.03550E-02  -7.38900E-03   4.34060E-02  -8.58150E-02   6.33110E-02
  11 <-  5  1.38846E+01    1.71390E-02  -5.20730E-03   3.08210E-02  -5.94190E-02   4.28240E-02
  12 <-  5  1.39935E+01    1.26380E-02  -2.85440E-03   1.73620E-02  -3.27890E-02   2.33450E-02
  13 <-  5  1.40798E+01    9.33610E-03  -1.57230E-03   9.74000E-03  -1.80900E-02   1.26160E-02
  14 <-  5  1.41456E+01    6.90180E-03  -8.72840E-04   5.53210E-03  -1.01400E-02   6.95890E-03
  15 <-  5  1.41969E+01    5.16610E-03  -4.99690E-04   3.25380E-03  -5.89880E-03   3.99630E-03
  16 <-  5  1.42359E+01    3.80180E-03  -2.77460E-04   1.85730E-03  -3.33670E-03   2.23650E-03
  17 <-  5  1.42621E+01    2.61820E-03  -1.34680E-04   9.22900E-04  -1.64710E-03   1.09530E-03
  18 <-  5  1.42749E+01    1.41000E-03  -3.96060E-05   2.75020E-04  -4.89170E-04   3.23960E-04
  19 <-  5  1.42775E+01    3.81810E-04  -2.91320E-06   2.02880E-05  -3.60600E-05   2.38610E-05
  DE <-  5  1.42777E+01    3.08560E-02  -3.86840E-04  -3.79510E-02   1.82610E-01  -1.48130E-01
