# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  5  1.15618E+01    1.15410E-02  -3.18500E-03   3.14130E-02  -6.61220E-02   6.52910E-02
   1 <-  5  1.18404E+01    5.08300E-02  -6.06170E-02   5.57390E-01  -1.26330E+00   1.25130E+00
   2 <-  5  1.21034E+01    5.82040E-02  -7.79030E-02   7.24300E-01  -1.57760E+00   1.54540E+00
   3 <-  5  1.23509E+01    2.14750E-02  -1.06180E-02   9.27170E-02  -2.09210E-01   2.03310E-01
   4 <-  5  1.25835E+01    2.52460E-02  -1.40220E-02   1.28760E-01  -2.70860E-01   2.56380E-01
   5 <-  5  1.28019E+01    3.90030E-02  -3.32290E-02   2.89030E-01  -6.16310E-01   5.68040E-01
   6 <-  5  1.30064E+01    2.45930E-02  -1.31050E-02   1.16530E-01  -2.40560E-01   2.23050E-01
   7 <-  5  1.31970E+01    6.44370E-03  -8.89600E-04   8.06570E-03  -1.55080E-02   1.40020E-02
   8 <-  5  1.33739E+01    9.24330E-03  -1.79690E-03   1.47200E-02  -3.20410E-02   2.86600E-02
   9 <-  5  1.35367E+01    1.79920E-02  -6.74500E-03   5.73090E-02  -1.18760E-01   1.06320E-01
  10 <-  5  1.36853E+01    2.25220E-02  -1.04300E-02   8.76390E-02  -1.79020E-01   1.57220E-01
  11 <-  5  1.38192E+01    2.32070E-02  -1.09360E-02   9.09930E-02  -1.83720E-01   1.58790E-01
  12 <-  5  1.39378E+01    2.14110E-02  -9.20060E-03   7.60320E-02  -1.51730E-01   1.29440E-01
  13 <-  5  1.40400E+01    1.58200E-02  -4.98990E-03   4.45070E-02  -8.47440E-02   7.45490E-02
  14 <-  5  1.41242E+01    1.27460E-02  -3.20640E-03   2.86150E-02  -5.38030E-02   4.69290E-02
  15 <-  5  1.41871E+01    9.51510E-03  -1.77210E-03   1.58540E-02  -2.94650E-02   2.55410E-02
  16 <-  5  1.42258E+01    6.63690E-03  -8.57490E-04   7.69680E-03  -1.41810E-02   1.22490E-02
  17 <-  5  1.42495E+01    5.16910E-03  -5.18310E-04   4.66760E-03  -8.54570E-03   7.36810E-03
  18 <-  5  1.42651E+01    3.93770E-03  -3.00050E-04   2.71010E-03  -4.93860E-03   4.25380E-03
  19 <-  5  1.42741E+01    2.71230E-03  -1.42160E-04   1.28660E-03  -2.33770E-03   2.01260E-03
  20 <-  5  1.42775E+01    1.10040E-03  -2.33860E-05   2.11830E-04  -3.84440E-04   3.30920E-04
  DE <-  5  1.42777E+01    8.95930E-02  -1.30440E-01   8.25830E-01  -9.19620E-01   2.13310E-01
