# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  5  1.16445E+01    1.31170E-02  -3.48880E-03   2.21450E-02  -4.74470E-02   3.92190E-02
   1 <-  5  1.19190E+01    4.80840E-02  -4.15750E-02   2.76120E-01  -5.12700E-01   3.77660E-01
   2 <-  5  1.21795E+01    5.07470E-02  -4.67040E-02   3.03950E-01  -5.69470E-01   4.27800E-01
   3 <-  5  1.24201E+01    2.94120E-07   2.12140E-03  -1.12050E-02   4.42830E-02  -2.87700E-02
   4 <-  5  1.26484E+01    2.09290E-02  -7.86350E-03   4.90690E-02  -9.35150E-02   6.88140E-02
   5 <-  5  1.28631E+01    2.89350E-02  -1.43930E-02   9.31720E-02  -1.63430E-01   1.16730E-01
   6 <-  5  1.30634E+01    1.86650E-02  -5.78350E-03   3.94120E-02  -6.41730E-02   4.44900E-02
   7 <-  5  1.32494E+01    5.27850E-03  -4.16510E-04   3.63550E-03  -4.63320E-03   2.68110E-03
   8 <-  5  1.34217E+01    4.05300E-03  -2.98830E-04   1.79080E-03  -3.75560E-03   3.04470E-03
   9 <-  5  1.35795E+01    1.13470E-02  -2.18130E-03   1.32290E-02  -2.40910E-02   1.77810E-02
  10 <-  5  1.37235E+01    1.44080E-02  -3.47020E-03   2.12790E-02  -3.77750E-02   2.75090E-02
  11 <-  5  1.38529E+01    1.45220E-02  -3.51370E-03   2.17920E-02  -3.83650E-02   2.80730E-02
  12 <-  5  1.39674E+01    8.07610E-03  -1.13180E-03   9.25080E-03  -1.53180E-02   1.34450E-02
  13 <-  5  1.40660E+01    1.16560E-02  -2.27440E-03   1.41100E-02  -2.50970E-02   1.85940E-02
  14 <-  5  1.41478E+01    9.87200E-03  -1.63700E-03   1.00450E-02  -1.80660E-02   1.33960E-02
  15 <-  5  1.42111E+01    7.94290E-03  -1.06320E-03   6.46270E-03  -1.17410E-02   8.71570E-03
  16 <-  5  1.42540E+01    5.80870E-03  -5.70120E-04   3.44470E-03  -6.30480E-03   4.68780E-03
  17 <-  5  1.42745E+01    3.05440E-03  -1.57870E-04   9.51260E-04  -1.74760E-03   1.30080E-03
  18 <-  5  1.42775E+01    7.26370E-04  -8.92990E-06   5.37880E-05  -9.88700E-05   7.36070E-05
  DE <-  5  1.42777E+01    2.98600E-07   1.23690E-02  -1.04140E-01   3.26490E-01  -2.37470E-01
