# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=5) -> e + H2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  5  9.49989E+00    1.67400E-02  -5.60090E-03   3.63120E-02  -6.64950E-02   4.07620E-02
   1 <-  5  9.81309E+00    7.52370E-02  -1.18650E-01   8.13190E-01  -1.68130E+00   1.36640E+00
   2 <-  5  1.01094E+01    1.85020E-01  -7.18550E-01   4.93760E+00  -1.04580E+01   8.76840E+00
   3 <-  5  1.03893E+01    9.95380E-02  -2.04890E-01   1.37820E+00  -2.92610E+00   2.42000E+00
   4 <-  5  1.06531E+01    1.24380E-01  -3.20120E-01   2.17640E+00  -4.66450E+00   3.96120E+00
   5 <-  5  1.09011E+01    4.37460E-02  -3.93680E-02   2.57940E-01  -5.74110E-01   4.78050E-01
   6 <-  5  1.11333E+01    4.63390E-02  -4.28900E-02   2.80560E-01  -5.90320E-01   4.79260E-01
   7 <-  5  1.13497E+01    9.69340E-02  -1.86970E-01   1.19460E+00  -2.58540E+00   2.08290E+00
   8 <-  5  1.15499E+01    1.02170E-01  -2.07030E-01   1.31600E+00  -2.87880E+00   2.32440E+00
   9 <-  5  1.17332E+01    8.84380E-02  -1.53660E-01   9.63240E-01  -2.10870E+00   1.67960E+00
  10 <-  5  1.18985E+01    6.26470E-02  -7.65760E-02   4.76190E-01  -1.04290E+00   8.24190E-01
  11 <-  5  1.20439E+01    3.62490E-02  -2.55440E-02   1.58270E-01  -3.47760E-01   2.73730E-01
  12 <-  5  1.21668E+01    1.63800E-02  -5.20290E-03   3.19730E-02  -7.08030E-02   5.48390E-02
  13 <-  5  1.22632E+01    1.66000E-03  -4.90430E-05   2.74520E-04  -5.87530E-04   4.20300E-04
  14 <-  5  1.23285E+01    7.54340E-08   4.70750E-05  -3.90380E-04   1.51870E-03  -8.47050E-04
  15 <-  5  1.23618E+01    2.58950E-03  -1.22590E-04   7.98890E-04  -1.41700E-03   1.34470E-03
  16 <-  5  1.23739E+01    2.06040E-03  -7.82240E-05   4.94630E-04  -9.30440E-04   8.17900E-04
  17 <-  5  1.23801E+01    1.93610E-03  -6.92260E-05   4.34310E-04  -8.30250E-04   7.15120E-04
  18 <-  5  1.23843E+01    1.57110E-03  -4.56380E-05   2.85210E-04  -5.49710E-04   4.68690E-04
  19 <-  5  1.23865E+01    1.12980E-03  -2.36120E-05   1.47300E-04  -2.84990E-04   2.41850E-04
  20 <-  5  1.23875E+01    7.39610E-04  -1.01220E-05   6.31010E-05  -1.22280E-04   1.03570E-04
  21 <-  5  1.23879E+01    4.84080E-04  -4.33670E-06   2.70260E-05  -5.24050E-05   4.43520E-05
  DE <-  5  1.23880E+01    1.81470E-06   1.72250E-01  -1.67170E+00   6.10960E+00  -4.64770E+00
