# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2022)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=6) -> e + H2*(n,v) -> H2(X1Sg,vf) (excitation + radiative decay)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  6  8.51581E+00    1.32580E+00   2.28690E+00  -2.02520E+01   5.76610E+01  -6.73460E+01   2.77620E+01
   1 <-  6  8.51581E+00    1.01270E+00   1.37710E+00  -9.99670E+00   2.86250E+01  -3.33860E+01   1.36550E+01
   2 <-  6  8.51581E+00    1.24860E+00   1.61380E+00  -1.34480E+01   3.90620E+01  -4.52040E+01   1.84990E+01
   3 <-  6  8.51581E+00    1.19450E+00   1.65860E+00  -1.25230E+01   3.61030E+01  -4.16330E+01   1.70100E+01
   4 <-  6  8.51581E+00    1.20310E+00   1.68410E+00  -1.32910E+01   3.82310E+01  -4.40560E+01   1.79600E+01
   5 <-  6  8.51581E+00    1.25180E+00   1.93450E+00  -1.59990E+01   4.57780E+01  -5.30000E+01   2.17960E+01
   6 <-  6  8.51581E+00    1.42580E+00   2.11310E+00  -1.88580E+01   5.45590E+01  -6.32710E+01   2.59990E+01
   7 <-  6  8.51581E+00    1.24000E+00   1.58180E+00  -1.40710E+01   4.11110E+01  -4.81030E+01   1.99880E+01
   8 <-  6  8.51581E+00    1.09170E+00   1.13100E+00  -1.01190E+01   2.98420E+01  -3.51250E+01   1.46250E+01
   9 <-  6  8.51581E+00    8.03560E-01   6.76180E-01  -5.58480E+00   1.64970E+01  -1.95620E+01   8.15050E+00
  10 <-  6  8.51581E+00    7.45640E-01   5.80530E-01  -5.34340E+00   1.58260E+01  -1.89720E+01   8.03110E+00
  11 <-  6  8.51581E+00    8.82060E-01   5.36680E-01  -5.84600E+00   1.76280E+01  -2.09180E+01   8.71940E+00
  12 <-  6  8.51581E+00    7.21400E-01   2.80500E-01  -3.29390E+00   1.00990E+01  -1.20030E+01   4.95780E+00
  13 <-  6  8.51581E+00    3.48760E-01   1.87810E-01  -1.41460E+00   4.16660E+00  -5.13780E+00   2.20660E+00
  14 <-  6  8.51581E+00    4.47480E-01   1.19470E-01  -1.32200E+00   3.90740E+00  -4.50210E+00   1.77870E+00
