# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2022)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2*(n,v) -> H2(X1Sg,vf) (excitation + radiative decay)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  4  9.29157E+00    1.25600E+00   1.36200E+00  -1.31790E+01   3.66130E+01  -4.09520E+01   1.61280E+01
   1 <-  4  9.29157E+00    1.16190E+00   1.29670E+00  -1.10010E+01   3.02610E+01  -3.36840E+01   1.32200E+01
   2 <-  4  9.29157E+00    1.04910E+00   1.16360E+00  -8.68950E+00   2.37850E+01  -2.63230E+01   1.02920E+01
   3 <-  4  9.29157E+00    1.27180E+00   1.52130E+00  -1.21530E+01   3.36570E+01  -3.73540E+01   1.47480E+01
   4 <-  4  9.29157E+00    1.50330E+00   2.03090E+00  -1.70240E+01   4.73780E+01  -5.27850E+01   2.09390E+01
   5 <-  4  9.29157E+00    1.16620E+00   1.52790E+00  -1.11690E+01   3.06980E+01  -3.42050E+01   1.36220E+01
   6 <-  4  9.29157E+00    1.03240E+00   1.07510E+00  -8.39660E+00   2.33090E+01  -2.61150E+01   1.04270E+01
   7 <-  4  9.29157E+00    9.22830E-01   8.19360E-01  -7.03180E+00   1.97710E+01  -2.25050E+01   9.11890E+00
   8 <-  4  9.29157E+00    7.33730E-01   5.03930E-01  -4.41350E+00   1.24490E+01  -1.41660E+01   5.69970E+00
   9 <-  4  9.29157E+00    6.19940E-01   3.99000E-01  -3.03920E+00   8.28510E+00  -9.05610E+00   3.45140E+00
  10 <-  4  9.29157E+00    7.00860E-01   3.72860E-01  -3.10030E+00   8.41400E+00  -8.86790E+00   3.22260E+00
  11 <-  4  9.29157E+00    7.47770E-01   3.12810E-01  -3.36210E+00   9.50550E+00  -1.04400E+01   4.02930E+00
  12 <-  4  9.29157E+00    6.16190E-01   2.38950E-01  -2.95640E+00   8.73430E+00  -1.03870E+01   4.42140E+00
  13 <-  4  9.29157E+00    5.09920E-01   2.01900E-01  -2.31120E+00   6.82130E+00  -8.15650E+00   3.47450E+00
  14 <-  4  9.29157E+00    4.24960E-01   1.20130E-01  -1.29650E+00   3.64540E+00  -4.01160E+00   1.52890E+00
