# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2022)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=9) -> e + H2*(n,v) -> H2(X1Sg,vf) (excitation + radiative decay)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  9  7.57126E+00    1.40200E+00   1.40500E+00  -1.56770E+01   4.97590E+01  -6.00010E+01   2.44480E+01
   1 <-  9  7.57126E+00    1.50200E+00   5.39480E-01  -1.00760E+01   3.44770E+01  -3.95010E+01   1.46760E+01
   2 <-  9  7.57126E+00    1.21300E+00   7.85160E-01  -7.48930E+00   2.47480E+01  -2.79860E+01   1.00230E+01
   3 <-  9  7.57126E+00    1.11660E+00   8.38390E-01  -9.51250E+00   3.09140E+01  -3.76690E+01   1.54650E+01
   4 <-  9  7.57126E+00    9.50970E-01   6.75350E-01  -5.97440E+00   1.95440E+01  -2.33120E+01   8.99620E+00
   5 <-  9  7.57126E+00    1.29910E+00   8.65660E-01  -1.04880E+01   3.44850E+01  -4.08860E+01   1.61010E+01
   6 <-  9  7.57126E+00    1.05970E+00   5.23780E-01  -6.05370E+00   2.02400E+01  -2.36320E+01   8.96890E+00
   7 <-  9  7.57126E+00    1.28160E+00   5.86390E-01  -9.93660E+00   3.29750E+01  -3.95980E+01   1.60970E+01
   8 <-  9  7.57126E+00    1.48540E+00   5.78940E-01  -1.12060E+01   3.76600E+01  -4.35670E+01   1.67680E+01
   9 <-  9  7.57126E+00    2.01500E+00   6.77520E-01  -2.22650E+01   7.53910E+01  -9.07130E+01   3.74310E+01
  10 <-  9  7.57126E+00    1.42200E+00   3.09600E-01  -1.01380E+01   3.45330E+01  -4.10270E+01   1.65060E+01
  11 <-  9  7.57126E+00    1.16080E+00   8.93990E-02  -5.31640E+00   1.88790E+01  -2.18230E+01   8.08740E+00
  12 <-  9  7.57126E+00    9.52480E-01   2.47520E-01  -5.93430E+00   2.03070E+01  -2.57150E+01   1.11970E+01
  13 <-  9  7.57126E+00    8.27390E-01   9.89000E-02  -2.55130E+00   8.76960E+00  -9.67180E+00   3.16510E+00
  14 <-  9  7.57126E+00    5.11420E-01   1.06640E-01  -1.80070E+00   6.03130E+00  -7.60880E+00   3.27380E+00
