# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=0) -> e + H2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  0  1.39379E+01    2.94270E-02  -1.47270E-02   8.93750E-02  -1.62710E-01   1.19670E-01
   1 <-  0  1.42125E+01    4.12500E-02  -2.86780E-02   1.68540E-01  -3.10620E-01   2.25960E-01
   2 <-  0  1.44729E+01    3.89270E-02  -2.54920E-02   1.51930E-01  -2.80690E-01   2.09270E-01
   3 <-  0  1.47136E+01    4.03280E-02  -2.68570E-02   1.54060E-01  -2.85150E-01   2.05600E-01
   4 <-  0  1.49419E+01    3.37890E-02  -1.86960E-02   1.08030E-01  -1.99350E-01   1.44710E-01
   5 <-  0  1.51566E+01    2.93440E-02  -1.39280E-02   7.96170E-02  -1.46610E-01   1.05160E-01
   6 <-  0  1.53569E+01    2.31520E-02  -8.62910E-03   4.98340E-02  -9.18860E-02   6.65710E-02
   7 <-  0  1.55429E+01    1.90790E-02  -5.83670E-03   3.35510E-02  -6.22550E-02   4.52130E-02
   8 <-  0  1.57152E+01    1.53700E-02  -3.79550E-03   2.17950E-02  -4.09870E-02   3.01610E-02
   9 <-  0  1.58730E+01    3.24820E-03  -2.94290E-04   3.64660E-03  -7.97540E-03   8.79580E-03
  10 <-  0  1.60170E+01    1.02600E-02  -1.71600E-03   9.73160E-03  -1.91300E-02   1.45360E-02
  11 <-  0  1.61464E+01    8.30400E-03  -1.13890E-03   6.45640E-03  -1.30750E-02   1.01610E-02
  12 <-  0  1.62609E+01    6.45250E-03  -7.02500E-04   4.03610E-03  -8.49430E-03   6.83770E-03
  13 <-  0  1.63595E+01    6.75750E-07   1.69880E-04  -1.54710E-03   4.00220E-03  -2.34180E-03
  14 <-  0  1.64413E+01    4.68890E-03  -3.76880E-04   2.15110E-03  -4.71140E-03   3.79600E-03
  15 <-  0  1.65046E+01    3.64740E-03  -2.31550E-04   1.33950E-03  -3.00620E-03   2.45890E-03
  16 <-  0  1.65475E+01    2.61990E-03  -1.21000E-04   7.08840E-04  -1.62120E-03   1.34190E-03
  17 <-  0  1.65680E+01    1.36540E-03  -3.31090E-05   1.95440E-04  -4.51630E-04   3.76400E-04
  18 <-  0  1.65710E+01    3.24240E-04  -1.86920E-06   1.10470E-05  -2.55700E-05   2.13340E-05
  DE <-  0  1.65712E+01    1.05330E-02  -1.77280E-03   1.00500E-02  -2.15010E-02   1.64400E-02
