# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=0) -> e + H2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  0  1.17934E+01    2.18890E-01  -9.29120E-01   5.76810E+00  -1.23190E+01   9.67320E+00
   1 <-  0  1.21066E+01    2.41750E-01  -1.11910E+00   6.89000E+00  -1.46610E+01   1.14920E+01
   2 <-  0  1.24029E+01    2.18800E-01  -9.03950E-01   5.49580E+00  -1.16390E+01   9.05230E+00
   3 <-  0  1.26828E+01    1.75720E-01  -5.76560E-01   3.47890E+00  -7.34710E+00   5.70660E+00
   4 <-  0  1.29466E+01    1.32610E-01  -3.25120E-01   1.95250E+00  -4.11040E+00   3.19880E+00
   5 <-  0  1.31946E+01    1.00660E-01  -1.84990E-01   1.09990E+00  -2.29550E+00   1.77300E+00
   6 <-  0  1.34268E+01    7.39150E-02  -9.85760E-02   5.82280E-01  -1.20090E+00   9.23800E-01
   7 <-  0  1.36432E+01    5.57760E-02  -5.52680E-02   3.22320E-01  -6.51700E-01   4.93720E-01
   8 <-  0  1.38434E+01    4.27520E-02  -3.19040E-02   1.83090E-01  -3.60640E-01   2.67180E-01
   9 <-  0  1.40267E+01    3.10200E-02  -1.65510E-02   9.43890E-02  -1.80240E-01   1.32100E-01
  10 <-  0  1.41919E+01    2.46580E-02  -1.02510E-02   5.72040E-02  -1.05500E-01   7.46140E-02
  11 <-  0  1.43374E+01    1.90560E-02  -6.01360E-03   3.30270E-02  -5.86710E-02   4.02650E-02
  12 <-  0  1.44603E+01    1.38930E-02  -3.14630E-03   1.71660E-02  -2.90890E-02   1.95520E-02
  13 <-  0  1.45567E+01    1.03700E-02  -1.72840E-03   9.32840E-03  -1.52100E-02   9.94550E-03
  14 <-  0  1.46219E+01    7.46860E-03  -8.87660E-04   4.73450E-03  -7.55400E-03   4.81530E-03
  15 <-  0  1.46553E+01    4.61180E-03  -3.36810E-04   1.78580E-03  -2.81890E-03   1.77320E-03
  16 <-  0  1.46674E+01    2.76330E-03  -1.20710E-04   6.38640E-04  -1.00410E-03   6.28520E-04
  17 <-  0  1.46736E+01    2.32210E-03  -8.51610E-05   4.50090E-04  -7.06120E-04   4.40910E-04
  18 <-  0  1.46777E+01    1.76340E-03  -4.90790E-05   2.59210E-04  -4.06070E-04   2.53130E-04
  19 <-  0  1.46800E+01    1.22620E-03  -2.37250E-05   1.25250E-04  -1.96070E-04   1.22110E-04
  20 <-  0  1.46810E+01    7.90980E-04  -9.87020E-06   5.21010E-05  -8.15270E-05   5.07560E-05
  21 <-  0  1.46814E+01    5.14690E-04  -4.17880E-06   2.20570E-05  -3.45090E-05   2.14810E-05
  DE <-  0  1.46815E+01    4.68550E-06   4.79530E-04  -2.33440E-03   1.91750E-02  -1.34460E-02
