# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=0) -> e + H2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  0  1.38876E+01    3.12810E-02  -1.65240E-02   9.74090E-02  -1.81610E-01   1.29600E-01
   1 <-  0  1.41778E+01    3.81990E-02  -2.43080E-02   1.41690E-01  -2.61530E-01   1.84700E-01
   2 <-  0  1.44478E+01    3.93750E-02  -2.56210E-02   1.46720E-01  -2.71770E-01   1.91430E-01
   3 <-  0  1.47009E+01    3.88110E-02  -2.47550E-02   1.38370E-01  -2.59390E-01   1.82020E-01
   4 <-  0  1.49386E+01    3.57470E-02  -2.09450E-02   1.15380E-01  -2.19120E-01   1.54220E-01
   5 <-  0  1.51613E+01    3.21710E-02  -1.69100E-02   9.20490E-02  -1.76680E-01   1.24430E-01
   6 <-  0  1.53690E+01    2.82470E-02  -1.29800E-02   6.99960E-02  -1.35240E-01   9.51270E-02
   7 <-  0  1.55619E+01    2.35250E-02  -8.97060E-03   4.82350E-02  -9.36600E-02   6.61700E-02
   8 <-  0  1.57399E+01    2.01820E-02  -6.54710E-03   3.48680E-02  -6.75960E-02   4.74260E-02
   9 <-  0  1.59026E+01    1.66760E-02  -4.43400E-03   2.34850E-02  -4.54150E-02   3.17960E-02
  10 <-  0  1.60492E+01    1.34950E-02  -2.87950E-03   1.51980E-02  -2.92900E-02   2.05100E-02
  11 <-  0  1.61781E+01    1.12500E-02  -1.97820E-03   1.03470E-02  -1.97900E-02   1.37430E-02
  12 <-  0  1.62870E+01    9.16150E-03  -1.29780E-03   6.74060E-03  -1.28020E-02   8.83920E-03
  13 <-  0  1.63733E+01    7.28790E-03  -8.13780E-04   4.20720E-03  -7.94400E-03   5.46950E-03
  14 <-  0  1.64391E+01    5.87030E-03  -5.24110E-04   2.70340E-03  -5.08250E-03   3.49860E-03
  15 <-  0  1.64904E+01    4.80960E-03  -3.49720E-04   1.80280E-03  -3.37870E-03   2.32960E-03
  16 <-  0  1.65294E+01    3.92780E-03  -2.31960E-04   1.19240E-03  -2.22700E-03   1.53270E-03
  17 <-  0  1.65556E+01    2.95220E-03  -1.30510E-04   6.69170E-04  -1.24640E-03   8.55960E-04
  18 <-  0  1.65683E+01    1.66660E-03  -4.15100E-05   2.12560E-04  -3.95410E-04   2.71250E-04
  19 <-  0  1.65710E+01    4.55900E-04  -3.10500E-06   1.58960E-05  -2.95620E-05   2.02750E-05
  DE <-  0  1.65712E+01    1.19130E-02  -1.70510E-03   7.92030E-03  -1.32370E-02   9.24620E-03
