# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=0) -> e + H2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  0  1.38553E+01    4.33740E-02  -3.77920E-02   3.18470E-01  -6.30060E-01   5.43080E-01
   1 <-  0  1.41339E+01    5.27090E-02  -5.47530E-02   4.78000E-01  -9.13020E-01   7.91550E-01
   2 <-  0  1.43969E+01    5.88310E-02  -6.68870E-02   5.55640E-01  -1.06870E+00   8.95390E-01
   3 <-  0  1.46444E+01    5.09540E-02  -4.94440E-02   4.24450E-01  -7.97310E-01   6.74350E-01
   4 <-  0  1.48770E+01    4.82270E-02  -4.36490E-02   3.55710E-01  -6.77050E-01   5.56670E-01
   5 <-  0  1.50954E+01    3.78730E-02  -2.66200E-02   2.24520E-01  -4.19030E-01   3.49040E-01
   6 <-  0  1.52998E+01    3.37910E-02  -2.09490E-02   1.68060E-01  -3.17390E-01   2.57820E-01
   7 <-  0  1.54905E+01   -5.35320E-08   6.58740E-03  -5.13440E-02   2.30540E-01  -1.84550E-01
   8 <-  0  1.56674E+01    2.18110E-02  -8.57070E-03   6.93360E-02  -1.28220E-01   1.03890E-01
   9 <-  0  1.58302E+01    1.84310E-02  -6.06780E-03   4.79520E-02  -8.84740E-02   7.06310E-02
  10 <-  0  1.59788E+01   -1.26930E-06   2.04240E-03  -1.58930E-02   6.98380E-02  -5.58540E-02
  11 <-  0  1.61127E+01    1.15080E-02  -2.33490E-03   1.92150E-02  -3.41400E-02   2.74420E-02
  12 <-  0  1.62313E+01    9.67410E-03  -1.63990E-03   1.33120E-02  -2.35400E-02   1.87170E-02
  13 <-  0  1.63335E+01    7.69890E-03  -1.03340E-03   8.55750E-03  -1.48750E-02   1.18640E-02
  14 <-  0  1.64177E+01   -3.81010E-08   9.83350E-05   6.55920E-04   1.90970E-03  -7.84570E-04
  15 <-  0  1.64806E+01   -2.21050E-07   1.80250E-04  -1.05300E-03   5.68120E-03  -4.36150E-03
  16 <-  0  1.65193E+01    3.24750E-03  -1.82260E-04   1.57910E-03  -2.66020E-03   2.14090E-03
  17 <-  0  1.65429E+01    2.61080E-03  -1.17650E-04   1.01560E-03  -1.71110E-03   1.37390E-03
  18 <-  0  1.65586E+01    2.03780E-03  -7.16180E-05   6.16650E-04  -1.03920E-03   8.33070E-04
  19 <-  0  1.65676E+01    1.42520E-03  -3.50140E-05   3.01060E-04  -5.07400E-04   4.06390E-04
  20 <-  0  1.65710E+01    5.81670E-04  -5.83120E-06   5.01090E-05  -8.44580E-05   6.76230E-05
  DE <-  0  1.65712E+01    6.80260E-07   1.87720E-04   6.00680E-03  -2.74840E-03   5.21760E-03
