# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=2) -> e + D2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  2  1.33200E+01    2.04950E-01  -4.89440E-02   4.23030E-01  -9.32260E-01   1.03070E+00  -4.19700E-01
   1 <-  2  1.35191E+01    9.17600E-02  -7.39640E-03   6.99670E-02  -1.28680E-01   1.13800E-01  -3.32890E-02
   2 <-  2  1.37072E+01    2.20790E-02  -6.69220E-04   6.51030E-03  -1.75470E-02   2.24590E-02  -1.02000E-02
   3 <-  2  1.38806E+01    7.74010E-02  -4.64930E-03   5.31700E-02  -1.08490E-01   1.06820E-01  -3.49180E-02
   4 <-  2  1.40362E+01    8.53050E-02  -3.14950E-03   5.23190E-02  -8.68040E-02   5.96220E-02  -3.91010E-03
   5 <-  2  1.41818E+01    7.41360E-02  -8.64670E-04   3.19560E-02  -3.81470E-02   2.28890E-03   2.08110E-02
   6 <-  2  1.43225E+01    5.33250E-02   1.65280E-04   1.29570E-02  -6.66680E-03  -1.93550E-02   2.23670E-02
   7 <-  2  1.44559E+01    3.21490E-02  -7.94290E-05   4.51060E-03  -1.27250E-03  -9.21710E-03   9.59230E-03
   8 <-  2  1.45822E+01    1.22070E-11  -4.24510E-23   5.63240E-22   3.47470E-22  -2.48080E-21   2.20780E-21
   9 <-  2  1.45823E+01    1.16620E-02  -2.92730E-05   4.15640E-04   5.76510E-04  -2.52170E-03   2.09220E-03
  10 <-  2  1.46133E+01    5.62540E-12  -4.36250E-23  -2.48990E-22   1.47840E-21  -2.38500E-21   1.25170E-21
  11 <-  2  1.46450E+01    8.78590E-13  -2.19490E-24   5.74920E-24  -2.61740E-24  -6.01610E-24   5.95870E-24
  12 <-  2  1.46763E+01    2.91100E-17   2.00170E-22  -2.25950E-21   8.36740E-21  -1.23950E-20   6.34790E-21
  13 <-  2  1.47008E+01    3.63270E-03   6.69440E-05  -4.62390E-05   2.76170E-04  -4.30550E-04   1.96970E-04
  14 <-  2  1.47064E+01   -6.28410E-16   1.70830E-23  -2.07430E-22   8.07570E-22  -1.23870E-21   6.52140E-22
  15 <-  2  1.47355E+01   -1.74950E-15   5.54520E-24  -6.00730E-23   2.18790E-22  -3.23140E-22   1.65930E-22
