# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=2) -> e + D2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  2  1.31939E+01    6.14470E-02  -6.59870E-02   4.00150E-01  -7.64170E-01   5.58400E-01
   1 <-  2  1.34040E+01    1.88240E-02  -5.93980E-03   4.14180E-02  -7.00750E-02   4.89740E-02
   2 <-  2  1.36024E+01    9.57310E-03  -1.72060E-03   1.03070E-02  -2.29530E-02   1.81070E-02
   3 <-  2  1.37916E+01    2.68060E-02  -1.22930E-02   7.09720E-02  -1.35840E-01   9.65950E-02
   4 <-  2  1.39728E+01    2.54150E-02  -1.08520E-02   6.46930E-02  -1.18450E-01   8.35480E-02
   5 <-  2  1.41460E+01    1.95740E-02  -6.33680E-03   3.81520E-02  -6.78460E-02   4.74070E-02
   6 <-  2  1.43115E+01    1.21520E-02  -2.42130E-03   1.46160E-02  -2.56450E-02   1.80440E-02
   7 <-  2  1.44694E+01    4.72530E-03  -3.71760E-04   2.30850E-03  -4.09150E-03   3.06620E-03
   8 <-  2  1.46199E+01    9.98430E-04  -1.39620E-05   8.03520E-05  -1.29200E-04   6.73700E-05
   9 <-  2  1.47630E+01    6.30610E-03  -6.18700E-04   3.50620E-03  -6.07440E-03   4.06140E-03
  10 <-  2  1.48987E+01    1.06380E-02  -1.77900E-03   9.95310E-03  -1.77320E-02   1.22010E-02
  11 <-  2  1.50269E+01    1.36160E-02  -2.92920E-03   1.62930E-02  -2.96170E-02   2.07670E-02
  12 <-  2  1.51476E+01    1.65190E-02  -4.31460E-03   2.35490E-02  -4.34820E-02   3.04060E-02
  13 <-  2  1.52606E+01    1.83650E-02  -5.32830E-03   2.87170E-02  -5.35810E-02   3.73800E-02
  14 <-  2  1.53655E+01    1.90480E-02  -5.72320E-03   3.06180E-02  -5.75480E-02   4.01510E-02
  15 <-  2  1.54618E+01    1.85940E-02  -5.44560E-03   2.90540E-02  -5.49270E-02   3.84730E-02
  16 <-  2  1.55488E+01    1.78070E-02  -4.98110E-03   2.64610E-02  -5.01980E-02   3.51680E-02
  17 <-  2  1.56254E+01    1.68840E-02  -4.46030E-03   2.35290E-02  -4.46730E-02   3.11480E-02
  18 <-  2  1.56907E+01    1.55010E-02  -3.74500E-03   1.96490E-02  -3.73080E-02   2.59200E-02
  19 <-  2  1.57448E+01    1.39900E-02  -3.03960E-03   1.58830E-02  -3.01470E-02   2.08930E-02
  20 <-  2  1.57896E+01    1.26630E-02  -2.48290E-03   1.29330E-02  -2.45370E-02   1.69770E-02
  21 <-  2  1.58272E+01    1.14660E-02  -2.02980E-03   1.05470E-02  -2.00000E-02   1.38240E-02
  22 <-  2  1.58586E+01    1.02600E-02  -1.62140E-03   8.40960E-03  -1.59400E-02   1.10110E-02
  23 <-  2  1.58839E+01    8.94140E-03  -1.22900E-03   6.36550E-03  -1.20600E-02   8.32890E-03
  24 <-  2  1.59027E+01    7.39190E-03  -8.38640E-04   4.33960E-03  -8.21950E-03   5.67630E-03
  25 <-  2  1.59147E+01    5.45530E-03  -4.56330E-04   2.36000E-03  -4.46910E-03   3.08650E-03
  26 <-  2  1.59202E+01    3.13260E-03  -1.50400E-04   7.77650E-04  -1.47250E-03   1.01700E-03
  27 <-  2  1.59216E+01    1.17180E-03  -2.10430E-05   1.08790E-04  -2.06000E-04   1.42280E-04
  28 <-  2  1.59218E+01    7.20670E-04  -7.95880E-06   4.11480E-05  -7.79140E-05   5.38140E-05
  DE <-  2  1.59218E+01   -2.44870E-05   1.59330E-03  -4.00810E-03   1.01590E-02   9.77740E-03
