# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  1  1.12544E+01    2.50390E-01  -1.17250E+00   8.28570E+00  -1.52700E+01   1.17000E+01
   1 <-  1  1.15448E+01    1.55840E-01  -4.47510E-01   3.26810E+00  -5.85090E+00   4.47690E+00
   2 <-  1  1.18200E+01    4.74610E-02  -4.06320E-02   3.05470E-01  -5.19450E-01   3.85420E-01
   3 <-  1  1.20805E+01    3.30690E-02  -1.97020E-02   1.33060E-01  -2.50830E-01   1.91170E-01
   4 <-  1  1.23264E+01    7.96960E-02  -1.11970E-01   7.75760E-01  -1.38740E+00   1.02740E+00
   5 <-  1  1.25582E+01    9.33910E-02  -1.51680E-01   1.08950E+00  -1.89120E+00   1.39930E+00
   6 <-  1  1.27760E+01    9.58220E-02  -1.57310E-01   1.13340E+00  -1.93210E+00   1.41150E+00
   7 <-  1  1.29799E+01    3.44350E-02  -2.12730E-02   3.99930E-01  -5.48660E-01   5.14600E-01
   8 <-  1  1.31697E+01    7.54260E-02  -9.50390E-02   7.15960E-01  -1.17040E+00   8.50500E-01
   9 <-  1  1.33453E+01    5.91860E-02  -5.78720E-02   4.70420E-01  -7.42220E-01   5.48600E-01
  10 <-  1  1.35061E+01    5.22470E-02  -4.46400E-02   3.56180E-01  -5.60000E-01   4.08330E-01
  11 <-  1  1.36518E+01    4.46750E-02  -3.23610E-02   2.57590E-01  -4.02450E-01   2.91670E-01
  12 <-  1  1.37813E+01    3.60530E-02  -2.09160E-02   1.72790E-01  -2.65430E-01   1.93910E-01
  13 <-  1  1.38938E+01    1.41310E-02  -3.14490E-03   6.44010E-02  -8.09330E-02   7.22840E-02
  14 <-  1  1.39876E+01   -1.96890E-07   3.71720E-03  -4.26850E-04   4.76270E-02  -2.16670E-02
  15 <-  1  1.40613E+01    2.17560E-02  -7.53310E-03   5.93540E-02  -9.21420E-02   6.61530E-02
  16 <-  1  1.41135E+01    1.69820E-02  -4.58130E-03   3.57310E-02  -5.56260E-02   3.98130E-02
  17 <-  1  1.41441E+01    1.18210E-02  -2.21720E-03   1.72170E-02  -2.68350E-02   1.91830E-02
  18 <-  1  1.41578E+01    7.24960E-03  -8.33610E-04   6.46250E-03  -1.00770E-02   7.20030E-03
  19 <-  1  1.41628E+01    4.34500E-03  -2.99380E-04   2.32010E-03  -3.61800E-03   2.58490E-03
  20 <-  1  1.41646E+01    2.47400E-03  -9.70530E-05   7.51950E-04  -1.17270E-03   8.37790E-04
  21 <-  1  1.41651E+01    1.29230E-03  -2.64810E-05   2.05150E-04  -3.19950E-04   2.28580E-04
  DE <-  1  1.41652E+01   -1.78920E-05   1.68580E-02  -3.72290E-03   2.41030E-01  -1.40090E-01
