# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  1  1.33713E+01    5.89670E-02  -6.01770E-02   3.63500E-01  -6.88170E-01   5.00720E-01
   1 <-  1  1.36616E+01    3.06630E-02  -1.57430E-02   1.00830E-01  -1.77160E-01   1.24830E-01
   2 <-  1  1.39316E+01   -6.16160E-08   4.43610E-04  -1.22920E-03   7.49580E-03  -5.79590E-03
   3 <-  1  1.41847E+01    7.39480E-03  -9.59150E-04   5.42030E-03  -1.12830E-02   8.30720E-03
   4 <-  1  1.44224E+01    1.66900E-02  -4.59310E-03   2.59400E-02  -4.82720E-02   3.34760E-02
   5 <-  1  1.46450E+01    2.04830E-02  -6.80120E-03   3.86720E-02  -7.02420E-02   4.85330E-02
   6 <-  1  1.48527E+01    2.30020E-02  -8.49350E-03   4.75350E-02  -8.64710E-02   5.97300E-02
   7 <-  1  1.50456E+01    2.31910E-02  -8.60890E-03   4.78280E-02  -8.80370E-02   6.16460E-02
   8 <-  1  1.52236E+01    2.41410E-02  -9.28430E-03   5.04430E-02  -9.40800E-02   6.55950E-02
   9 <-  1  1.53863E+01    2.34110E-02  -8.70370E-03   4.67520E-02  -8.81540E-02   6.15800E-02
  10 <-  1  1.55329E+01    2.13400E-02  -7.21620E-03   3.86130E-02  -7.35040E-02   5.17200E-02
  11 <-  1  1.56618E+01    1.98500E-02  -6.21060E-03   3.28690E-02  -6.28060E-02   4.39410E-02
  12 <-  1  1.57707E+01    1.75900E-02  -4.85230E-03   2.54940E-02  -4.88110E-02   3.40410E-02
  13 <-  1  1.58570E+01    1.49040E-02  -3.46860E-03   1.81430E-02  -3.47760E-02   2.42290E-02
  14 <-  1  1.59228E+01    1.25920E-02  -2.46730E-03   1.28730E-02  -2.46960E-02   1.72160E-02
  15 <-  1  1.59741E+01    1.07080E-02  -1.77930E-03   9.27390E-03  -1.78050E-02   1.24350E-02
  16 <-  1  1.60131E+01    8.88750E-03  -1.22280E-03   6.36520E-03  -1.22240E-02   8.54300E-03
  17 <-  1  1.60394E+01    6.79000E-03  -7.12210E-04   3.69850E-03  -7.09750E-03   4.95130E-03
  18 <-  1  1.60521E+01    3.86300E-03  -2.30270E-04   1.19450E-03  -2.29130E-03   1.59710E-03
  19 <-  1  1.60547E+01    1.05840E-03  -1.72810E-05   8.96220E-05  -1.71900E-04   1.19800E-04
  DE <-  1  1.60549E+01    2.14970E-02  -5.36830E-03   2.62260E-02  -4.40480E-02   3.63150E-02
