# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=1) -> e + H2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  1  1.12771E+01    2.94650E-01  -1.72480E+00   1.09290E+01  -2.35210E+01   1.86970E+01
   1 <-  1  1.15903E+01    1.27970E-01  -3.20020E-01   1.99610E+00  -4.25240E+00   3.32980E+00
   2 <-  1  1.18866E+01    1.77880E-02  -6.51800E-03   4.62090E-02  -1.03460E-01   9.55440E-02
   3 <-  1  1.21665E+01    1.15750E-01  -2.54710E-01   1.55880E+00  -3.27820E+00   2.54270E+00
   4 <-  1  1.24303E+01    1.49920E-01  -4.21220E-01   2.54390E+00  -5.29870E+00   4.06340E+00
   5 <-  1  1.26783E+01    1.50950E-01  -4.21920E-01   2.52290E+00  -5.22350E+00   3.98100E+00
   6 <-  1  1.29106E+01    1.34970E-01  -3.33950E-01   1.98280E+00  -4.08910E+00   3.11130E+00
   7 <-  1  1.31269E+01    1.12640E-01  -2.30740E-01   1.36510E+00  -2.80850E+00   2.14290E+00
   8 <-  1  1.33271E+01    9.31990E-02  -1.56460E-01   9.19000E-01  -1.88150E+00   1.43100E+00
   9 <-  1  1.35104E+01    7.24420E-02  -9.39680E-02   5.52670E-01  -1.12670E+00   8.63820E-01
  10 <-  1  1.36757E+01    5.93320E-02  -6.23440E-02   3.63060E-01  -7.32200E-01   5.55770E-01
  11 <-  1  1.38211E+01    4.78850E-02  -4.01890E-02   2.32080E-01  -4.61980E-01   3.47430E-01
  12 <-  1  1.39440E+01    3.75000E-02  -2.44340E-02   1.40460E-01  -2.75670E-01   2.06300E-01
  13 <-  1  1.40404E+01    2.87860E-02  -1.42830E-02   8.16970E-02  -1.58030E-01   1.17470E-01
  14 <-  1  1.41057E+01    2.10260E-02  -7.56480E-03   4.29340E-02  -8.20930E-02   6.03230E-02
  15 <-  1  1.41390E+01    1.30800E-02  -2.91610E-03   1.64800E-02  -3.13080E-02   2.28560E-02
  16 <-  1  1.41511E+01    7.86170E-03  -1.05190E-03   5.93560E-03  -1.12490E-02   8.19270E-03
  17 <-  1  1.41573E+01    6.61800E-03  -7.44900E-04   4.19960E-03  -7.94960E-03   5.78220E-03
  18 <-  1  1.41615E+01    5.03210E-03  -4.30450E-04   2.42550E-03  -4.58750E-03   3.33390E-03
  19 <-  1  1.41637E+01    3.50170E-03  -2.08390E-04   1.17390E-03  -2.21920E-03   1.61210E-03
  20 <-  1  1.41647E+01    2.25960E-03  -8.67580E-05   4.88660E-04  -9.23630E-04   6.70800E-04
  21 <-  1  1.41651E+01    1.47050E-03  -3.67410E-05   2.06930E-04  -3.91100E-04   2.84020E-04
  DE <-  1  1.41652E+01    1.85350E-02  -4.23050E-03   3.44790E-02   2.15110E-02   2.51140E-03
