# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  3  1.24263E+01    7.88930E-02  -1.16410E-01   7.11360E-01  -1.48270E+00   1.16280E+00
   1 <-  3  1.27166E+01    6.54560E-02  -7.82680E-02   4.75150E-01  -9.66870E-01   7.51650E-01
   2 <-  3  1.29865E+01    3.55400E-02  -2.24850E-02   1.40810E-01  -2.74240E-01   2.11040E-01
   3 <-  3  1.32396E+01    6.06890E-03  -6.61400E-04   4.09990E-03  -1.05640E-02   9.70280E-03
   4 <-  3  1.34774E+01    2.87500E-02  -1.47750E-02   8.70040E-02  -1.76700E-01   1.34700E-01
   5 <-  3  1.37000E+01    3.03110E-02  -1.59630E-02   9.36210E-02  -1.80900E-01   1.31170E-01
   6 <-  3  1.39077E+01    2.12870E-02  -7.77480E-03   4.66800E-02  -8.63240E-02   6.03230E-02
   7 <-  3  1.41006E+01    1.06980E-02  -1.99550E-03   1.30780E-02  -2.27400E-02   1.52190E-02
   8 <-  3  1.42786E+01    2.07190E-03  -1.20060E-04   1.41790E-03  -2.01350E-03   1.11080E-03
   9 <-  3  1.44413E+01    1.66870E-03  -5.90440E-05   3.77400E-04  -7.08040E-04   4.04360E-04
  10 <-  3  1.45879E+01    5.10220E-03  -3.80260E-04   1.89860E-03  -3.59510E-03   2.48790E-03
  11 <-  3  1.47168E+01    7.34020E-03  -7.90580E-04   4.05850E-03  -7.35960E-03   4.95240E-03
  12 <-  3  1.48257E+01    8.20910E-03  -9.86080E-04   5.12050E-03  -9.10210E-03   6.05640E-03
  13 <-  3  1.49120E+01    8.04490E-03  -9.43420E-04   4.92690E-03  -8.66740E-03   5.75290E-03
  14 <-  3  1.49778E+01    7.41190E-03  -7.97280E-04   4.18850E-03  -7.32310E-03   4.88130E-03
  15 <-  3  1.50291E+01    6.87200E-03  -6.84110E-04   3.59520E-03  -6.27080E-03   4.18370E-03
  16 <-  3  1.50681E+01    6.13180E-03  -5.44480E-04   2.85410E-03  -4.97640E-03   3.31590E-03
  17 <-  3  1.50943E+01    4.86540E-03  -3.42740E-04   1.79320E-03  -3.12690E-03   2.08230E-03
  18 <-  3  1.51071E+01    2.81900E-03  -1.15050E-04   6.01330E-04  -1.04880E-03   6.98220E-04
  19 <-  3  1.51097E+01    7.75260E-04  -8.70120E-06   4.54680E-05  -7.93040E-05   5.27940E-05
  DE <-  3  1.51099E+01    7.72920E-08   2.29100E-02  -1.76780E-01   4.45960E-01  -2.90100E-01
