# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  3  1.03094E+01    1.87450E-01  -6.96540E-01   5.10560E+00  -9.71160E+00   7.91750E+00
   1 <-  3  1.05998E+01    1.69870E-01  -5.69080E-01   4.50480E+00  -8.33900E+00   7.02010E+00
   2 <-  3  1.08750E+01    1.12070E-01  -2.41410E-01   1.85640E+00  -3.37100E+00   2.73250E+00
   3 <-  3  1.11354E+01    2.55630E-02  -1.23780E-02   8.35530E-02  -1.64030E-01   1.29400E-01
   4 <-  3  1.13814E+01    1.06230E-01  -2.09390E-01   1.47580E+00  -2.72050E+00   2.09400E+00
   5 <-  3  1.16132E+01    1.12530E-01  -2.32170E-01   1.67610E+00  -3.02080E+00   2.31240E+00
   6 <-  3  1.18310E+01    8.83260E-02  -1.40830E-01   1.01330E+00  -1.79570E+00   1.34470E+00
   7 <-  3  1.20349E+01    4.76480E-02  -4.03860E-02   3.06820E-01  -5.22330E-01   3.87760E-01
   8 <-  3  1.22247E+01    1.26420E-02  -2.71150E-03   2.65090E-02  -3.83670E-02   2.66710E-02
   9 <-  3  1.24002E+01    1.17900E-02  -2.56650E-03   1.57790E-02  -3.24390E-02   2.52310E-02
  10 <-  3  1.25611E+01    3.00430E-02  -1.60280E-02   1.05780E-01  -1.96300E-01   1.47650E-01
  11 <-  3  1.27068E+01    4.15980E-02  -3.02510E-02   2.01520E-01  -3.64190E-01   2.68740E-01
  12 <-  3  1.28363E+01    4.61560E-02  -3.68810E-02   2.48760E-01  -4.42090E-01   3.24200E-01
  13 <-  3  1.29487E+01    3.73490E-02  -2.42340E-02   1.86470E-01  -3.18030E-01   2.46040E-01
  14 <-  3  1.30426E+01    4.26280E-02  -3.10600E-02   2.15490E-01  -3.73830E-01   2.73840E-01
  15 <-  3  1.31163E+01    3.82690E-02  -2.48980E-02   1.72170E-01  -2.97280E-01   2.16430E-01
  16 <-  3  1.31685E+01    3.13710E-02  -1.66700E-02   1.15180E-01  -1.98180E-01   1.43780E-01
  17 <-  3  1.31991E+01    2.24270E-02  -8.50240E-03   5.87870E-02  -1.00910E-01   7.31030E-02
  18 <-  3  1.32127E+01    1.39120E-02  -3.26870E-03   2.26120E-02  -3.87710E-02   2.80730E-02
  19 <-  3  1.32178E+01    8.37420E-03  -1.18400E-03   8.19270E-03  -1.40410E-02   1.01650E-02
  20 <-  3  1.32196E+01    4.77530E-03  -3.84970E-04   2.66390E-03  -4.56490E-03   3.30450E-03
  21 <-  3  1.32201E+01    2.49540E-03  -1.05120E-04   7.27410E-04  -1.24650E-03   9.02290E-04
  DE <-  3  1.32202E+01   -1.92690E-06   3.18480E-01  -2.11130E+00   6.95490E+00  -5.05450E+00
