# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  3  1.23940E+01    5.83350E-02  -7.73590E-02   6.80430E-01  -1.52080E+00   1.45610E+00
   1 <-  3  1.26726E+01    5.19790E-02  -5.97840E-02   5.31460E-01  -1.13040E+00   1.05310E+00
   2 <-  3  1.29356E+01    4.46020E-02  -4.32040E-02   3.71950E-01  -7.88670E-01   7.18630E-01
   3 <-  3  1.31831E+01   -2.14260E-08   4.81270E-06   3.18080E-04   8.57800E-05   2.89440E-04
   4 <-  3  1.34157E+01    2.73160E-02  -1.56680E-02   1.30190E-01  -2.73860E-01   2.40670E-01
   5 <-  3  1.36341E+01    3.48330E-02  -2.50050E-02   2.14930E-01  -4.34030E-01   3.84200E-01
   6 <-  3  1.38386E+01    3.30000E-02  -2.19240E-02   1.85160E-01  -3.67280E-01   3.17500E-01
   7 <-  3  1.40292E+01    2.09050E-02  -8.60620E-03   7.92430E-02  -1.46800E-01   1.30220E-01
   8 <-  3  1.42061E+01    1.18290E-02  -2.66640E-03   2.54000E-02  -4.43230E-02   3.86920E-02
   9 <-  3  1.43689E+01   -5.29170E-08   9.83570E-05   2.44700E-04   2.70620E-03  -1.88490E-03
  10 <-  3  1.45175E+01    1.93790E-03  -7.92320E-05   6.03740E-04  -1.46740E-03   1.38310E-03
  11 <-  3  1.46514E+01    7.05030E-03  -9.67620E-04   7.77290E-03  -1.58360E-02   1.37580E-02
  12 <-  3  1.47700E+01    1.02680E-02  -2.00930E-03   1.62750E-02  -3.19230E-02   2.71520E-02
  13 <-  3  1.48722E+01    1.19990E-02  -2.71040E-03   2.18960E-02  -4.22190E-02   3.53900E-02
  14 <-  3  1.49564E+01   -1.57940E-07   1.36170E-04   4.21330E-03  -8.06630E-04   5.10120E-03
  15 <-  3  1.50193E+01    9.49990E-03  -1.67730E-03   1.46940E-02  -2.69320E-02   2.31710E-02
  16 <-  3  1.50580E+01    7.51030E-03  -1.04500E-03   9.10020E-03  -1.66550E-02   1.42420E-02
  17 <-  3  1.50817E+01    6.34160E-03  -7.43780E-04   6.45140E-03  -1.17990E-02   1.00520E-02
  18 <-  3  1.50973E+01    5.10800E-03  -4.82010E-04   4.16920E-03  -7.62310E-03   6.47810E-03
  19 <-  3  1.51063E+01    3.63690E-03  -2.44190E-04   2.10880E-03  -3.85530E-03   3.27160E-03
  20 <-  3  1.51097E+01    1.49420E-03  -4.12090E-05   3.55660E-04  -6.50190E-04   5.51440E-04
  DE <-  3  1.51099E+01   -1.42860E-06   4.24550E-02  -2.92440E-01   1.45410E+00  -1.20580E+00
