# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=3) -> e + H2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  3  1.03321E+01    9.51650E-02  -1.93900E-01   1.36200E+00  -3.05600E+00   2.73880E+00
   1 <-  3  1.06453E+01    2.00200E-01  -8.32660E-01   5.65830E+00  -1.22750E+01   1.04650E+01
   2 <-  3  1.09416E+01    2.61650E-02  -1.42410E-02   9.33730E-02  -2.14760E-01   1.80350E-01
   3 <-  3  1.12215E+01    1.22410E-01  -3.00470E-01   1.93280E+00  -4.20280E+00   3.41500E+00
   4 <-  3  1.14853E+01    1.41670E-01  -3.99670E-01   2.55270E+00  -5.59250E+00   4.55000E+00
   5 <-  3  1.17333E+01    1.01610E-01  -2.02630E-01   1.26940E+00  -2.76890E+00   2.20830E+00
   6 <-  3  1.19655E+01    3.80200E-02  -2.82190E-02   1.75670E-01  -3.85410E-01   3.06480E-01
   7 <-  3  1.21819E+01    1.47180E-02  -4.02500E-03   2.45560E-02  -4.87540E-02   3.73950E-02
   8 <-  3  1.23821E+01    5.26030E-02  -5.16760E-02   3.11450E-01  -6.42450E-01   4.91240E-01
   9 <-  3  1.25654E+01    7.18130E-02  -9.56630E-02   5.74410E-01  -1.18070E+00   9.02500E-01
  10 <-  3  1.27307E+01    8.25580E-02  -1.25090E-01   7.41900E-01  -1.51350E+00   1.14140E+00
  11 <-  3  1.28761E+01    8.22590E-02  -1.23230E-01   7.26310E-01  -1.47260E+00   1.10530E+00
  12 <-  3  1.29990E+01    7.25080E-02  -9.54290E-02   5.63970E-01  -1.13940E+00   8.62210E-01
  13 <-  3  1.30954E+01    6.33650E-02  -7.24340E-02   4.25060E-01  -8.55340E-01   6.42710E-01
  14 <-  3  1.31607E+01    4.90000E-02  -4.31440E-02   2.52070E-01  -5.05890E-01   3.78580E-01
  15 <-  3  1.31940E+01    3.12500E-02  -1.75140E-02   1.02130E-01  -2.04700E-01   1.52930E-01
  16 <-  3  1.32061E+01    1.89420E-02  -6.43000E-03   3.74710E-02  -7.50680E-02   5.60560E-02
  17 <-  3  1.32123E+01    1.60120E-02  -4.59310E-03   2.67570E-02  -5.35920E-02   4.00100E-02
  18 <-  3  1.32165E+01    1.22080E-02  -2.66930E-03   1.55470E-02  -3.11340E-02   2.32390E-02
  19 <-  3  1.32187E+01    8.50720E-03  -1.29610E-03   7.54820E-03  -1.51150E-02   1.12810E-02
  20 <-  3  1.32197E+01    5.49300E-03  -5.40340E-04   3.14660E-03  -6.30060E-03   4.70240E-03
  21 <-  3  1.32201E+01    3.57580E-03  -2.28970E-04   1.33330E-03  -2.66980E-03   1.99250E-03
  DE <-  3  1.32202E+01   -1.23600E-06   7.58830E-02  -6.12270E-01   2.25690E+00  -1.34560E+00
