# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=5) -> e + D2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  5  1.21808E+01    3.21580E-02  -2.40790E-02   2.15910E-01  -4.87830E-01   4.71170E-01
   1 <-  5  1.23811E+01    6.53410E-02  -9.69210E-02   8.56190E-01  -1.88860E+00   1.79500E+00
   2 <-  5  1.25738E+01    1.16200E-02  -2.92230E-03   2.72710E-02  -5.59630E-02   5.29960E-02
   3 <-  5  1.27584E+01    4.51790E-02  -4.49190E-02   3.92470E-01  -8.38610E-01   7.77070E-01
   4 <-  5  1.29351E+01    2.28210E-02  -1.13530E-02   9.77430E-02  -2.06100E-01   1.87960E-01
   5 <-  5  1.31042E+01    1.12610E-02  -2.70710E-03   2.32480E-02  -4.98920E-02   4.53090E-02
   6 <-  5  1.32662E+01    3.05030E-02  -1.96570E-02   1.67820E-01  -3.50160E-01   3.13410E-01
   7 <-  5  1.34213E+01    3.20370E-02  -2.13400E-02   1.80490E-01  -3.69880E-01   3.25540E-01
   8 <-  5  1.35696E+01    1.89600E-02  -7.35510E-03   6.70220E-02  -1.28830E-01   1.16190E-01
   9 <-  5  1.37109E+01    5.13980E-03  -5.07520E-04   5.85910E-03  -8.93750E-03   8.43410E-03
  10 <-  5  1.38452E+01    5.52840E-03  -6.38020E-04   5.03870E-03  -1.12570E-02   9.99430E-03
  11 <-  5  1.39723E+01    1.54630E-02  -4.81200E-03   3.87110E-02  -7.99760E-02   6.86110E-02
  12 <-  5  1.40925E+01    1.87750E-02  -7.00200E-03   6.00700E-02  -1.17790E-01   1.03090E-01
  13 <-  5  1.42056E+01    2.10240E-02  -8.66540E-03   7.39090E-02  -1.42550E-01   1.22840E-01
  14 <-  5  1.43116E+01    2.09800E-02  -8.53880E-03   7.22130E-02  -1.37670E-01   1.16870E-01
  15 <-  5  1.44103E+01    1.88340E-02  -6.82240E-03   5.80280E-02  -1.08890E-01   9.17890E-02
  16 <-  5  1.45016E+01    1.40930E-02  -3.79620E-03   3.50850E-02  -6.27190E-02   5.43860E-02
  17 <-  5  1.45853E+01    1.15860E-02  -2.55090E-03   2.33330E-02  -4.15200E-02   3.54730E-02
  18 <-  5  1.46609E+01    9.05420E-03  -1.55070E-03   1.40480E-02  -2.49140E-02   2.09820E-02
  19 <-  5  1.47278E+01    6.69330E-03  -8.44500E-04   7.60150E-03  -1.34320E-02   1.11600E-02
  20 <-  5  1.47855E+01    4.62070E-03  -4.01530E-04   3.61980E-03  -6.35500E-03   5.21630E-03
  21 <-  5  1.48325E+01    2.88980E-03  -1.56960E-04   1.44950E-03  -2.50370E-03   2.03950E-03
  22 <-  5  1.48671E+01    1.53770E-03  -4.46260E-05   4.56260E-04  -7.50940E-04   6.18140E-04
  23 <-  5  1.48904E+01    5.25380E-04  -5.51560E-06   1.09720E-04  -1.44610E-04   1.34300E-04
  24 <-  5  1.49073E+01    1.55690E-09   9.47230E-07   2.13300E-05   9.78830E-06  -2.17790E-06
  25 <-  5  1.49201E+01   -8.33680E-09   1.41660E-06  -2.83900E-06   4.31300E-05  -3.54850E-05
  26 <-  5  1.49292E+01   -3.34780E-08   8.36240E-07  -3.89630E-06   2.67130E-05  -2.26320E-05
  27 <-  5  1.49351E+01   -4.49850E-09   2.73200E-07  -7.02500E-07   8.06730E-06  -7.03540E-06
  28 <-  5  1.49383E+01   -2.23220E-08   2.09340E-08   5.84240E-07   1.00440E-07  -2.53070E-07
  29 <-  5  1.49390E+01   -3.76690E-10   3.28140E-10   5.94030E-08  -3.82940E-08   1.71340E-08
  DE <-  5  1.49391E+01   -9.35450E-06   7.49810E-02  -5.24580E-01   1.78170E+00  -1.34360E+00
