# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=5) -> e + D2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  5  1.22112E+01    4.74450E-02  -4.29370E-02   2.65420E-01  -5.66720E-01   4.59350E-01
   1 <-  5  1.24213E+01    8.96660E-02  -1.50480E-01   9.21510E-01  -1.92070E+00   1.51660E+00
   2 <-  5  1.26196E+01    1.98230E-02  -7.26620E-03   4.49000E-02  -9.17870E-02   7.27970E-02
   3 <-  5  1.28089E+01    5.09850E-02  -4.70540E-02   2.84420E-01  -5.71760E-01   4.37510E-01
   4 <-  5  1.29900E+01    1.54360E-02  -4.19000E-03   2.64830E-02  -4.98810E-02   3.62460E-02
   5 <-  5  1.31632E+01    1.75960E-02  -5.60870E-03   3.31440E-02  -6.92550E-02   5.43350E-02
   6 <-  5  1.33287E+01    2.98580E-02  -1.55880E-02   9.17430E-02  -1.80220E-01   1.33760E-01
   7 <-  5  1.34866E+01    3.41490E-03  -4.36400E-04   1.04190E-02  -1.86540E-02   2.16150E-02
   8 <-  5  1.36371E+01    9.80140E-03  -1.54770E-03   1.02590E-02  -1.72960E-02   1.14980E-02
   9 <-  5  1.37802E+01    4.78010E-03  -3.28040E-04   1.69390E-03  -2.98300E-03   1.67070E-03
  10 <-  5  1.39159E+01    8.65450E-03  -1.37280E-03   8.06070E-03  -1.68920E-02   1.27930E-02
  11 <-  5  1.40442E+01    1.33310E-02  -3.12060E-03   1.81890E-02  -3.55600E-02   2.56920E-02
  12 <-  5  1.41649E+01    1.50350E-02  -3.90760E-03   2.28490E-02  -4.32870E-02   3.04960E-02
  13 <-  5  1.42778E+01    1.46510E-02  -3.68810E-03   2.16820E-02  -4.02980E-02   2.79990E-02
  14 <-  5  1.43827E+01    1.30120E-02  -2.91320E-03   1.72730E-02  -3.17430E-02   2.19560E-02
  15 <-  5  1.44790E+01    1.05610E-02  -1.94310E-03   1.17450E-02  -2.14720E-02   1.49790E-02
  16 <-  5  1.45660E+01    8.59760E-03  -1.30520E-03   7.92990E-03  -1.45400E-02   1.01910E-02
  17 <-  5  1.46427E+01    6.86460E-03  -8.46020E-04   5.13960E-03  -9.51210E-03   6.70070E-03
  18 <-  5  1.47080E+01    5.29060E-03  -5.14060E-04   3.13200E-03  -5.87650E-03   4.17460E-03
  19 <-  5  1.47621E+01    4.01000E-03  -3.03650E-04   1.86130E-03  -3.55140E-03   2.54990E-03
  20 <-  5  1.48068E+01    3.03800E-03  -1.80050E-04   1.11440E-03  -2.16750E-03   1.57650E-03
  21 <-  5  1.48445E+01    2.29530E-03  -1.06250E-04   6.65340E-04  -1.32170E-03   9.75510E-04
  22 <-  5  1.48759E+01    1.74190E-03  -6.21720E-05   3.91190E-04  -7.92660E-04   5.93150E-04
  23 <-  5  1.49012E+01    1.40560E-03  -3.84770E-05   2.34630E-04  -4.77660E-04   3.57460E-04
  24 <-  5  1.49200E+01    1.15940E-03  -2.44060E-05   1.41110E-04  -2.84090E-04   2.09150E-04
  25 <-  5  1.49320E+01    8.20680E-04  -1.19660E-05   6.78880E-05  -1.36700E-04   1.00240E-04
  26 <-  5  1.49375E+01    4.59670E-04  -3.71020E-06   2.08880E-05  -4.21080E-05   3.08680E-05
  27 <-  5  1.49388E+01    1.70960E-04  -5.11300E-07   2.87190E-06  -5.79040E-06   4.24420E-06
  28 <-  5  1.49390E+01    1.05050E-04  -1.92950E-07   1.08340E-06  -2.18440E-06   1.60110E-06
  DE <-  5  1.49391E+01    1.74530E-06   1.96240E-02  -1.52010E-01   3.92980E-01  -2.64000E-01
