# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=5) -> e + D2(B1Su) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  5  9.52596E+00    1.55080E+00   1.14280E+00  -8.30950E+00   2.36170E+01  -2.45500E+01   9.70840E+00
   1 <-  5  9.64295E+00    8.95400E-01   3.18300E-01  -2.47340E+00   7.32950E+00  -8.02550E+00   3.41110E+00
   2 <-  5  9.75751E+00    1.07030E-01   3.71260E-02  -1.94460E-01   4.48570E-01  -4.23130E-01   1.41920E-01
   3 <-  5  9.86980E+00    7.25880E-01   5.42970E-01  -3.27660E+00   8.51950E+00  -9.01680E+00   3.65540E+00
   4 <-  5  9.97991E+00    7.96280E-01   6.42230E-01  -3.90420E+00   1.02380E+01  -1.11090E+01   4.66970E+00
   5 <-  5  1.00879E+01    4.84830E-01   2.86110E-01  -1.70310E+00   4.44800E+00  -4.97250E+00   2.16880E+00
   6 <-  5  1.01938E+01    4.19040E-02   1.35820E-02  -7.33970E-02   1.87300E-01  -2.29620E-01   1.09640E-01
   7 <-  5  1.02976E+01    3.17490E-01   6.51280E-02  -4.26420E-01   1.15320E+00  -1.20520E+00   4.79610E-01
   8 <-  5  1.03994E+01    5.26670E-01   2.42600E-01  -1.50040E+00   3.92550E+00  -4.20210E+00   1.74360E+00
   9 <-  5  1.04991E+01    5.62640E-01   3.21000E-01  -1.93490E+00   4.95790E+00  -5.31100E+00   2.21700E+00
  10 <-  5  1.05969E+01    4.62330E-01   2.57010E-01  -1.50800E+00   3.77820E+00  -4.03370E+00   1.68270E+00
  11 <-  5  1.06928E+01    2.83070E-01   1.26990E-01  -7.17950E-01   1.74270E+00  -1.84580E+00   7.64710E-01
  12 <-  5  1.07866E+01    7.85120E-02   2.45470E-02  -1.28770E-01   2.92200E-01  -3.03150E-01   1.22750E-01
  13 <-  5  1.08786E+01    1.03220E-01  -4.30750E-03   9.14300E-03   1.00690E-02  -2.16980E-02   1.32370E-02
  14 <-  5  1.09686E+01    2.47810E-01   3.16340E-02  -2.25990E-01   6.43940E-01  -7.12470E-01   3.07540E-01
  15 <-  5  1.10568E+01    3.39390E-01   9.43830E-02  -5.97930E-01   1.57510E+00  -1.70190E+00   7.18320E-01
  16 <-  5  1.11431E+01    3.79320E-01   1.45890E-01  -8.86410E-01   2.25970E+00  -2.41060E+00   1.00400E+00
  17 <-  5  1.12275E+01    3.74900E-01   1.65340E-01  -9.80220E-01   2.44510E+00  -2.58140E+00   1.06290E+00
  18 <-  5  1.13102E+01    3.36800E-01   1.50560E-01  -8.77300E-01   2.14950E+00  -2.24480E+00   9.13000E-01
  19 <-  5  1.13911E+01    2.75740E-01   1.13750E-01  -6.53550E-01   1.57540E+00  -1.62740E+00   6.53450E-01
  20 <-  5  1.14702E+01    2.00910E-01   7.15970E-02  -4.05410E-01   9.64000E-01  -9.90320E-01   3.94350E-01
  21 <-  5  1.15475E+01    1.22100E-01   3.38480E-02  -1.89010E-01   4.42410E-01  -4.51200E-01   1.77690E-01
  22 <-  5  1.16232E+01    4.53670E-02   8.81800E-03  -4.84540E-02   1.10890E-01  -1.12060E-01   4.34310E-02
  23 <-  5  1.16971E+01    2.19780E-02  -9.12850E-04   4.60950E-03  -8.97410E-03   7.85840E-03  -2.49310E-03
  24 <-  5  1.17694E+01    8.30840E-02   2.76390E-03  -1.72290E-02   4.80270E-02  -5.27760E-02   2.28600E-02
  25 <-  5  1.18400E+01    1.32680E-01   1.53480E-02  -8.79720E-02   2.17360E-01  -2.25360E-01   9.09610E-02
  26 <-  5  1.19090E+01    1.71350E-01   3.16760E-02  -1.78850E-01   4.30130E-01  -4.38210E-01   1.72830E-01
  27 <-  5  1.19763E+01    1.99230E-01   4.78990E-02  -2.68620E-01   6.37900E-01  -6.44480E-01   2.51070E-01
  28 <-  5  1.20421E+01    2.17490E-01   6.07400E-02  -3.39730E-01   8.00470E-01  -8.03510E-01   3.09930E-01
  29 <-  5  1.21063E+01    2.27380E-01   6.84470E-02  -3.82980E-01   8.97440E-01  -8.95370E-01   3.42130E-01
  30 <-  5  1.21689E+01    2.30290E-01   7.04640E-02  -3.95600E-01   9.23160E-01  -9.14730E-01   3.45930E-01
  31 <-  5  1.22299E+01    2.27360E-01   6.75790E-02  -3.81810E-01   8.88660E-01  -8.74700E-01   3.27400E-01
  32 <-  5  1.22894E+01    2.19730E-01   6.09990E-02  -3.48020E-01   8.09240E-01  -7.91570E-01   2.93330E-01
  33 <-  5  1.23474E+01    2.08460E-01   5.20800E-02  -3.01340E-01   7.01370E-01  -6.82140E-01   2.50320E-01
  34 <-  5  1.24038E+01    1.94380E-01   4.22480E-02  -2.49230E-01   5.82310E-01  -5.64180E-01   2.05410E-01
  35 <-  5  1.24587E+01    1.78220E-01   3.26400E-02  -1.97640E-01   4.65360E-01  -4.50770E-01   1.63470E-01
  36 <-  5  1.25121E+01    1.61470E-01   2.29610E-02  -1.45300E-01   3.45130E-01  -3.31410E-01   1.18340E-01
  37 <-  5  1.25638E+01    1.44050E-01   1.47050E-02  -9.98940E-02   2.40840E-01  -2.28910E-01   8.01620E-02
  38 <-  5  1.26140E+01    1.26380E-01   8.15430E-03  -6.29750E-02   1.55840E-01  -1.46260E-01   4.98850E-02
  39 <-  5  1.26625E+01    1.08810E-01   3.35180E-03  -3.49040E-02   9.08200E-02  -8.37580E-02   2.74180E-02
  40 <-  5  1.27093E+01    9.16030E-02   1.87140E-04  -1.52400E-02   4.47400E-02  -4.01150E-02   1.21260E-02
  41 <-  5  1.27543E+01    7.49990E-02  -1.59270E-03  -2.81490E-03   1.48910E-02  -1.23090E-02   2.69590E-03
  42 <-  5  1.27975E+01    5.91780E-02  -2.28140E-03   3.76390E-03  -1.85740E-03   2.93720E-03  -2.20430E-03
  43 <-  5  1.28386E+01    4.42350E-02  -2.17270E-03   5.90980E-03  -8.61520E-03   8.73780E-03  -3.77510E-03
  44 <-  5  1.28775E+01    3.01430E-02  -1.55310E-03   5.02360E-03  -8.45440E-03   8.12260E-03  -3.15820E-03
