# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=8) -> e + D2(g3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  1.13555E+01    2.29480E-03  -1.05540E-04   6.90550E-04  -1.49350E-03   1.14030E-03
   1 <-  8  1.15656E+01    1.69360E-02  -5.69050E-03   3.69660E-02  -7.83740E-02   6.37220E-02
   2 <-  8  1.17640E+01    6.72950E-02  -8.85320E-02   5.61740E-01  -1.19850E+00   9.76100E-01
   3 <-  8  1.19532E+01    9.74740E-02  -1.83460E-01   1.15320E+00  -2.44290E+00   1.96680E+00
   4 <-  8  1.21344E+01    1.14210E-02  -2.40620E-03   1.59100E-02  -3.04610E-02   2.14790E-02
   5 <-  8  1.23076E+01    5.95670E-02  -6.70120E-02   4.14210E-01  -8.66820E-01   6.86930E-01
   6 <-  8  1.24731E+01    1.94290E-02  -7.13380E-03   4.45560E-02  -9.45500E-02   7.85290E-02
   7 <-  8  1.26310E+01    2.14450E-02  -8.54020E-03   5.26020E-02  -1.08670E-01   8.55440E-02
   8 <-  8  1.27815E+01    3.56010E-02  -2.30890E-02   1.39720E-01  -2.84280E-01   2.20740E-01
   9 <-  8  1.29246E+01    2.42300E-02  -1.04600E-02   6.32040E-02  -1.24610E-01   9.49860E-02
  10 <-  8  1.30603E+01    5.13980E-03  -4.28060E-04   2.89930E-03  -4.76190E-03   3.10230E-03
  11 <-  8  1.31885E+01    9.49730E-03  -1.68590E-03   1.01330E-02  -2.22340E-02   1.80040E-02
  12 <-  8  1.33092E+01    1.84870E-02  -6.08580E-03   3.56170E-02  -7.24480E-02   5.52870E-02
  13 <-  8  1.34222E+01    2.01170E-02  -7.06230E-03   4.12860E-02  -8.12810E-02   6.04610E-02
  14 <-  8  1.35271E+01    1.72370E-02  -5.10190E-03   3.00760E-02  -5.75480E-02   4.18930E-02
  15 <-  8  1.36234E+01    1.29970E-02  -2.84510E-03   1.69270E-02  -3.13670E-02   2.20790E-02
  16 <-  8  1.37104E+01    8.17760E-03  -1.09810E-03   6.76650E-03  -1.19810E-02   8.07400E-03
  17 <-  8  1.37870E+01    3.80240E-03  -2.23540E-04   1.61440E-03  -2.57830E-03   1.56780E-03
  18 <-  8  1.38524E+01   -6.17580E-08   8.53400E-06   1.24160E-04  -9.94430E-05  -2.81350E-05
  19 <-  8  1.39064E+01    2.33260E-03  -7.77460E-05   4.04590E-04  -7.30250E-04   4.21450E-04
  20 <-  8  1.39512E+01    1.93170E-03  -5.66480E-05   2.97570E-04  -6.47560E-04   4.98380E-04
  21 <-  8  1.39888E+01    1.61180E-03  -5.04400E-05   3.23690E-04  -7.96790E-04   6.98180E-04
  22 <-  8  1.40203E+01    2.19200E-03  -9.38390E-05   5.78100E-04  -1.29610E-03   1.04630E-03
  23 <-  8  1.40455E+01    2.47200E-03  -1.14760E-04   6.85210E-04  -1.46700E-03   1.13890E-03
  24 <-  8  1.40644E+01    2.35130E-03  -1.02100E-04   6.03020E-04  -1.26370E-03   9.63340E-04
  25 <-  8  1.40764E+01    1.87220E-03  -6.42260E-05   3.77620E-04  -7.82940E-04   5.91430E-04
  26 <-  8  1.40818E+01    1.11010E-03  -2.25110E-05   1.32140E-04  -2.72790E-04   2.05300E-04
  27 <-  8  1.40832E+01    4.18490E-04  -3.19680E-06   1.87590E-05  -3.86850E-05   2.90890E-05
  28 <-  8  1.40834E+01    2.57660E-04  -1.21170E-06   7.10990E-06  -1.46600E-05   1.10220E-05
  DE <-  8  1.40834E+01    8.94350E-07   1.96230E-02  -1.49130E-01   4.05250E-01  -2.78710E-01
