# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=8) -> e + D2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  1.13251E+01    1.30310E-03  -3.53850E-05   3.40360E-04  -9.56350E-04   1.16500E-03
   1 <-  8  1.15255E+01    1.08510E-02  -2.74300E-03   2.79240E-02  -5.85390E-02   6.07230E-02
   2 <-  8  1.17182E+01    4.16420E-02  -4.07990E-02   3.86340E-01  -8.58790E-01   8.54070E-01
   3 <-  8  1.19027E+01    5.94600E-02  -8.24020E-02   7.61260E-01  -1.70120E+00   1.66990E+00
   4 <-  8  1.20795E+01   -9.84590E-08   2.04950E-05   1.06510E-03  -1.91940E-04   6.00680E-04
   5 <-  8  1.22486E+01    4.06510E-02  -3.76880E-02   3.40580E-01  -7.47170E-01   7.20600E-01
   6 <-  8  1.24106E+01    1.99070E-02  -9.04870E-03   7.90100E-02  -1.76330E-01   1.69400E-01
   7 <-  8  1.25657E+01    1.28070E-02  -3.59090E-03   3.36380E-02  -6.99930E-02   6.65680E-02
   8 <-  8  1.27139E+01    2.95850E-02  -1.92440E-02   1.69670E-01  -3.61940E-01   3.37480E-01
   9 <-  8  1.28553E+01    2.66650E-02  -1.55200E-02   1.33800E-01  -2.84840E-01   2.61120E-01
  10 <-  8  1.29896E+01    1.25720E-02  -3.42760E-03   2.91630E-02  -6.12090E-02   5.51900E-02
  11 <-  8  1.31167E+01    3.28830E-03  -2.27300E-04   1.89800E-03  -4.23900E-03   3.85060E-03
  12 <-  8  1.32368E+01    1.47920E-02  -4.62930E-03   3.91470E-02  -8.27220E-02   7.41240E-02
  13 <-  8  1.33500E+01    2.09780E-02  -9.23480E-03   7.75580E-02  -1.61800E-01   1.43130E-01
  14 <-  8  1.34560E+01    2.22630E-02  -1.03040E-02   8.59770E-02  -1.77440E-01   1.55070E-01
  15 <-  8  1.35547E+01    1.76260E-02  -6.42380E-03   5.68580E-02  -1.12680E-01   1.00910E-01
  16 <-  8  1.36460E+01    1.37830E-02  -3.88320E-03   3.45090E-02  -6.71610E-02   5.95870E-02
  17 <-  8  1.37296E+01    9.24120E-03  -1.72140E-03   1.56080E-02  -2.94130E-02   2.59430E-02
  18 <-  8  1.38052E+01    4.60100E-03  -4.15680E-04   4.21350E-03  -7.17040E-03   6.44560E-03
  19 <-  8  1.38722E+01    8.40400E-09   4.57160E-05  -2.99430E-04   1.71930E-03  -1.41440E-03
  20 <-  8  1.39298E+01    2.28240E-04  -1.35870E-06   1.18220E-05  -3.83960E-05   4.68810E-05
  21 <-  8  1.39768E+01    2.33420E-03  -1.13860E-04   8.98620E-04  -2.01010E-03   1.79580E-03
  22 <-  8  1.40114E+01    2.90550E-03  -1.73700E-04   1.40680E-03  -3.01330E-03   2.66960E-03
  23 <-  8  1.40347E+01    2.93550E-03  -1.76040E-04   1.43890E-03  -3.02880E-03   2.67140E-03
  24 <-  8  1.40517E+01    2.86420E-03  -1.66880E-04   1.37100E-03  -2.85740E-03   2.51370E-03
  25 <-  8  1.40644E+01    2.65830E-03  -1.43330E-04   1.18130E-03  -2.44640E-03   2.14840E-03
  26 <-  8  1.40736E+01    2.32290E-03  -1.09240E-04   9.01990E-04  -1.86040E-03   1.63190E-03
  27 <-  8  1.40795E+01    1.85420E-03  -6.95200E-05   5.74700E-04  -1.18240E-03   1.03640E-03
  28 <-  8  1.40826E+01    1.19390E-03  -2.88040E-05   2.38250E-04  -4.89550E-04   4.28930E-04
  29 <-  8  1.40834E+01    3.40070E-04  -2.33660E-06   1.93300E-05  -3.97060E-05   3.47860E-05
  DE <-  8  1.40834E+01    2.71050E-05   8.52680E-02  -5.76490E-01   2.05180E+00  -1.58070E+00
