# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=8) -> e + D2(c3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  9.23882E+00    4.51500E-03  -4.41870E-04   3.06490E-03  -6.60600E-03   5.19870E-03
   1 <-  8  9.44748E+00    4.20810E-02  -3.76140E-02   2.59180E-01  -5.46140E-01   4.35430E-01
   2 <-  8  9.64842E+00    1.57340E-01  -5.14980E-01   3.58830E+00  -7.34910E+00   5.87930E+00
   3 <-  8  9.84181E+00    2.75070E-01  -1.54930E+00   1.07030E+01  -2.16380E+01   1.71780E+01
   4 <-  8  1.00278E+01    9.35440E-02  -1.78400E-01   1.25970E+00  -2.54370E+00   2.04450E+00
   5 <-  8  1.02064E+01    1.49210E-01  -4.44070E-01   3.22210E+00  -6.19470E+00   4.99310E+00
   6 <-  8  1.03779E+01    4.17990E-06   4.31280E-04   1.05380E-03   9.09180E-03  -3.48940E-03
   7 <-  8  1.05424E+01    8.04230E-02  -1.28770E-01   1.00580E+00  -1.88400E+00   1.57890E+00
   8 <-  8  1.06998E+01    8.76050E-02  -1.50090E-01   1.18300E+00  -2.16210E+00   1.81360E+00
   9 <-  8  1.08501E+01    4.53980E-02  -3.97540E-02   3.11560E-01  -5.60600E-01   4.67160E-01
  10 <-  8  1.09934E+01    9.27690E-03  -1.61460E-03   1.11600E-02  -2.15990E-02   1.65510E-02
  11 <-  8  1.11299E+01    5.20750E-02  -5.08710E-02   3.67940E-01  -6.77770E-01   5.31350E-01
  12 <-  8  1.12596E+01    7.21040E-02  -9.67300E-02   6.94520E-01  -1.26890E+00   9.82340E-01
  13 <-  8  1.13820E+01    7.01740E-02  -9.10550E-02   6.57520E-01  -1.18990E+00   9.14360E-01
  14 <-  8  1.14970E+01    5.28890E-02  -5.15720E-02   3.86370E-01  -6.86670E-01   5.29900E-01
  15 <-  8  1.16043E+01    3.57960E-02  -2.34180E-02   1.73990E-01  -3.06150E-01   2.30300E-01
  16 <-  8  1.17038E+01    1.66980E-02  -5.04110E-03   3.86070E-02  -6.56690E-02   4.75530E-02
  17 <-  8  1.17951E+01    1.81300E-03  -6.00000E-05   5.17540E-04  -9.07930E-04   4.48020E-04
  18 <-  8  1.18779E+01    1.31640E-02  -3.18370E-03   2.11880E-02  -4.06330E-02   3.18360E-02
  19 <-  8  1.19517E+01    2.09120E-02  -7.96490E-03   5.55000E-02  -1.02370E-01   7.93720E-02
  20 <-  8  1.20161E+01    2.53730E-02  -1.16620E-02   8.23150E-02  -1.49580E-01   1.14910E-01
  21 <-  8  1.20704E+01    2.73160E-02  -1.34460E-02   9.46080E-02  -1.70780E-01   1.29750E-01
  22 <-  8  1.21141E+01    2.66010E-02  -1.27020E-02   8.91520E-02  -1.60220E-01   1.20860E-01
  23 <-  8  1.21468E+01    2.37420E-02  -1.00910E-02   7.07140E-02  -1.26700E-01   9.51340E-02
  24 <-  8  1.21688E+01    1.93090E-02  -6.66210E-03   4.66470E-02  -8.34100E-02   6.24590E-02
  25 <-  8  1.21815E+01    1.43080E-02  -3.65450E-03   2.55780E-02  -4.56840E-02   3.41590E-02
  26 <-  8  1.21880E+01    1.01300E-02  -1.83070E-03   1.28110E-02  -2.28680E-02   1.70870E-02
  27 <-  8  1.21912E+01    7.09580E-03  -8.98120E-04   6.28420E-03  -1.12150E-02   8.37640E-03
  28 <-  8  1.21927E+01    4.83860E-03  -4.17550E-04   2.92150E-03  -5.21290E-03   3.89300E-03
  29 <-  8  1.21934E+01    3.14060E-03  -1.75900E-04   1.23070E-03  -2.19590E-03   1.63980E-03
  30 <-  8  1.21937E+01    1.93380E-03  -6.66930E-05   4.66620E-04  -8.32530E-04   6.21670E-04
  DE <-  8  1.21938E+01    3.20270E-06   2.17020E-01  -9.19200E-01   5.09200E+00  -4.39240E+00
