# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=8) -> e + D2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  9.25805E+00   -2.91750E-07  -3.14270E-06   8.91540E-05  -2.56440E-04   1.94830E-04
   1 <-  8  9.48315E+00    6.82600E-03  -9.81760E-04   6.61580E-03  -1.38730E-02   1.08760E-02
   2 <-  8  9.69968E+00    4.98760E-02  -5.13510E-02   3.42360E-01  -6.83730E-01   5.15270E-01
   3 <-  8  9.90783E+00    1.41320E-01  -4.18090E-01   2.83630E+00  -5.94170E+00   4.82870E+00
   4 <-  8  1.01078E+01    1.66470E-01  -5.82400E-01   3.98750E+00  -8.51160E+00   7.14450E+00
   5 <-  8  1.02996E+01    2.50310E-06   9.33510E-04  -7.52940E-03   2.65430E-02  -1.27320E-02
   6 <-  8  1.04835E+01    9.87440E-02  -2.02900E-01   1.40270E+00  -2.96620E+00   2.52820E+00
   7 <-  8  1.06594E+01    8.06440E-02  -1.34600E-01   9.11570E-01  -1.96430E+00   1.65980E+00
   8 <-  8  1.08275E+01    3.74980E-03  -2.52080E-04   1.39510E-03  -2.56320E-03   1.49260E-03
   9 <-  8  1.09877E+01    6.52000E-02  -8.61730E-02   5.66650E-01  -1.21820E+00   1.00840E+00
  10 <-  8  1.11400E+01    9.21080E-02  -1.71060E-01   1.10470E+00  -2.41030E+00   1.96960E+00
  11 <-  8  1.12842E+01    7.90340E-02  -1.25380E-01   8.01700E-01  -1.76320E+00   1.43250E+00
  12 <-  8  1.14200E+01    4.42880E-02  -3.93300E-02   2.50460E-01  -5.56360E-01   4.53020E-01
  13 <-  8  1.15473E+01    6.03370E-03  -7.72300E-04   5.14370E-03  -1.25890E-02   1.09660E-02
  14 <-  8  1.16655E+01    2.37970E-02  -1.10490E-02   6.97490E-02  -1.49080E-01   1.18020E-01
  15 <-  8  1.17741E+01    4.52520E-02  -3.98620E-02   2.49090E-01  -5.36420E-01   4.23830E-01
  16 <-  8  1.18723E+01    5.64110E-02  -6.16780E-02   3.83270E-01  -8.24810E-01   6.49360E-01
  17 <-  8  1.19588E+01    5.83010E-02  -6.56810E-02   4.07530E-01  -8.75910E-01   6.89880E-01
  18 <-  8  1.20324E+01    5.47440E-02  -5.77280E-02   3.57520E-01  -7.66920E-01   6.03460E-01
  19 <-  8  1.20914E+01    4.86060E-02  -4.53100E-02   2.79110E-01  -5.96750E-01   4.66590E-01
  20 <-  8  1.21341E+01    3.96150E-02  -3.00040E-02   1.84140E-01  -3.92770E-01   3.05740E-01
  21 <-  8  1.21606E+01    2.92070E-02  -1.62770E-02   9.96800E-02  -2.12310E-01   1.64840E-01
  22 <-  8  1.21741E+01    1.96690E-02  -7.37530E-03   4.51160E-02  -9.60250E-02   7.44540E-02
  23 <-  8  1.21805E+01    1.47630E-02  -4.15320E-03   2.53920E-02  -5.40270E-02   4.18640E-02
  24 <-  8  1.21850E+01    1.31150E-02  -3.27660E-03   2.00250E-02  -4.25970E-02   3.29920E-02
  25 <-  8  1.21884E+01    1.10830E-02  -2.33940E-03   1.42930E-02  -3.03990E-02   2.35360E-02
  26 <-  8  1.21907E+01    8.90820E-03  -1.51100E-03   9.23060E-03  -1.96290E-02   1.51950E-02
  27 <-  8  1.21921E+01    6.86650E-03  -8.97670E-04   5.48300E-03  -1.16590E-02   9.02370E-03
  28 <-  8  1.21930E+01    5.09870E-03  -4.94920E-04   3.02280E-03  -6.42740E-03   4.97410E-03
  29 <-  8  1.21934E+01    3.62890E-03  -2.50710E-04   1.53120E-03  -3.25570E-03   2.51940E-03
  30 <-  8  1.21936E+01    2.67610E-03  -1.36340E-04   8.32680E-04  -1.77050E-03   1.37010E-03
  DE <-  8  1.21938E+01   -1.21150E-06   1.14350E-01  -1.04100E+00   4.27700E+00  -3.19820E+00
