# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=8) -> e + D2(EF1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  8  9.76788E+00   -2.37510E-06   5.19620E-04  -7.14210E-03   3.16280E-02  -5.39840E-02   3.11210E-02
   1 <-  8  9.81204E+00   -1.34030E-08   1.38000E-08  -3.77770E-08   1.07510E-07  -1.20260E-07   5.03760E-08
   2 <-  8  9.91832E+00    2.45150E-08   3.09880E-07  -9.16840E-07   2.37880E-06  -2.44590E-06   8.92630E-07
   3 <-  8  9.97721E+00   -1.61780E-06   9.55070E-03  -4.02640E-02   1.10350E-01  -1.34130E-01   5.79090E-02
   4 <-  8  1.00212E+01    1.72690E-08   3.77010E-06  -1.14710E-05   2.68210E-05  -2.38680E-05   6.49070E-06
   5 <-  8  1.01205E+01    3.06890E-08   6.63030E-05  -2.23900E-04   5.04540E-04  -4.37050E-04   1.05160E-04
   6 <-  8  1.01744E+01    9.62280E-07   1.89620E-01  -7.25670E-01   1.63960E+00  -1.47250E+00   3.66970E-01
   7 <-  8  1.02162E+01   -9.39570E-07   7.23880E-05  -1.91620E-04   3.77180E-04  -2.30120E-04   1.58770E-05
   8 <-  8  1.03072E+01    9.91760E-06   7.93790E-03  -2.67020E-02   5.26140E-02  -3.44480E-02   1.02110E-03
   9 <-  8  1.03533E+01   -1.37350E-05   6.12190E-01  -2.13300E+00   4.14550E+00  -2.63330E+00  -1.70100E-02
  10 <-  8  1.03958E+01   -1.29700E-06   2.83760E-02  -1.03180E-01   2.00530E-01  -1.27910E-01  -1.60740E-03
  11 <-  8  1.04699E+01   -7.38330E-07   4.16020E-04  -3.82050E-03   1.39350E-02  -2.20040E-02   1.24130E-02
  12 <-  8  1.05191E+01   -7.50820E-06   3.74720E-02  -1.10090E-01   1.80520E-01  -6.51480E-02  -3.20460E-02
  13 <-  8  1.05751E+01    3.67990E-06   8.34080E-02  -2.67670E-01   4.34110E-01  -1.31030E-01  -1.18370E-01
  14 <-  8  1.06400E+01   -8.79680E-06   1.14800E-01  -3.77210E-01   5.89480E-01  -1.20460E-01  -2.18180E-01
  15 <-  8  1.07010E+01    2.98040E-05   1.04340E-01  -3.42830E-01   5.01860E-01  -1.56060E-02  -2.66260E-01
  16 <-  8  1.07621E+01    1.28050E-05   4.38900E-02  -1.42430E-01   1.85150E-01   5.98850E-02  -1.58830E-01
  17 <-  8  1.08249E+01   -1.45610E-05   5.11010E-03  -1.74570E-02   2.03420E-02   1.70110E-02  -2.77480E-02
  18 <-  8  1.08874E+01    5.42390E-08   3.77270E-03  -1.67780E-02   4.86460E-02  -6.76520E-02   3.59500E-02
  19 <-  8  1.09492E+01   -1.08650E-05   2.63500E-02  -8.92100E-02   1.57540E-01  -9.10740E-02   2.74210E-03
  20 <-  8  1.10106E+01   -1.22200E-05   5.01750E-02  -1.57650E-01   2.21310E-01  -1.15900E-02  -9.66720E-02
  21 <-  8  1.10717E+01   -4.65820E-05   6.06710E-02  -1.79190E-01   1.99730E-01   1.17590E-01  -1.94890E-01
  22 <-  8  1.11320E+01   -1.85290E-05   5.55020E-02  -1.54360E-01   1.28040E-01   2.09500E-01  -2.35880E-01
  23 <-  8  1.11914E+01    4.19990E-02   3.33420E-02  -7.55960E-02  -1.27400E-02   2.97820E-01  -2.41480E-01
  24 <-  8  1.12501E+01    5.19830E-02   1.17010E-02  -7.90550E-03  -1.01260E-01   2.90520E-01  -1.93040E-01
  25 <-  8  1.13079E+01    4.76850E-02  -7.63390E-04   2.22840E-02  -1.06610E-01   1.98850E-01  -1.14550E-01
  26 <-  8  1.13647E+01    2.93840E-02  -2.44030E-03   1.42630E-02  -4.45580E-02   6.58710E-02  -3.36440E-02
  27 <-  8  1.14205E+01    9.54560E-08   8.80470E-04  -5.54010E-03   1.98870E-02  -2.99940E-02   1.57140E-02
  28 <-  8  1.14752E+01    1.25150E-06   5.84900E-03  -2.41710E-02   6.02780E-02  -6.71040E-02   2.86470E-02
  29 <-  8  1.15289E+01    8.11760E-07   1.27530E-02  -4.56030E-02   9.20810E-02  -7.60920E-02   2.37520E-02
  30 <-  8  1.15815E+01   -1.77540E-05   1.92560E-02  -6.37640E-02   1.11670E-01  -6.81720E-02   1.16410E-02
  31 <-  8  1.16328E+01    2.08910E-07   2.39100E-02  -7.60130E-02   1.22410E-01  -5.93640E-02   3.34610E-03
  32 <-  8  1.16830E+01   -1.00940E-05   2.60960E-02  -8.14430E-02   1.26700E-01  -5.72990E-02   3.29900E-03
  33 <-  8  1.17319E+01    9.25780E-08   2.58820E-02  -8.07560E-02   1.27110E-01  -6.48570E-02   1.20920E-02
  34 <-  8  1.17796E+01   -1.56910E-05   2.37600E-02  -7.54150E-02   1.25100E-01  -7.99800E-02   2.69140E-02
  35 <-  8  1.18258E+01    1.95330E-07   2.03810E-02  -6.67830E-02   1.19960E-01  -9.62610E-02   4.26920E-02
  36 <-  8  1.18706E+01    2.49930E-06   1.63980E-02  -5.61430E-02   1.10710E-01  -1.07270E-01   5.47270E-02
  37 <-  8  1.19140E+01   -2.99770E-06   1.23850E-02  -4.49680E-02   9.84060E-02  -1.11270E-01   6.14500E-02
  38 <-  8  1.19556E+01   -1.18970E-06   8.74460E-03  -3.42140E-02   8.35380E-02  -1.06870E-01   6.19050E-02
  39 <-  8  1.19955E+01    8.46970E-06   5.71930E-03  -2.46350E-02   6.74130E-02  -9.53160E-02   5.69100E-02
  40 <-  8  1.20334E+01    1.22930E-05   3.41440E-03  -1.67510E-02   5.17030E-02  -7.94240E-02   4.83330E-02
  41 <-  8  1.20690E+01   -6.69370E-06   1.82140E-03  -1.07850E-02   3.78260E-02  -6.21990E-02   3.82300E-02
  42 <-  8  1.21020E+01    6.40270E-06   8.31650E-04  -6.40840E-03   2.54520E-02  -4.40870E-02   2.72030E-02
  43 <-  8  1.21318E+01   -1.83200E-06   3.06640E-04  -3.39130E-03   1.50490E-02  -2.70310E-02   1.66670E-02
  44 <-  8  1.21576E+01    1.83260E-06   9.38050E-05  -1.50320E-03   7.18420E-03  -1.30980E-02   8.01910E-03
  45 <-  8  1.21781E+01    6.07920E-06   4.33160E-05  -4.90390E-04   2.22180E-03  -3.87140E-03   2.30040E-03
  46 <-  8  1.21911E+01   -3.62020E-07   2.63190E-05  -8.06560E-05   1.59080E-04  -8.41100E-05  -1.14300E-06
  DE <-  8  1.21938E+01   -2.04500E-04   3.94350E-01  -6.40380E-01  -1.69360E+00   6.93480E+00  -5.23800E+00
