# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=8) -> e + D2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  8  1.14085E+01   -7.86500E-09   1.46750E-05  -2.52340E-05   1.45190E-04  -6.17870E-05
   1 <-  8  1.16053E+01    1.42670E-02  -3.96520E-03   2.60170E-02  -5.34860E-02   4.14750E-02
   2 <-  8  1.17970E+01    4.38230E-02  -3.60950E-02   2.30240E-01  -4.52070E-01   3.46620E-01
   3 <-  8  1.19783E+01    5.20700E-02  -4.90550E-02   3.28220E-01  -6.13620E-01   4.58580E-01
   4 <-  8  1.21505E+01    4.33090E-03  -2.71880E-04   1.51870E-03  -2.48980E-03   1.23540E-03
   5 <-  8  1.23162E+01    3.31140E-02  -1.95720E-02   1.27880E-01  -2.35400E-01   1.74160E-01
   6 <-  8  1.24755E+01    1.65950E-02  -4.63390E-03   3.29290E-02  -5.42370E-02   3.85460E-02
   7 <-  8  1.26281E+01    8.05920E-03  -1.22140E-03   7.54060E-03  -1.53950E-02   1.19710E-02
   8 <-  8  1.27733E+01    2.12400E-02  -7.89800E-03   5.08160E-02  -9.13070E-02   6.69670E-02
   9 <-  8  1.29109E+01    1.79220E-02  -5.48780E-03   3.77430E-02  -6.36100E-02   4.66770E-02
  10 <-  8  1.30418E+01    9.37070E-03  -1.45590E-03   1.05840E-02  -1.67020E-02   1.19510E-02
  11 <-  8  1.31657E+01   -8.20510E-08   7.18580E-06  -9.75300E-06   1.07710E-04  -1.11300E-04
  12 <-  8  1.32826E+01    8.57990E-03  -1.24320E-03   7.51140E-03  -1.34620E-02   9.51660E-03
  13 <-  8  1.33925E+01    1.28950E-02  -2.76910E-03   1.73570E-02  -2.99810E-02   2.11270E-02
  14 <-  8  1.34954E+01    1.32240E-02  -2.89630E-03   1.89570E-02  -3.19560E-02   2.28280E-02
  15 <-  8  1.35910E+01    1.30230E-02  -2.80150E-03   1.80630E-02  -3.05730E-02   2.15710E-02
  16 <-  8  1.36792E+01    1.11550E-02  -2.05700E-03   1.31940E-02  -2.24230E-02   1.57590E-02
  17 <-  8  1.37600E+01    8.67740E-03  -1.24870E-03   7.95480E-03  -1.36140E-02   9.53310E-03
  18 <-  8  1.38328E+01    6.16300E-03  -6.33200E-04   3.99570E-03  -6.90340E-03   4.80400E-03
  19 <-  8  1.38975E+01    3.79870E-03  -2.42780E-04   1.52370E-03  -2.65830E-03   1.83320E-03
  20 <-  8  1.39535E+01    1.78950E-03  -5.51800E-05   3.51290E-04  -6.18960E-04   4.20030E-04
  21 <-  8  1.40003E+01    3.40050E-04  -2.32120E-06   1.62960E-05  -2.99830E-05   1.83750E-05
  22 <-  8  1.40372E+01    2.68460E-08   5.02130E-07  -2.50520E-07   4.76500E-06   6.04350E-06
  23 <-  8  1.40634E+01    5.98890E-04  -5.40710E-06   3.85320E-05  -6.26910E-05   5.88620E-05
  24 <-  8  1.40784E+01    5.69270E-04  -5.08280E-06   3.46210E-05  -5.81330E-05   5.01300E-05
  25 <-  8  1.40828E+01    2.21630E-04  -7.75680E-07   5.24350E-06  -8.85370E-06   7.52450E-06
  26 <-  8  1.40834E+01    7.81370E-05  -9.64870E-08   6.51680E-07  -1.10110E-06   9.34190E-07
  DE <-  8  1.40834E+01    4.26330E-06   1.73670E-02  -1.47790E-01   4.42940E-01  -3.15280E-01
