# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=8) -> e + D2(H1Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2*log(x)/x + a1/x + a2/x^2 + a3/x^3 + a4/x^4 + a5/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4            a5
   0 <-  8  1.14816E+01    1.20900E-02  -4.41580E-04   2.01080E-03  -4.48240E-03   5.16890E-03  -2.27480E-03
   1 <-  8  1.16807E+01    4.32340E-02  -2.45910E-03   2.33810E-02  -5.58420E-02   6.87690E-02  -3.32320E-02
   2 <-  8  1.18689E+01    1.43480E-01  -2.33110E-02   2.52010E-01  -6.31510E-01   8.11160E-01  -4.01260E-01
   3 <-  8  1.20423E+01    1.79180E-01  -3.26640E-02   4.12310E-01  -1.05850E+00   1.37180E+00  -6.75390E-01
   4 <-  8  1.21978E+01    3.36970E-02  -1.46920E-03   6.54710E-03  -1.56030E-02   2.02870E-02  -9.80250E-03
   5 <-  8  1.23434E+01    1.11910E-01  -1.26680E-02   1.39900E-01  -3.49720E-01   4.44100E-01  -2.14070E-01
   6 <-  8  1.24841E+01    1.11070E-01  -1.85670E-02   1.35140E-01  -3.34900E-01   4.18560E-01  -1.96460E-01
   7 <-  8  1.26175E+01    1.90040E-02  -9.36120E-04   4.52100E-03  -1.07980E-02   1.29170E-02  -5.72840E-03
   8 <-  8  1.27438E+01    5.98750E-11  -3.39770E-21   3.63100E-20  -8.98010E-20   1.11350E-19  -5.18440E-20
   9 <-  8  1.27439E+01    6.16270E-02  -4.64270E-03   3.84900E-02  -9.15200E-02   1.11120E-01  -5.11280E-02
  10 <-  8  1.27749E+01    3.43430E-11  -2.73080E-21   2.58110E-21   1.29580E-20  -2.93950E-20   1.75140E-20
  11 <-  8  1.28066E+01   -1.22080E-15   2.50560E-23  -3.62730E-22   1.62740E-21  -2.74270E-21   1.54350E-21
  12 <-  8  1.28379E+01    6.84400E-11  -1.37420E-20   4.09190E-20  -5.90810E-20   4.49380E-20  -1.27220E-20
  13 <-  8  1.28624E+01    9.31650E-02  -1.37310E-02   9.51070E-02  -2.23190E-01   2.65610E-01  -1.18710E-01
  14 <-  8  1.28681E+01    1.43680E-11  -1.50560E-22  -1.23110E-21   5.99010E-21  -8.50590E-21   4.04590E-21
  15 <-  8  1.28971E+01    9.72580E-12  -2.71510E-22   7.97670E-22  -8.17860E-22   3.43120E-24   3.67170E-22
  16 <-  8  1.29254E+01    3.20570E-11  -1.99960E-21   7.07050E-21  -1.06460E-20   9.45320E-21  -3.49850E-21
  17 <-  8  1.29529E+01   -3.08720E-15   1.68100E-21   1.06180E-20  -4.01600E-20   5.36050E-20  -2.39230E-20
  18 <-  8  1.29726E+01    8.00760E-02  -1.06640E-02   7.25970E-02  -1.69020E-01   1.98890E-01  -8.73600E-02
  19 <-  8  1.29797E+01    1.15730E-14   4.02610E-21   3.84330E-20  -1.40550E-19   1.89320E-19  -8.66050E-20
  20 <-  8  1.30058E+01    1.82010E-10  -6.69800E-20   3.55780E-19  -7.66100E-19   8.64370E-19  -3.71070E-19
  21 <-  8  1.30312E+01    6.12920E-10  -6.76970E-19   3.85740E-18  -8.31860E-18   9.40450E-18  -4.02530E-18
  22 <-  8  1.30561E+01    4.04710E-09  -2.59100E-17   1.86520E-16  -4.32970E-16   5.06050E-16  -2.19190E-16
  23 <-  8  1.30740E+01    4.61960E-02  -3.34550E-03   2.43600E-02  -5.64110E-02   6.57270E-02  -2.83370E-02
  24 <-  8  1.30804E+01    4.09620E-08  -2.60650E-15   1.91100E-14  -4.41880E-14   5.14080E-14  -2.21160E-14
  25 <-  8  1.31042E+01    3.44180E-08  -1.71930E-15   1.33580E-14  -3.07760E-14   3.56000E-14  -1.51620E-14
  26 <-  8  1.31275E+01    8.96390E-08  -1.01410E-14   8.84900E-14  -2.02340E-13   2.31440E-13  -9.67230E-14
  27 <-  8  1.31504E+01    4.26870E-07  -1.48750E-13   1.86750E-12  -4.16360E-12   4.60280E-12  -1.81860E-12
  28 <-  8  1.31657E+01    1.03440E-02   1.53030E-05   9.01010E-04  -1.84270E-03   1.79540E-03  -5.51570E-04
  29 <-  8  1.31729E+01    1.43270E-06   3.32590E-12   1.11930E-11  -1.64780E-11   6.07600E-12   5.42640E-12
  30 <-  8  1.31949E+01   -4.37050E-11   2.05820E-12  -6.77060E-12   2.79290E-11  -4.71350E-11   2.75460E-11
  31 <-  8  1.32164E+01    4.65200E-07   5.29310E-12  -4.14860E-11   1.49540E-10  -2.26420E-10   1.19050E-10
  32 <-  8  1.32375E+01    6.00560E-05  -8.44720E-09   4.41950E-08  -1.02320E-07   1.20760E-07  -5.36660E-08
  33 <-  8  1.32463E+01    1.27840E-02  -3.73280E-04   2.03260E-03  -4.75820E-03   5.65480E-03  -2.52000E-03
  34 <-  8  1.32581E+01    2.20050E-04  -1.06490E-07   6.03650E-07  -1.42020E-06   1.69110E-06  -7.52540E-07
  35 <-  8  1.32782E+01    4.23700E-04  -3.71030E-07   2.21840E-06  -5.22440E-06   6.20980E-06  -2.74760E-06
  36 <-  8  1.32975E+01    2.00030E-03  -7.86570E-06   4.90180E-05  -1.15440E-04   1.36930E-04  -6.02860E-05
  37 <-  8  1.33108E+01    2.15250E-02  -8.82420E-04   5.64370E-03  -1.32890E-02   1.57430E-02  -6.90940E-03
  38 <-  8  1.33173E+01    1.16980E-02  -2.56800E-04   1.66230E-03  -3.91420E-03   4.63400E-03  -2.03090E-03
  39 <-  8  1.33341E+01    8.68100E-03  -1.36280E-04   9.09330E-04  -2.14120E-03   2.53130E-03  -1.10550E-03
