   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12
          10 3.1857e-041 1.0239e-039 3.2180e-042 1.6708e-037 8.8911e-037 3.5080e-036 8.6790e-031 2.7183e-023 1.2895e-006 1.0146e-003 2.9395e-002 2.6640e-002 1.7895e-001
          11 5.9523e-039 4.1367e-038 2.7710e-037 1.9953e-035 2.8911e-035 1.6389e-033 5.5724e-029 1.0649e-021 5.5394e-006 1.7635e-003 4.8394e-002 1.3405e-001 2.0171e-002
          12 2.2329e-036 1.2066e-036 2.4375e-034 5.0375e-033 6.1752e-034 4.5599e-031 2.4120e-027 2.6751e-020 1.5306e-005 2.8577e-003 4.5886e-002 1.3304e-002 1.7599e-001
          13 1.3895e-023 5.2439e-024 2.2264e-021 2.2664e-020 2.4963e-021 1.5014e-018 2.1324e-017 2.3489e-016 4.5471e-005 6.1249e-003 7.6520e-002 1.8267e-002 9.1519e-002
          14 2.0012e-032 1.0730e-032 3.3017e-030 3.1728e-029 4.9173e-030 2.0104e-027 7.2657e-027 4.8362e-019 3.1714e-005 4.1697e-003 5.5466e-002 4.4230e-002 4.7395e-003
          15 9.0577e-033 4.0649e-032 2.0634e-030 1.0591e-029 1.3604e-029 3.2481e-028 1.3743e-024 6.7853e-018 5.5118e-005 5.7996e-003 5.4130e-002 2.3689e-003 1.2692e-001
          16 1.8209e-031 2.6214e-030 6.0632e-029 1.6765e-028 6.9233e-028 1.4360e-027 3.0054e-023 7.6974e-017 8.7400e-005 7.7941e-003 5.7042e-002 8.7942e-003 2.7684e-003
          17 8.4656e-030 3.7870e-028 5.2345e-027 6.8860e-027 8.5288e-026 1.2037e-027 6.7029e-022 7.3055e-016 1.3335e-004 1.0064e-002 5.4562e-002 2.3263e-004 7.2578e-002
          18 2.2493e-018 4.5667e-016 4.4667e-015 2.1679e-015 9.7653e-014 9.2628e-015 3.0169e-011 5.0833e-010 2.6461e-004 1.7149e-002 7.3189e-002 1.3541e-003 3.0050e-002
          19 1.7548e-027 5.1672e-025 4.8177e-024 1.8688e-024 1.1056e-022 1.2707e-023 1.0664e-020 5.8196e-015 1.9975e-004 1.2606e-002 5.2543e-002 2.5338e-005 3.9719e-003
          20 3.2120e-028 2.4520e-025 1.6464e-024 6.3368e-028 5.7320e-023 9.8227e-024 3.3408e-020 4.2074e-014 2.9277e-004 1.5451e-002 4.8454e-002 4.6921e-003 3.2198e-002
          21 6.8856e-026 2.7921e-024 1.3943e-023 1.3549e-023 8.4762e-022 1.3475e-022 6.1507e-019 2.6724e-013 4.1776e-004 1.8565e-002 4.3336e-002 3.5199e-003 7.1945e-003
          22 1.1325e-023 9.2538e-023 3.3947e-022 2.7546e-021 4.5849e-020 1.0112e-020 1.1577e-017 1.5533e-012 5.8057e-004 2.1863e-002 3.7815e-002 1.1486e-002 9.4408e-003
          23 2.2871e-011 5.2831e-011 1.3599e-010 6.0329e-009 5.1142e-008 2.1380e-008 1.5774e-006 2.7608e-004 1.4654e-005 3.9886e-002 3.9171e-002 1.5848e-002 9.3786e-004
          24 6.2157e-021 1.0288e-020 2.3333e-020 1.6685e-018 1.2361e-017 6.1455e-018 1.4547e-016 6.5450e-012 7.9143e-004 2.5342e-002 3.1523e-002 1.0301e-002 1.1727e-002
          25 5.0721e-021 5.0556e-022 9.7814e-024 1.5050e-018 5.8405e-018 7.4490e-018 1.4070e-016 3.6719e-011 1.0673e-003 2.9013e-002 2.5217e-002 1.6878e-002 8.1316e-004
          26 6.3371e-020 1.0396e-020 1.2951e-019 2.1339e-017 4.4438e-017 1.4002e-016 3.0850e-015 1.7221e-010 1.4308e-003 3.2819e-002 1.9100e-002 1.5201e-002 1.6215e-002
          27 3.0228e-018 3.1540e-018 2.0717e-017 1.1971e-015 1.2334e-015 9.5236e-015 7.8537e-014 8.5861e-010 1.9131e-003 3.6714e-002 1.3293e-002 1.8593e-002 5.4328e-004
          28 3.6386e-009 7.4689e-009 4.3373e-008 1.6524e-006 9.2629e-007 1.4224e-005 3.5016e-005 1.0269e-002 1.6604e-001 4.4001e-002 3.1432e-003 4.8244e-005 5.7062e-004
          29 1.5200e-016 4.0055e-016 2.2620e-015 7.4013e-014 2.9632e-014 6.5174e-013 7.1464e-013 1.1187e-009 2.5441e-003 4.0699e-002 8.2100e-003 1.5900e-002 1.9002e-002
          30 1.1161e-016 5.9076e-016 3.2602e-015 7.0904e-014 5.1016e-015 6.4134e-013 5.0054e-014 9.0466e-009 3.4164e-003 4.4773e-002 4.1101e-003 1.5933e-002 3.1822e-003
          31 6.8895e-016 7.0550e-015 4.0709e-014 6.2454e-013 6.0061e-015 5.4903e-012 6.7929e-012 4.4849e-008 4.6548e-003 4.8942e-002 1.2341e-003 1.2117e-002 1.8555e-002
          32 2.4777e-014 5.4301e-013 3.4313e-012 3.7596e-011 8.9100e-012 3.0972e-010 7.8325e-010 4.7829e-007 6.8648e-003 5.3103e-002 8.8289e-006 9.4116e-003 4.5905e-003
          33 3.7499e-010 1.2093e-008 8.0151e-008 7.6268e-007 3.3055e-007 6.0805e-006 1.8004e-005 2.6180e-003 1.7877e-001 3.2839e-003 7.2270e-003 1.4720e-002 1.4261e-002
          34 3.4796e-014 2.3096e-012 1.6552e-011 1.2729e-010 1.0951e-010 9.6528e-010 3.3929e-009 6.5137e-010 8.2737e-003 5.8247e-002 9.4494e-004 5.4674e-003 1.4145e-002
          35 4.1906e-015 4.2310e-012 3.5329e-011 1.8250e-010 3.9526e-010 1.2763e-009 5.7647e-009 6.1630e-007 1.3621e-002 6.3790e-002 5.3831e-003 1.9361e-003 2.8712e-003
          36 2.1180e-013 4.9558e-011 4.9122e-010 1.5809e-009 7.7863e-009 1.0466e-008 6.5594e-008 7.7880e-006 2.9955e-002 7.3936e-002 1.9273e-002 1.9200e-004 3.3091e-003
          37 6.6333e-011 3.3306e-009 3.7638e-008 7.9716e-008 7.2299e-007 5.2522e-007 4.6238e-006 3.2569e-004 1.7971e-001 4.5593e-002 9.1421e-002 5.4662e-002 2.9350e-002
          38 2.7643e-011 8.2971e-010 1.0044e-008 1.6505e-008 2.1039e-007 1.1056e-007 1.2103e-006 5.6100e-005 1.5906e-003 2.9776e-002 3.6105e-004 6.2208e-003 8.4893e-003
          39 2.3860e-011 2.6246e-010 3.8147e-009 2.5706e-009 9.7988e-008 2.0231e-008 4.6863e-007 4.2955e-006 1.1882e-002 5.2343e-002 2.3397e-002 1.8662e-003 9.0760e-004
          40 6.7597e-011 3.5887e-010 6.2181e-009 7.8488e-010 1.9162e-007 1.2014e-008 8.3943e-007 4.6028e-007 2.2381e-002 3.7049e-002 3.8214e-002 1.3168e-002 4.2017e-003
          41 1.2909e-010 3.8806e-010 7.8726e-009 1.0084e-010 2.8787e-007 2.3464e-009 1.2130e-006 4.1770e-008 1.5280e-002 6.3281e-003 2.1228e-002 1.6247e-002 7.0398e-003
          42 1.3620e-010 2.3608e-010 5.6162e-009 2.6983e-009 2.5174e-007 1.1087e-009 1.0345e-006 1.1481e-007 3.0103e-003 6.0283e-004 1.8622e-003 5.1478e-003 6.7588e-003
          43 1.2656e-010 1.2427e-010 3.4382e-009 7.7524e-009 2.0254e-007 1.1028e-008 8.0747e-007 5.7371e-010 4.9054e-005 3.5230e-003 5.1578e-004 1.9705e-004 5.3525e-004
          44 1.1787e-010 6.5347e-011 1.9951e-009 1.4801e-008 1.7256e-007 2.9326e-008 6.5325e-007 2.3377e-007 2.0859e-004 2.6934e-003 2.1128e-003 4.1914e-004 2.8019e-005
          45 1.0184e-010 3.1789e-011 9.2529e-010 2.2794e-008 1.4541e-007 5.4243e-008 5.0487e-007 7.0028e-007 3.6043e-004 8.6185e-004 1.7711e-003 1.0575e-003 7.2957e-004
          46 7.7478e-011 1.3664e-011 2.3760e-010 3.0125e-008 1.1710e-007 8.2660e-008 3.5564e-007 1.0285e-006 2.2189e-004 6.7975e-005 6.8774e-004 8.0575e-004 3.3310e-004
          47 5.0106e-011 5.2946e-012 6.7026e-014 3.5861e-008 9.0532e-008 1.1218e-007 2.2585e-007 1.0952e-006 7.0571e-005 2.0739e-005 9.8787e-005 3.0106e-004 5.5098e-004
          48 2.5295e-011 2.0831e-012 2.1197e-010 3.9644e-008 6.7636e-008 1.4114e-007 1.2698e-007 9.9940e-007 8.2224e-006 8.4135e-005 1.3827e-006 4.2556e-005 3.0994e-005
          49 7.4775e-012 1.1397e-012 8.2286e-010 4.1285e-008 4.8706e-008 1.6747e-007 5.9879e-008 8.5559e-007 3.9899e-007 7.2799e-005 4.0048e-005 1.1456e-006 4.0649e-005
          50 7.5707e-014 1.2041e-012 1.7456e-009 4.0812e-008 3.3556e-008 1.8890e-007 2.0511e-008 7.1690e-007 5.0518e-006 3.1618e-005 5.0275e-005 2.1700e-005 2.8156e-005
          51 5.1178e-012 2.0887e-012 2.8692e-009 3.8553e-008 2.1881e-008 2.0377e-007 2.8353e-009 5.9057e-007 6.6078e-006 6.2070e-006 3.0171e-005 2.6805e-005 1.1632e-006
          52 2.3026e-011 4.0785e-012 4.0775e-009 3.4998e-008 1.3251e-008 2.1124e-007 6.4296e-010 4.6842e-007 4.8578e-006 2.1463e-008 9.8477e-006 1.6936e-005 3.8971e-005
          53 5.2738e-011 7.4460e-012 5.2545e-009 3.0606e-008 7.1618e-009 2.1080e-007 8.7857e-009 3.4638e-007 2.5405e-006 1.3570e-006 1.0587e-006 5.9496e-006 5.8302e-007
          54 9.1866e-011 1.2152e-011 6.2917e-009 2.5786e-008 3.1606e-009 2.0252e-007 2.3471e-008 2.3108e-007 1.0132e-006 2.6140e-006 1.4497e-007 7.5035e-007 1.0365e-005
          55 1.3695e-010 1.7740e-011 7.0984e-009 2.0915e-008 8.8178e-010 1.8724e-007 4.1947e-008 1.3478e-007 3.1726e-007 2.3403e-006 1.1514e-006 3.4663e-008 9.7507e-007
          56 1.8395e-010 2.3426e-011 7.6152e-009 1.6312e-008 2.4263e-011 1.6660e-007 6.2129e-008 6.6180e-008 8.1027e-008 1.4338e-006 1.5790e-006 5.8749e-007 6.8344e-007
          57 2.2915e-010 2.8321e-011 7.8281e-009 1.2220e-008 3.3106e-010 1.4281e-007 8.2432e-008 2.5569e-008 1.8632e-008 6.6059e-007 1.3210e-006 9.9114e-007 2.5043e-006
          58 2.6916e-010 3.1599e-011 7.7446e-009 8.7580e-009 1.5815e-009 1.1789e-007 1.0148e-007 6.3971e-009 4.6764e-009 2.2335e-007 7.9757e-007 8.5851e-007 1.0144e-008
          59 3.0106e-010 3.2659e-011 7.3898e-009 5.9555e-009 3.5796e-009 9.3507e-008 1.1798e-007 3.2309e-010 1.5355e-009 4.6315e-008 3.4449e-007 5.0757e-007 1.4013e-006
          60 3.2277e-010 3.1264e-011 6.8077e-009 3.7907e-009 6.1405e-009 7.1028e-008 1.3086e-007 8.5433e-010 6.6060e-010 2.4827e-009 1.0044e-007 2.5497e-007 6.2286e-008
          61 3.3267e-010 2.7542e-011 6.0459e-009 2.2024e-009 9.0668e-009 5.1325e-008 1.3917e-007 4.4372e-009 3.6241e-010 1.0423e-009 1.8055e-008 1.0110e-007 2.6433e-007
          62 3.3073e-010 2.2074e-011 5.1736e-009 1.1167e-009 1.2164e-008 3.5012e-008 1.4258e-007 9.8601e-009 2.7385e-010 2.9352e-009 1.2392e-009 2.0185e-008 3.7157e-008
          63 3.1802e-010 1.5723e-011 4.2602e-009 4.4580e-010 1.5255e-008 2.2263e-008 1.4139e-007 1.7226e-008 2.4638e-010 2.1044e-009 3.4584e-010 5.2074e-010 1.0203e-009
          64 2.9577e-010 9.4493e-012 3.3595e-009 1.0047e-010 1.8150e-008 1.2870e-008 1.3597e-007 2.7007e-008 1.5444e-010 1.0745e-009 3.1412e-009 6.6769e-010 9.6111e-009
          65 2.6618e-010 4.2322e-012 2.5228e-009 1.4849e-014 2.0703e-008 6.4588e-009 1.2725e-007 3.9422e-008 8.5280e-012 7.7299e-010 6.3438e-009 2.5509e-009 1.2150e-008
          66 2.3139e-010 8.9807e-013 1.7842e-009 7.4917e-011 2.2774e-008 2.5215e-009 1.1610e-007 5.3946e-008 1.9977e-010 9.8956e-010 6.6487e-009 6.0099e-009 1.3428e-009
          67 1.9380e-010 4.8560e-014 1.1678e-009 2.6864e-010 2.4270e-008 5.3380e-010 1.0351e-007 6.9244e-008 1.3492e-009 1.4754e-009 4.2531e-009 7.5464e-009 1.9742e-009
          68 1.5538e-010 1.9950e-012 6.8411e-010 5.3627e-010 2.5089e-008 9.9975e-013 9.0169e-008 8.3271e-008 3.6782e-009 1.9810e-009 2.2616e-009 4.8499e-009 1.2488e-008
          69 1.1846e-010 6.7265e-012 3.3665e-010 8.4342e-010 2.5227e-008 4.9130e-010 7.6915e-008 9.4089e-008 6.6637e-009 2.4894e-009 1.9308e-009 2.6744e-009 1.2649e-009
          70 8.4905e-011 1.3945e-011 1.1821e-010 1.1659e-009 2.4724e-008 1.6482e-009 6.4332e-008 1.0039e-007 9.4728e-009 3.3012e-009 3.0576e-009 2.7775e-009 2.0414e-009
          71 5.6045e-011 2.3114e-011 1.4616e-011 1.4862e-009 2.3637e-008 3.1965e-009 5.2765e-008 1.0171e-007 1.1631e-008 4.8035e-009 4.9148e-009 3.6740e-009 6.1698e-009
          72 3.2817e-011 3.3539e-011 7.4390e-012 1.7931e-009 2.2056e-008 4.9354e-009 4.2414e-008 9.8526e-008 1.3274e-008 7.1472e-009 5.8752e-009 3.2976e-009 8.0298e-010
          73 1.5751e-011 4.4414e-011 7.6005e-011 2.0778e-009 2.0084e-008 6.7212e-009 3.3353e-008 9.1948e-008 1.4883e-008 9.8995e-009 5.2921e-009 2.1815e-009 6.9385e-010
          74 4.9802e-012 5.4953e-011 1.9913e-010 2.3361e-009 1.7846e-008 8.4614e-009 2.5588e-008 8.3383e-008 1.6923e-008 1.2107e-008 4.2997e-009 1.9674e-009 3.7362e-009
          75 2.9067e-013 6.4435e-011 3.5671e-010 2.5652e-009 1.5465e-008 1.0098e-008 1.9064e-008 7.4132e-008 1.9577e-008 1.2958e-008 4.0816e-009 2.9296e-009 1.7488e-009
          76 1.1899e-012 7.2204e-011 5.3045e-010 2.7613e-009 1.3042e-008 1.1590e-008 1.3677e-008 6.5110e-008 2.2626e-008 1.2412e-008 4.9907e-009 4.1219e-009 6.9958e-010
          77 6.9684e-012 7.7791e-011 7.0463e-010 2.9230e-009 1.0684e-008 1.2912e-008 9.3419e-009 5.6926e-008 2.5500e-008 1.1142e-008 6.6555e-009 4.1550e-009 2.9946e-009
          78 1.6766e-011 8.0952e-011 8.6716e-010 3.0506e-009 8.4789e-009 1.4058e-008 5.9615e-009 4.9850e-008 2.7502e-008 9.9470e-009 8.0044e-009 3.4055e-009 4.0847e-009
          79 2.9645e-011 8.1594e-011 1.0090e-009 3.1437e-009 6.4909e-009 1.5021e-008 3.4365e-009 4.3867e-008 2.8086e-008 9.2847e-009 8.0469e-009 3.1745e-009 1.8576e-009
          80 4.4625e-011 7.9762e-011 1.1237e-009 3.2008e-009 4.7605e-009 1.5790e-008 1.6717e-009 3.8792e-008 2.7105e-008 9.2121e-009 6.9061e-009 3.9150e-009 1.9126e-009
          81 6.0807e-011 7.5749e-011 1.2087e-009 3.2248e-009 3.3150e-009 1.6375e-008 5.7793e-010 3.4424e-008 2.4885e-008 9.5144e-009 5.5727e-009 5.0746e-009 4.1384e-009
          82 7.7321e-011 6.9867e-011 1.2629e-009 3.2149e-009 2.1567e-009 1.6770e-008 6.5511e-011 3.0503e-008 2.1972e-008 9.8243e-009 4.8564e-009 5.5110e-009 4.1811e-009
          83 9.3364e-011 6.2515e-011 1.2866e-009 3.1710e-009 1.2755e-009 1.6967e-008 4.7841e-011 2.6817e-008 1.8931e-008 9.8000e-009 4.9950e-009 4.8734e-009 2.3711e-009
          84 1.0837e-010 5.4217e-011 1.2834e-009 3.0972e-009 6.5134e-010 1.6983e-008 4.3932e-010 2.3248e-008 1.6176e-008 9.3028e-009 5.8112e-009 4.0022e-009 2.3607e-009
          85 1.2176e-010 4.5407e-011 1.2555e-009 2.9932e-009 2.5388e-010 1.6811e-008 1.1558e-009 1.9712e-008 1.3872e-008 8.4219e-009 6.7924e-009 3.6833e-009 3.9648e-009
          86 1.3315e-010 3.6557e-011 1.2072e-009 2.8618e-009 4.9277e-011 1.6461e-008 2.1152e-009 1.6222e-008 1.2016e-008 7.4056e-009 7.2786e-009 4.0100e-009 4.2946e-009
          87 1.4227e-010 2.8087e-011 1.1424e-009 2.7059e-009 1.3736e-012 1.5943e-008 3.2387e-009 1.2846e-008 1.0498e-008 6.4977e-009 6.8946e-009 4.5213e-009 2.7438e-009
          88 1.4897e-010 2.0363e-011 1.0655e-009 2.5293e-009 7.4158e-011 1.5273e-008 4.4533e-009 9.6906e-009 9.1757e-009 5.8368e-009 5.8290e-009 4.5723e-009 1.9214e-009
          89 1.5319e-010 1.3668e-011 9.8013e-010 2.3354e-009 2.3368e-010 1.4468e-008 5.6925e-009 6.8702e-009 7.9219e-009 5.4361e-009 4.6069e-009 3.9574e-009 2.4114e-009
          90 1.5505e-010 8.2160e-012 8.9037e-010 2.1293e-009 4.4938e-010 1.3556e-008 6.9008e-009 4.4896e-009 6.6697e-009 5.2177e-009 3.6691e-009 3.0894e-009 3.0348e-009
          91 1.5467e-010 4.1276e-012 7.9929e-010 1.9155e-009 6.9510e-010 1.2558e-008 8.0325e-009 2.6148e-009 5.4118e-009 5.0487e-009 3.1699e-009 2.4553e-009 2.4359e-009
          92 1.5220e-010 1.4472e-012 7.0917e-010 1.6976e-009 9.4893e-010 1.1495e-008 9.0483e-009 1.2687e-009 4.1920e-009 4.7867e-009 3.0438e-009 2.2100e-009 1.3935e-009
          93 1.4793e-010 1.5243e-013 6.2245e-010 1.4807e-009 1.1943e-009 1.0399e-008 9.9264e-009 4.3228e-010 3.0838e-009 4.3357e-009 3.1130e-009 2.2231e-009 1.0257e-009
          94 1.4207e-010 1.5826e-013 5.4046e-010 1.2684e-009 1.4183e-009 9.2882e-009 1.0648e-008 4.7951e-011 2.1492e-009 3.6769e-009 3.1433e-009 2.2275e-009 1.2968e-009
          95 1.3486e-010 1.3315e-012 4.6418e-010 1.0643e-009 1.6118e-009 8.1840e-009 1.1201e-008 3.3224e-011 1.4220e-009 2.8783e-009 2.9312e-009 1.9934e-009 1.6026e-009
          96 1.2665e-010 3.5018e-012 3.9467e-010 8.7257e-010 1.7705e-009 7.1130e-009 1.1594e-008 2.9330e-010 9.0105e-010 2.0620e-009 2.4167e-009 1.5160e-009 1.3054e-009
          97 1.1760e-010 6.4684e-012 3.3187e-010 6.9533e-010 1.8904e-009 6.0860e-009 1.1819e-008 7.3303e-010 5.5462e-010 1.3422e-009 1.7138e-009 9.9182e-010 7.0452e-010
          98 1.0795e-010 1.0009e-011 2.7594e-010 5.3533e-010 1.9707e-009 5.1190e-009 1.1885e-008 1.2660e-009 3.3922e-010 7.9069e-010 1.0292e-009 6.0764e-010 3.7777e-010
          99 9.7782e-011 1.3861e-011 2.2644e-010 3.9420e-010 2.0086e-009 4.2187e-009 1.1780e-008 1.8172e-009 2.1148e-010 4.2002e-010 5.2088e-010 4.0471e-010 3.6130e-010
         100 8.6973e-011 1.7662e-011 1.8259e-010 2.7326e-010 1.9966e-009 3.3860e-009 1.1463e-008 2.3170e-009 1.3673e-010 2.0034e-010 2.2689e-010 3.2759e-010 4.7463e-010
         101 7.5086e-011 2.0794e-011 1.4318e-010 1.7379e-010 1.9150e-009 2.6148e-009 1.0822e-008 2.6828e-009 9.0849e-011 8.4932e-011 9.2606e-011 3.0180e-010 4.6671e-010
