   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
          10 1.7383e-008 5.0434e-007 8.3481e-006 9.0275e-005 7.2595e-004 4.4198e-003 1.9889e-002 6.3988e-002 1.2754e-001 1.0200e-001 1.6111e-003 4.8803e-001 1.8928e-001 2.1809e-003 2.4006e-004 3.2051e-007 1.6727e-007 9.3502e-008 2.8852e-009 2.7019e-009 5.8505e-010 1.8596e-009 1.1602e-009 7.0332e-010 5.7087e-010 4.1129e-010 2.6569e-010
          11 1.1456e-009 1.3176e-007 2.6159e-006 2.8290e-005 2.3328e-004 1.4854e-003 7.3448e-003 2.7377e-002 7.3178e-002 1.1878e-001 6.8949e-002 9.6471e-003 4.7773e-001 2.1342e-001 1.3127e-003 5.1034e-004 8.4875e-006 2.8935e-007 3.3292e-007 1.1590e-008 2.6141e-009 2.5995e-009 9.6302e-010 4.4360e-010 2.9118e-010 1.7599e-010 9.9852e-011
          12 2.9559e-011 3.8950e-008 7.8923e-007 9.4440e-006 8.0581e-005 5.2401e-004 2.7372e-003 1.1277e-002 3.5288e-002 7.8949e-002 1.0423e-001 4.1516e-002 2.0440e-002 4.7171e-001 2.3209e-001 2.2322e-004 8.5913e-004 6.1510e-005 9.1772e-007 4.7014e-007 3.7616e-007 1.2150e-007 3.6519e-008 1.6288e-008 1.0776e-008 6.6854e-009 3.9079e-009
          13 3.5178e-010 1.7889e-008 2.5699e-007 3.3970e-006 2.9312e-005 1.9738e-004 1.0594e-003 4.6258e-003 1.6126e-002 4.2814e-002 8.0395e-002 8.5694e-002 2.1102e-002 2.9576e-002 4.7540e-001 2.4128e-001 3.9537e-004 1.0538e-003 2.2469e-004 2.4187e-005 1.6542e-006 6.9223e-008 7.2147e-010 4.5062e-010 1.6834e-009 2.2394e-009 1.9738e-009
          14 1.1950e-009 1.0552e-008 1.1008e-007 1.3315e-006 1.1248e-005 7.8087e-005 4.3099e-004 1.9491e-003 7.2569e-003 2.1611e-002 4.8918e-002 7.7068e-002 6.5360e-002 8.1079e-003 3.3844e-002 4.9391e-001 2.3446e-001 5.6593e-003 6.0984e-004 4.9604e-004 1.5113e-004 4.0422e-005 1.1902e-005 5.3444e-006 3.5754e-006 2.2449e-006 1.3254e-006
          15 1.1724e-009 5.2088e-009 5.8689e-008 5.5902e-007 4.6802e-006 3.2261e-005 1.8350e-004 8.5891e-004 3.3205e-003 1.0633e-002 2.7222e-002 5.2546e-002 6.9193e-002 4.5479e-002 1.7048e-003 3.1279e-002 5.3685e-001 1.9671e-001 2.2745e-002 1.3008e-004 2.3440e-004 2.0621e-004 9.5329e-005 5.2261e-005 4.0101e-005 2.7904e-005 1.7672e-005
          16 4.1344e-010 1.6604e-009 3.0349e-008 2.4491e-007 2.1241e-006 1.4223e-005 8.1965e-005 3.9444e-004 1.5771e-003 5.2734e-003 1.4596e-002 3.2176e-002 5.2815e-002 5.7570e-002 2.8437e-002 1.1224e-006 1.9888e-002 6.0956e-001 1.1691e-001 5.1120e-002 7.4741e-003 9.1456e-004 1.3549e-004 3.7037e-005 1.5306e-005 5.8550e-006 2.2017e-006
          17 1.0477e-011 2.6782e-010 1.2878e-008 1.1156e-007 1.0209e-006 6.7917e-006 3.8794e-005 1.8832e-004 7.7723e-004 2.6886e-003 7.8111e-003 1.8743e-002 3.5449e-002 4.9323e-002 4.3746e-002 1.5625e-002 1.3443e-003 4.4665e-003 6.9706e-001 1.9052e-002 5.0474e-002 2.1931e-002 7.7582e-003 3.7687e-003 2.6579e-003 1.7348e-003 1.0513e-003
          18 8.3947e-011 9.1456e-012 4.3160e-009 5.3829e-008 5.0355e-007 3.4611e-006 1.9480e-005 9.4154e-005 3.9587e-004 1.4121e-003 4.2568e-003 1.0768e-002 2.2331e-002 3.6054e-002 4.2066e-002 2.9975e-002 7.0450e-003 4.7138e-003 4.3126e-003 7.0827e-001 2.9044e-002 1.8351e-003 4.2039e-003 3.3490e-003 3.1468e-003 2.4945e-003 1.7114e-003
          19 2.1115e-010 1.0453e-012 1.2403e-009 2.8190e-008 2.5512e-007 1.8447e-006 1.0346e-005 4.9909e-005 2.1059e-004 7.6830e-004 2.3891e-003 6.2806e-003 1.3812e-002 2.4525e-002 3.3691e-002 3.2449e-002 1.7993e-002 2.5906e-003 1.2009e-002 7.0975e-002 4.4521e-001 1.6404e-001 4.3417e-002 1.7309e-002 1.0300e-002 5.7853e-003 3.1220e-003
          20 2.0710e-010 3.3911e-015 3.8426e-010 1.5987e-008 1.3460e-007 1.0121e-006 5.7449e-006 2.7929e-005 1.1751e-004 4.3391e-004 1.3810e-003 3.7458e-003 8.5838e-003 1.6239e-002 2.4669e-002 2.8326e-002 2.1986e-002 9.3473e-003 9.8773e-004 3.6996e-002 2.3711e-001 4.0711e-002 5.7737e-002 4.0376e-002 3.4821e-002 2.5884e-002 1.6989e-002
          21 1.2289e-010 6.7214e-012 1.7397e-010 9.1895e-009 7.1786e-008 5.4563e-007 3.1625e-006 1.5594e-005 6.5544e-005 2.4309e-004 7.8475e-004 2.1797e-003 5.1489e-003 1.0180e-002 1.6470e-002 2.1053e-002 1.9745e-002 1.2117e-002 3.6835e-003 1.8063e-003 1.4226e-001 2.4628e-001 4.8001e-002 1.1445e-002 3.4409e-003 7.1991e-004 8.8948e-005
          22 5.4406e-011 2.0244e-011 1.2516e-010 5.5005e-009 4.0771e-008 3.0578e-007 1.8095e-006 9.0443e-006 3.8129e-005 1.4160e-004 4.6062e-004 1.2998e-003 3.1378e-003 6.3990e-003 1.0788e-002 1.4741e-002 1.5389e-002 1.1474e-002 5.3104e-003 1.0868e-003 1.3562e-002 3.7439e-001 1.0044e-002 2.4315e-002 2.6781e-002 2.1130e-002 1.3873e-002
          23 1.7910e-011 2.4070e-011 9.2728e-011 2.9741e-009 2.1473e-008 1.5746e-007 9.4581e-007 4.7715e-006 2.0212e-005 7.5120e-005 2.4531e-004 6.9874e-004 1.7107e-003 3.5597e-003 6.1617e-003 8.7664e-003 9.7214e-003 8.0303e-003 4.5927e-003 1.4017e-003 9.5477e-005 1.0784e-001 4.1597e-001 7.4882e-002 1.7896e-002 3.1309e-003 3.3070e-004
          24 4.4447e-012 1.3882e-011 4.6242e-011 1.1867e-009 8.4910e-009 6.1182e-008 3.7044e-007 1.8775e-006 7.9824e-006 2.9686e-005 9.7119e-005 2.7792e-004 6.8546e-004 1.4419e-003 2.5317e-003 3.6778e-003 4.2044e-003 3.6463e-003 2.2756e-003 8.6696e-004 1.5864e-004 3.4319e-004 3.9065e-001 2.9333e-001 6.2607e-002 4.0049e-002 1.7572e-002
          25 1.7787e-013 6.8935e-013 2.2427e-012 5.4570e-011 3.8994e-010 2.7974e-009 1.6967e-008 8.6071e-008 3.6628e-007 1.3624e-006 4.4590e-006 1.2772e-005 3.1553e-005 6.6532e-005 1.1719e-004 1.7101e-004 1.9678e-004 1.7242e-004 1.0945e-004 4.3437e-005 9.4486e-006 1.0347e-005 1.2474e-003 8.0124e-002 3.5662e-001 2.9387e-001 2.3544e-001
